Id,Id2,Geography,Year,Estimate; Total:,Margin of Error; Total:,Estimate; With a mortgage:,Margin of Error; With a mortgage:,"Estimate; With a mortgage: - Less than $20,000:","Margin of Error; With a mortgage: - Less than $20,000:","Estimate; With a mortgage: - Less than $20,000: - Less than 20 percent","Margin of Error; With a mortgage: - Less than $20,000: - Less than 20 percent","Estimate; With a mortgage: - Less than $20,000: - 20 to 29 percent","Margin of Error; With a mortgage: - Less than $20,000: - 20 to 29 percent","Estimate; With a mortgage: - Less than $20,000: - 30 percent or more","Margin of Error; With a mortgage: - Less than $20,000: - 30 percent or more","Estimate; With a mortgage: - $20,000 to $34,999:","Margin of Error; With a mortgage: - $20,000 to $34,999:","Estimate; With a mortgage: - $20,000 to $34,999: - Less than 20 percent","Margin of Error; With a mortgage: - $20,000 to $34,999: - Less than 20 percent","Estimate; With a mortgage: - $20,000 to $34,999: - 20 to 29 percent","Margin of Error; With a mortgage: - $20,000 to $34,999: - 20 to 29 percent","Estimate; With a mortgage: - $20,000 to $34,999: - 30 percent or more","Margin of Error; With a mortgage: - $20,000 to $34,999: - 30 percent or more","Estimate; With a mortgage: - $35,000 to $49,999:","Margin of Error; With a mortgage: - $35,000 to $49,999:","Estimate; With a mortgage: - $35,000 to $49,999: - Less than 20 percent","Margin of Error; With a mortgage: - $35,000 to $49,999: - Less than 20 percent","Estimate; With a mortgage: - $35,000 to $49,999: - 20 to 29 percent","Margin of Error; With a mortgage: - $35,000 to $49,999: - 20 to 29 percent","Estimate; With a mortgage: - $35,000 to $49,999: - 30 percent or more","Margin of Error; With a mortgage: - $35,000 to $49,999: - 30 percent or more","Estimate; With a mortgage: - $50,000 to $74,999:","Margin of Error; With a mortgage: - $50,000 to $74,999:","Estimate; With a mortgage: - $50,000 to $74,999: - Less than 20 percent","Margin of Error; With a mortgage: - $50,000 to $74,999: - Less than 20 percent","Estimate; With a mortgage: - $50,000 to $74,999: - 20 to 29 percent","Margin of Error; With a mortgage: - $50,000 to $74,999: - 20 to 29 percent","Estimate; With a mortgage: - $50,000 to $74,999: - 30 percent or more","Margin of Error; With a mortgage: - $50,000 to $74,999: - 30 percent or more","Estimate; With a mortgage: - $75,000 or more:","Margin of Error; With a mortgage: - $75,000 or more:","Estimate; With a mortgage: - $75,000 or more: - Less than 20 percent","Margin of Error; With a mortgage: - $75,000 or more: - Less than 20 percent","Estimate; With a mortgage: - $75,000 or more: - 20 to 29 percent","Margin of Error; With a mortgage: - $75,000 or more: - 20 to 29 percent","Estimate; With a mortgage: - $75,000 or more: - 30 percent or more","Margin of Error; With a mortgage: - $75,000 or more: - 30 percent or more",Estimate; With a mortgage: - Zero or negative income,Margin of Error; With a mortgage: - Zero or negative income,Estimate; Not mortgaged:,Margin of Error; Not mortgaged:,"Estimate; Not mortgaged: - Less than $20,000:","Margin of Error; Not mortgaged: - Less than $20,000:","Estimate; Not mortgaged: - Less than $20,000: - Less than 20 percent","Margin of Error; Not mortgaged: - Less than $20,000: - Less than 20 percent","Estimate; Not mortgaged: - Less than $20,000: - 20 to 29 percent","Margin of Error; Not mortgaged: - Less than $20,000: - 20 to 29 percent","Estimate; Not mortgaged: - Less than $20,000: - 30 percent or more","Margin of Error; Not mortgaged: - Less than $20,000: - 30 percent or more","Estimate; Not mortgaged: - $20,000 to $34,999:","Margin of Error; Not mortgaged: - $20,000 to $34,999:","Estimate; Not mortgaged: - $20,000 to $34,999: - Less than 20 percent","Margin of Error; Not mortgaged: - $20,000 to $34,999: - Less than 20 percent","Estimate; Not mortgaged: - $20,000 to $34,999: - 20 to 29 percent","Margin of Error; Not mortgaged: - $20,000 to $34,999: - 20 to 29 percent","Estimate; Not mortgaged: - $20,000 to $34,999: - 30 percent or more","Margin of Error; Not mortgaged: - $20,000 to $34,999: - 30 percent or more","Estimate; Not mortgaged: - $35,000 to $49,999:","Margin of Error; Not mortgaged: - $35,000 to $49,999:","Estimate; Not mortgaged: - $35,000 to $49,999: - Less than 20 percent","Margin of Error; Not mortgaged: - $35,000 to $49,999: - Less than 20 percent","Estimate; Not mortgaged: - $35,000 to $49,999: - 20 to 29 percent","Margin of Error; Not mortgaged: - $35,000 to $49,999: - 20 to 29 percent","Estimate; Not mortgaged: - $35,000 to $49,999: - 30 percent or more","Margin of Error; Not mortgaged: - $35,000 to $49,999: - 30 percent or more","Estimate; Not mortgaged: - $50,000 to $74,999:","Margin of Error; Not mortgaged: - $50,000 to $74,999:","Estimate; Not mortgaged: - $50,000 to $74,999: - Less than 20 percent","Margin of Error; Not mortgaged: - $50,000 to $74,999: - Less than 20 percent","Estimate; Not mortgaged: - $50,000 to $74,999: - 20 to 29 percent","Margin of Error; Not mortgaged: - $50,000 to $74,999: - 20 to 29 percent","Estimate; Not mortgaged: - $50,000 to $74,999: - 30 percent or more","Margin of Error; Not mortgaged: - $50,000 to $74,999: - 30 percent or more","Estimate; Not mortgaged: - $75,000 or more:","Margin of Error; Not mortgaged: - $75,000 or more:","Estimate; Not mortgaged: - $75,000 or more: - Less than 20 percent","Margin of Error; Not mortgaged: - $75,000 or more: - Less than 20 percent","Estimate; Not mortgaged: - $75,000 or more: - 20 to 29 percent","Margin of Error; Not mortgaged: - $75,000 or more: - 20 to 29 percent","Estimate; Not mortgaged: - $75,000 or more: - 30 percent or more","Margin of Error; Not mortgaged: - $75,000 or more: - 30 percent or more",Estimate; Not mortgaged: - Zero or negative income,Margin of Error; Not mortgaged: - Zero or negative income
0500000US06081,6081,"San Mateo County, California",2006,159025,3815,118743,3870,4316,1011,0,289,0,289,4316,1011,4781,932,0,289,253,210,4528,920,7343,1467,48,78,706,441,6589,1418,17181,1759,1375,498,1717,505,14089,1722,84780,3519,25819,2074,25576,2356,33385,2749,342,246,40282,2749,6365,1290,1088,512,935,475,4342,1161,6661,1070,3812,846,1550,656,1299,496,5293,945,4403,933,583,275,307,230,6990,1062,6387,1011,313,214,290,263,14776,1843,14297,1846,451,319,28,46,197,171
0500000US06083,6083,"Santa Barbara County, California",2006,75011,2009,51465,2401,2215,670,66,108,146,161,2003,608,3888,772,51,84,160,151,3677,783,4316,947,197,190,362,245,3757,917,11690,1906,1132,417,2369,661,8189,1590,29208,2051,10155,1339,8349,1271,10704,1386,148,130,23546,1786,5044,1139,1289,638,817,375,2938,906,4493,909,2875,685,727,288,891,453,3518,899,3274,891,244,206,0,289,4343,963,3743,891,347,338,253,193,6112,931,6099,927,0,289,13,24,36,60
0500000US06085,6085,"Santa Clara County, California",2006,354810,6056,275979,5947,10120,1536,40,65,170,226,9910,1521,12087,1540,59,96,637,296,11391,1567,16721,1994,398,362,1070,468,15253,1821,35489,2806,2545,769,6021,998,26923,2589,200022,5250,62362,3282,65124,3549,72536,4332,1540,726,78831,3241,10592,1432,1735,590,1990,708,6867,1109,12186,1396,6800,1145,3257,812,2129,630,10594,1206,8177,1023,1614,562,803,387,13931,1464,12246,1357,1424,588,261,218,30789,1988,30424,1899,232,197,133,158,739,462
0500000US06087,6087,"Santa Cruz County, California",2006,55666,2221,41706,2288,1205,594,0,289,0,289,1205,594,1798,545,0,289,0,289,1798,545,3234,908,95,101,244,208,2895,856,7901,1402,380,337,1152,510,6369,1236,27419,2003,7027,1195,8398,1358,11994,1476,149,172,13960,1319,3227,663,355,233,432,246,2440,623,2144,702,1124,525,643,344,377,272,1698,543,1345,487,194,164,159,164,2236,648,2034,620,202,178,0,289,4609,958,4609,958,0,289,0,289,46,74
0500000US06089,6089,"Shasta County, California",2006,44889,2165,29380,1966,1684,617,0,289,60,102,1624,602,2524,723,198,290,104,116,2222,662,5701,1020,781,407,1613,614,3307,905,7752,1428,1225,488,2739,922,3788,1085,11499,1265,5802,857,4062,793,1635,535,220,236,15509,1434,3785,863,1304,576,559,351,1922,552,3707,807,2556,733,908,363,243,210,2580,602,2298,570,282,237,0,289,2496,791,2496,791,0,289,0,289,2846,632,2846,632,0,289,0,289,95,125
0500000US06095,6095,"Solano County, California",2006,90468,3012,76112,3038,4253,1064,0,289,0,289,4253,1064,5046,1225,114,137,112,129,4820,1183,7243,1247,56,91,591,273,6596,1264,15157,1834,883,360,2811,768,11463,1625,44325,2393,12569,1772,14804,1526,16952,1743,88,101,14356,1372,2134,618,378,252,464,302,1292,530,2437,769,1421,443,877,509,139,143,2760,632,2543,608,162,156,55,88,3140,672,3019,683,66,109,55,90,3772,766,3772,766,0,289,0,289,113,131
0500000US06097,6097,"Sonoma County, California",2006,114133,3091,83329,3106,3215,792,0,289,54,87,3161,766,5502,993,137,155,171,158,5194,975,7045,1276,254,216,848,461,5943,1162,16917,1642,1527,574,3899,1016,11491,1554,50464,2611,15059,1589,15531,1617,19874,2300,186,254,30804,2310,5872,1165,864,422,1083,499,3925,977,5746,1150,3201,774,1451,695,1094,433,5187,1128,4591,1033,441,227,155,202,4988,1023,4538,983,422,258,28,46,8928,1308,8781,1262,147,193,0,289,83,146
0500000US06099,6099,"Stanislaus County, California",2006,102731,3409,79838,3013,4037,917,0,289,0,289,4037,917,8642,1335,281,237,588,344,7773,1368,13088,1870,428,268,1905,557,10755,1789,19622,2006,2048,638,5707,1210,11867,1753,34032,2348,13526,1590,12223,1521,8283,1331,417,279,22893,1962,4749,911,1043,456,1008,410,2698,775,5777,1065,3944,876,1028,395,805,382,3021,602,2701,575,268,189,52,71,4274,892,4160,854,67,97,47,80,4999,995,4985,991,14,24,0,289,73,102
0500000US06101,6101,"Sutter County, California",2006,19526,1348,15127,1457,697,380,0,289,0,289,697,380,997,581,12,20,37,54,948,573,2091,627,132,134,597,360,1362,543,4038,966,608,333,879,417,2551,749,7304,1083,2927,651,2858,732,1519,600,0,289,4399,690,905,334,353,217,158,117,394,236,1309,354,998,315,252,162,59,86,713,316,663,311,50,72,0,289,488,235,488,235,0,289,0,289,906,374,906,374,0,289,0,289,78,96
0500000US06107,6107,"Tulare County, California",2006,72770,2612,53815,2349,4857,1244,90,150,262,231,4505,1208,8293,1475,152,134,1094,500,7047,1271,7375,1233,631,368,2867,774,3877,875,11866,1710,2929,784,4795,1053,4142,996,20977,2037,11814,1673,6426,1128,2737,707,447,406,18955,1542,3772,614,1530,392,905,363,1337,373,4435,832,3781,767,293,161,361,202,3054,771,2814,712,240,164,0,289,3567,812,3323,662,233,363,11,18,3891,724,3891,724,0,289,0,289,236,222
0500000US06111,6111,"Ventura County, California",2006,177961,3791,142963,3752,4645,1141,0,289,93,110,4552,1129,8893,1216,116,139,207,154,8570,1203,10898,1467,668,316,906,378,9324,1341,25242,1856,2107,663,5249,1012,17886,1729,92941,3637,30206,2580,32142,2638,30593,2500,344,259,34998,2585,6338,1123,1221,413,962,520,4155,1014,7051,1255,4383,906,1830,620,838,518,4672,795,3921,693,692,349,59,99,6419,1091,6014,1059,274,204,131,210,10271,1572,10172,1561,51,85,48,80,247,325
0500000US06113,6113,"Yolo County, California",2006,36338,1546,27712,1639,1090,556,0,289,0,289,1090,556,2016,648,0,289,134,129,1882,648,3400,998,390,208,287,208,2723,936,5370,1024,474,373,1358,627,3538,814,15724,1448,5645,963,5689,1031,4390,852,112,136,8626,1030,1228,424,354,280,155,134,719,339,1638,462,1122,393,406,312,110,135,1245,476,1245,476,0,289,0,289,1076,322,1076,322,0,289,0,289,3337,802,3337,802,0,289,0,289,102,124
0500000US06001,6001,"Alameda County, California",2007,298409,5528,231047,5330,8074,1747,0,292,0,292,8074,1747,12192,1752,122,176,350,222,11720,1722,16118,1824,862,418,1595,467,13661,1808,35744,3466,1168,439,5660,1347,28916,3002,157914,5114,46804,3131,50781,2878,60329,3402,1005,536,67362,3400,11084,1349,2238,719,2511,679,6335,988,11797,1659,6316,1217,3151,857,2330,706,8772,1056,7720,1005,976,414,76,89,9822,1228,9277,1206,476,262,69,113,25237,2244,24851,2242,319,346,67,110,650,381
0500000US06007,6007,"Butte County, California",2007,50554,2046,32463,2187,2342,792,0,292,90,123,2252,782,5056,1049,57,74,256,206,4743,1080,4748,1046,165,156,1524,567,3059,904,7012,1138,1204,476,2457,869,3351,789,13246,1439,5741,765,5010,988,2495,760,59,95,18091,1675,5093,775,1164,649,1185,471,2744,530,4459,943,2684,769,1213,492,562,387,2546,700,2416,678,130,129,0,292,3085,675,2996,666,89,108,0,292,2609,584,2609,584,0,292,0,292,299,330
0500000US06013,6013,"Contra Costa County, California",2007,260823,4027,207504,4425,7431,1520,0,292,0,292,7431,1520,11588,1602,0,292,275,207,11313,1616,14990,2175,188,181,1216,636,13586,2033,30311,2553,2524,871,5303,1133,22484,2128,142326,4416,41806,3000,41552,2670,58968,2980,858,491,53319,2633,7471,1177,1114,457,1171,496,5186,1080,8722,1193,4693,1041,2091,662,1938,716,8053,1202,6214,995,1720,602,119,141,9118,1178,8065,1047,1043,545,10,18,18998,1655,18749,1649,249,174,0,292,957,480
0500000US06017,6017,"El Dorado County, California",2007,48954,1913,38957,2089,1248,585,0,292,0,292,1248,585,2908,811,56,92,0,292,2852,793,4046,926,307,353,698,361,3041,853,7840,1345,966,448,1146,566,5728,1209,22834,1721,7600,1308,6924,1122,8310,1299,81,125,9997,1056,1527,583,221,193,156,174,1150,513,2385,715,764,314,804,429,817,445,1242,383,1014,353,188,149,40,68,1519,445,1256,406,221,249,42,67,3151,695,3087,683,0,292,64,110,173,297
0500000US06019,6019,"Fresno County, California",2007,157007,3883,115802,4008,6862,1305,0,292,167,204,6695,1268,12592,1571,120,140,1065,383,11407,1591,12556,1999,773,413,2847,716,8936,1641,26592,2421,5425,1170,7313,1199,13854,1650,56671,3090,25162,2313,19881,2215,11628,1929,529,372,41205,2207,8335,1210,2159,792,1307,437,4869,828,8283,1057,6051,1063,1754,525,478,238,5847,913,5325,878,404,267,118,141,6880,982,6701,1006,179,168,0,292,11503,1425,11503,1425,0,292,0,292,357,303
0500000US06023,6023,"Humboldt County, California",2007,30514,1785,17020,1674,1318,430,0,292,47,78,1271,438,3022,747,174,147,484,275,2364,673,2430,739,217,185,758,437,1455,572,3046,810,784,397,973,389,1289,533,6925,1070,3075,905,2980,793,870,296,279,344,13494,1161,3407,819,926,378,773,342,1708,731,3657,921,2471,687,1042,587,144,143,1696,436,1490,449,132,121,74,101,2165,655,2165,655,0,292,0,292,2535,671,2535,671,0,292,0,292,34,66
0500000US06025,6025,"Imperial County, California",2007,22774,1899,15608,1806,647,366,0,292,0,292,647,366,2106,597,17,30,360,242,1729,536,2545,829,223,203,518,309,1804,727,4341,860,954,512,1247,470,2140,605,5969,1147,2596,701,2185,690,1188,491,0,292,7166,991,2300,597,365,225,689,396,1246,442,1529,549,1073,485,360,280,96,119,932,453,932,453,0,292,0,292,1194,425,1057,413,137,157,0,292,1211,484,1211,484,0,292,0,292,0,292
0500000US06029,6029,"Kern County, California",2007,147822,3929,113124,3773,9581,1635,0,292,307,356,9274,1561,12842,1926,206,171,1116,477,11520,1929,17211,1980,1418,539,3793,956,12000,1805,24194,2289,5331,949,7195,1389,11668,1796,49010,3388,23675,2144,14435,1818,10900,1568,286,339,34698,2074,8729,1258,2716,766,2022,562,3991,844,8010,1234,5923,1116,1675,515,412,239,5226,859,4707,873,478,338,41,67,6522,1002,6423,990,39,67,60,92,6108,1088,6108,1088,0,292,0,292,103,121
0500000US06031,6031,"Kings County, California",2007,23535,1440,18414,1522,891,556,0,292,0,292,891,556,2099,765,0,292,345,397,1754,692,2530,651,172,205,502,288,1856,577,4491,1005,882,522,1542,577,2067,738,8189,1413,3819,999,3142,938,1228,664,214,261,5121,795,1304,444,291,197,160,126,853,433,1695,533,1051,412,398,237,246,293,516,426,485,421,0,292,31,58,683,311,636,310,47,77,0,292,738,252,738,252,0,292,0,292,185,204
0500000US06033,6033,"Lake County, California",2007,16763,1774,9458,1575,787,530,0,292,100,152,687,523,971,765,114,104,61,103,796,755,1654,793,203,322,320,376,1131,610,1933,805,86,152,480,439,1367,571,4113,1114,1518,612,974,599,1621,793,0,292,7305,1190,1777,516,533,381,192,207,1052,447,2317,933,1542,783,523,361,252,261,1135,548,1075,513,60,106,0,292,1061,518,972,503,0,292,89,162,1015,445,1015,445,0,292,0,292,0,292
0500000US06037,6037,"Los Angeles County, California",2007,1558468,13095,1201197,13004,57180,3997,50,86,375,236,56755,3947,93599,4818,894,464,3624,813,89081,4764,121303,5114,3862,905,9582,1472,107859,4993,222441,6162,15394,1756,43497,3128,163550,5562,701513,11449,238752,7299,216443,6637,246318,8158,5161,1222,357271,7044,64523,3453,13635,1597,12329,1543,38559,2761,65286,3973,38465,2913,16043,1939,10778,1527,49963,3496,41551,3076,6354,1131,2058,674,59820,3520,55820,3456,3470,842,530,307,114759,4054,112948,4102,1565,669,246,199,2920,869
0500000US06039,6039,"Madera County, California",2007,27034,1646,19179,1606,929,529,40,65,0,292,889,527,2683,854,134,156,48,83,2501,852,2337,736,70,120,198,191,2069,708,4159,969,911,552,1053,588,2195,661,9071,1126,3623,890,2520,673,2928,833,0,292,7855,1036,1446,515,350,304,349,247,747,329,1687,515,958,434,630,350,99,115,1613,596,1391,557,176,184,46,74,1200,469,1200,469,0,292,0,292,1858,636,1858,636,0,292,0,292,51,85
0500000US06041,6041,"Marin County, California",2007,64824,2754,48764,2647,1763,629,0,292,0,292,1763,629,2376,728,0,292,78,132,2298,711,2870,948,0,292,528,480,2342,706,5504,1242,128,129,582,356,4794,1112,36062,2264,11501,1352,10532,1376,14029,1872,189,143,16060,1854,1319,558,85,139,122,146,1112,534,2264,793,887,404,357,279,1020,593,2139,644,1461,545,532,357,146,167,3323,810,2857,783,419,264,47,81,6955,1468,6653,1352,257,289,45,72,60,101
0500000US06045,6045,"Mendocino County, California",2007,21300,1535,11172,1239,700,395,0,292,37,63,663,387,1256,466,42,74,0,292,1214,458,1482,628,0,292,130,134,1352,600,2225,747,316,200,377,244,1532,623,5509,1064,1431,597,2058,714,2020,681,0,292,10128,1265,2804,844,894,502,462,308,1448,519,2156,652,1410,543,651,383,95,94,1388,516,1086,451,302,234,0,292,1786,604,1656,611,130,168,0,292,1968,728,1938,728,0,292,30,48,26,44
0500000US06047,6047,"Merced County, California",2007,41790,2430,32201,2277,1544,618,0,292,0,292,1544,618,3516,947,47,79,109,122,3360,916,4037,1152,243,316,620,397,3174,1053,8577,1331,683,323,2797,788,5097,1180,14102,1878,5874,1109,4105,1039,4123,1154,425,467,9589,1220,1964,627,903,482,405,231,656,306,2325,732,1867,759,337,221,121,153,1607,571,1362,538,128,163,117,139,1573,578,1573,578,0,292,0,292,1968,607,1968,607,0,292,0,292,152,149
0500000US06053,6053,"Monterey County, California",2007,64807,2875,49020,2896,2883,936,0,292,58,95,2825,920,4191,1005,25,41,115,134,4051,978,5623,1014,146,142,693,306,4784,1029,8728,1319,606,318,1256,461,6866,1145,27277,2247,8145,1406,8573,1563,10559,1371,318,294,15787,1606,2726,890,807,397,395,396,1524,608,2093,632,1225,430,454,274,414,246,2105,632,1678,562,321,226,106,127,3243,870,3028,843,150,128,65,108,5532,840,5393,827,139,161,0,292,88,100
0500000US06055,6055,"Napa County, California",2007,32301,1522,23407,1580,892,541,0,292,0,292,892,541,1694,622,0,292,68,113,1626,618,2392,787,204,221,411,270,1777,687,3828,966,376,241,265,227,3187,944,14432,1356,4062,978,4761,907,5609,1083,169,232,8894,1094,1383,525,227,221,110,137,1046,462,2335,745,1244,510,673,344,418,344,1383,738,1096,593,192,244,95,185,1527,483,1416,456,111,129,0,292,2266,614,2206,603,60,104,0,292,0,292
0500000US06057,6057,"Nevada County, California",2007,28349,1647,19635,1711,1067,542,0,292,0,292,1067,542,1976,784,46,77,178,292,1752,717,2913,830,60,101,499,411,2354,798,4091,930,330,245,623,413,3138,826,9322,1339,3078,757,3394,936,2850,924,266,251,8714,1198,1378,548,45,72,231,191,1102,532,1296,480,844,396,428,265,24,41,1424,507,1044,445,341,243,39,65,2254,743,2184,726,70,95,0,292,2335,609,2335,609,0,292,0,292,27,44
0500000US06059,6059,"Orange County, California",2007,612493,5755,474371,6181,14245,1822,81,132,0,292,14164,1802,25743,2445,433,284,1328,654,23982,2361,36191,2743,1165,389,3088,743,31938,2586,73581,3434,4301,1097,12751,1722,56529,3360,322476,6599,107388,4364,99154,4465,115934,4340,2135,684,138122,4094,20341,2005,4662,931,3290,787,12389,1565,23415,1895,12876,1450,4559,954,5980,975,20135,2378,15728,2082,3526,788,881,554,24604,2165,23023,2065,1239,452,342,256,48516,2686,47967,2617,502,298,47,78,1111,561
0500000US06061,6061,"Placer County, California",2007,89508,2618,67194,2681,2409,580,0,292,0,292,2409,580,3778,882,0,292,264,265,3514,865,4858,1098,220,244,487,341,4151,992,11731,1589,656,421,2324,680,8751,1459,44191,2787,13087,1521,15413,1807,15691,1717,227,266,22314,1767,4148,1026,809,417,828,448,2511,778,4169,911,1798,561,1479,578,892,436,3300,792,2867,813,382,339,51,87,3740,750,3575,746,165,166,0,292,6840,908,6840,908,0,292,0,292,117,142
0500000US06065,6065,"Riverside County, California",2007,452798,6660,348396,6475,19131,2058,0,292,223,183,18908,2067,31491,2898,761,570,2083,660,28647,2757,36824,2867,1667,585,4285,995,30872,2678,72690,4339,5470,1054,15426,2126,51794,3987,186292,4897,57928,3081,59182,3785,69182,4297,1968,807,104402,3727,23790,2286,4048,972,4727,1026,15015,1860,22697,2307,13859,1845,5623,1046,3215,893,16641,1529,13490,1566,2343,635,808,495,17175,1947,15768,1904,1305,513,102,102,22772,1909,22432,1918,301,232,39,66,1327,560
0500000US06067,6067,"Sacramento County, California",2007,307787,5148,241655,5377,8576,1290,102,120,85,103,8389,1282,18038,1811,220,180,1299,468,16519,1769,25435,2412,570,381,2689,656,22176,2403,53234,3613,5686,1038,12217,1901,35331,2977,135794,4433,49816,3138,47142,3145,38836,3101,578,407,66132,2767,12053,1461,3303,894,2623,760,6127,1016,12146,1392,7784,1194,2752,755,1610,601,10019,1450,8778,1251,1241,549,0,292,12385,1593,12012,1554,282,225,91,106,19024,1732,19024,1732,0,292,0,292,505,456
0500000US06071,6071,"San Bernardino County, California",2007,386391,6425,306394,6367,14238,1878,63,104,0,292,14175,1867,26554,2497,265,219,2264,734,24025,2474,39119,3585,1180,530,5508,1217,32431,3293,67332,4525,7654,1422,16426,1943,43252,3959,157784,5492,54901,3749,54648,4002,48235,3325,1367,682,79997,3516,17174,1940,3842,1017,3983,1018,9349,1388,18576,1735,11961,1417,4018,1081,2597,699,12861,1699,11593,1614,1161,447,107,127,13365,1879,12789,1854,576,493,0,292,17295,1957,17173,1965,0,292,122,145,726,535
0500000US06073,6073,"San Diego County, California",2007,584243,7869,447396,7654,18024,2054,58,96,188,181,17778,2028,28620,2305,797,380,1986,639,25837,2310,37403,2884,766,393,4247,933,32390,2720,81648,4337,7046,1347,14990,1951,59612,3369,280210,6372,85343,4131,92369,4692,102498,4733,1491,625,136847,4639,22773,2347,5723,1212,4317,1038,12733,1633,28665,2254,15516,1535,7043,1213,6106,1381,20774,1626,16633,1590,3266,755,875,408,20499,1887,19370,1847,1033,381,96,114,43027,3185,42417,3109,458,257,152,152,1109,488
0500000US06075,6075,"San Francisco County, California",2007,121809,4211,88448,3953,3049,883,0,292,0,292,3049,883,4489,1185,0,292,58,98,4431,1175,5681,1223,197,196,291,225,5193,1211,10075,1593,523,315,1421,566,8131,1490,64880,3638,20992,2025,18930,2117,24958,2374,274,206,33361,2337,6526,1160,1069,524,818,329,4639,977,5452,1092,2812,970,1478,741,1162,479,4117,860,3345,863,527,294,245,206,5222,1251,4100,952,744,433,378,401,11837,1480,11486,1510,316,228,35,57,207,208
0500000US06077,6077,"San Joaquin County, California",2007,131039,4269,100008,4237,4816,1087,0,292,30,50,4786,1086,9723,1599,459,330,525,344,8739,1481,12045,1508,529,321,1278,583,10238,1298,19239,2213,1797,481,3654,802,13788,2092,53926,3485,15913,2257,18629,2259,19384,2398,259,231,31031,2049,6500,1059,1357,564,1477,538,3666,789,6567,1085,4324,918,1661,585,582,324,5040,980,4326,800,665,424,49,85,5665,1072,5547,1070,118,139,0,292,7160,1130,7160,1130,0,292,0,292,99,115
0500000US06079,6079,"San Luis Obispo County, California",2007,59915,2816,42061,2684,1638,540,0,292,0,292,1638,540,2385,742,0,292,175,171,2210,743,2994,742,186,160,330,257,2478,676,8289,1441,987,460,1936,695,5366,1246,26367,2202,8366,1261,8245,1434,9756,1552,388,395,17854,1432,2608,721,586,337,420,259,1602,580,3388,800,1483,562,1416,508,489,299,3216,602,2843,579,268,239,105,126,3322,794,3322,794,0,292,0,292,5261,1035,5219,1039,42,70,0,292,59,103
0500000US06081,6081,"San Mateo County, California",2007,155617,3522,115367,3518,2991,737,0,292,0,292,2991,737,5194,1044,160,155,163,185,4871,956,7368,1576,340,516,300,239,6728,1450,16340,1938,1091,422,2494,720,12755,1858,83119,2951,26117,2497,24558,1894,32444,2663,355,248,40250,2401,5121,983,595,239,1138,555,3388,871,6123,1090,3910,888,1080,408,1133,506,5348,1060,4488,1061,472,277,388,347,6954,1161,6422,1079,350,232,182,175,16657,1766,16451,1756,206,167,0,292,47,78
0500000US06083,6083,"Santa Barbara County, California",2007,76420,2216,54610,2295,1984,703,0,292,0,292,1984,703,3313,907,0,292,53,89,3260,885,5647,1338,110,139,667,366,4870,1239,10244,1424,981,410,1665,513,7598,1143,33041,2301,11312,1844,9636,1368,12093,1445,381,313,21810,1736,2468,618,308,239,437,259,1723,512,4392,832,2787,660,939,421,666,456,3834,870,3420,823,373,261,41,67,3271,611,3212,607,59,79,0,292,7645,1090,7586,1104,59,76,0,292,200,191
0500000US06085,6085,"Santa Clara County, California",2007,354395,6539,271367,6265,8182,1568,0,292,0,292,8182,1568,11732,1461,56,92,318,218,11358,1468,13092,1988,544,319,546,239,12002,1917,36618,2843,2502,731,4579,1021,29537,2560,200779,5519,62702,3715,61837,3548,76240,3654,964,533,83028,3487,8523,1410,933,377,1949,566,5641,1295,12641,1307,6869,1073,2445,702,3327,715,8896,1218,6725,1091,1506,484,665,328,14164,1696,12764,1597,1055,406,345,327,38221,2503,37697,2426,410,394,114,136,583,326
0500000US06087,6087,"Santa Cruz County, California",2007,55748,2309,39666,2351,1370,634,0,292,39,65,1331,642,1911,527,0,292,78,128,1833,557,2974,796,0,292,104,120,2870,796,8293,1493,486,263,1215,540,6592,1360,25118,1992,6746,1038,7062,1125,11310,1441,0,292,16082,1386,1609,490,276,183,116,143,1217,430,2856,715,1381,419,1024,473,451,349,2847,719,2191,634,537,418,119,138,3037,845,2658,824,379,253,0,292,5733,943,5547,926,105,95,81,133,0,292
0500000US06089,6089,"Shasta County, California",2007,44597,2017,30278,2037,2675,807,49,82,62,103,2564,828,3961,898,158,132,167,142,3636,912,4662,1147,323,272,849,366,3490,1045,7193,1204,942,462,2965,811,3286,849,11730,1349,5356,901,4474,949,1900,568,57,94,14319,1393,3224,749,681,401,898,438,1645,532,3817,766,2699,720,779,280,339,230,2396,601,2090,562,306,211,0,292,2326,684,2326,684,0,292,0,292,2439,615,2430,616,9,14,0,292,117,113
0500000US06095,6095,"Solano County, California",2007,90775,2452,73365,2572,2398,729,0,292,0,292,2398,729,4351,1108,46,77,135,134,4170,1093,5145,1016,283,219,589,398,4273,882,14068,1595,1293,487,3434,878,9341,1309,47403,2125,14715,1566,15698,1732,16990,1861,0,292,17410,1514,3057,649,744,435,368,241,1945,589,2866,782,2186,706,556,281,124,148,2808,761,2370,688,378,280,60,105,3900,879,3813,893,87,148,0,292,4779,836,4779,836,0,292,0,292,0,292
