Id,Id2,Geography,Year,Estimate; Total:,Margin of Error; Total:,Estimate; With a mortgage:,Margin of Error; With a mortgage:,"Estimate; With a mortgage: - Less than $20,000:","Margin of Error; With a mortgage: - Less than $20,000:","Estimate; With a mortgage: - Less than $20,000: - Less than 20 percent","Margin of Error; With a mortgage: - Less than $20,000: - Less than 20 percent","Estimate; With a mortgage: - Less than $20,000: - 20 to 29 percent","Margin of Error; With a mortgage: - Less than $20,000: - 20 to 29 percent","Estimate; With a mortgage: - Less than $20,000: - 30 percent or more","Margin of Error; With a mortgage: - Less than $20,000: - 30 percent or more","Estimate; With a mortgage: - $20,000 to $34,999:","Margin of Error; With a mortgage: - $20,000 to $34,999:","Estimate; With a mortgage: - $20,000 to $34,999: - Less than 20 percent","Margin of Error; With a mortgage: - $20,000 to $34,999: - Less than 20 percent","Estimate; With a mortgage: - $20,000 to $34,999: - 20 to 29 percent","Margin of Error; With a mortgage: - $20,000 to $34,999: - 20 to 29 percent","Estimate; With a mortgage: - $20,000 to $34,999: - 30 percent or more","Margin of Error; With a mortgage: - $20,000 to $34,999: - 30 percent or more","Estimate; With a mortgage: - $35,000 to $49,999:","Margin of Error; With a mortgage: - $35,000 to $49,999:","Estimate; With a mortgage: - $35,000 to $49,999: - Less than 20 percent","Margin of Error; With a mortgage: - $35,000 to $49,999: - Less than 20 percent","Estimate; With a mortgage: - $35,000 to $49,999: - 20 to 29 percent","Margin of Error; With a mortgage: - $35,000 to $49,999: - 20 to 29 percent","Estimate; With a mortgage: - $35,000 to $49,999: - 30 percent or more","Margin of Error; With a mortgage: - $35,000 to $49,999: - 30 percent or more","Estimate; With a mortgage: - $50,000 to $74,999:","Margin of Error; With a mortgage: - $50,000 to $74,999:","Estimate; With a mortgage: - $50,000 to $74,999: - Less than 20 percent","Margin of Error; With a mortgage: - $50,000 to $74,999: - Less than 20 percent","Estimate; With a mortgage: - $50,000 to $74,999: - 20 to 29 percent","Margin of Error; With a mortgage: - $50,000 to $74,999: - 20 to 29 percent","Estimate; With a mortgage: - $50,000 to $74,999: - 30 percent or more","Margin of Error; With a mortgage: - $50,000 to $74,999: - 30 percent or more","Estimate; With a mortgage: - $75,000 or more:","Margin of Error; With a mortgage: - $75,000 or more:","Estimate; With a mortgage: - $75,000 or more: - Less than 20 percent","Margin of Error; With a mortgage: - $75,000 or more: - Less than 20 percent","Estimate; With a mortgage: - $75,000 or more: - 20 to 29 percent","Margin of Error; With a mortgage: - $75,000 or more: - 20 to 29 percent","Estimate; With a mortgage: - $75,000 or more: - 30 percent or more","Margin of Error; With a mortgage: - $75,000 or more: - 30 percent or more",Estimate; With a mortgage: - Zero or negative income,Margin of Error; With a mortgage: - Zero or negative income,Estimate; Not mortgaged:,Margin of Error; Not mortgaged:,"Estimate; Not mortgaged: - Less than $20,000:","Margin of Error; Not mortgaged: - Less than $20,000:","Estimate; Not mortgaged: - Less than $20,000: - Less than 20 percent","Margin of Error; Not mortgaged: - Less than $20,000: - Less than 20 percent","Estimate; Not mortgaged: - Less than $20,000: - 20 to 29 percent","Margin of Error; Not mortgaged: - Less than $20,000: - 20 to 29 percent","Estimate; Not mortgaged: - Less than $20,000: - 30 percent or more","Margin of Error; Not mortgaged: - Less than $20,000: - 30 percent or more","Estimate; Not mortgaged: - $20,000 to $34,999:","Margin of Error; Not mortgaged: - $20,000 to $34,999:","Estimate; Not mortgaged: - $20,000 to $34,999: - Less than 20 percent","Margin of Error; Not mortgaged: - $20,000 to $34,999: - Less than 20 percent","Estimate; Not mortgaged: - $20,000 to $34,999: - 20 to 29 percent","Margin of Error; Not mortgaged: - $20,000 to $34,999: - 20 to 29 percent","Estimate; Not mortgaged: - $20,000 to $34,999: - 30 percent or more","Margin of Error; Not mortgaged: - $20,000 to $34,999: - 30 percent or more","Estimate; Not mortgaged: - $35,000 to $49,999:","Margin of Error; Not mortgaged: - $35,000 to $49,999:","Estimate; Not mortgaged: - $35,000 to $49,999: - Less than 20 percent","Margin of Error; Not mortgaged: - $35,000 to $49,999: - Less than 20 percent","Estimate; Not mortgaged: - $35,000 to $49,999: - 20 to 29 percent","Margin of Error; Not mortgaged: - $35,000 to $49,999: - 20 to 29 percent","Estimate; Not mortgaged: - $35,000 to $49,999: - 30 percent or more","Margin of Error; Not mortgaged: - $35,000 to $49,999: - 30 percent or more","Estimate; Not mortgaged: - $50,000 to $74,999:","Margin of Error; Not mortgaged: - $50,000 to $74,999:","Estimate; Not mortgaged: - $50,000 to $74,999: - Less than 20 percent","Margin of Error; Not mortgaged: - $50,000 to $74,999: - Less than 20 percent","Estimate; Not mortgaged: - $50,000 to $74,999: - 20 to 29 percent","Margin of Error; Not mortgaged: - $50,000 to $74,999: - 20 to 29 percent","Estimate; Not mortgaged: - $50,000 to $74,999: - 30 percent or more","Margin of Error; Not mortgaged: - $50,000 to $74,999: - 30 percent or more","Estimate; Not mortgaged: - $75,000 or more:","Margin of Error; Not mortgaged: - $75,000 or more:","Estimate; Not mortgaged: - $75,000 or more: - Less than 20 percent","Margin of Error; Not mortgaged: - $75,000 or more: - Less than 20 percent","Estimate; Not mortgaged: - $75,000 or more: - 20 to 29 percent","Margin of Error; Not mortgaged: - $75,000 or more: - 20 to 29 percent","Estimate; Not mortgaged: - $75,000 or more: - 30 percent or more","Margin of Error; Not mortgaged: - $75,000 or more: - 30 percent or more",Estimate; Not mortgaged: - Zero or negative income,Margin of Error; Not mortgaged: - Zero or negative income
0500000US06071,6071,"San Bernardino County, California",2005,383061,8033,301738,7455,18173,2014,115,134,158,255,17900,1982,35203,3834,890,356,4351,1568,29962,3434,42110,3548,2381,676,10600,1782,29129,3174,70404,4848,11709,2080,26662,3196,32033,3579,133803,5742,65319,4724,46047,3762,22437,2771,2045,981,81323,3896,23318,2859,5731,1306,5645,1795,11942,2090,17930,2290,10982,1541,4975,1513,1973,751,10871,1681,10140,1646,684,349,47,78,11612,1289,11516,1289,56,93,40,66,15701,2009,15656,1998,45,75,0,293,1891,808
0500000US06073,6073,"San Diego County, California",2005,605855,9464,463882,9150,22586,2586,206,194,134,154,22246,2605,34147,4044,1224,454,1596,532,31327,3967,43512,3903,2740,734,6095,1199,34677,3424,91212,5403,8786,1262,21274,2739,61152,4319,270652,6371,97531,4498,93448,4781,79673,4888,1773,755,141973,4737,28850,2436,7787,1106,4769,1043,16294,2088,28179,2403,17593,1950,6629,1531,3957,1092,22967,2216,20310,2099,1994,595,663,332,24249,1927,23207,1869,669,375,373,292,36340,2652,36209,2634,131,153,0,293,1388,617
0500000US06075,6075,"San Francisco County, California",2005,122603,4341,85560,3739,3633,992,0,293,0,293,3633,992,4971,947,73,131,122,143,4776,942,6817,1463,179,215,679,508,5959,1351,13895,1776,514,392,2722,870,10659,1579,56095,3474,19255,2077,18164,2080,18676,2150,149,152,37043,2675,6940,1266,936,353,1585,586,4419,998,6403,1188,4355,936,1334,639,714,335,4410,996,3734,966,537,356,139,164,6871,1000,6563,997,241,200,67,111,11745,1559,11630,1553,115,133,0,293,674,374
0500000US06077,6077,"San Joaquin County, California",2005,129522,3815,101175,3727,6089,1116,0,293,258,224,5831,1118,9526,1836,88,107,991,521,8447,1848,12441,2107,618,344,2015,679,9808,1850,23246,2526,3043,720,6571,1389,13632,1912,49433,3086,20703,2356,18154,1907,10576,1864,440,420,28347,2069,5719,1010,1936,603,1490,485,2293,580,6766,924,5006,792,1086,483,674,306,5107,955,4693,874,298,228,116,142,4450,948,4367,949,83,96,0,293,6050,985,6050,985,0,293,0,293,255,241
0500000US06079,6079,"San Luis Obispo County, California",2005,64077,2752,45652,2747,3211,1227,0,293,47,79,3164,1196,4375,1199,117,145,588,427,3670,1021,6446,1283,0,293,1232,551,5214,1197,9745,1345,949,395,2804,776,5992,1222,21537,2100,8644,1240,7862,1153,5031,1180,338,365,18425,1919,4825,1229,1636,638,794,395,2395,1171,3709,792,2791,725,408,261,510,270,2259,666,1889,578,242,209,128,157,3458,838,3389,827,69,115,0,293,3960,891,3854,867,106,131,0,293,214,244
0500000US06081,6081,"San Mateo County, California",2005,158672,4079,117527,4386,3760,844,60,99,0,293,3700,840,6133,1436,0,293,336,298,5797,1403,8177,1301,276,210,968,477,6933,1233,16495,1887,1729,629,1692,578,13074,1634,82578,3870,27449,2357,24407,2237,30722,2915,384,313,41145,2394,6816,1151,1510,588,1815,681,3491,721,5578,943,3414,758,1005,485,1159,517,6201,1016,4847,910,759,369,595,372,7547,1387,6925,1411,478,262,144,143,14684,1579,14449,1558,235,194,0,293,319,290
0500000US06083,6083,"Santa Barbara County, California",2005,79553,2759,56337,2735,3514,1100,0,293,15,26,3499,1098,4232,1200,84,101,391,315,3757,1232,4813,1124,347,258,491,277,3975,1026,10334,1351,1132,405,2024,618,7178,1276,33287,2419,12179,1690,11519,1910,9589,1612,157,177,23216,1692,4760,836,1384,473,781,397,2595,650,5146,1060,3387,894,944,405,815,427,3042,761,2282,624,682,381,78,109,4088,786,3852,771,236,156,0,293,6056,1078,5901,1026,54,73,101,175,124,105
0500000US06085,6085,"Santa Clara County, California",2005,349388,7404,269769,7539,11727,2046,0,293,101,118,11626,2077,11867,2057,190,163,136,120,11541,2022,16442,2044,861,425,879,453,14702,2065,37702,4043,2714,690,5746,1374,29242,3350,190697,5906,67531,4186,62240,3903,60926,3561,1334,635,79619,3588,11565,1463,1880,509,2374,705,7311,1204,13500,1785,8603,1387,2277,690,2620,728,9825,1384,8032,1231,1431,465,362,228,12017,1374,10686,1175,1108,488,223,160,31918,2624,31798,2617,120,148,0,293,794,446
0500000US06087,6087,"Santa Cruz County, California",2005,55676,2686,40302,2662,1801,751,0,293,0,293,1801,751,2297,786,0,293,141,144,2156,783,3514,932,0,293,610,358,2904,905,6647,1241,508,362,1419,556,4720,1093,25904,2217,9332,1604,8660,1420,7912,1281,139,228,15374,1558,2878,715,567,334,641,374,1670,551,2645,683,1796,607,574,267,275,216,2324,707,1899,635,425,308,0,293,2716,667,2356,591,360,421,0,293,4430,829,4430,829,0,293,0,293,381,240
0500000US06089,6089,"Shasta County, California",2005,44986,1865,30074,1970,2743,758,0,293,115,133,2628,741,4062,926,181,200,1039,508,2842,762,4098,838,307,216,1340,477,2451,592,6765,1052,1213,404,2883,679,2669,648,12349,1341,6962,1150,3876,997,1511,514,57,95,14912,1367,3338,851,1051,427,590,247,1697,670,3780,843,2824,711,658,388,298,221,2331,573,2140,566,95,120,96,166,2889,740,2889,740,0,293,0,293,2459,565,2390,545,69,116,0,293,115,141
0500000US06095,6095,"Solano County, California",2005,90074,2954,73478,2885,1885,630,0,293,0,293,1885,630,4704,954,173,203,214,156,4317,922,7900,1589,578,327,1369,546,5953,1422,15400,1813,1595,511,3554,925,10251,1618,43260,2892,16325,2133,14460,1701,12475,2247,329,256,16596,1704,4104,1022,1069,477,806,477,2229,766,3110,664,1854,469,633,307,623,377,2537,649,2162,619,327,239,48,80,2783,739,2783,739,0,293,0,293,3894,750,3894,750,0,293,0,293,168,162
0500000US06097,6097,"Sonoma County, California",2005,113484,3889,84766,3400,3624,1095,0,293,0,293,3624,1095,5727,1270,60,119,544,383,5123,1179,8400,1306,104,110,1205,564,7091,1104,18773,2241,2177,687,2441,679,14155,1942,47911,3287,15094,1684,17692,2056,15125,2160,331,326,28718,2388,5917,948,1206,346,876,376,3835,829,5680,1083,3319,824,1488,533,873,353,4475,911,3343,785,762,395,370,361,5889,1060,5610,1067,154,133,125,143,6356,1034,6187,1006,169,160,0,293,401,298
0500000US06099,6099,"Stanislaus County, California",2005,100836,3462,76698,3154,5770,1355,60,98,51,88,5659,1357,8355,1516,96,112,1055,490,7204,1431,11025,1672,749,491,2085,659,8191,1418,18321,2212,2578,756,5740,1384,10003,1474,33227,2937,14712,1804,11951,1423,6564,1342,0,293,24138,1818,5513,864,1531,493,1499,512,2483,678,6114,1195,4312,1007,999,481,803,459,3737,743,3232,647,435,295,70,121,3485,853,3485,853,0,293,0,293,5181,1062,5181,1062,0,293,0,293,108,110
0500000US06101,6101,"Sutter County, California",2005,19429,1224,13638,1138,523,300,0,293,0,293,523,300,1459,478,87,142,186,167,1186,422,2266,737,156,160,367,282,1743,694,2723,745,760,377,700,346,1263,560,6602,1071,3347,826,2737,858,518,311,65,109,5791,901,988,340,335,179,213,160,440,220,1542,535,996,447,270,183,276,293,979,364,864,330,115,177,0,293,816,345,748,337,0,293,68,112,1432,469,1432,469,0,293,0,293,34,54
0500000US06107,6107,"Tulare County, California",2005,71243,2497,51118,2458,4373,937,15,26,46,78,4312,934,8755,1312,307,197,1399,514,7049,1244,8720,1461,1148,472,3005,780,4567,1017,11409,1800,3814,1028,4025,1094,3570,863,17635,1845,11672,1576,4507,915,1456,579,226,261,20125,1598,5797,991,2017,631,1107,443,2673,730,4308,787,3403,723,667,324,238,175,2677,695,2493,684,71,75,113,130,3732,840,3680,838,52,72,0,293,3290,850,3290,850,0,293,0,293,321,362
0500000US06111,6111,"Ventura County, California",2005,174154,4423,138637,4436,4029,923,0,293,79,98,3950,920,7707,1474,0,293,654,402,7053,1491,11870,1618,905,413,1341,533,9624,1505,28270,2906,3019,1226,6372,1456,18879,2250,86559,3883,31929,2667,30845,2718,23785,2318,202,227,35517,2251,6864,1380,1536,494,1558,593,3770,1268,8796,1284,5100,856,1903,581,1793,1022,5444,948,4897,902,547,292,0,293,5384,946,5300,941,84,139,0,293,8781,1361,8781,1361,0,293,0,293,248,325
0500000US06113,6113,"Yolo County, California",2005,36348,1829,26625,1797,864,373,0,293,0,293,864,373,1923,634,92,160,283,229,1548,603,3356,943,207,274,386,377,2763,847,5522,1065,495,325,2126,738,2901,745,14925,1727,6295,1159,5476,1034,3154,900,35,59,9723,1114,2425,729,432,295,907,463,1086,429,1657,647,1037,505,526,336,94,110,1412,509,1305,483,107,158,0,293,1899,518,1899,518,0,293,0,293,2234,520,2234,520,0,293,0,293,96,122
0500000US06115,6115,"Yuba County, California",2005,12909,1449,8372,1367,295,244,0,293,0,293,295,244,1716,632,0,293,158,170,1558,606,1274,474,160,168,221,197,893,400,2196,772,752,384,973,607,471,281,2891,800,1860,628,717,369,314,240,0,293,4537,782,880,424,469,351,155,145,256,221,1202,459,804,381,398,277,0,293,739,436,739,436,0,293,0,293,589,285,589,285,0,293,0,293,1081,584,1081,584,0,293,0,293,46,82
0500000US06001,6001,"Alameda County, California",2006,296733,4773,232569,4679,10213,1679,0,289,0,289,10213,1679,13219,1690,360,279,410,243,12449,1642,16670,1988,588,274,2002,671,14080,1778,37056,3049,2478,726,6717,1116,27861,2589,154701,4089,47489,2972,52021,3275,55191,2924,710,363,64164,3152,11391,1563,1703,595,2391,677,7297,1404,10023,1336,5798,1017,2461,739,1764,582,9765,1495,8148,1395,1568,509,49,80,12201,1490,11829,1438,204,189,168,162,20230,1504,20035,1498,124,150,71,117,554,431
0500000US06007,6007,"Butte County, California",2006,51211,1957,32678,2233,2825,653,0,289,321,333,2504,686,4439,1030,116,111,950,477,3373,818,4089,794,197,161,1556,648,2336,619,7725,1227,1846,774,2717,1002,3162,731,13600,1157,7337,943,3620,737,2643,684,0,289,18533,1599,5547,1089,913,378,1219,493,3415,910,3990,748,3053,666,795,340,142,164,2569,687,2385,681,184,171,0,289,2630,632,2630,632,0,289,0,289,3657,855,3657,855,0,289,0,289,140,156
0500000US06013,6013,"Contra Costa County, California",2006,258877,4662,207360,4511,7313,1458,0,289,74,120,7239,1459,10995,1561,248,282,391,244,10356,1500,15833,1886,641,411,1370,544,13822,1779,35428,2984,3004,766,6000,1130,26424,2552,137364,4290,40002,2936,42792,2477,54570,3635,427,315,51517,2743,7397,1091,1368,509,1518,604,4511,919,9804,1382,4985,1008,2883,819,1936,693,7473,1247,5584,1088,1274,505,615,314,9480,1458,8706,1393,730,400,44,72,17099,1702,16998,1721,101,115,0,289,264,280
0500000US06017,6017,"El Dorado County, California",2006,49224,1868,38404,1930,1610,520,0,289,96,150,1514,506,2551,619,0,289,0,289,2551,619,2808,678,379,309,373,273,2056,602,6758,1019,362,207,1950,529,4446,792,24531,1658,8254,1076,7905,1071,8372,1198,146,142,10820,1171,1900,682,389,255,158,153,1353,581,2199,676,1352,580,371,187,476,283,1936,618,1586,604,171,169,179,183,2159,662,2055,648,104,124,0,289,2578,609,2578,609,0,289,0,289,48,79
0500000US06019,6019,"Fresno County, California",2006,152363,3959,114231,3551,7841,1250,0,289,203,174,7638,1281,12338,1977,248,200,1159,431,10931,1850,16576,1645,511,289,3849,890,12216,1565,25557,2216,5484,1051,8556,1398,11517,1815,51256,2308,26301,2127,16293,1963,8662,1407,663,395,38132,2339,8181,1287,2086,710,1851,539,4244,895,8637,1408,5794,1169,1730,614,1113,471,6355,1215,5789,1048,510,346,56,92,6633,1046,6424,1051,209,178,0,289,8096,1060,8048,1047,48,81,0,289,230,229
0500000US06023,6023,"Humboldt County, California",2006,28751,1568,17197,1467,2089,621,43,74,20,34,2026,612,2100,672,0,289,268,202,1832,651,2180,616,339,246,431,265,1410,474,4641,793,1066,468,1930,570,1645,500,6130,1030,3299,738,1836,525,995,375,57,95,11554,1266,2266,705,541,263,533,324,1192,532,2370,599,1806,584,340,197,224,189,2100,587,1706,497,394,304,0,289,2226,659,2226,659,0,289,0,289,2535,742,2535,742,0,289,0,289,57,75
0500000US06025,6025,"Imperial County, California",2006,27196,2081,19212,1873,1708,533,0,289,0,289,1708,533,3110,841,0,289,382,292,2728,785,3752,991,74,125,607,333,3071,958,3415,897,249,180,1273,568,1893,592,7145,1269,3542,925,3123,906,480,319,82,100,7984,1214,2032,720,489,241,594,395,949,474,1796,506,1198,446,371,236,227,238,1087,496,1087,496,0,289,0,289,1236,576,1236,576,0,289,0,289,1738,584,1738,584,0,289,0,289,95,128
0500000US06029,6029,"Kern County, California",2006,147483,4000,111990,3877,9217,1595,0,289,0,289,9217,1595,13820,1876,166,150,1642,546,12012,1733,16044,2014,1987,726,4059,802,9998,1763,24605,2104,5519,1147,8636,1276,10450,1313,48251,3246,26855,2559,15564,2359,5832,1239,53,62,35493,2362,9534,1669,2714,772,1792,558,5028,1258,7373,1213,5329,1077,1489,537,555,266,6455,1031,5940,998,515,345,0,289,5556,993,5284,1003,272,266,0,289,6019,1053,6019,1053,0,289,0,289,556,448
0500000US06031,6031,"Kings County, California",2006,22372,1540,16676,1396,803,408,0,289,0,289,803,408,2465,869,40,65,645,453,1780,758,1844,526,339,249,455,244,1050,457,3911,902,857,513,1766,611,1288,432,7630,1171,4595,929,2465,690,570,351,23,40,5696,921,1070,411,453,280,214,211,403,226,1557,593,1385,590,108,138,64,84,331,234,331,234,0,289,0,289,1402,579,1353,577,21,36,28,49,1275,527,1275,527,0,289,0,289,61,75
0500000US06033,6033,"Lake County, California",2006,16167,1927,9512,1542,1018,636,0,289,0,289,1018,636,1110,632,0,289,150,159,960,614,1834,791,0,289,539,491,1295,613,3176,1071,584,469,1055,566,1537,703,2374,754,636,401,831,526,907,477,0,289,6655,1365,1868,777,376,338,460,358,1032,581,1833,606,1128,515,560,348,145,163,827,466,697,465,130,154,0,289,1238,543,1238,543,0,289,0,289,889,461,889,461,0,289,0,289,0,289
0500000US06037,6037,"Los Angeles County, California",2006,1564640,11710,1219070,12583,61526,4009,92,107,365,292,61069,3965,102879,5417,1700,596,4245,857,96934,5149,130138,5366,4611,975,14664,1744,110863,4715,241381,7580,19869,2173,52634,3418,168878,6166,676466,10067,237926,6933,222134,6698,216406,6389,6680,1462,345570,6915,71182,3675,14393,1545,14945,2081,41844,2725,62863,2990,38492,2481,15489,1910,8882,1208,48702,2495,39401,2390,6650,1255,2651,833,54293,3229,51620,3149,2029,600,644,338,103167,4162,101268,4006,1456,540,443,383,5363,1188
0500000US06039,6039,"Madera County, California",2006,25064,1844,18093,1715,1254,604,0,289,101,129,1153,595,2091,647,0,289,228,203,1863,612,3597,864,210,273,734,330,2653,870,4535,1026,509,347,1908,690,2118,730,6558,1212,3809,910,1843,700,906,505,58,100,6971,986,2076,607,672,357,363,323,1041,502,1767,546,1174,441,428,302,165,182,1032,376,986,371,0,289,46,73,835,472,835,472,0,289,0,289,1114,417,1114,417,0,289,0,289,147,175
0500000US06041,6041,"Marin County, California",2006,65129,2319,47367,2297,927,394,0,289,43,71,884,385,2176,619,0,289,41,68,2135,613,2971,900,0,289,80,138,2891,900,6434,1194,294,220,913,444,5227,1145,34786,2185,11549,1443,9524,1171,13713,1560,73,126,17762,1815,2376,827,515,315,127,145,1734,722,2845,779,1358,544,86,143,1401,594,2108,584,1232,444,727,339,149,167,3049,809,2449,667,396,258,204,191,7261,1174,6848,1108,253,306,160,217,123,166
0500000US06045,6045,"Mendocino County, California",2006,21429,1452,12592,1397,838,430,0,289,0,289,838,430,2006,745,46,81,0,289,1960,746,2483,683,12,23,405,230,2066,617,2194,665,321,256,697,390,1176,445,4895,1011,1820,544,1991,659,1084,417,176,202,8837,1224,2135,672,628,362,434,279,1073,512,2644,684,1669,547,733,494,242,204,1679,827,1420,735,259,323,0,289,1066,505,1066,505,0,289,0,289,1313,542,1313,542,0,289,0,289,0,289
0500000US06047,6047,"Merced County, California",2006,38913,2209,27288,2296,2015,735,0,289,57,97,1958,732,3475,972,0,289,299,262,3176,921,4647,1010,162,162,1227,520,3258,912,6637,1426,855,379,1918,703,3864,1055,10391,1402,3950,849,3887,1088,2554,757,123,144,11625,1291,3334,739,818,451,1168,462,1348,507,2016,597,1309,544,280,195,427,321,1665,568,1618,555,47,80,0,289,2065,522,1991,514,11,20,63,97,2491,675,2491,675,0,289,0,289,54,90
0500000US06053,6053,"Monterey County, California",2006,68716,2531,50021,2789,1622,606,0,289,0,289,1622,606,4405,1003,59,96,608,314,3738,949,6047,1120,210,239,721,324,5116,1090,9741,1403,557,303,2030,683,7154,1236,28157,2228,8222,1713,10030,1453,9905,1456,49,80,18695,1647,3041,801,1207,510,738,373,1096,384,3530,936,1957,591,742,381,831,591,3422,941,3088,884,222,193,112,138,2726,696,2523,675,138,174,65,112,5889,960,5574,898,136,171,179,283,87,117
0500000US06055,6055,"Napa County, California",2006,29915,1619,20706,1694,1067,342,0,289,0,289,1067,342,1079,492,0,289,162,166,917,458,1683,577,0,289,219,223,1464,574,3591,998,66,57,1032,581,2493,774,13286,1476,3674,744,4450,1025,5162,938,0,289,9209,1100,2361,804,608,350,412,367,1341,637,1467,538,929,430,83,117,455,276,818,384,706,345,0,289,112,127,1432,512,1432,512,0,289,0,289,3131,734,3106,726,25,44,0,289,0,289
0500000US06057,6057,"Nevada County, California",2006,29191,1931,19643,1657,1188,579,0,289,49,84,1139,585,2335,746,52,91,101,93,2182,733,2263,737,68,94,183,158,2012,737,4107,1027,290,196,1297,575,2520,789,9750,1187,3904,757,2947,779,2899,783,0,289,9548,1296,2658,807,134,166,592,307,1932,724,1984,640,1019,489,450,248,515,393,1684,715,1492,686,80,136,112,133,1537,547,1415,535,69,112,53,87,1685,615,1685,615,0,289,0,289,0,289
0500000US06059,6059,"Orange County, California",2006,605615,6967,474101,7649,17174,2281,0,289,87,144,17087,2272,27798,2624,255,208,1050,462,26493,2590,35758,2518,829,454,3517,995,31412,2347,79469,4480,6110,1274,14589,1883,58770,3850,311779,7280,103878,4414,104057,4162,103844,4712,2123,732,131514,4485,19270,2177,4973,1146,3225,933,11072,1528,25540,2443,13861,1759,5619,991,6060,1118,18432,1882,15378,1692,2160,612,894,526,21804,1865,20379,1741,1086,531,339,314,45108,2811,44669,2766,323,208,116,137,1360,622
0500000US06061,6061,"Placer County, California",2006,89272,2523,68151,2502,2527,763,0,289,0,289,2527,763,3393,835,0,289,204,253,3189,774,5917,1174,140,139,1005,396,4772,1134,11526,1469,1599,576,3045,686,6882,1201,44550,2291,15412,1666,15390,1551,13748,1597,238,206,21121,1735,2702,789,247,199,228,165,2227,739,4056,878,2083,634,1328,553,645,374,3756,774,3172,778,339,246,245,205,4201,905,3868,820,333,347,0,289,6406,1013,6406,1013,0,289,0,289,0,289
0500000US06065,6065,"Riverside County, California",2006,444836,6011,338553,6134,19548,2200,163,265,314,219,19071,2178,34859,3187,501,270,2315,663,32043,2927,41883,3132,1682,582,5539,1143,34662,2951,73278,3741,6595,1298,14775,1837,51908,3285,167356,6029,57626,3758,55603,3790,54127,3406,1629,634,106283,3679,23590,2443,5566,1071,3802,884,14222,2079,25186,2326,15952,1888,5117,1130,4117,916,16398,2011,13698,1943,2201,518,499,268,18474,1713,17024,1614,1100,450,350,319,21537,1653,21151,1662,319,245,67,109,1098,489
0500000US06067,6067,"Sacramento County, California",2006,306047,6029,244003,6011,11657,1712,27,45,57,93,11573,1698,19209,2227,267,311,1011,529,17931,2124,30760,2244,1657,673,3790,914,25313,2224,52025,3504,5663,995,12927,1548,33435,2930,129351,5051,47794,3295,48226,3677,33331,3026,1001,473,62044,3047,11583,1403,3388,780,1817,544,6378,1087,12372,1781,8676,1548,2376,609,1320,468,9992,1345,8973,1308,829,323,190,186,11807,1458,11422,1483,385,239,0,289,15584,1561,15584,1561,0,289,0,289,706,468
0500000US06071,6071,"San Bernardino County, California",2006,393257,6526,311681,6264,18033,2150,0,289,607,486,17426,2121,29350,2417,651,314,1518,673,27181,2457,42425,3835,2073,693,6953,1633,33399,3389,71419,4547,9657,1774,20027,2427,41735,3562,149711,5224,61326,3876,49722,3470,38663,2899,743,410,81576,3953,19926,2144,5128,1032,4077,961,10721,1668,20646,2101,13321,1618,5328,1311,1997,710,13141,1501,11506,1526,1464,512,171,164,11975,1555,11803,1521,172,165,0,289,15166,2144,14986,2168,64,107,116,165,722,386
0500000US06073,6073,"San Diego County, California",2006,599242,8305,460541,8017,20454,2502,69,113,457,352,19928,2465,28796,2357,598,272,1530,522,26668,2303,46446,2791,2596,812,5441,1127,38409,2602,87442,4021,6528,990,17829,1619,63085,3546,275533,6900,89153,4061,88385,4204,97995,4518,1870,707,138701,4039,28077,2293,6442,1164,5477,1112,16158,1641,26851,2440,16829,1759,5844,1069,4178,1010,22531,2180,18087,1942,3465,833,979,589,22658,2113,21351,1988,1064,517,243,202,37222,2369,36653,2394,462,227,107,125,1362,523
0500000US06075,6075,"San Francisco County, California",2006,126712,4349,87731,3812,2870,865,0,289,0,289,2870,865,4302,1044,0,289,124,147,4178,1048,6122,1194,96,114,136,141,5890,1193,11330,1694,776,347,1635,630,8919,1400,62778,3260,20880,2065,19400,2026,22498,2310,329,212,38981,2330,6583,1079,1188,426,1139,583,4256,865,5997,1193,3104,780,1159,590,1734,654,4907,1000,3671,765,713,551,523,306,5897,1207,5610,1179,287,220,0,289,15318,1650,14828,1606,490,459,0,289,279,221
0500000US06077,6077,"San Joaquin County, California",2006,132481,3772,101335,3950,4319,1027,0,289,0,289,4319,1027,8173,1394,353,345,493,222,7327,1354,13061,1945,411,287,1331,447,11319,1820,22034,2142,2471,877,4235,961,15328,1706,53596,2999,17383,2106,20046,2230,16167,1918,152,141,31146,2155,7462,1163,1968,661,1562,557,3932,935,5604,1027,3867,888,1133,384,604,303,4810,975,4202,856,563,364,45,76,5853,1062,5413,998,312,325,128,152,7057,1323,7013,1319,44,71,0,289,360,312
0500000US06079,6079,"San Luis Obispo County, California",2006,60654,2209,42695,2256,2220,617,0,289,0,289,2220,617,4094,988,62,102,232,175,3800,973,4879,1167,102,124,271,194,4506,1156,9705,1544,1122,520,1991,628,6592,1303,21573,1933,8450,1415,6691,1227,6432,1148,224,199,17959,1608,3801,944,772,396,653,309,2376,845,3074,563,1543,425,1048,432,483,270,2309,582,2046,598,201,170,62,104,4323,896,4323,896,0,289,0,289,4263,893,4263,893,0,289,0,289,189,187
