Id,Id2,Geography,,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
0500000US06039,6039,"Madera County, California",2011,42302,3773,36807,3507,31543,3305,5264,1421,3164,1095,350,242,266,278,925,537,559,405,87,138,87,138,0,193,0,193,0,193,0,193,0,193,94,132,323,317,1830,784,897,624,2264,883
0500000US06041,6041,"Marin County, California",2011,127986,5982,103530,6215,90224,5698,13306,2615,8930,2083,2638,1298,1053,639,423,378,262,268,3688,1322,3318,1304,0,193,93,112,8,16,269,450,135,246,150,153,2120,1674,4064,1238,608,565,13691,1956
0500000US06047,6047,"Merced County, California",2011,78196,4190,69173,4070,62053,4096,7120,1783,5320,1484,1086,596,398,217,173,156,143,152,345,343,326,342,0,193,0,193,19,31,0,193,0,193,206,177,278,232,1595,613,2151,891,4448,993
0500000US06053,6053,"Monterey County, California",2011,167791,6191,138749,5785,116382,5216,22367,2878,16161,2463,3807,1076,1959,694,440,292,0,193,3319,1011,3319,1011,0,193,0,193,0,193,0,193,0,193,602,376,1338,508,6269,1146,9803,2050,7711,1558
0500000US06055,6055,"Napa County, California",2011,68889,3724,58976,3369,51589,3340,7387,1412,6291,1360,448,277,456,351,31,53,161,270,621,464,621,464,0,193,0,193,0,193,0,193,33,53,234,264,1117,964,3035,1103,805,749,4068,1034
0500000US06059,6059,"Orange County, California",2011,1493898,13806,1322614,13698,1165271,13004,157343,7561,120758,6671,23495,2960,7232,1681,3537,956,2321,814,42791,3924,37104,3769,0,193,735,420,4505,1462,447,491,580,403,4152,1056,14123,2361,30376,3510,7820,1597,71442,4698
0500000US06061,6061,"Placer County, California",2011,141848,5933,124971,6037,111976,5290,12995,2082,11011,2044,1540,699,100,154,232,226,112,136,1033,613,757,477,0,193,0,193,276,354,0,193,0,193,180,155,1044,616,2088,746,455,323,12077,2386
0500000US06065,6065,"Riverside County, California",2011,673110,14133,599115,13944,523178,15081,75937,7067,59810,6686,8147,1650,3258,863,2805,1161,1917,679,6183,1688,5793,1646,212,327,178,282,0,193,0,193,0,193,2068,769,3289,1294,9727,1631,5001,1322,47727,5168
0500000US06067,6067,"Sacramento County, California",2011,593758,12969,516951,12335,442806,11615,74145,7164,59310,6038,10205,2875,2339,855,1189,449,1102,538,19936,2674,13610,2149,1861,854,2742,892,1723,474,0,193,172,245,2170,1046,7319,1469,13607,2035,2965,1073,30638,4072
0500000US06071,6071,"San Bernardino County, California",2011,699193,16860,636825,16409,534667,16382,102158,8148,83273,7726,12330,3047,2359,913,3153,1343,1043,556,9958,1932,9559,1908,31,54,64,106,304,314,0,193,89,113,2024,1262,2669,1051,12850,2844,4600,1513,30178,3398
0500000US06073,6073,"San Diego County, California",2011,1446353,14138,1250116,16637,1107755,15645,142361,6252,111567,5390,18634,3074,7120,1670,2274,785,2766,884,42036,3456,36606,3239,1757,663,353,266,3232,1087,88,105,711,588,6123,1552,10173,1869,39009,3692,8638,1724,89547,6085
0500000US06075,6075,"San Francisco County, California",2011,614748,13079,286560,10026,227921,8296,58639,4842,40236,4006,13064,1901,3003,976,698,478,1638,700,221190,9283,116573,6582,8398,1727,78970,5422,12796,1862,4453,1348,1300,871,4651,1082,15344,2815,43114,3958,8328,1860,34261,3778
0500000US06077,6077,"San Joaquin County, California",2011,229304,7756,208707,7400,178221,6866,30486,4084,24155,3715,3785,1128,1472,640,536,291,538,408,1559,715,1501,683,0,193,0,193,58,96,0,193,54,89,579,323,978,468,4643,1290,2363,915,10421,2447
0500000US06079,6079,"San Luis Obispo County, California",2011,116063,4600,94993,5488,83641,5195,11352,2159,8514,2045,1899,656,178,164,448,438,313,271,1305,852,1305,852,0,193,0,193,0,193,0,193,0,193,386,269,3529,1049,5588,2655,625,516,9637,1783
0500000US06081,6081,"San Mateo County, California",2011,348592,9791,294643,9899,251946,8817,42697,4038,29522,3337,7545,1781,2299,941,1317,989,2014,1192,17947,2301,10999,2062,615,677,2583,737,3750,990,0,193,150,179,726,351,3918,1312,9071,1526,3657,963,18480,2212
0500000US06083,6083,"Santa Barbara County, California",2011,210281,6005,172698,5551,139074,5175,33624,3516,22520,2959,5194,1537,4133,1651,1499,909,278,189,7189,1569,7189,1569,0,193,0,193,0,193,0,193,130,212,1593,894,8103,1911,7854,1476,1105,512,11609,1702
0500000US06085,6085,"Santa Clara County, California",2011,938013,11837,817851,11763,720604,12795,97247,5940,76891,5797,11843,1955,4827,2001,1899,782,1787,618,34368,4435,22822,3758,1820,853,698,362,9028,1428,0,193,120,142,2404,739,16064,2566,18992,2393,8090,2206,40124,3055
0500000US06087,6087,"Santa Cruz County, California",2011,113674,4000,90825,4332,79952,4168,10873,1974,7906,1667,1586,704,638,310,256,234,487,361,3440,1221,3440,1221,0,193,0,193,0,193,0,193,22,37,438,334,4228,1433,4442,1357,1780,820,8499,1693
0500000US06089,6089,"Shasta County, California",2011,68434,3833,61414,3673,54512,3517,6902,1681,5660,1548,771,495,135,220,83,100,253,219,203,190,185,188,18,43,0,193,0,193,0,193,0,193,250,201,204,167,1905,856,311,251,4147,1110
0500000US06095,6095,"Solano County, California",2011,138651,5959,124518,6120,111873,5923,12645,2193,8874,1779,1997,935,691,430,968,916,115,127,1765,668,1765,668,0,193,0,193,0,193,0,193,0,193,221,206,980,641,3629,1127,751,431,6787,1527
0500000US06097,6097,"Sonoma County, California",2011,206003,5946,173310,6128,156959,6260,16351,2362,12213,2051,2296,873,798,678,258,221,786,575,3400,1219,3023,1126,94,162,212,352,71,113,0,193,0,193,1192,634,2919,978,8077,1778,1340,789,15765,2578
0500000US06099,6099,"Stanislaus County, California",2011,177914,5487,160358,5687,142650,5254,17708,2700,13501,2323,2920,1043,1130,641,157,156,0,193,1272,565,1253,572,0,193,19,33,0,193,0,193,0,193,535,350,1545,798,5276,1498,1361,874,7567,1419
0500000US06107,6107,"Tulare County, California",2011,150013,5478,135272,5565,112557,4942,22715,2585,15105,2135,2999,1227,2247,797,1068,659,1296,712,840,421,840,421,0,193,0,193,0,193,0,193,0,193,395,254,1043,961,3338,920,2165,788,6960,2066
0500000US06111,6111,"Ventura County, California",2011,334017,7527,293790,7638,250217,8305,43573,5019,32049,3741,5192,1338,2735,1405,2706,1255,891,789,3583,980,3328,956,49,80,0,193,0,193,206,324,50,83,1402,661,3566,1347,7392,1608,1443,558,22791,2474
0500000US06113,6113,"Yolo County, California",2011,101884,6280,84511,5993,72658,5132,11853,2344,8860,2087,2207,1273,664,371,0,193,122,145,3133,1315,2874,1305,0,193,0,193,259,230,0,193,0,193,557,636,6699,1514,2356,857,536,265,4092,1032
0500000US06001,6001,"Alameda County, California",2012,680460,13130,537418,12760,466121,11496,71297,4488,53259,3612,10299,1684,4152,1117,2288,879,1299,503,54196,4109,26135,3404,432,363,25100,2597,2433,738,96,158,289,183,2840,697,12886,1884,26673,2833,6344,1480,39814,3048
0500000US06007,6007,"Butte County, California",2012,83291,3292,71180,3596,61741,3376,9439,1478,6313,1054,2190,858,438,275,149,203,349,265,1396,741,1396,741,0,184,0,184,0,184,0,184,0,184,107,117,2250,737,2685,922,729,352,4944,840
0500000US06013,6013,"Contra Costa County, California",2012,369085,9503,318274,8705,275997,8612,42277,4014,30232,3022,7943,2074,2622,711,530,338,950,409,10189,1862,5007,1098,338,326,4270,1300,574,394,0,184,601,599,784,345,1571,574,7259,1496,3326,1230,27081,2834
0500000US06017,6017,"El Dorado County, California",2012,56648,3594,46879,3367,40189,3414,6690,1329,5398,1223,832,430,215,234,28,46,217,200,236,235,236,235,0,184,0,184,0,184,0,184,0,184,41,69,679,488,1644,703,677,466,6492,1182
0500000US06019,6019,"Fresno County, California",2012,346908,6920,308045,6961,261876,6551,46169,4008,27852,3140,8656,2165,4622,1511,2070,920,2969,1193,5398,1256,5172,1293,226,175,0,184,0,184,0,184,0,184,1076,528,3093,1194,6970,1419,5996,1720,16330,2395
0500000US06025,6025,"Imperial County, California",2012,54446,3079,47618,3177,41683,3288,5935,1533,3818,1103,694,573,928,1046,352,375,143,141,755,415,755,415,0,184,0,184,0,184,0,184,146,178,15,27,497,375,1703,737,1005,642,2707,971
0500000US06029,6029,"Kern County, California",2012,312254,7274,288185,7211,239844,7306,48341,4130,29953,3668,7749,1724,5434,1442,1657,630,3548,1045,3194,1020,2950,1002,0,184,0,184,244,337,0,184,104,178,901,454,1912,1261,5324,1280,4365,1053,8269,1527
0500000US06031,6031,"Kings County, California",2012,49615,3326,46762,3512,37328,3189,9434,1782,6280,1379,871,549,700,491,710,408,873,531,171,193,81,122,90,152,0,184,0,184,0,184,0,184,84,120,66,85,1518,616,416,320,598,269
0500000US06037,6037,"Los Angeles County, California",2012,4548246,26678,3794414,27122,3324010,26306,470404,11990,363194,10720,62030,4479,21681,2770,12409,1798,11090,1866,316154,10412,277071,9843,2436,865,17096,2015,18956,2206,595,497,1126,504,11227,1654,37682,3797,124516,6144,40465,4418,222662,7592
0500000US06041,6041,"Marin County, California",2012,127043,4099,103401,4471,89840,4312,13561,2241,10300,1864,1967,893,597,431,534,425,163,170,4429,1464,4284,1416,7,12,102,129,0,184,36,58,0,184,691,341,1971,768,3774,1109,412,273,12365,1777
0500000US06047,6047,"Merced County, California",2012,78990,4107,70434,4232,62771,4016,7663,1349,5247,1151,1324,787,525,343,250,304,317,327,445,279,445,279,0,184,0,184,0,184,0,184,0,184,161,148,129,130,2855,1032,1370,702,3596,921
0500000US06053,6053,"Monterey County, California",2012,179386,5746,151919,5140,129813,4998,22106,2495,15485,2050,2734,857,2303,908,1188,594,396,345,4590,1023,4547,1019,0,184,0,184,43,72,0,184,0,184,543,329,1645,554,6004,1266,7461,2000,7224,1396
0500000US06055,6055,"Napa County, California",2012,76350,3655,68840,3721,59284,3367,9556,1934,7459,1591,1368,992,590,418,78,105,61,101,520,390,520,390,0,184,0,184,0,184,0,184,0,184,50,73,400,262,2968,904,373,272,3199,606
0500000US06059,6059,"Orange County, California",2012,1527539,16321,1349831,15088,1185884,15351,163947,6485,127470,6215,22844,3175,6767,1429,3760,919,3106,921,44494,4167,40349,4109,193,244,516,371,3413,1004,23,38,355,391,4842,888,15261,2086,26866,3282,9875,1746,76015,5061
0500000US06061,6061,"Placer County, California",2012,154637,5190,135718,5653,122472,4812,13246,2372,10534,2043,1683,818,326,300,560,564,143,190,1137,549,1137,549,0,184,0,184,0,184,0,184,0,184,306,211,569,388,2382,936,506,303,14019,1816
0500000US06065,6065,"Riverside County, California",2012,694291,12980,621524,12482,541156,10697,80368,5333,61783,4419,11224,1869,4010,759,1391,648,1960,702,8583,1923,8136,1883,289,289,25,31,133,128,0,184,0,184,2159,725,3323,754,10735,1857,4815,1342,43152,4026
0500000US06067,6067,"Sacramento County, California",2012,609828,9475,535264,9022,463208,8742,72056,4924,58337,4579,9044,1799,2007,979,1624,714,1044,447,16413,2530,12096,2337,1372,587,1344,450,1601,479,0,184,226,369,1719,628,8304,1680,13558,2318,3576,1074,30768,3289
0500000US06071,6071,"San Bernardino County, California",2012,717206,12570,655345,11980,563813,11501,91532,5801,71044,5433,12654,1741,4198,1111,1400,547,2236,964,7696,1576,7498,1583,0,184,54,87,144,170,0,184,39,65,2199,866,3304,1097,15074,2063,4520,1238,29029,3382
0500000US06073,6073,"San Diego County, California",2012,1488375,14172,1285154,14544,1134525,12089,150629,8122,117292,7241,19239,2821,6978,1505,2340,661,4780,1424,40086,3572,34444,3423,2320,876,70,82,2853,785,399,324,632,377,8808,1767,10625,1839,38586,3958,8505,1453,95979,5413
0500000US06075,6075,"San Francisco County, California",2012,614739,10180,274664,8891,215035,7055,59629,4841,39559,3928,13730,1972,3275,1070,1402,576,1663,784,235551,7473,114087,6278,10673,1908,92565,5021,12282,1579,5944,1185,1187,618,3957,1059,16783,3063,43927,3532,8489,1797,30181,2902
0500000US06077,6077,"San Joaquin County, California",2012,233308,7007,214837,7210,188131,6510,26706,2950,18374,2591,5099,1212,1593,1008,1172,582,468,299,1894,652,1807,631,0,184,0,184,87,140,0,184,0,184,178,174,1032,468,4546,1276,1740,582,9081,1402
0500000US06079,6079,"San Luis Obispo County, California",2012,120172,4110,101079,4308,86928,4658,14151,2385,9997,1932,2629,1191,418,437,651,543,456,301,2556,1052,2546,1048,0,184,0,184,10,17,0,184,0,184,0,184,1723,616,4961,1508,631,411,9222,1674
0500000US06081,6081,"San Mateo County, California",2012,373825,9201,311306,8754,269033,8591,42273,3716,31872,3577,5503,1156,2008,736,1010,725,1880,618,22593,2775,13857,2397,177,172,3976,1069,4535,1072,48,81,278,310,1646,873,3949,1243,8964,2154,4990,1747,20099,2348
0500000US06083,6083,"Santa Barbara County, California",2012,207427,5509,169281,5747,140526,5336,28755,3140,20543,2775,4802,1428,2326,850,574,363,510,317,6911,1611,6773,1595,0,184,0,184,138,167,0,184,27,44,1434,545,10522,2050,8394,2019,1425,719,9433,1372
0500000US06085,6085,"Santa Clara County, California",2012,982237,9016,851598,8925,742997,9293,108601,6543,88619,5769,12243,2188,3860,1202,2006,708,1873,731,41293,3549,26410,2620,1722,705,1901,868,11260,1976,0,184,700,498,3581,1082,18357,2260,14442,2000,11810,1927,40456,2686
0500000US06087,6087,"Santa Cruz County, California",2012,119917,5284,92617,5111,80003,4819,12614,2252,9415,1762,1441,859,476,472,938,1033,344,263,3133,1135,3133,1135,0,184,0,184,0,184,0,184,0,184,436,242,5415,1505,5667,1797,2985,1978,9664,1412
0500000US06089,6089,"Shasta County, California",2012,68865,2678,62713,2800,56163,2853,6550,1562,5337,1349,856,523,89,92,114,151,154,174,594,426,594,426,0,184,0,184,0,184,0,184,0,184,384,204,766,546,1584,736,315,274,2509,627
0500000US06095,6095,"Solano County, California",2012,137416,5398,124301,5072,108766,5109,15535,2283,12339,2057,2257,915,654,449,171,137,114,113,1122,703,1059,697,0,184,0,184,0,184,63,103,193,177,384,368,635,414,3741,1272,291,236,6749,1055
0500000US06097,6097,"Sonoma County, California",2012,204339,5835,176298,5584,156343,5293,19955,2746,15310,2561,3360,1439,981,608,252,186,52,83,2702,1003,2458,974,244,386,0,184,0,184,0,184,48,75,642,472,1819,644,7416,2096,1716,706,13698,1815
0500000US06099,6099,"Stanislaus County, California",2012,182554,6209,165263,5751,144680,5354,20583,2767,16815,2569,2464,806,649,373,436,309,219,225,1984,751,1800,647,0,184,0,184,184,289,0,184,0,184,272,323,1082,460,4093,1029,925,579,8935,1615
0500000US06107,6107,"Tulare County, California",2012,159184,5386,147664,5493,122868,5383,24796,2855,16368,2364,4360,1147,2682,1064,399,286,987,822,1056,485,1056,485,0,184,0,184,0,184,0,184,0,184,1395,931,477,262,2698,764,1159,722,4735,1158
0500000US06111,6111,"Ventura County, California",2012,346739,7656,309436,7164,262806,7068,46630,3626,33431,3165,7731,1780,3796,1354,1056,455,616,320,2510,767,2368,765,93,153,0,184,49,82,0,184,101,128,880,378,2804,913,7876,1313,2496,824,20636,2430
0500000US06113,6113,"Yolo County, California",2012,97400,5037,79161,4494,68508,3968,10653,2004,7307,1786,1604,606,552,342,718,576,472,305,2805,817,2524,796,0,184,0,184,281,238,0,184,98,162,498,304,7960,1540,2153,703,347,271,4378,1283
0500000US06001,6001,"Alameda County, California",2013,691410,11759,547873,10754,473947,10004,73926,5060,55200,4322,11390,2117,3943,1113,2110,750,1283,644,53959,3841,23067,3039,36,58,28411,2719,2417,708,28,45,423,365,1962,785,14306,1976,23557,3066,7936,1441,41394,3017
0500000US06007,6007,"Butte County, California",2013,87866,4106,74734,3693,65396,3659,9338,1737,6455,1535,1175,695,1192,928,151,264,365,439,1152,682,1152,682,0,203,0,203,0,203,0,203,0,203,353,273,2272,750,3141,1169,262,206,5952,1325
0500000US06013,6013,"Contra Costa County, California",2013,370924,9467,316932,9296,274998,8094,41934,4143,28970,3330,8747,2036,2344,867,935,633,938,521,10564,1952,6463,1735,0,203,3618,1124,483,336,0,203,0,203,770,418,3023,1016,7976,1632,3932,1148,27727,3010
0500000US06019,6019,"Fresno County, California",2013,357454,7435,324927,7756,277695,7861,47232,4146,32002,3302,5239,1425,4812,1502,4231,1836,948,470,3608,894,3608,894,0,203,0,203,0,203,0,203,116,101,903,560,3204,1019,5948,1249,5231,1516,13517,2087
0500000US06023,6023,"Humboldt County, California",2013,54593,3050,45922,2800,41120,2687,4802,1352,3265,1083,659,370,553,514,119,195,206,272,553,497,553,497,0,203,0,203,0,203,0,203,0,203,85,100,891,472,3256,1086,399,244,3487,855
0500000US06025,6025,"Imperial County, California",2013,58681,3825,52643,3549,46446,3258,6197,1467,3737,997,1301,645,449,328,489,467,221,246,750,471,750,471,0,203,0,203,0,203,0,203,196,312,70,114,445,560,762,519,1398,714,2417,865
0500000US06029,6029,"Kern County, California",2013,316369,8032,292111,8133,244065,7666,48046,4948,29940,3629,8690,2619,3285,1136,3685,2109,2446,800,3213,899,3111,890,0,203,0,203,0,203,102,173,90,152,1116,544,1833,722,4515,1328,4744,1415,8747,1808
0500000US06031,6031,"Kings County, California",2013,55551,3348,50164,3631,41984,3137,8180,1925,4668,1534,790,456,535,354,1319,967,868,414,1826,1161,1699,1176,0,203,0,203,0,203,127,199,0,203,151,236,246,206,1183,585,283,226,1698,565
0500000US06037,6037,"Los Angeles County, California",2013,4629092,26356,3845567,26642,3370169,25336,475398,12889,368059,11113,65316,4457,20359,2461,12205,2150,9459,1435,319440,8247,273905,7872,3009,989,23558,2230,18716,2094,252,206,2424,936,12434,1743,39992,3768,127247,6159,49703,4213,232285,9310
0500000US06041,6041,"Marin County, California",2013,126555,4817,104383,4822,91196,4269,13187,2560,10260,2303,1997,845,607,463,145,153,178,178,2992,1079,2614,1023,0,203,255,247,40,67,83,137,17,30,381,310,2278,828,3356,1040,632,461,12516,1821
0500000US06047,6047,"Merced County, California",2013,76248,4106,68024,4160,59955,3680,8069,1763,5753,1540,1268,727,541,446,448,305,59,100,572,340,522,349,0,203,0,203,50,58,0,203,0,203,145,133,428,258,1978,667,2548,842,2553,818
0500000US06053,6053,"Monterey County, California",2013,174160,5500,145096,5524,124682,5624,20414,3044,15217,2642,3569,1162,1115,609,349,220,164,170,2943,1029,2943,1029,0,203,0,203,0,203,0,203,0,203,232,220,1592,744,3746,960,10282,2583,10269,1683
0500000US06055,6055,"Napa County, California",2013,73915,3797,66231,3694,56836,3590,9395,1963,7090,1547,891,477,366,286,956,733,92,158,278,284,278,284,0,203,0,203,0,203,0,203,0,203,423,373,414,301,2659,728,216,130,3694,754
0500000US06059,6059,"Orange County, California",2013,1572100,17048,1396154,18695,1233575,17448,162579,7225,126182,6427,20517,2550,8887,2197,4078,1096,2915,982,37556,3399,32122,3119,398,390,353,383,4140,916,543,419,402,458,4967,1062,14441,2468,29109,3468,15745,2237,73726,4999
0500000US06061,6061,"Placer County, California",2013,158379,6379,139841,6014,124917,5534,14924,2206,11607,2140,1528,698,1120,514,669,570,0,203,1326,855,1234,843,0,203,0,203,92,151,0,203,0,203,699,398,1485,523,3019,1163,334,316,11675,1581
0500000US06065,6065,"Riverside County, California",2013,724099,11795,640575,11024,551548,11772,89027,6391,68598,5130,11434,1531,4297,2066,2980,1264,1718,789,9480,1697,8802,1702,69,112,292,301,317,229,0,203,72,122,2909,896,3735,970,13051,2565,6735,1695,47542,4194
0500000US06067,6067,"Sacramento County, California",2013,609074,10456,529501,9600,460065,9872,69436,5573,55343,4721,8468,2016,3251,1109,1353,727,1021,764,20027,2585,14717,2442,1253,525,2400,879,1562,488,95,148,0,203,2287,650,7505,1126,14134,2027,5617,1494,30003,3173
0500000US06071,6071,"San Bernardino County, California",2013,737636,13858,666698,13460,579385,12793,87313,6439,66236,5679,14448,2015,3785,1279,1836,748,1008,492,7697,1646,7301,1597,40,67,45,75,311,235,0,203,0,203,2297,679,3512,1018,14023,2335,5884,1523,37525,3717
0500000US06073,6073,"San Diego County, California",2013,1509520,12195,1294950,14560,1146690,14009,148260,7384,116621,7320,18356,3068,5425,1380,5717,1419,2141,789,45306,4002,39445,3413,2757,1179,260,272,2513,642,331,316,407,362,9617,1774,8912,1596,46101,4532,9906,2091,94321,5421
0500000US06075,6075,"San Francisco County, California",2013,653091,11044,278662,8104,217226,7761,61436,5030,37427,4345,17515,2964,4039,1265,1478,725,977,461,257634,8047,113351,5722,11121,1742,108390,4904,18409,2746,6363,1283,2216,850,5577,1183,17396,2449,50727,4260,8978,1531,31901,2808
0500000US06077,6077,"San Joaquin County, California",2013,239680,7750,217779,7421,184628,6815,33151,4042,23993,3470,5443,1601,1731,849,1170,769,814,552,1784,750,1709,738,0,203,0,203,75,125,0,203,0,203,117,112,2191,911,5907,1738,1670,715,10232,1779
0500000US06079,6079,"San Luis Obispo County, California",2013,127769,5499,106867,5268,92411,4680,14456,2279,9376,1679,2223,1079,705,497,1476,737,676,412,2134,1097,2134,1097,0,203,0,203,0,203,0,203,50,81,327,230,3791,1350,4818,2213,757,427,9025,1296
0500000US06081,6081,"San Mateo County, California",2013,385892,10308,321503,9980,275671,9644,45832,4327,34381,3755,6752,1539,2317,895,1066,509,1316,450,28161,2774,15821,2333,640,503,5643,1362,5717,1154,340,224,193,212,1241,484,3552,865,10594,2459,4748,1250,15900,2524
0500000US06083,6083,"Santa Barbara County, California",2013,212252,5348,174008,4831,143963,5398,30045,3466,21929,2795,3904,1404,2140,1042,672,400,1400,1681,8030,1829,7816,1813,0,203,0,203,78,131,136,163,131,166,673,326,9181,1799,8506,1467,1985,1094,9738,1827
0500000US06085,6085,"Santa Clara County, California",2013,1009814,11729,873336,11506,766839,10931,106497,6023,82598,5483,16578,2230,3869,855,2543,1435,909,523,46054,4253,30522,3535,1538,689,2663,825,11290,1707,41,70,481,328,3826,866,18114,2430,20737,2767,10620,2499,36646,2911
0500000US06087,6087,"Santa Cruz County, California",2013,114897,5820,90515,5144,79188,4984,11327,1736,8329,1572,2193,696,301,311,247,201,257,250,2398,959,2153,940,84,138,81,136,80,135,0,203,46,80,104,124,3748,1396,5050,1171,3956,1582,9080,1595
0500000US06089,6089,"Shasta County, California",2013,66708,3237,60388,3356,54767,3403,5621,1297,4009,1103,1015,522,422,423,124,153,51,84,620,481,620,481,0,203,0,203,0,203,0,203,0,203,91,91,729,521,867,423,199,159,3814,1257
0500000US06095,6095,"Solano County, California",2013,140897,5136,127228,5211,110518,5182,16710,2079,11752,1817,3354,1225,1200,503,303,242,101,131,2080,766,1982,770,42,70,0,203,56,95,0,203,0,203,465,308,1435,610,2854,784,1220,574,5615,1197
0500000US06097,6097,"Sonoma County, California",2013,215554,5327,185778,5178,165954,4855,19824,2567,14363,2261,3646,1047,1399,661,257,227,159,189,3184,1170,3045,1151,0,203,139,162,0,203,0,203,0,203,898,409,2531,786,6444,1468,936,556,15783,2106
0500000US06099,6099,"Stanislaus County, California",2013,181086,5449,164898,5179,146572,5103,18326,2241,12464,1940,3596,975,1560,799,639,429,67,78,1591,853,1544,849,0,203,0,203,47,75,0,203,92,159,809,417,1309,682,4020,1070,1646,716,6721,1644
0500000US06107,6107,"Tulare County, California",2013,152228,5302,141360,4942,120809,4907,20551,2530,14004,2160,3256,1078,1429,631,1475,651,387,333,1769,793,1613,696,0,203,156,248,0,203,0,203,33,56,126,168,1276,630,2616,861,2446,1605,2602,861
0500000US06111,6111,"Ventura County, California",2013,351412,8200,314348,7876,272522,7983,41826,3975,29000,3347,7794,1831,3707,1738,781,417,544,332,2694,841,2320,834,0,203,0,203,118,159,256,264,65,109,908,427,2401,682,7856,1410,1323,604,21817,2180
0500000US06113,6113,"Yolo County, California",2013,103170,4723,84743,4695,67433,3927,17310,2874,13062,2503,2249,1052,774,398,658,555,567,446,2250,652,1784,615,0,203,0,203,466,266,0,203,177,288,283,261,8620,1653,2337,811,966,675,3794,806
