GeoID,Date,Total: - Less than 10.0 percent,Total: - 10.0 to 14.9 percent,Total: - 15.0 to 19.9 percent,Total: - 20.0 to 24.9 percent,Total: - 25.0 to 29.9 percent,Total: - 30.0 to 34.9 percent,Total: - 35.0 to 39.9 percent,Total: - 40.0 to 49.9 percent,Total: - 50.0 percent or more,Total: - Not computed
6055,12/31/2008,0.0441,0.0534,0.1062,0.0895,0.1367,0.0998,0.0596,0.0955,0.2792,0.0360
6057,12/31/2008,0.0152,0.0246,0.0778,0.1400,0.1638,0.0477,0.1393,0.1205,0.2250,0.0461
6059,12/31/2008,0.0199,0.0586,0.1067,0.1259,0.1194,0.0963,0.0833,0.0948,0.2555,0.0396
6061,12/31/2008,0.0128,0.0452,0.1013,0.1286,0.1765,0.1094,0.0598,0.0887,0.2468,0.0309
6065,12/31/2008,0.0185,0.0370,0.0885,0.1046,0.1234,0.0831,0.0788,0.1199,0.3072,0.0390
6067,12/31/2008,0.0225,0.0707,0.1054,0.1289,0.1346,0.0957,0.0800,0.0940,0.2332,0.0350
6071,12/31/2008,0.0239,0.0575,0.1065,0.1099,0.0975,0.0853,0.0724,0.0914,0.3032,0.0525
6073,12/31/2008,0.0238,0.0599,0.0970,0.1325,0.1115,0.0949,0.0646,0.0984,0.2690,0.0484
6075,12/31/2008,0.0569,0.1181,0.1427,0.1136,0.1174,0.0902,0.0522,0.0697,0.1967,0.0424
6077,12/31/2008,0.0244,0.0550,0.0912,0.1179,0.1092,0.0922,0.0611,0.0896,0.2913,0.0682
6079,12/31/2008,0.0460,0.0692,0.0909,0.1032,0.1083,0.0702,0.0455,0.0998,0.3067,0.0601
6081,12/31/2008,0.0261,0.0947,0.1409,0.1288,0.1181,0.0898,0.0669,0.0844,0.2081,0.0421
6083,12/31/2008,0.0162,0.0465,0.0892,0.1319,0.1039,0.0872,0.0862,0.1116,0.2706,0.0566
6085,12/31/2008,0.0432,0.0981,0.1444,0.1390,0.1118,0.0906,0.0596,0.0754,0.1981,0.0399
6087,12/31/2008,0.0306,0.0526,0.1153,0.1175,0.1035,0.0870,0.0774,0.0903,0.2778,0.0479
6089,12/31/2008,0.0151,0.0475,0.0544,0.1060,0.1359,0.1021,0.0590,0.0870,0.3213,0.0717
6095,12/31/2008,0.0252,0.0694,0.1006,0.1282,0.1307,0.1135,0.0833,0.0783,0.2267,0.0441
6097,12/31/2008,0.0237,0.0540,0.1023,0.1182,0.1291,0.0816,0.0682,0.1002,0.2577,0.0651
6099,12/31/2008,0.0250,0.0570,0.1047,0.0987,0.1102,0.1160,0.0608,0.0730,0.2994,0.0552
6101,12/31/2008,0.0467,0.0451,0.0755,0.1126,0.1061,0.0860,0.0651,0.0691,0.3049,0.0888
6107,12/31/2008,0.0490,0.0677,0.1090,0.1208,0.1056,0.0896,0.0849,0.0717,0.2273,0.0744
6111,12/31/2008,0.0228,0.0481,0.0987,0.1336,0.1249,0.0979,0.0815,0.1113,0.2297,0.0514
6113,12/31/2008,0.0271,0.0869,0.1064,0.1106,0.1159,0.0786,0.0483,0.1146,0.2561,0.0555
6115,12/31/2008,0.0218,0.1306,0.0753,0.1022,0.1326,0.0640,0.0777,0.1205,0.1580,0.1174
6001,12/31/2007,0.0267,0.0915,0.1150,0.1237,0.1104,0.0909,0.0698,0.0614,0.2585,0.0521
6007,12/31/2007,0.0112,0.0528,0.0939,0.0969,0.0787,0.0916,0.0827,0.1626,0.2622,0.0673
6013,12/31/2007,0.0326,0.0595,0.1118,0.1188,0.1153,0.0882,0.0709,0.0962,0.2718,0.0350
6017,12/31/2007,0.0241,0.1099,0.1143,0.1218,0.1483,0.0695,0.0715,0.0952,0.2260,0.0194
6019,12/31/2007,0.0367,0.0781,0.1050,0.1085,0.1083,0.0755,0.0635,0.1035,0.2660,0.0549
6023,12/31/2007,0.0443,0.0588,0.0694,0.1043,0.0644,0.0890,0.0569,0.1076,0.2716,0.1336
6025,12/31/2007,0.0353,0.0595,0.0658,0.0965,0.1827,0.1004,0.0404,0.1120,0.2456,0.0617
6029,12/31/2007,0.0452,0.0809,0.1292,0.1304,0.0895,0.0905,0.0568,0.0886,0.2225,0.0664
6031,12/31/2007,0.0263,0.0837,0.0884,0.1496,0.1140,0.1073,0.0379,0.0840,0.1642,0.1446
6033,12/31/2007,0.0562,0.0765,0.0262,0.1030,0.0722,0.1013,0.0609,0.1068,0.2724,0.1243
6037,12/31/2007,0.0285,0.0679,0.0995,0.1167,0.1138,0.0912,0.0692,0.1030,0.2692,0.0411
6039,12/31/2007,0.0390,0.0659,0.1296,0.0929,0.1027,0.0872,0.0594,0.1136,0.1994,0.1103
6041,12/31/2007,0.0227,0.0524,0.1465,0.1152,0.0916,0.0719,0.0749,0.1250,0.2448,0.0549
6045,12/31/2007,0.0346,0.0762,0.0967,0.1363,0.1255,0.0488,0.1086,0.0717,0.2527,0.0488
6047,12/31/2007,0.0260,0.0636,0.1228,0.0751,0.0996,0.0874,0.0816,0.1067,0.2461,0.0911
6053,12/31/2007,0.0291,0.0828,0.1220,0.1212,0.1359,0.1097,0.0682,0.0992,0.1876,0.0444
6055,12/31/2007,0.0163,0.0280,0.1137,0.1510,0.1441,0.0917,0.0791,0.1229,0.1936,0.0597
6057,12/31/2007,0.0120,0.0712,0.0956,0.0973,0.1657,0.1336,0.0394,0.1152,0.2106,0.0594
6059,12/31/2007,0.0262,0.0628,0.1050,0.1176,0.1170,0.0986,0.0762,0.0953,0.2569,0.0444
6061,12/31/2007,0.0258,0.0631,0.1165,0.1213,0.1368,0.1039,0.0785,0.1167,0.1968,0.0406
6065,12/31/2007,0.0219,0.0559,0.0972,0.1367,0.1034,0.0999,0.0714,0.1177,0.2486,0.0474
6067,12/31/2007,0.0240,0.0641,0.1102,0.1080,0.1387,0.1075,0.0636,0.0943,0.2574,0.0323
6071,12/31/2007,0.0178,0.0719,0.1146,0.1042,0.1202,0.0978,0.0757,0.0942,0.2503,0.0533
6073,12/31/2007,0.0213,0.0549,0.0998,0.1285,0.1211,0.0974,0.0731,0.1053,0.2530,0.0456
6075,12/31/2007,0.0528,0.1149,0.1481,0.1216,0.1134,0.0849,0.0561,0.0751,0.1943,0.0388
6077,12/31/2007,0.0270,0.0446,0.1181,0.1227,0.1062,0.0751,0.0863,0.0955,0.2617,0.0629
6079,12/31/2007,0.0145,0.0609,0.1285,0.0927,0.0827,0.0792,0.0602,0.0948,0.3184,0.0681
6081,12/31/2007,0.0335,0.0928,0.1259,0.1464,0.1189,0.0991,0.0618,0.0668,0.2155,0.0392
6083,12/31/2007,0.0249,0.0540,0.0778,0.1164,0.0961,0.0804,0.0751,0.1298,0.2760,0.0695
6085,12/31/2007,0.0412,0.0998,0.1277,0.1347,0.1080,0.0877,0.0568,0.0872,0.2179,0.0390
6087,12/31/2007,0.0346,0.0671,0.0931,0.1330,0.0910,0.1140,0.0725,0.1126,0.2442,0.0379
6089,12/31/2007,0.0410,0.0695,0.1157,0.1003,0.1095,0.1396,0.0750,0.0604,0.2188,0.0702
6095,12/31/2007,0.0210,0.0475,0.0871,0.1280,0.0996,0.1054,0.0833,0.0871,0.2916,0.0494
6097,12/31/2007,0.0365,0.0656,0.0963,0.1303,0.1171,0.0905,0.0662,0.0825,0.2509,0.0641
6099,12/31/2007,0.0283,0.0617,0.0989,0.1267,0.1133,0.0640,0.0651,0.0877,0.3047,0.0495
6101,12/31/2007,0.0242,0.0650,0.1542,0.1289,0.1427,0.0539,0.0723,0.0994,0.2262,0.0332
6107,12/31/2007,0.0430,0.0790,0.1304,0.1233,0.0956,0.0807,0.0723,0.1044,0.2079,0.0632
6111,12/31/2007,0.0148,0.0586,0.0767,0.1318,0.1521,0.0896,0.0924,0.1003,0.2289,0.0548
6113,12/31/2007,0.0159,0.0847,0.0939,0.1485,0.0966,0.0815,0.0699,0.0898,0.2703,0.0490
6115,12/31/2007,0.0061,0.0631,0.0738,0.1216,0.1504,0.1077,0.0779,0.1129,0.2172,0.0693
6001,12/31/2006,0.0246,0.0775,0.1106,0.1330,0.1048,0.0808,0.0647,0.0905,0.2683,0.0452
6007,12/31/2006,0.0291,0.0801,0.0873,0.0913,0.0907,0.1128,0.0771,0.0881,0.3008,0.0429
6013,12/31/2006,0.0249,0.0650,0.1041,0.1089,0.1005,0.1090,0.0687,0.1060,0.2612,0.0516
6017,12/31/2006,0.0147,0.0655,0.1420,0.0947,0.1295,0.0512,0.0857,0.1655,0.2123,0.0388
6019,12/31/2006,0.0403,0.0713,0.1142,0.1009,0.1038,0.0815,0.0682,0.1032,0.2481,0.0687
6023,12/31/2006,0.0453,0.0600,0.1136,0.0998,0.0800,0.0825,0.0881,0.0940,0.2517,0.0851
6025,12/31/2006,0.0229,0.1026,0.0807,0.1228,0.0728,0.1482,0.1046,0.1183,0.1556,0.0714
6029,12/31/2006,0.0268,0.0829,0.1161,0.1367,0.0974,0.1001,0.0558,0.0945,0.2283,0.0613
6031,12/31/2006,0.0153,0.0501,0.1560,0.0730,0.1018,0.1175,0.0672,0.1108,0.1364,0.1718
6033,12/31/2006,0.0169,0.0668,0.0501,0.0850,0.1307,0.0256,0.0941,0.0953,0.3228,0.1127
6037,12/31/2006,0.0256,0.0700,0.1061,0.1133,0.1119,0.0837,0.0692,0.1008,0.2788,0.0407
6039,12/31/2006,0.0250,0.0689,0.0642,0.1089,0.1086,0.1110,0.0530,0.0920,0.3062,0.0622
6041,12/31/2006,0.0581,0.0622,0.1028,0.1215,0.0935,0.0486,0.0712,0.1004,0.3098,0.0319
6045,12/31/2006,0.0331,0.0680,0.0768,0.1076,0.1187,0.0521,0.0566,0.0699,0.2991,0.1180
6047,12/31/2006,0.0354,0.0721,0.1036,0.1209,0.0858,0.0726,0.0443,0.0791,0.3055,0.0807
6053,12/31/2006,0.0244,0.0664,0.1191,0.1083,0.1173,0.1149,0.0758,0.1063,0.2133,0.0542
6055,12/31/2006,0.0469,0.0489,0.1575,0.1290,0.0724,0.0949,0.0598,0.0923,0.2032,0.0952
6057,12/31/2006,0.0134,0.0286,0.0447,0.1551,0.1037,0.1460,0.0782,0.1919,0.2075,0.0310
6059,12/31/2006,0.0209,0.0581,0.1142,0.1262,0.1145,0.0915,0.0733,0.1051,0.2546,0.0415
6061,12/31/2006,0.0370,0.0613,0.0961,0.1161,0.1419,0.0922,0.0840,0.1270,0.2053,0.0389
6065,12/31/2006,0.0167,0.0480,0.0936,0.1093,0.1152,0.0915,0.0863,0.1044,0.2804,0.0544
6067,12/31/2006,0.0188,0.0624,0.1051,0.1054,0.1190,0.0991,0.0829,0.1053,0.2597,0.0422
6071,12/31/2006,0.0241,0.0512,0.1191,0.1040,0.1095,0.0912,0.0748,0.0999,0.2788,0.0474
6073,12/31/2006,0.0180,0.0566,0.1086,0.1166,0.1224,0.0931,0.0732,0.1067,0.2547,0.0503
6075,12/31/2006,0.0432,0.1138,0.1364,0.1322,0.1196,0.0783,0.0639,0.0762,0.1866,0.0497
6077,12/31/2006,0.0189,0.0582,0.1095,0.1224,0.0940,0.0912,0.0680,0.0824,0.2876,0.0679
6079,12/31/2006,0.0205,0.0444,0.0759,0.1062,0.1313,0.0784,0.0716,0.1146,0.2779,0.0794
6081,12/31/2006,0.0365,0.0843,0.1457,0.1365,0.1102,0.0940,0.0604,0.0839,0.2095,0.0390
6083,12/31/2006,0.0243,0.0564,0.0856,0.0942,0.1160,0.0795,0.0819,0.1134,0.2947,0.0540
6085,12/31/2006,0.0396,0.1022,0.1349,0.1350,0.1068,0.0835,0.0510,0.0805,0.2182,0.0483
6087,12/31/2006,0.0249,0.0364,0.0735,0.1010,0.1028,0.1094,0.0942,0.1138,0.2874,0.0565
6089,12/31/2006,0.0145,0.0583,0.1221,0.1057,0.0983,0.0883,0.0633,0.1037,0.3101,0.0358
6095,12/31/2006,0.0206,0.0491,0.0833,0.1223,0.1018,0.1165,0.0804,0.1049,0.2506,0.0705
6097,12/31/2006,0.0186,0.0317,0.0994,0.1096,0.1178,0.0940,0.0692,0.1164,0.2847,0.0586
6099,12/31/2006,0.0437,0.0409,0.1234,0.0838,0.0944,0.1098,0.0687,0.1183,0.2702,0.0467
6101,12/31/2006,0.0515,0.0585,0.1048,0.1336,0.0938,0.1049,0.0938,0.0680,0.2490,0.0423
6107,12/31/2006,0.0715,0.0714,0.1107,0.1061,0.1236,0.0587,0.0740,0.0823,0.2046,0.0971
6111,12/31/2006,0.0165,0.0504,0.1322,0.1181,0.1231,0.0898,0.0714,0.0977,0.2482,0.0525
6113,12/31/2006,0.0290,0.0402,0.1055,0.0995,0.1284,0.1155,0.0339,0.0931,0.3158,0.0391
6115,12/31/2006,0.0163,0.0184,0.1085,0.1012,0.0571,0.1029,0.0794,0.0595,0.2232,0.2336
6001,12/31/2005,0.0361,0.0769,0.1075,0.1289,0.1191,0.0909,0.0554,0.0729,0.2594,0.0527
6007,12/31/2005,0.0572,0.0568,0.0847,0.0653,0.1006,0.0792,0.0414,0.1273,0.3248,0.0628
6013,12/31/2005,0.0297,0.0423,0.1090,0.1345,0.1126,0.0883,0.0720,0.0932,0.2710,0.0473
6017,12/31/2005,0.0636,0.0553,0.1019,0.0912,0.0989,0.1013,0.0939,0.0786,0.2825,0.0330
6019,12/31/2005,0.0434,0.0819,0.1115,0.1009,0.0877,0.0977,0.0614,0.1042,0.2420,0.0694
6023,12/31/2005,0.0301,0.0552,0.0908,0.0996,0.0915,0.0880,0.0792,0.0893,0.3189,0.0573
6025,12/31/2005,0.0389,0.0645,0.0982,0.1153,0.1141,0.1013,0.0483,0.1560,0.2072,0.0563
6029,12/31/2005,0.0298,0.0743,0.1314,0.1386,0.0856,0.0778,0.0608,0.0771,0.2477,0.0770
6031,12/31/2005,0.0398,0.0475,0.1178,0.1165,0.0912,0.1261,0.1023,0.0570,0.1714,0.1304
6033,12/31/2005,0.0159,0.0838,0.1286,0.1396,0.0663,0.0326,0.0305,0.2382,0.1734,0.0911
6037,12/31/2005,0.0258,0.0679,0.1064,0.1151,0.1080,0.0848,0.0699,0.1022,0.2738,0.0462
6039,12/31/2005,0.0726,0.1127,0.1006,0.1538,0.0936,0.1002,0.0451,0.0435,0.1873,0.0906
6041,12/31/2005,0.0504,0.0552,0.1059,0.1180,0.1062,0.1160,0.0800,0.0879,0.2448,0.0355
6045,12/31/2005,0.0618,0.0361,0.1841,0.0619,0.0626,0.0615,0.0704,0.0541,0.3048,0.1028
6047,12/31/2005,0.0382,0.0665,0.1106,0.0737,0.1116,0.0581,0.0953,0.0904,0.2625,0.0932
6053,12/31/2005,0.0129,0.0680,0.0902,0.1207,0.1636,0.0861,0.0535,0.1167,0.2368,0.0514
6055,12/31/2005,0.0394,0.0933,0.0533,0.2585,0.1287,0.0812,0.0483,0.0983,0.1511,0.0479
6057,12/31/2005,0.0000,0.0750,0.0790,0.1386,0.2159,0.0477,0.0184,0.0905,0.2994,0.0355
6059,12/31/2005,0.0196,0.0573,0.1032,0.1267,0.1208,0.1009,0.0795,0.1041,0.2424,0.0455
6061,12/31/2005,0.0171,0.0743,0.1038,0.1489,0.1395,0.0823,0.0739,0.1120,0.2110,0.0373
6065,12/31/2005,0.0274,0.0500,0.0859,0.1140,0.1115,0.0937,0.0786,0.1094,0.2737,0.0557
6067,12/31/2005,0.0219,0.0708,0.1039,0.1286,0.1182,0.0902,0.0687,0.1114,0.2492,0.0372
6071,12/31/2005,0.0231,0.0536,0.1031,0.1231,0.0969,0.0747,0.0599,0.1044,0.2981,0.0632
6073,12/31/2005,0.0173,0.0521,0.1001,0.1115,0.1242,0.1021,0.0736,0.0914,0.2815,0.0463
6075,12/31/2005,0.0413,0.1019,0.1251,0.1277,0.1193,0.0876,0.0481,0.0780,0.2170,0.0539
6077,12/31/2005,0.0169,0.0728,0.0973,0.1028,0.1194,0.0747,0.0601,0.1089,0.2949,0.0523
6079,12/31/2005,0.0212,0.0328,0.1008,0.0940,0.1194,0.0939,0.0462,0.1219,0.2905,0.0793
6081,12/31/2005,0.0297,0.0881,0.1306,0.1254,0.1122,0.0799,0.0511,0.0879,0.2601,0.0350
6083,12/31/2005,0.0180,0.0474,0.0825,0.1099,0.1159,0.0948,0.0588,0.1364,0.2735,0.0627
6085,12/31/2005,0.0323,0.1081,0.1322,0.1176,0.1130,0.0811,0.0680,0.0853,0.2178,0.0445
6087,12/31/2005,0.0236,0.0665,0.0674,0.1260,0.1206,0.1161,0.0579,0.1083,0.2619,0.0518
6089,12/31/2005,0.0482,0.0623,0.0913,0.1577,0.0845,0.0734,0.0691,0.0977,0.2652,0.0506
6095,12/31/2005,0.0236,0.0544,0.0671,0.1263,0.1029,0.1056,0.0672,0.1228,0.2741,0.0560
6097,12/31/2005,0.0274,0.0577,0.1057,0.1135,0.1204,0.0950,0.0733,0.1024,0.2491,0.0556
6099,12/31/2005,0.0250,0.0543,0.1206,0.1316,0.0689,0.0888,0.0671,0.1091,0.2588,0.0758
6101,12/31/2005,0.0504,0.0356,0.1357,0.1363,0.1180,0.0799,0.0712,0.1078,0.1721,0.0929
6107,12/31/2005,0.0614,0.0946,0.1167,0.1189,0.0961,0.0906,0.0615,0.0832,0.2043,0.0727
6111,12/31/2005,0.0159,0.0481,0.1009,0.1309,0.1200,0.1256,0.0747,0.0974,0.2320,0.0546
6113,12/31/2005,0.0290,0.0430,0.0764,0.1255,0.1105,0.0903,0.1055,0.1043,0.2611,0.0543
6115,12/31/2005,0.0060,0.0509,0.0811,0.1287,0.1192,0.0440,0.0241,0.1312,0.2207,0.1941
