GeoID,Date,Affordability
6019,12/1/2009,0.6300
6019,3/1/2010,0.6400
6019,6/1/2010,0.6200
6019,9/1/2010,0.6500
6019,12/1/2010,0.6700
6019,3/1/2011,0.6900
6019,6/1/2011,0.7000
6019,9/1/2011,0.6900
6019,12/1/2011,0.7100
6019,3/1/2012,0.7200
6019,6/1/2012,0.7100
6019,9/1/2012,0.6900
6019,12/1/2012,0.7000
6019,3/1/2013,0.6400
6019,6/1/2013,0.6100
6019,9/1/2013,0.5600
6019,12/1/2013,0.5500
6019,3/1/2014,0.5400
6019,6/1/2014,0.5300
6019,9/1/2014,0.5300
6019,12/1/2014,0.5300
6019,3/1/2015,0.5100
6031,3/1/2010,0.6400
6031,6/1/2010,0.6200
6031,9/1/2010,0.6400
6031,12/1/2010,0.6600
6031,3/1/2011,0.7100
6031,6/1/2011,0.7200
6031,9/1/2011,0.7600
6031,12/1/2011,0.7500
6031,3/1/2012,0.7500
6031,6/1/2012,0.7400
6031,9/1/2012,0.7400
6031,12/1/2012,0.7600
6031,3/1/2013,0.7000
6031,6/1/2013,0.7000
6031,9/1/2013,0.6200
6031,12/1/2013,0.6300
6031,3/1/2014,0.6400
6031,6/1/2014,0.6400
6031,9/1/2014,0.6400
6031,12/1/2014,0.6400
6031,3/1/2015,0.6200
6037,1/1/1991,0.2200
6037,2/1/1991,0.2200
6037,3/1/1991,0.2100
6037,4/1/1991,0.2100
6037,5/1/1991,0.1800
6037,6/1/1991,0.1900
6037,7/1/1991,0.2000
6037,8/1/1991,0.2100
6037,9/1/1991,0.2100
6037,10/1/1991,0.2300
6037,11/1/1991,0.2500
6037,12/1/1991,0.2600
6037,1/1/1992,0.2700
6037,2/1/1992,0.2600
6037,3/1/1992,0.2500
6037,4/1/1992,0.2600
6037,5/1/1992,0.2500
6037,6/1/1992,0.2700
6037,7/1/1992,0.2800
6037,8/1/1992,0.2900
6037,9/1/1992,0.3100
6037,10/1/1992,0.3200
6037,11/1/1992,0.3100
6037,12/1/1992,0.3000
6037,1/1/1993,0.3200
6037,2/1/1993,0.3400
6037,3/1/1993,0.3600
6037,4/1/1993,0.3600
6037,5/1/1993,0.3600
6037,6/1/1993,0.3700
6037,7/1/1993,0.3700
6037,8/1/1993,0.3700
6037,9/1/1993,0.3700
6037,10/1/1993,0.3900
6037,11/1/1993,0.3900
6037,12/1/1993,0.3900
6037,1/1/1994,0.3900
6037,2/1/1994,0.4100
6037,3/1/1994,0.3800
6037,4/1/1994,0.3700
6037,5/1/1994,0.3600
6037,6/1/1994,0.3600
6037,7/1/1994,0.3500
6037,8/1/1994,0.3400
6037,9/1/1994,0.3500
6037,10/1/1994,0.3600
6037,11/1/1994,0.3600
6037,12/1/1994,0.3600
6037,1/1/1995,0.3600
6037,2/1/1995,0.3600
6037,3/1/1995,0.3600
6037,4/1/1995,0.3500
6037,5/1/1995,0.3600
6037,6/1/1995,0.3700
6037,7/1/1995,0.3700
6037,8/1/1995,0.3600
6037,9/1/1995,0.3400
6037,10/1/1995,0.3700
6037,11/1/1995,0.3800
6037,12/1/1995,0.3800
6037,1/1/1996,0.4000
6037,2/1/1996,0.4100
6037,3/1/1996,0.3900
6037,4/1/1996,0.3900
6037,5/1/1996,0.3900
6037,6/1/1996,0.3700
6037,7/1/1996,0.3700
6037,8/1/1996,0.3900
6037,9/1/1996,0.3800
6037,10/1/1996,0.4000
6037,11/1/1996,0.4100
6037,12/1/1996,0.4300
6037,1/1/1997,0.4200
6037,2/1/1997,0.4200
6037,3/1/1997,0.4000
6037,4/1/1997,0.4000
6037,5/1/1997,0.3900
6037,6/1/1997,0.3800
6037,7/1/1997,0.3900
6037,8/1/1997,0.3700
6037,9/1/1997,0.3800
6037,10/1/1997,0.3700
6037,11/1/1997,0.3900
6037,12/1/1997,0.3900
6037,1/1/1998,0.4100
6037,2/1/1998,0.4100
6037,3/1/1998,0.4000
6037,4/1/1998,0.3800
6037,5/1/1998,0.3900
6037,6/1/1998,0.3600
6037,7/1/1998,0.3600
6037,8/1/1998,0.3700
6037,9/1/1998,0.4000
6037,10/1/1998,0.4200
6037,11/1/1998,0.4100
6037,12/1/1998,0.4200
6037,1/1/1999,0.4300
6037,2/1/1999,0.4000
6037,3/1/1999,0.4200
6037,4/1/1999,0.4000
6037,5/1/1999,0.3900
6037,6/1/1999,0.3800
6037,7/1/1999,0.3800
6037,8/1/1999,0.3800
6037,9/1/1999,0.3800
6037,10/1/1999,0.4000
6037,11/1/1999,0.3900
6037,12/1/1999,0.4000
6037,1/1/2000,0.3900
6037,2/1/2000,0.3700
6037,3/1/2000,0.3700
6037,4/1/2000,0.3500
6037,5/1/2000,0.3600
6037,6/1/2000,0.3300
6037,7/1/2000,0.3600
6037,8/1/2000,0.3300
6037,9/1/2000,0.3400
6037,10/1/2000,0.3500
6037,11/1/2000,0.3400
6037,12/1/2000,0.3600
6037,1/1/2001,0.3800
6037,2/1/2001,0.3800
6037,3/1/2001,0.3700
6037,4/1/2001,0.3800
6037,5/1/2001,0.3700
6037,6/1/2001,0.3500
6037,7/1/2001,0.3500
6037,8/1/2001,0.3400
6037,9/1/2001,0.3500
6037,10/1/2001,0.3600
6037,11/1/2001,0.3600
6037,12/1/2001,0.3600
6037,1/1/2002,0.3400
6037,2/1/2002,0.3300
6037,3/1/2002,0.3300
6037,4/1/2002,0.3100
6037,5/1/2002,0.3100
6037,6/1/2002,0.3100
6037,7/1/2002,0.3100
6037,8/1/2002,0.2900
6037,9/1/2002,0.3100
6037,10/1/2002,0.3100
6037,11/1/2002,0.2900
6037,12/1/2002,0.3100
6037,1/1/2003,0.3000
6037,2/1/2003,0.3100
6037,3/1/2003,0.3100
6037,4/1/2003,0.2900
6037,5/1/2003,0.2800
6037,6/1/2003,0.2900
