GeoID,Date,"Car, truck, or van:","Car, truck, or van: - Drove alone","Car, truck, or van: - Carpooled:","Car, truck, or van: - Carpooled: - In 2-person carpool","Car, truck, or van: - Carpooled: - In 3-person carpool","Car, truck, or van: - Carpooled: - In 4-person carpool","Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Public transportation (excluding taxicab):,Public transportation (excluding taxicab): - Bus or trolley bus,Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Public transportation (excluding taxicab): - Subway or elevated,Public transportation (excluding taxicab): - Railroad,Public transportation (excluding taxicab): - Ferryboat,Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked at home
6037,31/12/2009,0.8361,0.7233,0.1128,0.0864,0.0158,0.0052,0.0030,0.0024,0.0716,0.0634,0.0006,0.0040,0.0036,0.0001,0.0004,0.0029,0.0075,0.0267,0.0086,0.0461
6041,31/12/2009,0.8186,0.7186,0.1000,0.0741,0.0155,0.0053,0.0033,0.0018,0.0344,0.0344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0009,0.0079,0.0328,0.0068,0.0986
6047,31/12/2009,0.8868,0.7748,0.1120,0.0709,0.0203,0.0045,0.0052,0.0111,0.0029,0.0021,0.0000,0.0000,0.0008,0.0000,0.0000,0.0009,0.0035,0.0265,0.0222,0.0572
6053,31/12/2009,0.8498,0.7201,0.1297,0.0865,0.0235,0.0091,0.0053,0.0053,0.0170,0.0164,0.0004,0.0000,0.0002,0.0000,0.0000,0.0044,0.0090,0.0305,0.0352,0.0540
6055,31/12/2009,0.8903,0.7811,0.1092,0.0856,0.0149,0.0050,0.0016,0.0021,0.0110,0.0110,0.0000,0.0000,0.0000,0.0000,0.0000,0.0025,0.0088,0.0425,0.0054,0.0395
6059,31/12/2009,0.8852,0.7759,0.1093,0.0832,0.0149,0.0060,0.0030,0.0022,0.0280,0.0260,0.0001,0.0001,0.0018,0.0000,0.0001,0.0031,0.0103,0.0206,0.0064,0.0463
6061,31/12/2009,0.8727,0.7857,0.0870,0.0636,0.0130,0.0025,0.0064,0.0016,0.0056,0.0056,0.0000,0.0000,0.0000,0.0000,0.0004,0.0031,0.0068,0.0176,0.0036,0.0903
6065,31/12/2009,0.8796,0.7517,0.1279,0.0943,0.0214,0.0069,0.0034,0.0019,0.0132,0.0128,0.0002,0.0000,0.0002,0.0000,0.0000,0.0015,0.0036,0.0216,0.0113,0.0691
6067,31/12/2009,0.8832,0.7630,0.1202,0.0936,0.0153,0.0052,0.0032,0.0030,0.0366,0.0264,0.0033,0.0027,0.0043,0.0000,0.0001,0.0033,0.0100,0.0176,0.0064,0.0427
6071,31/12/2009,0.9070,0.7506,0.1563,0.1283,0.0161,0.0068,0.0022,0.0029,0.0173,0.0168,0.0002,0.0000,0.0002,0.0001,0.0003,0.0028,0.0029,0.0249,0.0061,0.0387
6073,31/12/2009,0.8601,0.7588,0.1013,0.0817,0.0113,0.0040,0.0018,0.0026,0.0295,0.0252,0.0020,0.0002,0.0018,0.0002,0.0002,0.0050,0.0061,0.0281,0.0060,0.0649
6075,31/12/2009,0.4760,0.3658,0.1102,0.0743,0.0246,0.0064,0.0026,0.0023,0.3563,0.1832,0.0194,0.1232,0.0228,0.0076,0.0019,0.0082,0.0219,0.0757,0.0120,0.0480
6077,31/12/2009,0.9097,0.7884,0.1212,0.0876,0.0172,0.0072,0.0054,0.0039,0.0107,0.0102,0.0005,0.0000,0.0000,0.0000,0.0000,0.0032,0.0056,0.0162,0.0089,0.0457
6079,31/12/2009,0.8436,0.7139,0.1298,0.1009,0.0136,0.0061,0.0054,0.0039,0.0148,0.0148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0042,0.0161,0.0442,0.0033,0.0738
6081,31/12/2009,0.8427,0.7248,0.1179,0.0839,0.0202,0.0065,0.0037,0.0037,0.0491,0.0289,0.0002,0.0086,0.0113,0.0000,0.0000,0.0032,0.0070,0.0267,0.0094,0.0619
6083,31/12/2009,0.8125,0.6662,0.1463,0.1090,0.0212,0.0118,0.0021,0.0022,0.0409,0.0409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0036,0.0366,0.0469,0.0064,0.0532
6085,31/12/2009,0.8720,0.7606,0.1114,0.0878,0.0150,0.0050,0.0024,0.0013,0.0335,0.0232,0.0011,0.0006,0.0087,0.0000,0.0002,0.0032,0.0142,0.0196,0.0169,0.0403
6087,31/12/2009,0.8157,0.7147,0.1010,0.0817,0.0106,0.0043,0.0006,0.0038,0.0343,0.0343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0303,0.0483,0.0040,0.0661
6089,31/12/2009,0.8728,0.7970,0.0759,0.0459,0.0185,0.0055,0.0012,0.0048,0.0093,0.0054,0.0000,0.0000,0.0039,0.0000,0.0000,0.0097,0.0081,0.0239,0.0136,0.0627
6095,31/12/2009,0.9125,0.8018,0.1107,0.0865,0.0190,0.0032,0.0005,0.0015,0.0127,0.0116,0.0000,0.0000,0.0008,0.0004,0.0004,0.0023,0.0057,0.0189,0.0050,0.0426
6097,31/12/2009,0.8437,0.7409,0.1029,0.0731,0.0130,0.0079,0.0029,0.0060,0.0191,0.0177,0.0000,0.0004,0.0009,0.0000,0.0000,0.0025,0.0158,0.0362,0.0039,0.0786
6099,31/12/2009,0.9110,0.8116,0.0995,0.0764,0.0162,0.0035,0.0022,0.0012,0.0066,0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.0044,0.0180,0.0139,0.0449
6107,31/12/2009,0.8959,0.7631,0.1328,0.0893,0.0241,0.0069,0.0048,0.0077,0.0072,0.0072,0.0000,0.0000,0.0000,0.0000,0.0000,0.0019,0.0058,0.0210,0.0249,0.0432
6111,31/12/2009,0.8853,0.7565,0.1288,0.0983,0.0143,0.0101,0.0043,0.0018,0.0120,0.0107,0.0000,0.0001,0.0012,0.0000,0.0000,0.0043,0.0089,0.0262,0.0061,0.0571
6113,31/12/2009,0.8262,0.6947,0.1315,0.0999,0.0227,0.0050,0.0023,0.0016,0.0257,0.0228,0.0000,0.0000,0.0029,0.0000,0.0000,0.0066,0.0779,0.0217,0.0044,0.0373
6001,31/12/2010,0.8159,0.7140,0.1019,0.0812,0.0137,0.0045,0.0010,0.0016,0.0727,0.0317,0.0012,0.0354,0.0043,0.0001,0.0004,0.0021,0.0128,0.0308,0.0070,0.0584
6007,31/12/2010,0.8623,0.7148,0.1474,0.1172,0.0198,0.0028,0.0070,0.0006,0.0134,0.0134,0.0000,0.0000,0.0000,0.0000,0.0019,0.0086,0.0277,0.0302,0.0031,0.0528
6013,31/12/2010,0.8558,0.7407,0.1151,0.0922,0.0142,0.0034,0.0026,0.0028,0.0288,0.0162,0.0002,0.0114,0.0010,0.0000,0.0000,0.0012,0.0098,0.0181,0.0054,0.0809
6019,31/12/2010,0.8777,0.7723,0.1054,0.0737,0.0127,0.0086,0.0062,0.0042,0.0140,0.0138,0.0001,0.0000,0.0000,0.0001,0.0000,0.0033,0.0055,0.0243,0.0350,0.0402
6023,31/12/2010,0.8343,0.7401,0.0942,0.0739,0.0125,0.0039,0.0040,0.0000,0.0109,0.0109,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0188,0.0650,0.0157,0.0531
6025,31/12/2010,0.9370,0.8359,0.1011,0.0744,0.0114,0.0084,0.0043,0.0026,0.0062,0.0062,0.0000,0.0000,0.0000,0.0000,0.0000,0.0010,0.0026,0.0053,0.0081,0.0398
6029,31/12/2010,0.9086,0.7525,0.1561,0.1004,0.0247,0.0157,0.0092,0.0060,0.0103,0.0102,0.0001,0.0000,0.0000,0.0000,0.0004,0.0021,0.0034,0.0235,0.0173,0.0343
6031,31/12/2010,0.9179,0.8113,0.1066,0.0558,0.0192,0.0085,0.0132,0.0099,0.0187,0.0179,0.0000,0.0000,0.0008,0.0000,0.0000,0.0031,0.0032,0.0187,0.0095,0.0289
6037,31/12/2010,0.8317,0.7219,0.1098,0.0851,0.0151,0.0044,0.0027,0.0025,0.0718,0.0631,0.0007,0.0040,0.0038,0.0001,0.0003,0.0026,0.0082,0.0280,0.0091,0.0483
6041,31/12/2010,0.8056,0.6964,0.1092,0.0793,0.0173,0.0052,0.0037,0.0037,0.0327,0.0263,0.0000,0.0064,0.0000,0.0000,0.0000,0.0024,0.0147,0.0546,0.0029,0.0871
6047,31/12/2010,0.8915,0.8025,0.0891,0.0647,0.0119,0.0056,0.0034,0.0036,0.0025,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0037,0.0058,0.0273,0.0309,0.0383
6053,31/12/2010,0.8417,0.7156,0.1261,0.0874,0.0174,0.0119,0.0054,0.0040,0.0162,0.0159,0.0000,0.0003,0.0000,0.0000,0.0003,0.0025,0.0050,0.0339,0.0416,0.0588
6055,31/12/2010,0.8908,0.7808,0.1100,0.0826,0.0155,0.0048,0.0020,0.0052,0.0119,0.0108,0.0000,0.0000,0.0011,0.0000,0.0000,0.0016,0.0038,0.0328,0.0101,0.0489
6059,31/12/2010,0.8907,0.7793,0.1114,0.0864,0.0149,0.0047,0.0036,0.0018,0.0279,0.0251,0.0002,0.0002,0.0023,0.0000,0.0003,0.0037,0.0087,0.0169,0.0058,0.0460
6061,31/12/2010,0.8793,0.7892,0.0901,0.0746,0.0086,0.0042,0.0013,0.0014,0.0023,0.0023,0.0000,0.0000,0.0000,0.0000,0.0004,0.0042,0.0041,0.0198,0.0087,0.0811
6065,31/12/2010,0.8949,0.7762,0.1187,0.0895,0.0184,0.0064,0.0036,0.0007,0.0133,0.0122,0.0003,0.0005,0.0004,0.0000,0.0000,0.0041,0.0049,0.0195,0.0130,0.0502
6067,31/12/2010,0.8752,0.7566,0.1187,0.0989,0.0122,0.0038,0.0014,0.0024,0.0356,0.0243,0.0042,0.0038,0.0034,0.0000,0.0002,0.0037,0.0123,0.0168,0.0074,0.0486
6071,31/12/2010,0.9142,0.7554,0.1588,0.1296,0.0155,0.0076,0.0029,0.0032,0.0107,0.0092,0.0001,0.0001,0.0013,0.0001,0.0000,0.0019,0.0045,0.0215,0.0086,0.0387
6073,31/12/2010,0.8660,0.7630,0.1030,0.0807,0.0128,0.0049,0.0027,0.0019,0.0317,0.0270,0.0019,0.0003,0.0024,0.0001,0.0003,0.0037,0.0080,0.0269,0.0056,0.0577
6075,31/12/2010,0.4582,0.3527,0.1055,0.0740,0.0236,0.0040,0.0012,0.0027,0.3752,0.1991,0.0196,0.1332,0.0165,0.0068,0.0027,0.0070,0.0265,0.0708,0.0096,0.0501
6077,31/12/2010,0.9017,0.7711,0.1306,0.0853,0.0242,0.0072,0.0035,0.0104,0.0054,0.0054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0026,0.0064,0.0180,0.0078,0.0581
6079,31/12/2010,0.8813,0.7680,0.1133,0.0958,0.0103,0.0009,0.0020,0.0042,0.0086,0.0086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0066,0.0134,0.0288,0.0017,0.0596
6081,31/12/2010,0.8453,0.7194,0.1259,0.0938,0.0176,0.0077,0.0016,0.0052,0.0499,0.0276,0.0000,0.0107,0.0116,0.0000,0.0000,0.0020,0.0081,0.0317,0.0150,0.0481
6083,31/12/2010,0.8090,0.6562,0.1529,0.1099,0.0246,0.0100,0.0053,0.0031,0.0393,0.0388,0.0000,0.0000,0.0001,0.0004,0.0004,0.0042,0.0396,0.0474,0.0074,0.0527
6085,31/12/2010,0.8799,0.7710,0.1090,0.0908,0.0126,0.0026,0.0019,0.0012,0.0318,0.0218,0.0016,0.0014,0.0069,0.0000,0.0001,0.0025,0.0158,0.0169,0.0075,0.0454
6087,31/12/2010,0.7985,0.6859,0.1126,0.0747,0.0209,0.0081,0.0069,0.0021,0.0272,0.0268,0.0000,0.0000,0.0004,0.0000,0.0006,0.0025,0.0270,0.0526,0.0275,0.0640
6095,31/12/2010,0.9092,0.7929,0.1163,0.0930,0.0160,0.0034,0.0016,0.0023,0.0131,0.0108,0.0000,0.0000,0.0015,0.0008,0.0006,0.0011,0.0039,0.0252,0.0016,0.0451
6097,31/12/2010,0.8637,0.7652,0.0985,0.0807,0.0151,0.0017,0.0002,0.0008,0.0140,0.0140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0088,0.0208,0.0030,0.0862
6099,31/12/2010,0.9112,0.8022,0.1090,0.0833,0.0113,0.0064,0.0054,0.0025,0.0080,0.0080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0051,0.0143,0.0069,0.0524
6107,31/12/2010,0.9036,0.7469,0.1567,0.0929,0.0336,0.0195,0.0049,0.0058,0.0076,0.0076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0020,0.0281,0.0207,0.0364
6111,31/12/2010,0.8777,0.7333,0.1444,0.0963,0.0205,0.0162,0.0076,0.0039,0.0114,0.0114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0029,0.0081,0.0228,0.0106,0.0666
6113,31/12/2010,0.8325,0.7159,0.1166,0.0814,0.0222,0.0108,0.0000,0.0022,0.0229,0.0195,0.0000,0.0000,0.0034,0.0000,0.0000,0.0031,0.0744,0.0285,0.0032,0.0354
6001,31/12/2011,0.8013,0.6987,0.1026,0.0770,0.0156,0.0061,0.0018,0.0021,0.0764,0.0368,0.0006,0.0336,0.0053,0.0000,0.0002,0.0025,0.0221,0.0360,0.0097,0.0519
6007,31/12/2011,0.8592,0.7669,0.0923,0.0785,0.0088,0.0045,0.0005,0.0000,0.0098,0.0098,0.0000,0.0000,0.0000,0.0000,0.0014,0.0072,0.0328,0.0446,0.0032,0.0419
6013,31/12/2011,0.8635,0.7625,0.1010,0.0783,0.0137,0.0056,0.0016,0.0019,0.0221,0.0135,0.0012,0.0063,0.0011,0.0000,0.0000,0.0018,0.0043,0.0164,0.0098,0.0821
6019,31/12/2011,0.9065,0.7851,0.1214,0.0841,0.0145,0.0084,0.0083,0.0061,0.0109,0.0103,0.0000,0.0000,0.0006,0.0000,0.0000,0.0028,0.0065,0.0208,0.0188,0.0337
6025,31/12/2011,0.8922,0.7767,0.1155,0.0794,0.0168,0.0081,0.0013,0.0098,0.0138,0.0138,0.0000,0.0000,0.0000,0.0000,0.0062,0.0000,0.0038,0.0285,0.0134,0.0421
6029,31/12/2011,0.9164,0.7541,0.1623,0.0958,0.0241,0.0201,0.0098,0.0124,0.0121,0.0118,0.0002,0.0000,0.0000,0.0001,0.0005,0.0024,0.0049,0.0176,0.0180,0.0280
6031,31/12/2011,0.9053,0.7763,0.1291,0.0707,0.0257,0.0058,0.0068,0.0201,0.0009,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0048,0.0026,0.0404,0.0158,0.0302
6037,31/12/2011,0.8324,0.7258,0.1066,0.0820,0.0147,0.0048,0.0024,0.0027,0.0724,0.0645,0.0008,0.0035,0.0035,0.0001,0.0004,0.0026,0.0080,0.0277,0.0083,0.0483
6039,31/12/2011,0.8701,0.7457,0.1244,0.0748,0.0083,0.0063,0.0219,0.0132,0.0021,0.0021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0022,0.0076,0.0433,0.0212,0.0535
6041,31/12/2011,0.8089,0.7050,0.1040,0.0698,0.0206,0.0082,0.0033,0.0020,0.0288,0.0259,0.0000,0.0007,0.0001,0.0021,0.0011,0.0012,0.0166,0.0318,0.0048,0.1070
6047,31/12/2011,0.8846,0.7936,0.0911,0.0680,0.0139,0.0051,0.0022,0.0018,0.0044,0.0042,0.0000,0.0000,0.0002,0.0000,0.0000,0.0026,0.0036,0.0204,0.0275,0.0569
6053,31/12/2011,0.8269,0.6936,0.1333,0.0963,0.0227,0.0117,0.0026,0.0000,0.0198,0.0198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0036,0.0080,0.0374,0.0584,0.0460
6055,31/12/2011,0.8561,0.7489,0.1072,0.0913,0.0065,0.0066,0.0004,0.0023,0.0090,0.0090,0.0000,0.0000,0.0000,0.0000,0.0005,0.0034,0.0162,0.0441,0.0117,0.0591
6059,31/12/2011,0.8853,0.7800,0.1053,0.0808,0.0157,0.0048,0.0024,0.0016,0.0286,0.0248,0.0000,0.0005,0.0030,0.0003,0.0004,0.0028,0.0095,0.0203,0.0052,0.0478
6061,31/12/2011,0.8810,0.7894,0.0916,0.0776,0.0109,0.0007,0.0016,0.0008,0.0073,0.0053,0.0000,0.0000,0.0019,0.0000,0.0000,0.0013,0.0074,0.0147,0.0032,0.0851
6065,31/12/2011,0.8901,0.7773,0.1128,0.0889,0.0121,0.0048,0.0042,0.0028,0.0092,0.0086,0.0003,0.0003,0.0000,0.0000,0.0000,0.0031,0.0049,0.0145,0.0074,0.0709
6067,31/12/2011,0.8706,0.7458,0.1249,0.0999,0.0172,0.0039,0.0020,0.0019,0.0336,0.0229,0.0031,0.0046,0.0029,0.0000,0.0003,0.0037,0.0123,0.0229,0.0050,0.0516
6071,31/12/2011,0.9108,0.7647,0.1461,0.1191,0.0176,0.0034,0.0045,0.0015,0.0142,0.0137,0.0000,0.0001,0.0004,0.0000,0.0001,0.0029,0.0038,0.0184,0.0066,0.0432
6073,31/12/2011,0.8643,0.7659,0.0984,0.0771,0.0129,0.0049,0.0016,0.0019,0.0291,0.0253,0.0012,0.0002,0.0022,0.0001,0.0005,0.0042,0.0070,0.0270,0.0060,0.0619
6075,31/12/2011,0.4661,0.3708,0.0954,0.0655,0.0213,0.0049,0.0011,0.0027,0.3598,0.1896,0.0137,0.1285,0.0208,0.0072,0.0021,0.0076,0.0250,0.0701,0.0135,0.0557
6077,31/12/2011,0.9102,0.7772,0.1330,0.1053,0.0165,0.0064,0.0023,0.0023,0.0068,0.0065,0.0000,0.0000,0.0003,0.0000,0.0002,0.0025,0.0043,0.0202,0.0103,0.0454
6079,31/12/2011,0.8185,0.7207,0.0978,0.0734,0.0164,0.0015,0.0039,0.0027,0.0112,0.0112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0033,0.0304,0.0481,0.0054,0.0830
6081,31/12/2011,0.8452,0.7228,0.1225,0.0847,0.0216,0.0066,0.0038,0.0058,0.0515,0.0316,0.0018,0.0074,0.0108,0.0000,0.0004,0.0021,0.0112,0.0260,0.0105,0.0530
6083,31/12/2011,0.8213,0.6614,0.1599,0.1071,0.0247,0.0197,0.0071,0.0013,0.0342,0.0342,0.0000,0.0000,0.0000,0.0000,0.0006,0.0076,0.0385,0.0374,0.0053,0.0552
6085,31/12/2011,0.8719,0.7682,0.1037,0.0820,0.0126,0.0051,0.0020,0.0019,0.0366,0.0243,0.0019,0.0007,0.0096,0.0000,0.0001,0.0026,0.0171,0.0202,0.0086,0.0428
6087,31/12/2011,0.7990,0.7033,0.0957,0.0695,0.0140,0.0056,0.0023,0.0043,0.0303,0.0303,0.0000,0.0000,0.0000,0.0000,0.0002,0.0039,0.0372,0.0391,0.0157,0.0748
6089,31/12/2011,0.8974,0.7966,0.1009,0.0827,0.0113,0.0020,0.0012,0.0037,0.0030,0.0027,0.0003,0.0000,0.0000,0.0000,0.0000,0.0037,0.0030,0.0278,0.0045,0.0606
6095,31/12/2011,0.8981,0.8069,0.0912,0.0640,0.0144,0.0050,0.0070,0.0008,0.0127,0.0127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0071,0.0262,0.0054,0.0490
6097,31/12/2011,0.8413,0.7619,0.0794,0.0593,0.0111,0.0039,0.0013,0.0038,0.0165,0.0147,0.0005,0.0010,0.0003,0.0000,0.0000,0.0058,0.0142,0.0392,0.0065,0.0765
6099,31/12/2011,0.9013,0.8018,0.0995,0.0759,0.0164,0.0064,0.0009,0.0000,0.0071,0.0070,0.0000,0.0001,0.0000,0.0000,0.0000,0.0030,0.0087,0.0297,0.0076,0.0425
6107,31/12/2011,0.9017,0.7503,0.1514,0.1007,0.0200,0.0150,0.0071,0.0086,0.0056,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0026,0.0070,0.0223,0.0144,0.0464
6111,31/12/2011,0.8796,0.7491,0.1305,0.0960,0.0155,0.0082,0.0081,0.0027,0.0107,0.0100,0.0001,0.0000,0.0000,0.0006,0.0001,0.0042,0.0107,0.0221,0.0043,0.0682
6113,31/12/2011,0.8295,0.7131,0.1163,0.0870,0.0217,0.0065,0.0000,0.0012,0.0308,0.0282,0.0000,0.0000,0.0025,0.0000,0.0000,0.0055,0.0658,0.0231,0.0053,0.0402
6001,31/12/2012,0.7898,0.6850,0.1048,0.0783,0.0151,0.0061,0.0034,0.0019,0.0796,0.0384,0.0006,0.0369,0.0036,0.0001,0.0004,0.0042,0.0189,0.0392,0.0093,0.0585
6007,31/12/2012,0.8546,0.7413,0.1133,0.0758,0.0263,0.0053,0.0018,0.0042,0.0168,0.0168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0013,0.0270,0.0322,0.0088,0.0594
6013,31/12/2012,0.8623,0.7478,0.1145,0.0819,0.0215,0.0071,0.0014,0.0026,0.0276,0.0136,0.0009,0.0116,0.0016,0.0000,0.0016,0.0021,0.0043,0.0197,0.0090,0.0734
6017,31/12/2012,0.8275,0.7095,0.1181,0.0953,0.0147,0.0038,0.0005,0.0038,0.0042,0.0042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0120,0.0290,0.0120,0.1146
6019,31/12/2012,0.8880,0.7549,0.1331,0.0803,0.0250,0.0133,0.0060,0.0086,0.0156,0.0149,0.0007,0.0000,0.0000,0.0000,0.0000,0.0031,0.0089,0.0201,0.0173,0.0471
6025,31/12/2012,0.8746,0.7656,0.1090,0.0701,0.0127,0.0170,0.0065,0.0026,0.0139,0.0139,0.0000,0.0000,0.0000,0.0000,0.0027,0.0003,0.0091,0.0313,0.0185,0.0497
6029,31/12/2012,0.9229,0.7681,0.1548,0.0959,0.0248,0.0174,0.0053,0.0114,0.0102,0.0094,0.0000,0.0000,0.0008,0.0000,0.0003,0.0029,0.0061,0.0171,0.0140,0.0265
6031,31/12/2012,0.9425,0.7524,0.1901,0.1266,0.0176,0.0141,0.0143,0.0176,0.0034,0.0016,0.0018,0.0000,0.0000,0.0000,0.0000,0.0017,0.0013,0.0306,0.0084,0.0121
6037,31/12/2012,0.8343,0.7308,0.1034,0.0799,0.0136,0.0048,0.0027,0.0024,0.0695,0.0609,0.0005,0.0038,0.0042,0.0001,0.0002,0.0025,0.0083,0.0274,0.0089,0.0490
6041,31/12/2012,0.8139,0.7072,0.1067,0.0811,0.0155,0.0047,0.0042,0.0013,0.0349,0.0337,0.0001,0.0008,0.0000,0.0003,0.0000,0.0054,0.0155,0.0297,0.0032,0.0973
6047,31/12/2012,0.8917,0.7947,0.0970,0.0664,0.0168,0.0066,0.0032,0.0040,0.0056,0.0056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0016,0.0361,0.0173,0.0455
6053,31/12/2012,0.8469,0.7237,0.1232,0.0863,0.0152,0.0128,0.0066,0.0022,0.0256,0.0253,0.0000,0.0000,0.0002,0.0000,0.0000,0.0030,0.0092,0.0335,0.0416,0.0403
6055,31/12/2012,0.9016,0.7765,0.1252,0.0977,0.0179,0.0077,0.0010,0.0008,0.0068,0.0068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0007,0.0052,0.0389,0.0049,0.0419
6059,31/12/2012,0.8837,0.7763,0.1073,0.0834,0.0150,0.0044,0.0025,0.0020,0.0291,0.0264,0.0001,0.0003,0.0022,0.0000,0.0002,0.0032,0.0100,0.0176,0.0065,0.0498
6061,31/12/2012,0.8777,0.7920,0.0857,0.0681,0.0109,0.0021,0.0036,0.0009,0.0074,0.0074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0037,0.0154,0.0033,0.0907
6065,31/12/2012,0.8952,0.7794,0.1158,0.0890,0.0162,0.0058,0.0020,0.0028,0.0124,0.0117,0.0004,0.0000,0.0002,0.0000,0.0000,0.0031,0.0048,0.0155,0.0069,0.0622
6067,31/12/2012,0.8777,0.7596,0.1182,0.0957,0.0148,0.0033,0.0027,0.0017,0.0269,0.0198,0.0022,0.0022,0.0026,0.0000,0.0004,0.0028,0.0136,0.0222,0.0059,0.0505
6071,31/12/2012,0.9137,0.7861,0.1276,0.0991,0.0176,0.0059,0.0020,0.0031,0.0107,0.0105,0.0000,0.0001,0.0002,0.0000,0.0001,0.0031,0.0046,0.0210,0.0063,0.0405
6073,31/12/2012,0.8635,0.7623,0.1012,0.0788,0.0129,0.0047,0.0016,0.0032,0.0269,0.0231,0.0016,0.0000,0.0019,0.0003,0.0004,0.0059,0.0071,0.0259,0.0057,0.0645
6075,31/12/2012,0.4468,0.3498,0.0970,0.0644,0.0223,0.0053,0.0023,0.0027,0.3832,0.1856,0.0174,0.1506,0.0200,0.0097,0.0019,0.0064,0.0273,0.0715,0.0138,0.0491
6077,31/12/2012,0.9208,0.8064,0.1145,0.0788,0.0219,0.0068,0.0050,0.0020,0.0081,0.0077,0.0000,0.0000,0.0004,0.0000,0.0000,0.0008,0.0044,0.0195,0.0075,0.0389
6079,31/12/2012,0.8411,0.7234,0.1178,0.0832,0.0219,0.0035,0.0054,0.0038,0.0213,0.0212,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0143,0.0413,0.0053,0.0767
6081,31/12/2012,0.8328,0.7197,0.1131,0.0853,0.0147,0.0054,0.0027,0.0050,0.0604,0.0371,0.0005,0.0106,0.0121,0.0001,0.0007,0.0044,0.0106,0.0240,0.0133,0.0538
6083,31/12/2012,0.8161,0.6775,0.1386,0.0990,0.0232,0.0112,0.0028,0.0025,0.0333,0.0327,0.0000,0.0000,0.0007,0.0000,0.0001,0.0069,0.0507,0.0405,0.0069,0.0455
6085,31/12/2012,0.8670,0.7564,0.1106,0.0902,0.0125,0.0039,0.0020,0.0019,0.0420,0.0269,0.0018,0.0019,0.0115,0.0000,0.0007,0.0036,0.0187,0.0147,0.0120,0.0412
6087,31/12/2012,0.7723,0.6672,0.1052,0.0785,0.0120,0.0040,0.0078,0.0029,0.0261,0.0261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0036,0.0452,0.0473,0.0249,0.0806
6089,31/12/2012,0.9107,0.8156,0.0951,0.0775,0.0124,0.0013,0.0017,0.0022,0.0086,0.0086,0.0000,0.0000,0.0000,0.0000,0.0000,0.0056,0.0111,0.0230,0.0046,0.0364
6095,31/12/2012,0.9046,0.7915,0.1131,0.0898,0.0164,0.0048,0.0012,0.0008,0.0082,0.0077,0.0000,0.0000,0.0000,0.0005,0.0014,0.0028,0.0046,0.0272,0.0021,0.0491
6097,31/12/2012,0.8628,0.7651,0.0977,0.0749,0.0164,0.0048,0.0012,0.0003,0.0132,0.0120,0.0012,0.0000,0.0000,0.0000,0.0002,0.0031,0.0089,0.0363,0.0084,0.0670
6099,31/12/2012,0.9053,0.7925,0.1128,0.0921,0.0135,0.0036,0.0024,0.0012,0.0109,0.0099,0.0000,0.0000,0.0010,0.0000,0.0000,0.0015,0.0059,0.0224,0.0051,0.0489
6107,31/12/2012,0.9276,0.7719,0.1558,0.1028,0.0274,0.0168,0.0025,0.0062,0.0066,0.0066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0088,0.0030,0.0169,0.0073,0.0297
6111,31/12/2012,0.8924,0.7579,0.1345,0.0964,0.0223,0.0109,0.0030,0.0018,0.0072,0.0068,0.0003,0.0000,0.0001,0.0000,0.0003,0.0025,0.0081,0.0227,0.0072,0.0595
6113,31/12/2012,0.8127,0.7034,0.1094,0.0750,0.0165,0.0057,0.0074,0.0048,0.0288,0.0259,0.0000,0.0000,0.0029,0.0000,0.0010,0.0051,0.0817,0.0221,0.0036,0.0449
