GeoID,Date,Estimate; Total:,Margin of Error; Total:,Estimate; Native,Margin of Error; Native,Estimate; Foreign born:,Margin of Error; Foreign born:,Estimate; Foreign born: - Naturalized U.S. citizen,Margin of Error; Foreign born: - Naturalized U.S. citizen,Estimate; Foreign born: - Not a U.S. citizen,Margin of Error; Foreign born: - Not a U.S. citizen,Estimate; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Estimate; Same house 1 year ago: - Native,Margin of Error; Same house 1 year ago: - Native,Estimate; Same house 1 year ago: - Foreign born:,Margin of Error; Same house 1 year ago: - Foreign born:,Estimate; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,Estimate; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,Margin of Error; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,Estimate; Moved within same county:,Margin of Error; Moved within same county:,Estimate; Moved within same county: - Native,Margin of Error; Moved within same county: - Native,Estimate; Moved within same county: - Foreign born:,Margin of Error; Moved within same county: - Foreign born:,Estimate; Moved within same county: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved within same county: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved within same county: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved within same county: - Foreign born: - Not a U.S. citizen,Estimate; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Estimate; Moved from different county within same state: - Native,Margin of Error; Moved from different county within same state: - Native,Estimate; Moved from different county within same state: - Foreign born:,Margin of Error; Moved from different county within same state: - Foreign born:,Estimate; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,Estimate; Moved from different state:,Margin of Error; Moved from different state:,Estimate; Moved from different state: - Native,Margin of Error; Moved from different state: - Native,Estimate; Moved from different state: - Foreign born:,Margin of Error; Moved from different state: - Foreign born:,Estimate; Moved from different state: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from different state: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from different state: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from different state: - Foreign born: - Not a U.S. citizen,Estimate; Moved from abroad:,Margin of Error; Moved from abroad:,Estimate; Moved from abroad: - Native,Margin of Error; Moved from abroad: - Native,Estimate; Moved from abroad: - Foreign born:,Margin of Error; Moved from abroad: - Foreign born:,Estimate; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from abroad: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from abroad: - Foreign born: - Not a U.S. citizen
6025,31/12/2006,158871,667,106631,3173,52240,3115,17736,2066,34504,3355,136615,4596,90979,4200,45636,3491,16621,2093,29015,3370,11368,3500,8130,2543,3238,1411,580,328,2658,1341,7597,2756,5594,2073,2003,824,491,334,1512,754,1347,752,1158,684,189,219,44,77,145,152,1944,1166,770,760,1174,891,0,289,1174,891
6029,31/12/2006,766073,1743,601515,7413,164558,7333,48848,4185,115710,7278,607687,12052,477238,11779,130449,6980,41105,4206,89344,6867,99044,10445,80289,8669,18755,3618,3851,1370,14904,3103,43639,5171,31882,3620,11757,2566,2986,995,8771,2168,12696,3014,11273,2998,1423,532,447,304,976,475,3007,1135,833,592,2174,888,459,410,1715,859
6031,31/12/2006,143943,650,112565,3320,31378,3229,7945,1168,23433,3481,111242,4101,86871,4514,24371,3056,6902,1171,17469,3213,11711,2918,8982,2553,2729,1444,472,276,2257,1398,14571,2968,12098,2621,2473,1084,559,335,1914,1121,4900,1530,4179,1223,721,759,0,289,721,759,1519,951,435,367,1084,828,12,20,1072,827
6037,31/12/2006,9800949,5989,6285677,27462,3515272,27476,1525792,20156,1989480,26007,8522898,31566,5483960,31405,3038938,29009,1398629,21258,1640309,26697,989238,30252,628535,20719,360703,16830,107604,6867,253099,13661,109952,8839,81352,6331,28600,4851,11973,2212,16627,3941,98752,7702,79462,6456,19290,2855,5988,1754,13302,2660,80109,7511,12368,2606,67741,6671,1598,513,66143,6648
6039,31/12/2006,144934,565,116744,3434,28190,3401,6570,1290,21620,3417,114504,6497,91529,5536,22975,3509,5887,1220,17088,3381,16285,4912,14461,4635,1824,839,436,452,1388,648,11945,3100,9154,2144,2791,1450,227,269,2564,1481,1556,1046,1494,1000,62,112,0,289,62,112,644,691,106,154,538,671,20,36,518,669
6041,31/12/2006,247064,632,199526,3383,47538,3296,21554,1998,25984,2798,209448,3915,169573,3995,39875,3253,19158,2016,20717,2635,18408,3069,15613,2839,2795,1046,1099,500,1696,835,14204,2616,11031,2454,3173,1361,1045,642,2128,1051,3624,1481,3004,1381,620,510,121,135,499,493,1380,693,305,469,1075,482,131,168,944,479
6045,31/12/2006,87665,304,77056,2063,10609,2031,2877,923,7732,2170,71459,3709,63989,3421,7470,1756,2179,698,5291,1713,9981,3325,8983,2949,998,863,525,479,473,454,3097,1275,2774,1172,323,446,173,287,150,181,1172,745,1172,745,0,289,0,289,0,289,1956,2137,138,130,1818,2134,0,289,1818,2134
6047,31/12/2006,241185,978,176225,5365,64960,5138,19177,2495,45783,5073,183875,6884,133723,7130,50152,5164,17242,2395,32910,4700,38757,6344,28134,4947,10623,2932,1369,755,9254,2823,15089,3782,11720,3219,3369,1754,566,419,2803,1711,2968,1758,2544,1590,424,557,0,289,424,557,496,390,104,118,392,375,0,289,392,375
6053,31/12/2006,402728,1560,284788,5478,117940,5110,35405,2894,82535,5151,326101,8556,229480,6796,96621,5279,32238,2905,64383,4569,43306,7021,29374,5112,13932,3615,2154,941,11778,3293,19343,4205,15738,3177,3605,1838,457,387,3148,1799,9087,1789,8257,1484,830,576,556,492,274,252,4891,1771,1939,1282,2952,1247,0,289,2952,1247
6055,31/12/2006,132319,664,100454,3376,31865,3310,11379,2184,20486,3499,108314,5065,84153,4021,24161,3704,10383,1933,13778,3291,11774,3073,8300,2508,3474,1582,430,382,3044,1599,6858,1964,5622,1578,1236,755,566,571,670,474,2860,1504,1857,1059,1003,1159,0,289,1003,1159,2513,1975,522,377,1991,1945,0,289,1991,1945
6059,31/12/2006,2960428,3656,2045680,15290,914748,14242,399526,10356,515222,15349,2487294,24015,1749078,20412,738216,16654,351833,10573,386383,17181,329012,21739,205442,12429,123570,12937,34090,5923,89480,10537,80318,6229,61041,5138,19277,2809,9257,1774,10020,2309,34917,4585,25947,4131,8970,2257,3164,1508,5806,1707,28887,5081,4172,1431,24715,5050,1182,454,23533,4999
6061,31/12/2006,322538,777,289429,3429,33109,3360,15463,2402,17646,3195,268553,5878,243316,6023,25237,3080,12925,2331,12312,2652,29463,5020,26389,4791,3074,1402,944,607,2130,1244,17596,3205,14858,2923,2738,1314,1319,721,1419,997,3968,1527,3607,1428,361,426,62,104,299,411,2958,1431,1259,825,1699,1050,213,214,1486,1006
6065,31/12/2006,1994556,2119,1526894,14777,467662,15155,167700,7840,299962,13542,1592281,20282,1241621,20649,350660,14511,136386,7410,214274,13325,218040,14271,164393,11363,53647,7543,14897,2913,38750,6370,137508,13311,90310,9082,47198,7104,15048,3123,32150,5763,32104,5607,28013,5078,4091,1559,1115,792,2976,1126,14623,3418,2557,1114,12066,3109,254,272,11812,3066
6067,31/12/2006,1354704,2093,1080317,9715,274387,9923,115276,5634,159111,9618,1076179,14282,862325,14007,213854,9056,99355,5808,114499,7739,190408,13126,152950,10924,37458,6171,10925,1953,26533,5425,55468,6487,46790,5488,8678,2181,3733,1221,4945,1418,19438,4047,15844,3778,3594,1740,829,484,2765,1621,13211,3765,2408,986,10803,3464,434,430,10369,3434
6071,31/12/2006,1970971,3043,1540669,14028,430302,13349,165634,8002,264668,11476,1621719,19354,1272752,19949,348967,12631,143943,7281,205024,10043,207104,15691,165353,13952,41751,5621,12565,2811,29186,4782,102641,9573,76476,7477,26165,4018,7499,1836,18666,3351,25711,4195,22157,3348,3554,1509,1130,686,2424,1368,13796,3217,3931,1088,9865,3130,497,367,9368,3095
6073,31/12/2006,2896782,3390,2210940,12509,685842,12321,312128,9221,373714,10376,2323015,22353,1770227,19796,552788,12794,270699,8813,282089,10126,377979,18101,293416,14731,84563,7272,29403,3633,55160,6243,70144,6456,57008,5719,13136,2572,6239,1915,6897,1860,88861,7755,77207,6858,11654,2330,4182,1338,7472,2062,36783,5483,13082,2904,23701,3998,1605,680,22096,4005
6075,31/12/2006,734587,1447,464563,7026,270024,6848,168609,5915,101415,6024,613210,7253,381211,8236,231999,6723,153076,6203,78923,5515,66247,5698,43567,4096,22680,2893,11176,1899,11504,2218,31020,3664,24757,3138,6263,1634,3004,1106,3259,1207,14635,2122,12277,2164,2358,791,775,371,1583,708,9475,2518,2751,1374,6724,2099,578,485,6146,2057
6077,31/12/2006,661099,1876,501734,7656,159365,7407,61345,4598,98020,7769,534431,11169,412169,10830,122262,6958,50362,4053,71900,7299,85753,10363,60317,7879,25436,4743,7768,2228,17668,3838,29005,4819,22659,4008,6346,1900,2750,1207,3596,1307,7333,3596,5775,3371,1558,1275,406,343,1152,1215,4577,1949,814,437,3763,1852,59,95,3704,1849
6079,31/12/2006,255463,573,231823,2806,23640,2852,10714,1901,12926,2364,197030,5478,177894,5400,19136,2934,8969,1703,10167,2435,33109,4458,30968,4159,2141,1084,584,437,1557,975,21617,2767,19571,2455,2046,809,940,514,1106,573,2438,989,2403,987,35,57,0,289,35,57,1269,884,987,621,282,381,221,361,61,116
6081,31/12/2006,696876,1762,470351,7448,226525,7293,129922,5270,96603,6838,592660,8564,406076,9236,186584,6878,114636,4925,71948,5871,57292,6950,36010,5191,21282,3782,7414,2014,13868,2986,30637,3777,21053,2953,9584,2135,6402,1784,3182,1090,7916,2519,5756,1963,2160,969,913,636,1247,704,8371,1798,1456,551,6915,1744,557,519,6358,1788
6083,31/12/2006,394094,1362,299597,4979,94497,4845,30610,3344,63887,4872,305977,7554,232389,6029,73588,5763,25535,2984,48053,5103,56860,6836,43343,4647,13517,3876,3240,2112,10277,3152,16198,2279,13062,1899,3136,1205,1584,1110,1552,574,10700,2526,9223,2494,1477,666,180,179,1297,618,4359,1537,1580,1056,2779,1093,71,90,2708,1080
6085,31/12/2006,1704823,2817,1074462,11090,630361,10439,299477,9059,330884,10802,1411424,15147,903262,13593,508162,11050,270814,8738,237348,10306,195220,13364,119260,8625,75960,8098,20434,3232,55526,7241,45203,5830,29579,4258,15624,2996,4836,1571,10788,2462,27066,4648,19181,4009,7885,1980,1951,887,5934,1566,25910,4086,3180,934,22730,3785,1442,611,21288,3676
6087,31/12/2006,246503,858,203495,3620,43008,3636,15496,2057,27512,3303,201220,4676,165285,4560,35935,3599,13151,1772,22784,3391,26951,4134,22428,3711,4523,1301,1701,663,2822,1098,13470,2266,12333,2103,1137,564,180,152,957,516,3558,1850,3021,1729,537,533,464,514,73,120,1304,810,428,306,876,756,0,289,876,756
6095,31/12/2006,405574,1129,327651,4279,77923,4068,36960,2786,40963,3635,327420,7094,265547,7074,61873,4589,33677,2805,28196,3923,50742,6815,40578,5724,10164,2773,1632,795,8532,2474,17351,3361,13920,2930,3431,1249,1221,512,2210,1055,7407,2128,6802,2025,605,543,238,217,367,487,2654,1094,804,560,1850,867,192,234,1658,802
6097,31/12/2006,461330,1086,378793,4979,82537,4793,27931,2749,54606,4817,388772,6798,322543,5744,66229,5321,23046,2650,43183,5083,48742,5804,38257,4195,10485,3056,2804,1194,7681,2471,14739,3131,11472,2366,3267,1911,1363,1071,1904,1418,7440,2159,6022,1741,1418,1107,613,477,805,730,1637,712,499,314,1138,664,105,189,1033,607
6099,31/12/2006,505138,1358,403346,5204,101792,4978,38589,3612,63203,5790,409130,9250,325158,8421,83972,5148,34338,3762,49634,5154,73028,9177,60501,8250,12527,3178,3126,1092,9401,2621,17385,3374,13972,3051,3413,1263,823,543,2590,1123,3357,1276,2670,1109,687,552,239,244,448,395,2238,863,1045,595,1193,534,63,101,1130,538
6101,31/12/2006,90473,356,70814,1883,19659,1861,7376,1072,12283,2076,71319,3400,55533,3130,15786,1819,7240,1097,8546,1866,9130,2699,8311,2411,819,757,61,101,758,741,6866,2221,6334,2121,532,389,44,88,488,370,1035,887,500,339,535,671,0,289,535,671,2123,1031,136,180,1987,1043,31,59,1956,1038
6107,31/12/2006,412889,1298,316008,5201,96881,5284,25895,2981,70986,5227,349924,8606,266566,7716,83358,5395,23259,2612,60099,5067,44790,6754,37094,5921,7696,2531,2106,1565,5590,1795,11969,3192,9035,2633,2934,1327,530,428,2404,1210,3110,969,2705,883,405,436,0,289,405,436,3096,2263,608,494,2488,2140,0,289,2488,2140
6111,31/12/2006,787861,1520,610662,7432,177199,7262,73341,3888,103858,7241,677544,9477,531044,10073,146500,6227,66165,3845,80335,5828,70693,7511,49854,5801,20839,4002,4930,1828,15909,3393,21350,3916,17254,3331,4096,1370,1430,574,2666,1214,12753,2787,10696,2361,2057,1257,553,420,1504,995,5521,2053,1814,657,3707,1903,263,372,3444,1857
6113,31/12/2006,185247,795,146361,3148,38886,3199,14502,1651,24384,3106,139092,4989,109651,4677,29441,3107,11516,1542,17925,2939,23935,3788,19354,2962,4581,1746,1495,676,3086,1690,17771,3048,15390,2818,2381,950,1139,616,1242,622,2972,1507,1729,643,1243,1038,314,343,929,807,1477,642,237,233,1240,579,38,71,1202,574
6115,31/12/2006,68814,575,57829,1758,10985,1775,5228,1391,5757,1616,52661,3079,43355,3055,9306,1361,4758,1375,4548,1231,7105,2390,6509,2412,596,473,191,160,405,428,6850,2372,6426,2347,424,354,228,239,196,181,783,432,661,410,122,148,51,87,71,119,1415,987,878,685,537,561,0,289,537,561
6001,31/12/2007,1444495,2593,995164,10725,449331,10602,226882,7995,222449,11518,1216634,12460,839084,14327,377550,9551,204236,7973,173314,9765,133176,10037,93083,8242,40093,5510,14251,2506,25842,4888,57365,6261,45273,5461,12092,2317,4967,1537,7125,1632,21227,3991,15634,2775,5593,2281,2612,1182,2981,1644,16093,2985,2090,841,14003,2910,816,424,13187,2850
6007,31/12/2007,216052,795,197028,2202,19024,2069,7401,1378,11623,1972,167202,5393,152721,5112,14481,2299,6488,1275,7993,1921,30567,4553,28862,4471,1705,1271,466,335,1239,1183,11651,2242,10962,2312,689,517,362,417,327,275,3882,1448,3528,1369,354,456,85,137,269,429,2750,2016,955,773,1795,1496,0,292,1795,1496
6013,31/12/2007,1008043,1717,767402,8227,240641,7833,125471,5066,115170,6717,866752,11710,666126,11775,200626,7566,114532,4925,86094,5416,92221,8877,67147,6789,25074,4669,6208,1612,18866,4341,36470,6142,26953,4812,9517,2350,4044,1255,5473,1725,8220,1949,6258,1685,1962,1014,456,490,1506,874,4380,1166,918,404,3462,1124,231,213,3231,1138
6017,31/12/2007,174395,578,160729,2115,13666,2004,6179,1389,7487,1790,145541,3687,133295,3880,12246,1940,5849,1331,6397,1702,15907,3715,14962,3569,945,613,211,289,734,541,10367,2646,10005,2566,362,294,119,154,243,206,2491,1366,2431,1345,60,99,0,292,60,99,89,115,36,58,53,105,0,292,53,105
6019,31/12/2007,883969,1876,687684,8509,196285,8438,61882,4608,134403,8842,739244,12291,574028,11876,165216,8493,56144,4828,109072,8184,106556,10272,85555,8316,21001,5056,4451,1457,16550,4449,25863,5220,19938,3791,5925,2389,1164,821,4761,2161,8647,2310,7538,2161,1109,783,46,74,1063,780,3659,1390,625,377,3034,1276,77,128,2957,1266
6023,31/12/2007,127162,728,120308,1672,6854,1472,4288,1212,2566,1231,102575,3099,97196,3175,5379,1356,3352,984,2027,1148,13225,2069,12776,2024,449,308,145,161,304,274,8203,1836,7413,1456,790,698,739,697,51,85,2416,831,2416,831,0,292,0,292,0,292,743,439,507,359,236,242,52,92,184,224
6025,31/12/2007,159465,828,112632,2813,46833,2595,18327,1870,28506,2633,136294,3822,95763,4133,40531,2717,16562,2009,23969,2472,12153,2852,8853,2293,3300,1033,1089,512,2211,787,5692,1244,4650,1182,1042,381,305,254,737,294,1992,1486,1736,1420,256,227,65,107,191,205,3334,1938,1630,1274,1704,944,306,489,1398,809
6029,31/12/2007,777743,1953,615057,7273,162686,6764,49733,3658,112953,6346,611863,12527,482184,12594,129679,6409,44663,3606,85016,5775,106341,10911,89148,9782,17193,4124,2156,828,15037,3903,44191,5753,34902,4424,9289,2311,2412,1059,6877,1903,10373,2765,7521,2288,2852,1145,391,302,2461,1135,4975,1932,1302,821,3673,1754,111,131,3562,1753
6031,31/12/2007,147068,608,117665,3659,29403,3592,8665,1685,20738,3111,114635,5597,92957,5244,21678,3651,6949,1462,14729,3293,13767,3892,10339,3251,3428,1785,1036,776,2392,1317,14197,3697,10392,2352,3805,1970,456,392,3349,1959,3970,2024,3639,1917,331,392,224,352,107,202,499,459,338,438,161,200,0,292,161,200
6037,31/12/2007,9739425,5570,6162505,29252,3576920,28775,1548508,24982,2028412,27590,8510453,29034,5369740,32027,3140713,28442,1430820,23481,1709893,29102,947621,26127,618440,20503,329181,14399,95044,7443,234137,11806,113059,7779,90434,7095,22625,3196,8929,1894,13696,2521,97373,6346,72005,4645,25368,4143,9636,2037,15732,3476,70919,5609,11886,2116,59033,5322,4079,1008,54954,5371
6039,31/12/2007,144581,672,112207,3530,32374,3412,8353,1759,24021,3272,119044,4862,93736,5345,25308,2994,7068,1489,18240,2831,14109,3736,9863,2757,4246,1749,960,830,3286,1441,8626,2268,7873,2159,753,544,273,232,480,485,777,568,735,556,42,71,0,292,42,71,2025,1463,0,292,2025,1463,52,91,1973,1458
6041,31/12/2007,245431,714,200188,3268,45243,3083,19947,2653,25296,2690,205832,4306,168535,5354,37297,3275,18261,2607,19036,2910,16406,2919,12885,2127,3521,1620,1018,482,2503,1523,16926,3327,14941,3248,1985,812,492,288,1493,761,3340,1320,3052,1225,288,231,98,118,190,189,2927,1282,775,578,2152,1090,78,136,2074,1078
6047,31/12/2007,240364,1090,179273,4493,61091,4325,20423,2456,40668,4424,200454,6126,148536,5697,51918,4933,18888,2486,33030,4648,29629,5625,23067,4668,6562,2589,617,443,5945,2550,8027,2963,6019,2140,2008,1196,576,572,1432,882,1659,619,1375,568,284,261,144,175,140,164,595,488,276,229,319,343,198,236,121,151
6053,31/12/2007,401037,1312,275467,5477,125570,5289,32629,3257,92941,5440,328340,7819,228783,6180,99557,5712,29894,3172,69663,5785,46261,7473,28372,5050,17889,4682,1596,786,16293,4630,13307,2576,10241,2133,3066,1200,779,402,2287,1069,8019,1474,7181,1391,838,442,228,218,610,396,5110,2127,890,492,4220,2030,132,162,4088,2030
6055,31/12/2007,130904,603,99422,2504,31482,2458,9927,2017,21555,2599,111217,4289,86437,3572,24780,2579,8772,1470,16008,2862,10952,3647,6297,2035,4655,2614,794,944,3861,2361,6602,1657,5173,1296,1429,915,323,287,1106,890,1140,817,1102,822,38,68,38,68,0,292,993,619,413,465,580,394,0,292,580,394
6059,31/12/2007,2954701,3553,2044846,16420,909855,15890,402035,9780,507820,14811,2514210,18315,1766750,17403,747460,15936,362705,9451,384755,14072,294619,17317,184713,11385,109906,10221,25925,3711,83981,9607,84067,7909,61764,6824,22303,5125,8292,2021,14011,4178,36211,5045,26863,4192,9348,1912,3853,1042,5495,1745,25594,4091,4756,1605,20838,3670,1260,514,19578,3655
6061,31/12/2007,329509,794,294052,4175,35457,4110,17638,2723,17819,3302,273815,5068,246318,5452,27497,3659,15513,2664,11984,2488,27804,4556,25029,4074,2775,1424,850,510,1925,1383,20568,3393,17562,3043,3006,1384,769,586,2237,1300,6179,1632,4946,1354,1233,835,506,430,727,796,1143,697,197,167,946,688,0,292,946,688
6065,31/12/2007,2040620,3220,1570006,10452,470614,10323,181579,7112,289035,9704,1686690,19044,1304036,16702,382654,10430,157824,7304,224830,9256,210970,14662,160974,12531,49996,5773,12228,2907,37768,4875,108711,11155,82913,8159,25798,5017,10164,2275,15634,3585,23367,4449,19286,3214,4081,2646,1168,568,2913,2554,10882,2839,2797,1102,8085,2495,195,194,7890,2479
6067,31/12/2007,1366850,2367,1097724,9840,269126,9167,121157,5802,147969,7706,1117205,14083,891028,12831,226177,9122,109589,5706,116588,8208,173451,13792,143213,11725,30238,4528,7938,1826,22300,3883,52891,6692,44848,6043,8043,1700,2690,867,5353,1599,18487,3775,16829,3624,1658,815,514,394,1144,710,4816,1313,1806,658,3010,1091,426,291,2584,1052
6071,31/12/2007,1974120,3051,1533553,11995,440567,12038,177561,6097,263006,11062,1633560,16618,1272299,14255,361261,12159,157585,6311,203676,9751,198986,12069,155047,10488,43939,5652,9282,1962,34657,5576,103531,11015,78845,8875,24686,4410,9053,2036,15633,3620,25371,4057,22860,3404,2511,1283,1203,851,1308,781,12672,1981,4502,955,8170,1997,438,297,7732,1988
6073,31/12/2007,2926721,3629,2253351,14040,673370,14004,301149,8260,372221,12503,2384092,17807,1828368,19069,555724,14027,262702,8023,293022,11907,356763,15176,278843,11830,77920,6594,27383,3646,50537,5094,71503,6133,60045,5450,11458,2219,5584,1716,5874,1465,83969,6321,74423,6084,9546,2388,3520,1116,6026,2014,30394,4648,11672,3023,18722,3399,1960,719,16762,3322
6075,31/12/2007,755251,1495,485323,6781,269928,6770,165702,6641,104226,6766,644356,7776,408767,7889,235589,7334,151097,6216,84492,6383,59781,6447,41020,4677,18761,3441,9507,2222,9254,2677,26139,3403,20345,3018,5794,1563,2834,1018,2960,1093,15905,3277,12987,2787,2918,1309,1730,1295,1188,551,9070,2163,2204,939,6866,1979,534,360,6332,1947
6077,31/12/2007,659805,1486,496642,5939,163163,5934,62514,4356,100649,6332,545633,10083,411626,9486,134007,5874,57229,3934,76778,6068,79437,8927,62059,7734,17378,3427,3535,1236,13843,3221,19782,3211,15585,2548,4197,1556,1096,573,3101,1367,8113,2687,7276,2471,837,854,654,788,183,294,6840,2426,96,112,6744,2423,0,292,6744,2423
6079,31/12/2007,259195,996,234873,3173,24322,2943,10957,1976,13365,2285,199648,5995,179237,6073,20411,2810,9767,1875,10644,2165,35481,5373,34413,5210,1068,591,184,154,884,592,18599,2537,16618,2279,1981,817,654,395,1327,795,4043,1481,3847,1439,196,230,196,230,0,292,1424,693,758,514,666,525,156,254,510,432
6081,31/12/2007,697050,1587,457803,8187,239247,7698,133746,6427,105501,7604,608030,8459,404193,9446,203837,7422,118927,6049,84910,6543,48101,5809,28462,4499,19639,3525,9323,2694,10316,2867,27196,3962,18589,2897,8607,1854,3672,1365,4935,1219,8011,2734,5700,1974,2311,1259,1302,842,1009,674,5712,1696,859,514,4853,1389,522,379,4331,1290
6083,31/12/2007,398412,997,308272,4628,90140,4586,31343,3042,58797,4864,317506,6606,245783,6088,71723,4340,27071,2867,44652,4338,52912,5147,39782,3744,13130,2771,3365,1086,9765,2515,16962,2992,14890,2634,2072,1152,406,275,1666,1102,6714,1531,6060,1462,654,450,389,388,265,220,4318,1397,1757,1112,2561,901,112,124,2449,914
6085,31/12/2007,1722577,2383,1067571,11328,655006,11191,332855,9808,322151,12750,1457598,13581,912253,13749,545345,10956,301806,9487,243539,10282,177133,12274,106253,7775,70880,8182,23860,4179,47020,6591,40723,4051,30153,3236,10570,2222,3743,1306,6827,1614,23626,3722,15912,3070,7714,1887,1881,986,5833,1494,23497,4324,3000,1227,20497,3873,1565,793,18932,3814
6087,31/12/2007,249212,679,203634,2879,45578,2854,14800,2183,30778,3510,198826,6084,164471,5407,34355,3332,12607,2073,21748,3121,30538,4903,23540,3532,6998,2632,1565,812,5433,2358,13687,2235,11688,1996,1999,972,571,363,1428,816,2789,1136,2789,1136,0,292,0,292,0,292,3372,1768,1146,720,2226,1534,57,101,2169,1521
6089,31/12/2007,177305,1076,169943,1805,7362,1519,3525,932,3837,1632,154657,4489,148148,4404,6509,1525,3298,916,3211,1537,16287,3884,15576,3732,711,549,227,197,484,533,3874,1214,3874,1214,0,292,0,292,0,292,2149,1399,2149,1399,0,292,0,292,0,292,338,271,196,175,142,202,0,292,142,202
6095,31/12/2007,402306,1323,323498,4142,78808,4148,40801,2521,38007,3426,336970,6586,270964,5595,66006,4558,37770,2613,28236,3955,34568,5207,29093,4342,5475,2025,1450,687,4025,1860,19578,4013,16014,3568,3564,1503,1195,617,2369,1267,7047,2085,6583,2013,464,350,234,241,230,213,4143,1405,844,446,3299,1225,152,191,3147,1238
6097,31/12/2007,459844,1048,381170,4791,78674,4661,26148,3096,52526,4684,391192,5746,324529,6254,66663,4987,24804,3070,41859,4768,48498,5882,39836,5181,8662,2413,806,542,7856,2316,13407,2980,11881,2957,1526,770,221,186,1305,746,4016,1550,3836,1545,180,171,0,292,180,171,2731,1003,1088,715,1643,874,317,274,1326,852
6099,31/12/2007,503569,1644,402718,6870,100851,6573,40026,3633,60825,5645,413933,8639,333973,7914,79960,6306,33671,3171,46289,4891,64025,7155,50197,5957,13828,3155,4342,1486,9486,2833,16034,3577,11965,2814,4069,1801,1834,1029,2235,1356,6814,2695,6207,2385,607,623,133,221,474,491,2763,1470,376,343,2387,1403,46,77,2341,1401
6101,31/12/2007,90807,496,71630,1961,19177,1842,8693,1565,10484,1938,78342,2436,62388,2503,15954,1923,8164,1583,7790,1592,5295,1539,3639,1351,1656,793,339,309,1317,741,4447,1274,4072,1161,375,366,153,266,222,257,1613,1152,1353,880,260,392,0,292,260,392,1110,778,178,189,932,772,37,60,895,768
6107,31/12/2007,413470,1108,314308,4949,99162,4800,27905,2935,71257,5167,359120,6810,274482,6178,84638,5348,24507,2754,60131,4964,37349,5679,28930,4954,8419,2366,2308,698,6111,2313,10523,2953,7557,1986,2966,1857,594,421,2372,1796,3803,1491,2788,1165,1015,639,303,355,712,538,2675,1170,551,298,2124,1104,193,286,1931,1072
6111,31/12/2007,787450,1788,602243,6984,185207,7298,76099,4541,109108,7258,691735,8943,530038,9728,161697,6959,70101,4661,91596,6550,56751,6796,45210,5698,11541,2803,2780,1010,8761,2603,23447,4232,17201,2663,6246,2409,2542,1241,3704,2056,8923,3121,7857,2951,1066,676,627,479,439,477,6594,2211,1937,878,4657,1908,49,85,4608,1889
6113,31/12/2007,193806,768,150869,3722,42937,3641,18859,3052,24078,3429,152257,4927,119611,5103,32646,3684,14977,3093,17669,3003,19411,3756,15146,2882,4265,1646,978,597,3287,1363,17976,2664,13949,1963,4027,1474,2816,992,1211,818,2325,903,1614,712,711,613,0,292,711,613,1837,916,549,477,1288,746,88,139,1200,748
6115,31/12/2007,69844,708,61960,1899,7884,1681,2365,681,5519,1547,55566,3362,48506,3477,7060,1554,2171,627,4889,1446,5677,2254,5328,2253,349,281,130,129,219,219,6114,2100,5950,2088,164,96,0,292,164,96,2235,1289,2086,1203,149,255,64,114,85,145,252,233,90,155,162,215,0,292,162,215
6001,31/12/2008,1454942,2202,1017292,11578,437650,10976,232081,7565,205569,9407,1235753,13347,871632,14202,364121,11357,206840,6551,157281,9295,121908,10353,84209,8235,37699,5350,14557,2789,23142,4034,62981,7155,43492,5224,19489,3527,7818,2349,11671,2744,19726,3517,14979,2951,4747,1424,2572,1018,2175,932,14574,2493,2980,1151,11594,2294,294,271,11300,2222
6007,31/12/2008,217264,825,197511,2701,19753,2557,9204,1565,10549,2436,169020,5152,154190,5177,14830,2272,7693,1300,7137,2061,32707,3944,29124,3700,3583,1498,1086,807,2497,1299,11356,2271,10672,2155,684,450,131,150,553,464,3658,1659,3074,1195,584,661,294,477,290,454,523,308,451,305,72,125,0,294,72,125
