GeoID,Date,Estimate; Total:,Margin of Error; Total:,Estimate; Native,Margin of Error; Native,Estimate; Foreign born:,Margin of Error; Foreign born:,Estimate; Foreign born: - Naturalized U.S. citizen,Margin of Error; Foreign born: - Naturalized U.S. citizen,Estimate; Foreign born: - Not a U.S. citizen,Margin of Error; Foreign born: - Not a U.S. citizen,Estimate; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Estimate; Same house 1 year ago: - Native,Margin of Error; Same house 1 year ago: - Native,Estimate; Same house 1 year ago: - Foreign born:,Margin of Error; Same house 1 year ago: - Foreign born:,Estimate; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Same house 1 year ago: - Foreign born: - Naturalized U.S. citizen,Estimate; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,Margin of Error; Same house 1 year ago: - Foreign born: - Not a U.S. citizen,Estimate; Moved within same county:,Margin of Error; Moved within same county:,Estimate; Moved within same county: - Native,Margin of Error; Moved within same county: - Native,Estimate; Moved within same county: - Foreign born:,Margin of Error; Moved within same county: - Foreign born:,Estimate; Moved within same county: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved within same county: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved within same county: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved within same county: - Foreign born: - Not a U.S. citizen,Estimate; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Estimate; Moved from different county within same state: - Native,Margin of Error; Moved from different county within same state: - Native,Estimate; Moved from different county within same state: - Foreign born:,Margin of Error; Moved from different county within same state: - Foreign born:,Estimate; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from different county within same state: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from different county within same state: - Foreign born: - Not a U.S. citizen,Estimate; Moved from different state:,Margin of Error; Moved from different state:,Estimate; Moved from different state: - Native,Margin of Error; Moved from different state: - Native,Estimate; Moved from different state: - Foreign born:,Margin of Error; Moved from different state: - Foreign born:,Estimate; Moved from different state: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from different state: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from different state: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from different state: - Foreign born: - Not a U.S. citizen,Estimate; Moved from abroad:,Margin of Error; Moved from abroad:,Estimate; Moved from abroad: - Native,Margin of Error; Moved from abroad: - Native,Estimate; Moved from abroad: - Foreign born:,Margin of Error; Moved from abroad: - Foreign born:,Estimate; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,Margin of Error; Moved from abroad: - Foreign born: - Naturalized U.S. citizen,Estimate; Moved from abroad: - Foreign born: - Not a U.S. citizen,Margin of Error; Moved from abroad: - Foreign born: - Not a U.S. citizen
6007,31/12/2010,218077,616,202267,2091,15810,2103,8029,1863,7781,1548,166884,5316,154868,5095,12016,1790,5962,1302,6054,1509,39670,5055,36918,4881,2752,1461,1595,1103,1157,820,9200,2834,8281,2734,919,571,472,455,447,354,1647,1039,1524,988,123,172,0,294,123,172,676,510,676,510,0,294,0,294,0,294
6013,31/12/2010,1044165,1256,796286,9804,247879,9872,126232,6961,121647,8869,886370,11975,685006,11831,201364,9963,110470,6212,90894,8790,103725,10677,75236,8463,28489,4934,8608,2291,19881,3767,39406,5305,27597,3657,11809,2912,6059,1946,5750,1682,6751,1717,4582,1360,2169,932,539,490,1630,835,7913,2007,3865,1265,4048,1312,556,445,3492,1237
6017,31/12/2010,179855,622,166026,1940,13829,1839,8881,1764,4948,1461,153163,4952,141777,4771,11386,2064,8484,1823,2902,1013,15941,4289,14607,3892,1334,992,62,105,1272,985,9307,3358,8330,2943,977,717,335,387,642,613,1107,567,1107,567,0,294,0,294,0,294,337,334,205,227,132,233,0,294,132,233
6019,31/12/2010,920247,1830,715699,9144,204548,9405,68110,5862,136438,9396,775401,10378,599671,12678,175730,8987,60983,5559,114747,8075,118858,9872,96901,8277,21957,4131,5596,1713,16361,3533,14696,3185,12153,2652,2543,1250,878,498,1665,1127,6326,2409,5562,2244,764,546,321,226,443,411,4966,1987,1412,806,3554,1782,332,348,3222,1712
6025,31/12/2010,172406,848,115720,3026,56686,3066,23753,2724,32933,3252,143407,4577,94752,4331,48655,3292,21937,2661,26718,2968,21969,3889,16027,3124,5942,1418,1645,711,4297,1375,4657,1085,3592,1002,1065,292,119,115,946,267,1366,797,1149,726,217,180,0,294,217,180,1007,797,200,183,807,718,52,94,755,702
6029,31/12/2010,829463,1755,655537,8330,173926,8185,51089,4194,122837,8323,653613,11672,512421,12028,141192,7162,45978,3822,95214,7038,127042,9928,104325,8710,22717,4509,3473,1145,19244,4286,33763,4723,28438,4269,5325,1645,1444,679,3881,1394,11524,2950,9860,2423,1664,1102,137,134,1527,1093,3521,1882,493,307,3028,1828,57,97,2971,1829
6031,31/12/2010,151304,581,117977,3612,33327,3552,10364,1875,22963,3690,131094,4400,101272,4544,29822,3729,9627,1923,20195,3712,13164,3636,10316,2834,2848,1604,567,388,2281,1538,4776,1930,4376,1874,400,268,95,123,305,226,1797,845,1686,830,111,135,75,121,36,59,473,413,327,348,146,149,0,294,146,149
6033,31/12/2010,64166,533,57854,1891,6312,1743,2000,708,4312,1617,52403,3507,48609,3582,3794,1041,1719,649,2075,1009,6414,2570,4782,2169,1632,1368,108,180,1524,1305,2964,1698,2860,1698,104,193,37,76,67,123,1739,1590,1603,1572,136,184,136,184,0,294,646,597,0,294,646,597,0,294,646,597
6037,31/12/2010,9717797,4561,6229333,28662,3488464,27517,1596934,22064,1891530,27664,8331591,32289,5318299,36213,3013292,26478,1449304,20320,1563988,23744,1119551,29138,735758,21516,383793,15769,129445,7022,254348,13043,113525,9870,92610,8245,20915,3193,8225,1905,12690,2234,87928,7016,70065,6076,17863,3129,5937,1043,11926,2928,65202,5969,12601,1929,52601,5455,4023,1063,48578,5195
6039,31/12/2010,149102,751,118873,3745,30229,3514,7675,1907,22554,3285,127135,5161,100585,5041,26550,3604,7284,1950,19266,3171,13359,4471,10816,3755,2543,1668,231,261,2312,1615,7671,2286,7114,2147,557,355,160,154,397,295,331,315,331,315,0,294,0,294,0,294,606,698,27,50,579,696,0,294,579,696
6041,31/12/2010,251563,525,201808,3529,49755,3527,20180,2766,29575,3015,212664,5030,172075,5454,40589,3718,18344,2649,22245,3131,22531,4031,17116,3424,5415,1842,836,524,4579,1722,12664,2616,10629,2148,2035,930,712,412,1323,762,2103,773,1702,657,401,279,148,178,253,210,1601,1042,286,278,1315,945,140,228,1175,927
6047,31/12/2010,253374,993,190490,3697,62884,3637,21508,2406,41376,3898,212716,6270,156732,5876,55984,4039,20154,2238,35830,4297,29728,5744,24960,5220,4768,1449,1148,609,3620,1330,8617,2341,7105,2193,1512,1016,96,138,1416,1005,1788,940,1336,738,452,325,110,128,342,331,525,383,357,308,168,207,0,294,168,207
6053,31/12/2010,410963,1127,282860,6111,128103,5890,34716,3445,93387,5932,342336,7853,234842,7726,107494,5713,30824,3210,76670,5692,41610,6604,27000,4950,14610,3430,3178,1063,11432,3439,14144,2540,12140,2439,2004,754,354,241,1650,675,8528,2330,7820,2196,708,482,315,269,393,297,4345,1363,1058,581,3287,1330,45,74,3242,1325
6055,31/12/2010,135180,602,103434,2955,31746,2847,13966,2197,17780,2429,115298,3753,87938,3792,27360,3080,12585,2230,14775,2240,12220,3072,9765,2492,2455,1197,728,739,1727,911,6106,2008,4525,1616,1581,899,614,369,967,787,1145,852,1106,848,39,65,39,65,0,294,411,443,100,129,311,413,0,294,311,413
6059,31/12/2010,2985563,2876,2067489,15652,918074,16083,458025,10914,460049,13962,2499126,22088,1740269,20753,758857,16421,407487,10230,351370,13044,351058,19126,231653,14192,119405,9810,38766,4061,80639,8048,82015,8198,64204,7075,17811,3141,8135,1758,9676,2595,33798,4699,26998,4411,6800,2138,2566,1267,4234,1689,19566,4304,4365,1544,15201,3709,1071,476,14130,3714
6061,31/12/2010,346948,964,308409,3875,38539,3724,22540,3241,15999,2873,295623,7124,262378,7191,33245,3937,19997,3186,13248,2836,25807,4626,23165,4126,2642,1703,1129,1244,1513,930,19694,4068,18008,3825,1686,898,1099,744,587,482,5552,1932,4684,1617,868,1053,315,374,553,725,272,197,174,163,98,121,0,294,98,121
6065,31/12/2010,2172934,2842,1680489,12119,492445,11898,206782,8226,285663,13085,1773077,19969,1372161,20400,400916,10320,178575,7491,222341,10808,254141,16738,196568,14773,57573,6383,15437,2711,42136,5656,107368,10240,84774,8561,22594,3730,11091,2600,11503,2806,27499,4886,24220,4379,3279,1295,1354,766,1925,970,10849,2550,2766,818,8083,2313,325,289,7758,2260
6067,31/12/2010,1404467,2404,1130942,11328,273525,10775,141084,7050,132441,9504,1111832,14073,892324,14675,219508,9178,121155,6889,98353,7405,217426,13403,175337,11359,42089,6313,16405,3013,25684,4554,53600,6575,47173,5928,6427,1998,2917,1050,3510,1483,16520,4102,14592,3939,1928,1076,410,305,1518,1050,5089,1407,1516,625,3573,1209,197,188,3376,1203
6071,31/12/2010,2016914,2625,1576801,12319,440113,12328,178255,7067,261858,11183,1654527,18972,1292898,19654,361629,12964,158054,7057,203575,11161,241912,15796,190538,13589,51374,6651,12082,2197,39292,5601,81634,8562,61886,7082,19748,3543,6392,1594,13356,2915,28746,4636,25284,3930,3462,1119,1381,568,2081,1023,10095,3154,6195,2703,3900,1478,346,240,3554,1439
6073,31/12/2010,3069103,2913,2340939,12947,728164,13142,333023,10719,395141,14059,2535758,18162,1923109,19072,612649,12717,292602,10546,320047,12203,369813,18121,289943,15545,79870,6829,31561,3632,48309,5406,52814,5950,44683,5411,8131,1913,3811,1049,4320,1521,74304,6639,66117,6243,8187,2432,3766,1133,4421,2005,36414,5628,17087,3302,19327,4410,1283,596,18044,4264
6075,31/12/2010,798993,1253,513043,8506,285950,8481,171770,5695,114180,8916,670194,8747,421235,9799,248959,7825,156937,5714,92022,7657,75815,7519,55188,5634,20627,4395,9729,2505,10898,3322,29428,3725,24193,3142,5235,1651,2376,1187,2859,1250,12593,2725,9925,2006,2668,1222,1596,986,1072,602,10963,2134,2502,795,8461,2178,1132,737,7329,1981
6077,31/12/2010,677304,1639,522211,6673,155093,6685,65595,4216,89498,6921,539372,12807,416041,11240,123331,7961,55428,4308,67903,7339,102060,11110,76092,8433,25968,5488,8133,2045,17835,4484,29992,5194,26270,4761,3722,1269,1540,720,2182,979,3892,1878,2754,1220,1138,1010,395,420,743,732,1988,979,1054,798,934,558,99,158,835,536
6079,31/12/2010,268340,665,240077,3385,28263,3313,12395,2055,15868,2677,211233,5581,188889,4269,22344,3112,10103,1764,12241,2472,37967,4932,34058,4795,3909,1520,1358,738,2551,1408,14455,2678,13538,2657,917,398,416,272,501,284,3461,1751,2743,1142,718,821,467,789,251,266,1224,646,849,527,375,446,51,88,324,435
6081,31/12/2010,711338,1153,456983,7300,254355,7271,137013,4746,117342,6828,620330,8162,400451,8626,219879,6823,124859,4850,95020,6303,50945,6533,31251,4122,19694,3782,8206,1945,11488,2646,29382,4915,19719,3437,9663,2790,3000,975,6663,2652,6619,1854,4839,1609,1780,948,773,645,1007,673,4062,1699,723,536,3339,1628,175,205,3164,1601
6083,31/12/2010,420556,1071,323902,5221,96654,5036,32353,3162,64301,5515,332200,7235,254573,6980,77627,4901,29947,2954,47680,4501,59556,7461,46616,5253,12940,4213,1862,875,11078,4054,17906,3175,16271,2968,1635,717,256,251,1379,685,5517,1568,5075,1505,442,260,182,177,260,195,5377,1904,1367,589,4010,1766,106,125,3904,1776
6085,31/12/2010,1762525,2349,1100679,13150,661846,12884,342750,8495,319096,12641,1461100,16871,927034,16551,534066,14171,299815,7888,234251,11996,205861,13730,121175,8756,84686,8027,32045,4212,52641,6333,46593,5611,31791,3971,14802,2699,7107,1959,7695,2006,23315,3604,16340,2976,6975,2307,2436,989,4539,1911,25656,4035,4339,1614,21317,3435,1347,660,19970,3427
6087,31/12/2010,260671,771,214384,3459,46287,3375,14724,2019,31563,3314,220826,5726,179953,5375,40873,3020,13494,1968,27379,3020,20831,3710,17723,2829,3108,1923,581,459,2527,1837,15811,5271,14206,5211,1605,949,364,329,1241,874,2621,1017,2040,836,581,556,285,239,296,398,582,509,462,489,120,150,0,294,120,150
6095,31/12/2010,408243,1223,326114,5074,82129,4805,40276,3123,41853,5078,334290,7079,266461,7664,67829,4551,34871,2988,32958,4199,53914,6832,43218,6095,10696,2613,3975,1328,6721,2460,13511,2731,11195,2267,2316,1310,1217,820,1099,853,4983,2088,4536,2041,447,390,213,258,234,294,1545,941,704,558,841,735,0,294,841,735
6097,31/12/2010,479725,1266,400693,4842,79032,4800,29776,3737,49256,4939,400229,8461,335810,8267,64419,4562,24648,2734,39771,4371,59502,7617,47248,6215,12254,3307,4444,2050,7810,2922,13775,3593,12985,3471,790,526,413,356,377,318,4330,1160,3720,1113,610,565,34,59,576,557,1889,827,930,603,959,540,237,256,722,450
6099,31/12/2010,507664,1307,403796,5639,103868,5349,42501,3104,61367,4939,401066,9150,317912,9023,83154,4925,35473,3066,47681,4341,77277,7543,61751,6655,15526,3098,5676,1413,9850,2636,21791,4818,18705,4059,3086,1479,1096,640,1990,1402,4850,2591,4355,2243,495,630,102,119,393,622,2680,2039,1073,1222,1607,1088,154,182,1453,1075
6101,31/12/2010,93320,509,71390,2605,21930,2622,8811,1281,13119,2727,73206,3383,55545,3546,17661,2655,7757,1333,9904,2558,12273,2696,9278,2373,2995,1261,606,418,2389,1196,6600,1917,5589,1789,1011,670,448,470,563,500,470,335,369,298,101,152,0,294,101,152,771,517,609,483,162,195,0,294,162,195
6107,31/12/2010,435879,1346,333519,5391,102360,5041,27872,2714,74488,4369,371802,8310,285116,7764,86686,5522,24694,2661,61992,4665,48617,7376,38375,5719,10242,2491,1982,1068,8260,2103,12148,5413,8113,3252,4035,2481,540,325,3495,2282,1478,964,1322,970,156,194,79,128,77,129,1834,969,593,423,1241,758,577,637,664,446
6111,31/12/2010,816701,1513,626869,6692,189832,6136,81242,5415,108590,6521,686967,12747,524471,11534,162496,7400,71969,5355,90527,5968,83041,9660,63551,7424,19490,4552,6784,1871,12706,4030,28168,7771,24943,7571,3225,1297,1500,858,1725,813,13081,2930,11060,2246,2021,939,989,565,1032,669,5444,1935,2844,1600,2600,1023,0,294,2600,1023
6113,31/12/2010,198790,712,158268,3776,40522,3604,16359,2350,24163,3331,146896,5607,116454,5428,30442,3097,12264,2132,18178,2766,19702,4376,16046,3885,3656,1256,1584,688,2072,989,25315,7323,22073,6823,3242,1349,1966,1250,1276,948,4131,1719,3017,1265,1114,1097,106,164,1008,1074,2746,1438,678,542,2068,1257,439,398,1629,1067
6115,31/12/2010,71218,455,61073,1818,10145,1793,4054,1280,6091,1809,54657,3143,47107,2808,7550,1447,3384,1153,4166,1150,8653,2638,7746,2534,907,625,213,176,694,602,6364,2586,4782,1879,1582,1225,396,414,1186,1248,1325,928,1264,901,61,102,61,102,0,294,219,202,174,184,45,75,0,294,45,75
6001,31/12/2011,1511457,2491,1039691,8955,471766,8919,240034,6819,231732,10138,1266837,13413,871495,13271,395342,9309,215440,6925,179902,9099,155236,11134,108705,8810,46531,6604,17443,2620,29088,5784,56118,5786,42655,5060,13463,2126,4531,961,8932,2123,18962,3265,13798,2577,5164,1384,1804,704,3360,1206,14304,3025,3038,962,11266,2727,816,483,10450,2771
6007,31/12/2011,217314,986,200053,3195,17261,3102,9237,2789,8024,1420,169527,5263,156651,5331,12876,1961,6384,1477,6492,1332,37263,5054,33561,4319,3702,2511,2745,2442,957,702,7644,1866,7136,1873,508,459,108,171,400,437,1781,974,1781,974,0,208,0,208,0,208,1099,731,924,698,175,187,0,208,175,187
6013,31/12/2011,1053137,1992,808193,11572,244944,11551,121176,6528,123768,10207,891061,11674,691381,12615,199680,11261,106757,6391,92923,8999,99745,9747,75619,7919,24126,3578,7927,1980,16199,2981,40786,6084,30090,4567,10696,2577,4949,1808,5747,1999,12852,3259,9852,2653,3000,1749,1137,893,1863,1084,8693,3667,1251,736,7442,3569,406,374,7036,3531
6017,31/12/2011,178961,754,161603,2379,17358,2258,9026,1626,8332,1874,154662,4524,139987,4735,14675,2450,7938,1566,6737,1933,14795,3087,13794,2943,1001,563,542,418,459,368,5174,1671,4769,1569,405,339,325,330,80,94,3530,1896,3053,1377,477,749,221,348,256,404,800,978,0,208,800,978,0,208,800,978
6019,31/12/2011,930524,1770,717407,8486,213117,8427,77380,5600,135737,7764,769232,11709,588770,12757,180462,8869,68690,5312,111772,7883,124163,10968,99348,9013,24815,4958,7400,2172,17415,3796,28179,5016,23621,4362,4558,1636,673,466,3885,1523,5960,1930,4386,1543,1574,966,546,548,1028,676,2990,1079,1282,633,1708,872,71,97,1637,852
6023,31/12/2011,133556,566,125899,1401,7657,1225,3725,1143,3932,1119,106355,4699,100348,4535,6007,1167,3215,1003,2792,944,18116,3964,17001,3758,1115,692,294,323,821,595,5912,1892,5845,1890,67,96,67,96,0,208,2783,974,2650,943,133,218,133,218,0,208,390,203,55,80,335,205,16,29,319,202
6025,31/12/2011,174782,713,116484,4216,58298,4155,23217,2433,35081,4182,145673,3888,95105,4857,50568,3920,19929,2335,30639,4028,21586,3719,15664,3221,5922,1854,2079,942,3843,1525,4389,1447,3659,1110,730,664,536,486,194,215,2503,887,1713,655,790,606,671,533,119,139,631,379,343,235,288,276,2,4,286,276
6029,31/12/2011,838494,1727,665081,6885,173413,6538,56450,5027,116963,7002,675383,12489,528542,12198,146841,7304,49359,4884,97482,7292,124865,12454,106121,11398,18744,3262,5617,1666,13127,2670,28330,3909,23338,3688,4992,1232,1091,591,3901,1083,7128,1678,6176,1454,952,719,38,65,914,719,2788,1173,904,632,1884,911,345,256,1539,797
6031,31/12/2011,151398,809,121082,2994,30316,2860,9427,1296,20889,2935,119261,4453,93806,4203,25455,3114,8423,1311,17032,3086,17220,3159,15029,2961,2191,882,521,340,1670,782,9788,1803,7828,1410,1960,976,160,173,1800,971,3451,1518,3033,1473,418,369,236,243,182,283,1678,1590,1386,1557,292,346,87,153,205,315
6037,31/12/2011,9766911,5354,6293853,25554,3473058,24410,1630660,22687,1842398,27841,8384478,33467,5357488,35764,3026990,23300,1483942,21165,1543048,25913,1093835,30306,743635,23045,350200,14978,124556,7376,225644,12353,125975,9126,101543,8371,24432,3277,10020,1771,14412,2755,95857,8045,77734,6275,18123,3527,7305,1793,10818,2767,66766,6245,13453,2150,53313,5689,4837,1196,48476,5440
6039,31/12/2011,150911,631,117549,3307,33362,3303,6772,1185,26590,3417,131858,3186,102300,3555,29558,3672,5619,1069,23939,3676,6587,2254,4722,1598,1865,1358,564,585,1301,1157,9845,2152,8994,2132,851,577,426,266,425,455,2334,2018,1397,1183,937,895,163,194,774,884,287,254,136,173,151,178,0,208,151,178
6041,31/12/2011,251880,1028,207439,3966,44441,3744,19149,2478,25292,3058,211414,5617,172889,5283,38525,3981,18285,2412,20240,2982,22518,3954,18715,3519,3803,1469,512,408,3291,1439,11653,3126,10256,2650,1397,742,352,277,1045,653,5072,2248,4928,2183,144,196,0,208,144,196,1223,783,651,451,572,474,0,208,572,474
6045,31/12/2011,86456,685,75973,1848,10483,1818,2603,1005,7880,1577,68493,3315,60048,3073,8445,1800,2253,1020,6192,1522,12499,3076,11200,2940,1299,715,136,199,1163,690,4034,1431,3623,1455,411,296,142,126,269,274,1254,886,1004,731,250,321,72,129,178,293,176,133,98,99,78,89,0,208,78,89
6047,31/12/2011,256101,1148,187494,4037,68607,4109,23549,2445,45058,4165,200653,7887,144762,6956,55891,4456,20197,2247,35694,4017,41843,6655,32679,5081,9164,2629,2186,990,6978,2446,12053,3518,9173,2860,2880,1286,1166,693,1714,1044,633,499,524,490,109,128,0,208,109,128,919,784,356,396,563,479,0,208,563,479
6053,31/12/2011,415243,1249,283511,5169,131732,5165,35923,3125,95809,5515,337505,8143,228036,7379,109469,5877,30641,2780,78828,5389,50545,6942,33429,5035,17116,3736,4725,2077,12391,3523,12043,2467,10490,2282,1553,594,298,273,1255,506,11568,2960,10287,2534,1281,1199,259,246,1022,1180,3582,1395,1269,698,2313,1183,0,208,2313,1183
6055,31/12/2011,135944,969,103019,3040,32925,3119,11759,2095,21166,3292,118172,3072,90135,3420,28037,2888,10858,2078,17179,2891,10805,2797,7572,2152,3233,1888,391,442,2842,1815,5420,1649,4096,1288,1324,858,510,462,814,700,1055,570,1021,564,34,52,0,208,34,52,492,343,195,232,297,238,0,208,297,238
6059,31/12/2011,3020162,2998,2084920,16019,935242,15156,466699,10547,468543,13970,2552998,17962,1761178,17961,791820,15808,418544,11573,373276,13411,332299,17082,231360,13233,100939,8200,34419,4595,66520,6944,79922,8084,59766,6593,20156,3211,9427,1987,10729,2416,29910,4193,24313,3754,5597,1536,2608,1038,2989,1023,25033,5821,8303,2593,16730,4825,1701,688,15029,4726
6061,31/12/2011,354731,928,319178,4015,35553,4049,19246,2682,16307,3895,306671,6239,278134,6751,28537,3766,17461,2476,11076,3285,29236,5006,25283,4438,3953,1949,1539,948,2414,1463,11512,2780,11206,2785,306,311,246,281,60,138,4951,2210,4294,2020,657,835,0,208,657,835,2361,2207,261,226,2100,2180,0,208,2100,2180
6065,31/12/2011,2208787,2946,1721103,15509,487684,14995,217091,9600,270593,12913,1825535,24396,1412634,25191,412901,14257,193070,8620,219831,11178,260450,18885,209898,16172,50552,6508,14745,3313,35807,6272,85532,10358,70208,9018,15324,3330,7689,2440,7635,2214,26147,5723,23506,5492,2641,925,1098,539,1543,740,11123,2731,4857,1344,6266,2004,489,616,5777,1799
6067,31/12/2011,1416447,2338,1126062,10056,290385,10007,154046,6611,136339,8782,1132148,12586,899992,13146,232156,10585,133178,7109,98978,8048,212590,12192,168434,11204,44156,5166,15874,2959,28282,4384,49436,5644,42400,5240,7036,1878,3968,1582,3068,1065,15472,2671,13212,2460,2260,1177,766,537,1494,1035,6801,2170,2024,1035,4777,1899,260,297,4517,1902
6071,31/12/2011,2036044,3300,1605809,16047,430235,15327,191009,9039,239226,12913,1672169,26075,1306871,25441,365298,14712,170631,8647,194667,12753,236805,21599,197748,18960,39057,6601,11797,2485,27260,5445,97114,14124,80735,12351,16379,4338,7684,2046,8695,3363,19791,3932,16777,3809,3014,1104,538,374,2476,1014,10165,3481,3678,1146,6487,3087,359,296,6128,3038
6073,31/12/2011,3100364,2928,2365754,13727,734610,14159,345539,10020,389071,14217,2619932,19237,1989404,19901,630528,13584,308272,9661,322256,13272,333129,16421,260054,14479,73075,6941,27215,3201,45860,5984,48900,4869,41820,4332,7080,1968,3824,1095,3256,1521,68283,6805,61349,6337,6934,1626,4551,1232,2383,783,30120,4584,13127,2379,16993,3196,1677,593,15316,3173
6075,31/12/2011,805064,1501,504583,9543,300481,9799,180981,5880,119500,8233,675228,10124,414401,9842,260827,9630,168813,6085,92014,7172,66179,7028,45296,5189,20883,3810,7724,1692,13159,3309,35439,4179,29637,4057,5802,1375,2190,702,3612,1300,14529,2194,12392,2047,2137,662,1232,564,905,411,13689,4172,2857,1498,10832,3426,1022,845,9810,3169
6077,31/12/2011,688057,1619,529401,8378,158656,8264,75252,5480,83404,7434,552431,10093,429077,9247,123354,7172,64695,4912,58659,6411,97472,10025,73264,7894,24208,4478,7490,2365,16718,3749,23412,4291,18772,4011,4640,1533,2144,1130,2496,1078,7940,3315,6668,2898,1272,860,724,642,548,543,6802,2816,1620,1440,5182,2734,199,178,4983,2743
6079,31/12/2011,269485,766,239550,3636,29935,3591,13356,1951,16579,3135,211322,6632,188864,6784,22458,3111,10189,1616,12269,2619,35215,5791,30884,5253,4331,1631,2389,1248,1942,1244,18380,3070,15660,2697,2720,1024,705,406,2015,947,3783,1905,3559,1830,224,383,73,131,151,260,785,706,583,675,202,273,0,208,202,273
6081,31/12/2011,719360,1102,478025,6979,241335,6821,133283,5695,108052,6877,630797,8195,419620,8044,211177,7121,122453,5407,88724,6851,43906,5992,28540,4434,15366,2933,6277,1473,9089,2165,31573,4729,22122,3275,9451,2295,4043,1415,5408,1738,7045,1648,5680,1543,1365,558,354,249,1011,523,6039,1668,2063,1079,3976,1212,156,144,3820,1223
6083,31/12/2011,422193,1076,319155,5087,103038,4728,35469,3355,67569,4883,340838,7646,255339,7865,85499,5227,31323,3223,54176,5238,51324,6617,40150,5540,11174,2505,3110,1078,8064,2059,17891,2942,15784,2605,2107,849,757,437,1350,730,7204,1910,6495,1842,709,454,130,104,579,440,4936,1970,1387,677,3549,1644,149,184,3400,1659
6085,31/12/2011,1787230,2087,1119362,10720,667868,10617,350849,8724,317019,12439,1514164,12993,958214,11822,555950,12460,317117,9179,238833,12938,180120,12584,113229,8987,66891,6424,25857,4259,41034,4720,42021,5204,29634,4248,12387,2705,4022,1245,8365,2280,24722,3226,15634,2277,9088,2061,3239,1096,5849,1508,26203,4595,2651,935,23552,4420,614,456,22938,4403
6087,31/12/2011,261496,872,212429,3253,49067,3253,18168,2441,30899,3762,218074,4483,174527,4803,43547,3284,16738,2510,26809,3648,24277,3674,20622,3193,3655,1456,834,499,2821,1234,13734,2446,12663,2476,1071,675,526,301,545,581,4175,2250,3913,2140,262,317,47,77,215,301,1236,705,704,501,532,391,23,38,509,390
6089,31/12/2011,176461,674,166600,1827,9861,1689,3409,748,6452,1412,139521,5363,132669,5212,6852,1566,2619,768,4233,1171,24713,4885,23382,4811,1331,865,254,231,1077,825,7299,1781,5744,1641,1555,956,471,512,1084,819,4607,1617,4542,1609,65,109,65,109,0,208,321,407,263,319,58,96,0,208,58,96
6095,31/12/2011,412470,1081,330287,6084,82183,5851,43637,4093,38546,4730,337067,9252,266540,7332,70527,6189,40342,3904,30185,4830,48766,7265,41052,6467,7714,2225,2495,955,5219,1898,17840,3591,16143,3447,1697,799,547,414,1150,598,6496,2155,5659,1985,837,661,210,226,627,626,2301,1019,893,427,1408,910,43,72,1365,907
6097,31/12/2011,481918,1386,402794,4758,79124,4677,33732,3538,45392,4588,419995,7496,348190,6884,71805,4959,31690,3565,40115,4591,46238,6870,40619,6117,5619,1817,1382,765,4237,1662,8836,2251,8051,1941,785,541,396,298,389,411,5298,1737,4806,1472,492,485,264,437,228,221,1551,853,1128,782,423,307,0,208,423,307
6099,31/12/2011,511777,1302,402999,5947,108778,5864,42109,4788,66669,5772,407550,10767,319770,9127,87780,5840,37735,4410,50045,5620,85128,9363,68855,6817,16273,4414,3334,1054,12939,4137,13074,3265,10829,2934,2245,1226,761,615,1484,910,4195,1447,3322,1180,873,732,218,257,655,671,1830,1342,223,152,1607,1318,61,102,1546,1316
6101,31/12/2011,93155,803,71837,2665,21318,2250,10562,2298,10756,1768,77601,3786,58081,3882,19520,2390,9628,2278,9892,1844,10274,3106,8742,2665,1532,910,934,601,598,447,4610,1494,4370,1475,240,299,0,208,240,299,627,520,627,520,0,208,0,208,0,208,43,57,17,33,26,46,0,208,26,46
6107,31/12/2011,442895,1117,338531,5438,104364,5326,28414,2782,75950,5529,363138,8347,273613,8340,89525,5186,25559,2531,63966,5371,64505,7956,53689,7187,10816,1872,2291,881,8525,1800,8833,2505,6857,2213,1976,886,72,96,1904,880,4978,2210,3976,2131,1002,722,492,388,510,540,1441,757,396,286,1045,666,0,208,1045,666
6111,31/12/2011,821472,1697,638485,9420,182987,9141,82435,5266,100552,8562,706960,9422,551361,10345,155599,9171,72960,4622,82639,8130,77278,8205,58540,6180,18738,3623,7566,2407,11172,2795,19014,3235,14968,2796,4046,1519,1307,647,2739,1374,14384,4888,11799,3817,2585,1821,292,249,2293,1784,3836,1305,1817,954,2019,1025,310,276,1709,1030
