GeoID,Date,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
6057,12/31/2010,40851,2216,2393,934,2859,959,1940,641,2681,801,2394,814,1352,532,1825,665,1640,808,1833,509,3542,1031,4235,1034,5470,1178,4078,971,1620,632,1747,669,1242,529
6057,12/31/2011,41171,2156,2171,729,2180,840,2796,952,1883,657,2441,782,1531,571,1728,786,2018,807,2614,961,3307,976,3512,997,6115,1308,2679,871,2052,625,2018,679,2126,760
6057,12/31/2012,41632,1877,1043,416,1692,698,1266,535,2398,832,2868,929,2845,940,2283,678,3075,823,1826,650,2802,866,4460,999,4546,998,4880,1017,1953,628,2226,695,1469,583
6057,12/31/2013,39115,1869,1321,709,2608,898,1883,655,2514,903,2018,832,2458,982,1365,594,2094,739,1513,594,3197,899,4254,925,4241,982,4005,1203,1839,782,2555,797,1250,482
6059,12/31/2005,969916,4402,45016,3233,34180,3012,35353,3088,36114,3953,38095,3365,45708,4134,37583,2830,48414,4388,38422,3168,81789,4704,103446,5487,134953,6313,100450,4378,59546,3815,63118,4025,67729,3930
6059,12/31/2006,971208,3581,43940,3672,30688,3028,31188,2903,45046,3440,37044,2832,36609,2996,38036,3545,38598,3170,35910,3167,71206,3714,106387,5845,134816,5032,108533,4860,63875,3964,71453,4111,77879,3902
6059,12/31/2007,976713,3667,36054,2860,31321,2908,29874,2585,38309,3535,35778,3368,39796,3377,39517,3241,39213,2938,39043,2780,68877,4132,99867,4604,128592,4879,110289,5115,67280,4142,82637,4661,90266,4024
6059,12/31/2008,971559,4843,36999,3019,32725,3111,34878,3212,35522,3270,33252,2956,33832,2904,33793,2852,38297,2657,36533,2567,68476,3862,100950,5114,132957,6264,103884,5286,66405,3579,89267,3725,93789,4614
6059,12/31/2009,975967,4674,39235,3287,32232,2948,36463,2953,34090,2714,38907,3073,35815,3342,38674,3234,36990,3176,40034,3803,71699,3587,102424,4742,136686,5992,100099,4164,72485,4511,76313,3922,83821,3753
6059,12/31/2010,986297,5154,44503,3710,34501,2802,35620,2905,41375,2830,39169,3010,39883,3152,36535,3432,43059,3274,37317,3341,70430,4367,95446,4990,135773,4867,106198,4813,65992,3953,78013,4330,82483,4500
6059,12/31/2011,992855,5422,44969,3379,38275,3087,37795,3437,40179,3209,38318,3312,39205,3138,37888,2981,37057,3406,35730,3030,67310,4071,92956,5366,127138,4510,109852,5229,69019,4175,84031,5010,93133,4602
6059,12/31/2012,995368,4462,45947,2923,35859,2179,38528,3120,39082,3036,37666,3154,37086,2931,38132,2789,35030,2856,37633,3165,72016,3482,97912,4243,127241,4392,102001,4304,70624,4144,85038,4198,95573,4092
6059,12/31/2013,1003790,4885,46885,3090,34468,3524,37936,3362,42009,3190,35656,3517,37617,3220,35852,3461,37010,2937,36285,3404,70903,4022,91140,4971,130543,5426,104532,4970,70288,4265,86804,4462,105862,4677
6061,12/31/2005,119221,2303,4343,1251,5302,1319,4802,1190,3608,825,4919,1131,5282,1081,5230,1177,6565,1369,5708,1864,11563,2055,12907,1607,16620,2038,12014,1427,6452,1222,7872,1331,6034,1232
6061,12/31/2006,123334,2363,3487,906,4802,1189,4038,1045,5418,1186,4608,1138,4770,1232,5563,1297,4718,1125,6137,1245,10839,1608,12022,1635,18564,2013,12878,1780,9553,1652,7605,1010,8332,1294
6061,12/31/2007,126847,1961,4103,1116,4138,999,5265,1364,5246,1194,5148,1105,5492,1360,4268,1026,6862,1546,5045,1286,10406,1763,11875,1461,21908,2122,11650,1515,8409,1353,9608,1423,7424,1320
6061,12/31/2008,128475,2552,6078,1540,4642,1000,2840,911,4195,1215,4662,1005,4186,1215,5859,1400,4469,1053,4505,968,10035,1512,12547,1711,20131,2012,15557,2025,10155,1515,10525,1581,8089,1208
6061,12/31/2009,126437,2159,4683,1088,3984,1088,5167,1155,5997,1476,4101,912,5532,1136,5643,1276,4246,872,4685,1032,10223,1596,12815,1560,17023,2092,14756,1829,9656,1479,10852,1594,7074,1405
6061,12/31/2010,131234,2692,5401,1078,5535,1423,5093,1127,5361,1339,5636,1303,5269,1309,6336,1328,7071,1549,3870,1029,9963,1753,11794,1800,18688,2068,15610,1936,7908,1334,9905,1530,7794,1408
6061,12/31/2011,133290,2395,6818,1353,4426,1219,7815,1888,6082,1377,4819,1333,5564,1186,5692,1330,4980,1036,2826,705,9059,1805,13525,2069,19859,2541,13947,2139,10096,1760,9813,1731,7969,1543
6061,12/31/2012,133093,1903,4634,1083,5714,1085,6125,1095,4668,939,5620,1148,5802,1043,5490,1120,4798,915,5039,990,9259,1263,15349,1788,16857,1802,15773,1722,9205,1159,10428,1318,8332,1098
6061,12/31/2013,134284,1821,6347,1205,4481,997,4838,1093,4529,838,4326,914,6242,1158,4405,1080,5649,1131,3794,943,10223,1465,13985,1934,18301,1994,14484,2027,10260,1193,11888,1458,10532,1516
6065,12/31/2005,623711,4668,35657,3597,34652,3456,31481,3085,36499,3204,31853,3739,34214,3939,29256,3555,34181,3709,28886,3286,52350,4026,71075,5145,82739,5051,52082,4598,25718,3239,23265,2464,19803,2652
6065,12/31/2006,643239,5284,32775,3111,31517,2638,34788,3221,36868,3254,30639,3084,37558,3097,31032,2562,32627,2981,33107,3159,54514,4309,73760,3862,81316,4435,55326,3459,30606,3033,26539,2575,20267,2078
6065,12/31/2007,649863,5820,31890,3046,30502,2916,29490,2562,36601,2983,32334,2971,33607,2891,27501,2609,25932,2084,29534,2519,55421,3708,71259,4127,89889,4666,61546,3403,33095,2742,33449,2843,27813,2375
6065,12/31/2008,647443,6148,31196,2805,32856,2904,28248,2939,37897,3313,31216,3021,33567,3037,29524,2461,29115,2659,26842,2876,54361,3563,70684,4312,87376,4205,60640,3195,36447,3206,32977,2836,24497,2129
6065,12/31/2009,649505,6269,34048,2969,36025,3090,31901,3280,37093,3101,35247,2606,34594,3492,29223,2689,30776,2690,27303,2323,50910,3602,69866,4036,88838,3529,59636,4972,33743,2387,29197,2476,21105,2084
6065,12/31/2010,670075,6112,36220,2959,34437,2907,34727,3056,41267,3803,36548,3461,33800,2535,32587,2919,33145,2757,26654,3016,55926,3522,70902,3508,86456,4468,57946,3931,33849,3097,33364,2907,22247,2229
6065,12/31/2011,684794,6855,40897,3288,38198,2916,37648,3599,39891,3447,33470,3264,36921,3787,32810,3311,35546,4645,28891,3254,51296,4120,72401,4852,85421,5607,57928,4566,33634,3600,35407,3553,24435,3070
6065,12/31/2012,685260,5695,40884,2783,37131,2620,38211,3153,39953,3010,35272,2582,35888,2786,33334,2922,34296,2858,30437,2783,53482,3503,69066,4092,89653,5456,53627,3527,34962,2844,35537,2806,23527,2410
6065,12/31/2013,693585,6252,40256,3653,37530,2502,36958,2749,37831,3321,32896,3083,36148,3218,33797,3063,33852,3587,29343,2850,56501,3509,73495,4210,83485,4410,62919,3435,34662,2994,35792,3160,28120,2467
6067,12/31/2005,495846,3680,32219,4013,27434,2881,22800,2391,30635,3505,24146,2450,25766,2500,28199,2749,24744,2611,20298,2538,49542,3961,53912,3231,65376,4305,39881,3355,23565,2750,16403,2251,10926,1292
6067,12/31/2006,500292,3592,29339,2869,23856,2342,25068,2755,26967,2363,26192,2502,28752,3078,25724,2301,23158,2395,23556,1984,41139,2594,56352,3832,67100,3774,42616,3162,26236,2422,19962,1925,14275,1736
6067,12/31/2007,503357,4113,23545,2457,27728,2612,24764,2796,23333,2109,19002,2421,27711,2665,26537,3032,25339,2628,23824,2184,41826,3502,56411,3767,72320,3811,42161,3215,27274,2461,25280,2221,16302,1774
6067,12/31/2008,502061,5086,21694,2433,26404,2554,22248,2489,23782,2373,22949,2600,27977,2713,25898,2745,24620,2217,22004,2327,43417,2871,57805,4048,69450,3549,45547,2849,26302,2552,24429,2207,17535,2023
6067,12/31/2009,507357,4634,28714,2779,29484,2747,24895,2543,28296,3131,28213,2873,28131,2954,26774,2336,22022,1954,23688,2730,42321,2933,52998,3256,66315,3801,41106,2905,24680,2455,23760,2111,15960,1664
6067,12/31/2010,514514,4461,29259,2776,31599,2805,25729,2558,27758,3314,25697,2528,28931,3142,25722,2709,27158,2711,21563,2195,41374,3321,56458,3354,66995,3888,43448,3332,24329,2001,23780,2218,14714,1752
6067,12/31/2011,510517,5153,33754,3465,31249,2941,24021,2342,28154,2688,26286,2835,29164,2969,25168,2730,23438,2707,21527,2762,43268,3570,54547,4201,63732,5178,38978,3047,22257,2732,27415,3210,17559,2306
6067,12/31/2012,516645,4256,37402,2679,32514,2873,26335,2661,28586,2583,25794,2829,25116,2623,24226,2097,25580,2795,18351,1967,40785,2775,53794,3656,64101,3764,44283,3081,26251,2492,23829,2298,19698,1678
6067,12/31/2013,520580,4475,36155,2845,31208,2942,26414,2777,27278,3021,25647,2808,25057,2902,26355,2422,24700,2369,22783,2445,41739,3088,52755,3352,63526,3482,45567,2650,23241,2351,27351,2640,20804,2026
6071,12/31/2005,588218,5239,41129,3905,33866,3651,34349,3657,35912,3812,34847,3621,32067,3119,30574,3738,30801,2815,25397,3021,49305,3940,65990,4528,77091,5697,43935,4138,23894,2507,18161,3030,10900,1836
6071,12/31/2006,592650,4657,32958,2923,30864,2898,32862,3235,31653,2726,30322,2805,31734,2818,30570,2987,28032,3226,28931,2466,52568,4093,67546,4378,82117,4300,51109,3211,23756,2351,22633,2115,14995,1810
6071,12/31/2007,592449,5294,27569,2247,29205,2687,26282,2693,28628,2783,29213,2949,32085,2817,30066,3258,31096,3185,29422,3543,47803,3635,70442,4664,82472,4451,54741,4313,30713,3011,26301,2517,16411,1925
6071,12/31/2008,580361,5845,30108,2717,31409,3445,27775,2868,31101,3018,28765,2912,31157,2991,25655,2600,31415,3146,24938,2460,48491,3545,65286,4317,78844,4723,52024,3986,29043,2927,26169,2804,18181,2040
6071,12/31/2009,592207,5586,38632,3368,34487,3157,30674,2987,32481,3206,31233,3587,28175,3287,30652,2897,27244,2864,29012,3259,53423,4637,60728,4504,74388,4847,49757,3810,29286,2838,25751,2636,16284,2147
6071,12/31/2010,594975,6295,38268,3570,31103,2800,31350,3252,33584,3460,29591,2910,31760,3056,28181,2706,26296,2646,28794,2590,52903,3573,65730,4006,77435,4322,50790,3545,26192,2653,26430,2896,16568,2064
6071,12/31/2011,609702,6121,41778,4645,34777,3654,34785,3291,35022,3619,32093,3080,30563,2936,31859,3444,30972,3500,25532,3103,51667,4668,62260,4683,76595,5621,51041,4236,26730,3919,26369,3917,17659,2733
6071,12/31/2012,600688,4919,44835,3259,34615,2906,33977,2989,33557,2910,32356,2694,30415,3091,28508,2685,30828,2541,26314,2533,50228,3189,61005,3915,76570,5151,49099,3824,27378,2743,24901,2226,16102,2127
6071,12/31/2013,604090,5819,45831,3480,32191,2703,30834,3131,30524,2908,32127,3320,27025,2461,31703,3180,29303,3429,28934,2994,48980,3294,64543,4060,74844,5284,51860,3605,28146,2570,26381,2569,20864,2039
6073,12/31/2005,1040538,5218,60252,4517,47770,3498,51080,3621,52065,3555,50936,4158,51838,3529,51660,4603,52086,4089,44365,4161,86132,4308,110531,5813,135613,6076,93357,5340,54900,3395,50316,3465,47637,3566
6073,12/31/2006,1039619,6525,54510,4272,48476,3240,46041,3395,48237,3356,47860,3638,51608,3403,49854,4009,46714,3231,47948,3474,80872,4322,113660,5287,137852,5579,94016,4223,59889,3976,57457,3612,54625,3343
6073,12/31/2007,1045265,4859,50755,3278,46970,3394,46784,3433,48594,3753,44222,2900,49986,3605,46754,4005,49257,3094,42959,3621,77717,4440,113499,5548,138081,6169,101922,4522,60639,3750,65270,3873,61856,2917
6073,12/31/2008,1037958,7793,53822,3958,44378,3296,45578,3466,49556,3730,43263,3460,41638,4157,42713,3509,47964,3521,43670,3175,79640,4837,102433,4896,141572,5901,99881,4715,61543,3227,74436,4009,65871,3460
6073,12/31/2009,1048975,5987,54179,3815,49411,4075,44453,3654,51048,3921,47021,3658,48704,3511,51205,3779,46148,3987,47669,3260,82712,5192,103411,5283,140451,6224,92432,4103,65603,3742,68203,4318,56325,3252
6073,12/31/2010,1061210,7516,64229,4854,50194,3842,43694,3595,51714,3819,50361,3285,52421,3757,48888,3564,48536,3715,45433,3829,75648,3970,108772,5190,139394,6186,98112,5197,60443,3758,63402,3850,59969,3590
6073,12/31/2011,1061056,6785,77048,5609,48635,3844,47202,3361,51223,3610,47395,3407,48638,3570,44479,3694,45700,3238,45720,3289,77894,4805,106676,5667,135382,7032,96942,4790,60218,3724,66596,4550,61308,3352
6073,12/31/2012,1079653,5725,72365,4425,48361,3372,45695,3205,53781,4099,47309,3606,53368,3670,43366,3201,48745,3307,42188,3030,81360,4561,105006,5441,137522,4948,95691,4240,63111,3913,75477,4498,66308,3985
6073,12/31/2013,1093386,5511,71283,4798,45103,3476,46682,3497,50454,3935,48236,3654,50132,3883,45682,3143,47731,3837,44902,3768,82924,4573,105212,4344,134155,5722,102771,5021,64493,3975,74980,4693,78646,3868
6075,12/31/2005,322399,3073,33435,2951,19306,2433,15514,1892,14353,2074,11538,1582,12041,1684,9156,1455,14429,1946,12050,1759,23826,2564,29594,2709,37626,3129,25305,2686,21191,2435,19639,2409,23396,2471
6075,12/31/2006,322547,3195,24293,2766,19267,2041,13807,1879,13174,1973,10410,1682,13007,1966,9945,1861,13573,1993,11106,1601,21353,2042,28918,2838,38735,2930,31040,2296,16800,1999,27396,2941,29723,2578
6075,12/31/2007,321947,3762,21372,2175,18840,2079,14893,1790,14164,2216,11954,1915,10413,1661,11743,1674,11100,1757,10412,1733,22898,2501,25133,2474,37272,3223,30574,2592,19970,2117,25461,2438,35748,2688
6075,12/31/2008,323339,4231,22633,2699,18639,2072,14276,2281,11311,1713,9099,1557,8263,1625,10105,1698,13679,2173,9227,1740,17124,2095,29493,3078,36762,3765,29946,2528,19565,2294,27412,2749,45805,3702
6075,12/31/2009,324588,3785,22919,2627,19426,2191,13415,1922,11015,1331,13232,2104,10804,1630,10080,1660,10648,1833,8892,1409,22547,2406,26308,2407,40598,3421,27010,2706,20229,2755,28956,2731,38509,3382
6075,12/31/2010,336012,4358,23130,2806,21246,2678,13414,2076,16238,2159,12733,1767,11744,1899,8241,1466,12157,1705,9156,1629,20211,2576,23964,2572,39312,3399,33156,2938,23011,2206,30449,2600,37850,3278
6075,12/31/2011,342706,3616,23534,3004,20605,2383,14773,1797,16343,2344,10726,1957,13722,2113,10002,1704,12064,2331,9576,1587,20864,2636,28116,2984,36945,3337,31444,3065,24116,2649,27365,2818,42511,3223
6075,12/31/2012,346842,3718,27250,2387,23320,2480,14652,1881,14347,1630,9155,1454,11984,1781,8465,1495,11037,1693,9548,1393,20451,2439,26404,2481,36061,2885,32169,2744,22313,2662,33461,3080,46225,3664
6075,12/31/2013,354651,3606,25126,2277,20908,2360,12719,1882,12537,1793,12220,1756,12330,1805,10023,1615,12217,1643,9519,1541,18323,2084,25923,2501,37285,3260,33089,2536,22581,2133,31616,2815,58235,3328
6077,12/31/2005,206346,2463,14759,2075,11080,1775,12114,1731,13621,2125,12386,2110,10070,1389,10780,1550,9038,1681,10434,1682,15948,2023,23135,2675,26803,3175,16155,2228,8950,1582,6225,1176,4848,1061
6077,12/31/2006,210462,2349,12082,1829,13459,1968,10618,1611,10728,1601,9863,1582,11839,1663,11703,1854,10554,1501,8410,1377,21341,2423,20748,2251,28108,2833,18164,2085,9759,1383,6328,1177,6758,1439
6077,12/31/2007,207370,2753,11060,1693,11968,1699,9974,1509,10563,1642,10742,1831,12387,1936,11259,1810,10666,1681,10334,1658,16683,2263,20482,1889,25196,2897,18210,1891,11014,1621,10433,1756,6399,1210
6077,12/31/2008,205056,4029,12406,2076,13551,1820,9690,1626,13027,2126,8264,1663,10791,1663,8782,1492,8067,1504,8118,1345,17875,1982,21703,2288,27709,2338,19567,2068,8622,1448,11195,1730,5689,1137
6077,12/31/2009,208513,5447,11584,1535,12954,1827,11450,1823,9614,1497,9961,1738,10845,1599,11604,1503,10704,1735,10678,1476,15808,2006,22247,2392,28468,3186,16292,2282,10181,1834,10176,1762,5947,1015
6077,12/31/2010,215469,3657,11991,1699,12003,1683,11245,1532,12528,1827,11200,1589,15079,2076,12438,1806,9787,1615,11441,2024,17661,2348,22125,2238,27182,2710,15789,1529,8508,1358,10400,1506,6092,1370
6077,12/31/2011,213749,2467,13178,1628,12216,1757,14164,1868,12171,2040,10739,1709,10960,1788,10626,1633,9632,1661,11069,1929,19164,2753,21979,1928,24892,2610,17405,2255,9638,1904,10143,1853,5773,1498
6077,12/31/2012,215761,2366,15710,1777,13717,1816,11201,1655,13372,1754,11450,1404,11241,1621,8146,1247,11324,1618,9930,1693,17553,2162,20747,1970,25060,2057,17857,2240,9469,1673,11782,1802,7202,1250
6077,12/31/2013,216309,2949,14785,1968,14185,1857,11205,1595,13536,1764,10259,1511,9906,1470,12019,1564,8657,1461,10018,1487,17481,1902,22753,2358,25275,2461,20273,2020,9291,1298,10905,1714,5761,1004
6079,12/31/2005,101996,2137,8385,1608,5645,1346,5409,1315,5332,985,5788,1208,5815,1253,5438,1401,4075,783,5381,1669,7850,1493,12736,1803,11474,1854,7147,1299,4874,1156,3870,949,2777,755
6079,12/31/2006,102007,2332,8092,1254,6513,1516,4554,1105,5864,1301,4316,874,5759,1413,3825,794,5176,1175,6681,1372,8588,1391,11940,1717,10802,1399,6906,1307,4902,1179,3938,889,4151,875
6079,12/31/2007,104382,2239,5978,1463,6130,1496,4706,1122,8302,1843,4990,1189,3614,998,4540,1096,4768,1201,3904,1098,7112,1549,11212,1683,14351,1829,8457,1473,6326,1099,4458,1091,5534,1340
6079,12/31/2008,100901,2900,5626,1363,4719,1042,4779,1204,5606,1508,3899,934,5524,1146,3550,741,4997,1019,3232,891,7809,1442,12914,1783,13770,1882,10748,1666,3998,815,6041,1080,3689,795
6079,12/31/2009,103011,2778,6878,1359,4928,959,5801,1339,3729,1064,5408,1379,4578,906,5141,1259,4682,1038,5533,1266,7986,1427,10958,1903,11453,1753,10498,1615,6204,1305,5310,1224,3924,868
6079,12/31/2010,99653,2679,5453,1018,6326,1292,4147,963,5374,1034,5647,1383,6043,1599,5567,1277,3518,1082,4013,1047,7851,1424,10427,1443,13008,1540,8643,1543,4500,934,4727,1023,4409,1066
6079,12/31/2011,101179,2748,8141,1638,5545,1445,6110,1416,5116,1328,4798,1243,4459,1128,4999,1103,4996,1043,3256,1020,7935,1386,9072,1490,12893,1943,9399,1758,6094,1289,4410,981,3956,1013
6079,12/31/2012,101897,2448,6179,1180,4936,1190,3956,939,4419,1158,3468,842,4953,1331,4918,1354,5395,1254,5447,1259,7015,1431,9361,1408,14765,1769,10270,1902,5796,1041,5733,941,5286,1035
6079,12/31/2013,104669,2328,8525,1665,5379,1097,2646,699,4592,1140,6452,1412,4026,1123,5261,1144,3953,988,4314,1269,8678,1533,9212,1405,13132,1796,10131,1761,5672,1275,7534,1322,5162,1228
6081,12/31/2005,254227,2345,9789,1483,9982,1880,8691,2004,10712,2184,8434,1685,9036,1432,10036,2036,8439,1490,9492,1477,16824,2158,26507,2894,36496,2986,26686,2819,16560,1679,20294,2350,26249,2528
6081,12/31/2006,251755,2520,9322,1378,7610,1693,7937,1643,7530,1358,7471,1230,8682,1613,8252,1584,8625,1523,10692,1973,19816,2168,25656,2582,33640,2723,28226,2466,16570,1788,22982,2112,28744,2301
6081,12/31/2007,251357,2351,7380,1390,6630,1301,7031,1432,7992,1461,7423,1356,10255,1814,6615,1185,8667,1688,7219,1322,17846,2045,26650,2745,33873,2507,27242,2297,18722,2289,24802,2528,33010,2100
6081,12/31/2008,254590,2909,9076,1475,7302,1493,6652,1455,7812,1584,7030,1551,7660,1262,7243,1511,10940,1536,6888,1587,17362,1752,23018,2298,34430,2944,28507,2576,20093,2270,25231,2408,35346,2872
6081,12/31/2009,251448,2761,8825,1767,6829,1111,7286,1416,7271,1257,8138,1537,8785,1585,8033,1408,7124,1221,8895,1722,17751,2152,22516,1852,31720,2845,25221,2537,22035,1847,28050,2288,32969,2283
6081,12/31/2010,257509,2547,8096,1575,7605,1329,8095,1396,8095,1469,8212,1398,8058,1336,9375,1742,6436,1129,9107,1583,16206,2139,26559,2544,34942,2698,29716,3070,18301,1887,25898,2342,32808,2267
6081,12/31/2011,256526,2321,9205,1407,7015,1196,6772,1505,7667,1317,8423,1615,7836,1423,8859,1315,9108,1479,9638,1486,18855,2193,25000,2436,29004,2550,26338,2745,19246,2130,24387,2208,39173,2284
6081,12/31/2012,258888,2061,8440,1448,7856,1376,7017,1367,9170,1281,8349,1566,9819,1637,7609,1303,9755,1396,9133,1540,16029,2080,25583,2473,31805,2573,27211,2446,19690,1877,20928,1821,40494,2509
6081,12/31/2013,258791,2229,7750,1343,6079,1187,7638,1560,8397,1349,7832,1496,8031,1433,7455,1317,9054,1533,6814,1317,15073,2176,20927,2351,35175,2705,25709,2417,21010,2140,26575,2447,45272,2514
6083,12/31/2005,137727,2590,7916,1194,7791,1194,6725,1190,7375,1713,6389,1945,8015,1645,6391,1534,5937,1370,5981,1261,10413,1646,13843,1551,19635,2787,10186,1380,6546,1320,5995,1227,8589,1757
6083,12/31/2006,140752,2058,7423,1296,6850,1271,7753,1390,7519,1374,8544,1307,7312,1571,7348,1369,7096,1231,4936,1011,13777,1585,14175,2121,16298,1918,9521,1349,8731,1356,5858,893,7611,1210
6083,12/31/2007,142465,1474,7630,1520,6964,1109,6234,1633,6274,1222,7834,1397,7079,1084,6064,1241,6049,1202,7456,1486,11004,1773,15750,2029,16515,1888,13189,1673,7638,1132,7826,1399,8959,1233
6083,12/31/2008,139212,2572,6654,1241,6916,1402,6209,1039,6399,1366,5873,1187,5224,1153,6706,1327,6256,1253,7681,1467,10263,1518,14150,1653,18425,1874,13162,1816,8396,1453,8399,1340,8499,1170
6083,12/31/2009,140128,2385,5896,1067,7975,1248,7646,1658,5581,1016,6930,1253,5516,1084,7928,1521,6523,1226,6460,1484,10841,1463,15903,2198,15500,1716,12817,2056,9345,1467,7724,1240,7543,1266
6083,12/31/2010,140842,2337,9820,1707,6514,1217,7910,1444,7411,1441,5519,1135,5587,1187,6910,1410,5646,1131,6361,1286,11525,1728,14468,1760,16444,2084,11366,1674,7793,1365,9069,1506,8499,1119
6083,12/31/2011,140889,2147,7411,1305,6334,1033,6689,1229,7624,1235,6655,1348,7484,1224,4558,923,7241,1235,6119,1166,9658,1240,14561,1771,16267,1624,12868,1710,8120,1263,9563,1670,9737,1431
6083,12/31/2012,141639,1840,8954,1389,6502,1174,6138,1108,6059,1082,6923,1137,7062,1478,7196,1423,4377,831,5009,1010,10645,1431,14781,1619,18778,1991,12650,1726,8908,1549,9536,1358,8121,1153
6083,12/31/2013,140665,2428,7424,1496,7320,1378,7111,1420,5449,1303,5584,1217,7107,1472,7344,1451,5468,1147,5436,1117,9025,1558,14014,1895,18866,2501,11324,1612,6949,1261,11083,1480,11161,1561
6085,12/31/2005,580130,3400,30436,2996,18765,2430,19485,2607,23077,2818,17564,2043,20368,2866,19911,2990,23358,3140,19642,2908,36578,3495,55437,4403,74847,4520,68078,4407,42267,2870,52254,3336,58063,3867
6085,12/31/2006,585430,2909,29709,2923,19897,2406,19263,2116,20789,2171,17417,2186,18973,2392,19233,1940,20748,2227,18781,2025,36163,2915,54897,3300,75846,3613,66693,3490,46354,2749,58130,3922,62537,3057
6085,12/31/2007,582172,3720,23105,2402,17638,2700,20486,2167,19104,1933,19102,2399,18639,2266,16728,2144,18919,2081,15630,1750,35542,2985,55281,4135,73885,4540,63181,3524,47092,3063,62494,3083,75346,3893
6085,12/31/2008,587948,3702,21230,2821,17317,2278,15730,1838,16861,1890,15991,2061,18426,2054,18339,2126,19579,2134,15647,2108,38917,3212,50971,3330,75453,3999,66832,3909,47844,3291,63341,3422,85470,3349
6085,12/31/2009,587208,4449,25699,2325,19383,2238,17762,2221,20533,2427,17378,2213,16514,2149,17334,2275,18121,2096,20026,2523,35552,2966,51820,2887,76386,4234,66700,4391,48442,3623,61674,4225,73884,3240
6085,12/31/2010,599235,3770,26848,2823,18689,2114,20174,2388,21963,2502,18219,2093,18433,2164,19918,2173,22215,2474,18752,2354,32551,2951,49842,3291,71905,4116,65014,3827,49214,3384,67331,3556,78167,3907
6085,12/31/2011,606459,3374,24135,2751,23470,2491,19221,2144,21948,2315,20542,2638,17676,2161,18092,2137,20826,2285,19525,2269,33781,2624,49525,3378,75643,4808,64951,3285,42349,3456,65573,3426,89202,3921
6085,12/31/2012,613810,2881,25441,2753,20539,2431,18729,2039,20210,2025,18065,2063,19785,2275,17630,2085,20294,2019,18011,2150,33902,2790,47184,2998,72634,3765,72447,3326,48897,2964,64145,3486,95897,3558
6085,12/31/2013,619337,2673,23313,2425,18843,2121,19804,2312,21301,2175,19957,2294,18634,2262,15862,1913,18109,2016,18560,2321,34122,2767,52785,3832,67114,3904,64345,4096,47467,3833,69606,3904,109515,4162
6087,12/31/2005,93076,2053,5901,1217,3559,853,4228,988,3842,927,4524,1394,3762,913,4724,1292,4016,1006,4450,1179,8162,1592,8153,1480,12587,1955,8916,1837,4373,910,6065,1367,5814,984
6087,12/31/2006,92998,1704,5845,1255,4188,1138,4496,1051,4202,941,2472,647,4538,1148,4596,978,3581,1002,3419,977,7271,1469,9623,1538,11896,1555,9320,1424,6051,1401,5228,1067,6272,1079
6087,12/31/2007,93690,1648,3719,1015,4116,1094,3527,943,4270,930,4612,1034,3791,1006,4382,1141,4605,1105,3216,771,8164,1454,9183,1481,12894,1800,8107,1400,5135,1033,5700,1225,8269,1205
6087,12/31/2008,93759,2135,4688,1249,4893,1124,4589,1102,4293,982,3617,1045,3451,1057,2458,791,2734,819,3972,1320,7250,1376,8826,1559,12230,1500,10222,1442,5325,1242,7218,1256,7993,1432
6087,12/31/2009,92227,2413,5633,1329,5793,1298,3768,901,4351,1102,3155,925,4720,1256,4093,1127,2707,868,3354,1134,7644,1423,8088,1238,11496,1523,9538,1302,4958,883,6218,1143,6711,1285
6087,12/31/2010,91264,4582,6275,1467,5284,1179,3120,910,4400,1102,3755,1058,4004,1141,3721,1128,4625,1019,2889,842,6656,1218,8849,1410,12296,1584,8288,1324,5662,1030,6428,1103,5012,941
6087,12/31/2011,94775,2073,6607,1262,5089,1177,3464,884,4318,1055,3266,979,4841,1211,4710,1142,3913,1011,3032,1002,6165,1216,9326,1572,12243,1650,8291,1416,5714,1141,7344,1305,6452,1335
