GeoID,Date,1 to 4 years,5 to 9 years,10 to 14 years,15 to 17 years,18 and 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 and 61 years,62 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over,Same house 1 year ago:,Same house 1 year ago: - 1 to 4 years,Same house 1 year ago: - 5 to 9 years,Same house 1 year ago: - 10 to 14 years,Same house 1 year ago: - 15 to 17 years,Same house 1 year ago: - 18 and 19 years,Same house 1 year ago: - 20 to 24 years,Same house 1 year ago: - 25 to 29 years,Same house 1 year ago: - 30 to 34 years,Same house 1 year ago: - 35 to 39 years,Same house 1 year ago: - 40 to 44 years,Same house 1 year ago: - 45 to 49 years,Same house 1 year ago: - 50 to 54 years,Same house 1 year ago: - 55 to 59 years,Same house 1 year ago: - 60 and 61 years,Same house 1 year ago: - 62 to 64 years,Same house 1 year ago: - 65 to 69 years,Same house 1 year ago: - 70 to 74 years,Same house 1 year ago: - 75 to 79 years,Same house 1 year ago: - 80 to 84 years,Same house 1 year ago: - 85 years and over,Moved within same county:,Moved within same county: - 1 to 4 years,Moved within same county: - 5 to 9 years,Moved within same county: - 10 to 14 years,Moved within same county: - 15 to 17 years,Moved within same county: - 18 and 19 years,Moved within same county: - 20 to 24 years,Moved within same county: - 25 to 29 years,Moved within same county: - 30 to 34 years,Moved within same county: - 35 to 39 years,Moved within same county: - 40 to 44 years,Moved within same county: - 45 to 49 years,Moved within same county: - 50 to 54 years,Moved within same county: - 55 to 59 years,Moved within same county: - 60 and 61 years,Moved within same county: - 62 to 64 years,Moved within same county: - 65 to 69 years,Moved within same county: - 70 to 74 years,Moved within same county: - 75 to 79 years,Moved within same county: - 80 to 84 years,Moved within same county: - 85 years and over,Moved from different county within same state:,Moved from different county within same state: - 1 to 4 years,Moved from different county within same state: - 5 to 9 years,Moved from different county within same state: - 10 to 14 years,Moved from different county within same state: - 15 to 17 years,Moved from different county within same state: - 18 and 19 years,Moved from different county within same state: - 20 to 24 years,Moved from different county within same state: - 25 to 29 years,Moved from different county within same state: - 30 to 34 years,Moved from different county within same state: - 35 to 39 years,Moved from different county within same state: - 40 to 44 years,Moved from different county within same state: - 45 to 49 years,Moved from different county within same state: - 50 to 54 years,Moved from different county within same state: - 55 to 59 years,Moved from different county within same state: - 60 and 61 years,Moved from different county within same state: - 62 to 64 years,Moved from different county within same state: - 65 to 69 years,Moved from different county within same state: - 70 to 74 years,Moved from different county within same state: - 75 to 79 years,Moved from different county within same state: - 80 to 84 years,Moved from different county within same state: - 85 years and over,Moved from different state:,Moved from different state: - 1 to 4 years,Moved from different state: - 5 to 9 years,Moved from different state: - 10 to 14 years,Moved from different state: - 15 to 17 years,Moved from different state: - 18 and 19 years,Moved from different state: - 20 to 24 years,Moved from different state: - 25 to 29 years,Moved from different state: - 30 to 34 years,Moved from different state: - 35 to 39 years,Moved from different state: - 40 to 44 years,Moved from different state: - 45 to 49 years,Moved from different state: - 50 to 54 years,Moved from different state: - 55 to 59 years,Moved from different state: - 60 and 61 years,Moved from different state: - 62 to 64 years,Moved from different state: - 65 to 69 years,Moved from different state: - 70 to 74 years,Moved from different state: - 75 to 79 years,Moved from different state: - 80 to 84 years,Moved from different state: - 85 years and over,Moved from abroad:,Moved from abroad: - 1 to 4 years,Moved from abroad: - 5 to 9 years,Moved from abroad: - 10 to 14 years,Moved from abroad: - 15 to 17 years,Moved from abroad: - 18 and 19 years,Moved from abroad: - 20 to 24 years,Moved from abroad: - 25 to 29 years,Moved from abroad: - 30 to 34 years,Moved from abroad: - 35 to 39 years,Moved from abroad: - 40 to 44 years,Moved from abroad: - 45 to 49 years,Moved from abroad: - 50 to 54 years,Moved from abroad: - 55 to 59 years,Moved from abroad: - 60 and 61 years,Moved from abroad: - 62 to 64 years,Moved from abroad: - 65 to 69 years,Moved from abroad: - 70 to 74 years,Moved from abroad: - 75 to 79 years,Moved from abroad: - 80 to 84 years,Moved from abroad: - 85 years and over
6087,12/31/07,0.0546,0.1528,0.0419,0.0903,0.0632,0.0601,0.0723,0.0666,0.0819,0.0825,0.0677,0.0604,0.0289,0.0245,0.0522,0.7978,0.0449,0.1289,0.021,0.0451,0.0388,0.0435,0.0587,0.0542,0.0718,0.0735,0.0623,0.0552,0.0268,0.0235,0.0495,0.1225,0.007,0.02,0.005,0.0298,0.0146,0.0067,0.009,0.0095,0.006,0.007,0.0034,0.0016,0.001,0.0006,0.0014,0.0549,0.0009,0.0016,0.0147,0.0104,0.007,0.0046,0.0027,0.0024,0.0038,0.0018,0.001,0.0018,0.0009,0.0002,0.0012,0.0112,0.0005,0.0011,0.0008,0.0011,0.0013,0.0024,0.0009,0,0.0002,0.0002,0.0007,0.0013,0.0002,0.0003,0.0002,0.0135,0.0013,0.0012,0.0006,0.004,0.0015,0.0028,0.001,0.0004,0,0,0.0003,0.0004,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6095,12/31/07,0.0541,0.1907,0.0298,0.0718,0.0701,0.0635,0.0668,0.081,0.0798,0.0756,0.0588,0.0479,0.0338,0.0247,0.0517,0.8376,0.0398,0.1638,0.0247,0.0505,0.0508,0.0505,0.0529,0.0696,0.0706,0.0673,0.0535,0.0436,0.0316,0.0226,0.0458,0.0859,0.0083,0.0145,0.0021,0.0126,0.0101,0.0054,0.0082,0.0069,0.0051,0.0039,0.0019,0.0012,0.001,0.001,0.0036,0.0487,0.0047,0.0076,0.0014,0.0047,0.0062,0.0058,0.0039,0.003,0.0037,0.0026,0.0021,0.0009,0.0002,0.0002,0.0017,0.0175,0.0007,0.0042,0.0009,0.0028,0.0016,0.0013,0.0011,0.0006,0.0004,0.0006,0.0007,0.0017,0.0006,0.0003,0,0.0103,0.0005,0.0005,0.0006,0.0013,0.0013,0.0005,0.0008,0.0009,0,0.0013,0.0006,0.0005,0.0006,0.0005,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6097,12/31/07,0.0515,0.1624,0.0295,0.072,0.0664,0.0557,0.0605,0.0768,0.0817,0.0818,0.075,0.0565,0.0311,0.0291,0.07,0.8507,0.0386,0.1411,0.0228,0.0507,0.0508,0.0411,0.0476,0.0653,0.0726,0.0753,0.0704,0.0537,0.0302,0.0265,0.0639,0.1055,0.0108,0.0156,0.0043,0.0156,0.0093,0.0101,0.0093,0.0065,0.0062,0.0054,0.0038,0.0017,0.0005,0.0023,0.0041,0.0292,0.0008,0.0033,0.0023,0.0034,0.0055,0.0027,0.0019,0.0036,0.0023,0.0005,0.0007,0.0002,0.0004,0.0004,0.0012,0.0087,0.0011,0.0008,0,0.002,0.0004,0.0005,0.0011,0.001,0.0005,0.0002,0.0002,0.0008,0,0,0.0002,0.0059,0.0002,0.0016,0.0001,0.0003,0.0004,0.0013,0.0006,0.0002,0.0001,0.0004,0,0.0001,0,0,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6099,12/31/07,0.0665,0.2101,0.0329,0.0752,0.082,0.0703,0.0698,0.0685,0.0697,0.0616,0.052,0.0371,0.0288,0.0252,0.0504,0.822,0.051,0.1766,0.0238,0.0536,0.058,0.0535,0.0543,0.0599,0.0596,0.0551,0.0478,0.0344,0.0252,0.0233,0.0459,0.1271,0.0115,0.0276,0.0047,0.0162,0.0154,0.0119,0.0102,0.0065,0.0081,0.0042,0.0019,0.0018,0.0033,0.0016,0.0021,0.0318,0.002,0.0038,0.0031,0.0039,0.0064,0.003,0.0028,0.0011,0.0009,0.0018,0.0011,0.0001,0,0.0001,0.0017,0.0135,0.0018,0.0014,0.0011,0.0013,0.0017,0.0009,0.0015,0.0007,0.0008,0.0003,0.0009,0.0002,0.0002,0.0002,0.0006,0.0055,0.0001,0.0007,0.0003,0.0002,0.0005,0.001,0.0009,0.0003,0.0002,0.0001,0.0003,0.0006,0.0002,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6107,12/31/07,0.0774,0.2284,0.0327,0.0799,0.0849,0.0686,0.0713,0.0565,0.064,0.0569,0.0468,0.0362,0.0271,0.0231,0.0463,0.8686,0.0666,0.2004,0.0275,0.0623,0.0681,0.0577,0.0623,0.0515,0.0573,0.05,0.0413,0.0337,0.0252,0.0221,0.0426,0.0903,0.0085,0.0196,0.0044,0.0107,0.0114,0.0058,0.0062,0.0036,0.0059,0.0052,0.0038,0.0018,0.0005,0.0003,0.0026,0.0255,0.0014,0.0062,0.0009,0.0032,0.0042,0.0019,0.0018,0.0007,0.0005,0.0013,0.0015,0.0005,0.0006,0,0.0009,0.0092,0.0009,0.0013,0,0.0011,0.0011,0.0023,0.0009,0.0003,0.0002,0,0.0001,0,0.0008,0.0001,0.0001,0.0065,0,0.0008,0,0.0025,0.0001,0.0009,0.0001,0.0004,0.0001,0.0004,0,0.0002,0,0.0007,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6111,12/31/07,0.0596,0.1921,0.0315,0.0733,0.0663,0.0615,0.0733,0.0703,0.0794,0.072,0.0604,0.0471,0.0345,0.0254,0.0533,0.8784,0.0506,0.1704,0.0278,0.0569,0.0499,0.0508,0.0618,0.0608,0.0738,0.0668,0.0581,0.0445,0.0324,0.0242,0.0497,0.0721,0.0051,0.0162,0.0014,0.0082,0.0091,0.0075,0.0063,0.0058,0.0035,0.0032,0.0009,0.0014,0.0012,0.0006,0.0017,0.0298,0.0021,0.004,0.0012,0.0047,0.0033,0.0017,0.004,0.0029,0.0016,0.0012,0.0005,0.0006,0.0006,0.0002,0.0011,0.0113,0.0014,0.0005,0.0008,0.0022,0.0022,0.0009,0.0005,0.0006,0.0004,0.0005,0.0003,0.0005,0,0.0002,0.0003,0.0084,0.0004,0.001,0.0003,0.0012,0.0018,0.0005,0.0009,0.0002,0.0001,0.0003,0.0006,0,0.0004,0.0002,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6113,12/31/07,0.0528,0.1674,0.0501,0.1358,0.0863,0.0707,0.0649,0.0623,0.0666,0.0609,0.0505,0.0386,0.0327,0.0166,0.0438,0.7856,0.045,0.1407,0.0163,0.0838,0.0621,0.0527,0.0535,0.0535,0.0614,0.0542,0.0451,0.0354,0.0306,0.0157,0.0357,0.1002,0.0036,0.0167,0.003,0.0347,0.0089,0.0086,0.0059,0.0047,0.0033,0.004,0.0011,0.0019,0.001,0.0008,0.002,0.0928,0.0028,0.0089,0.0285,0.0137,0.0097,0.0073,0.0035,0.0036,0.0016,0.0023,0.004,0.001,0.0007,0,0.0052,0.012,0.0007,0,0.0018,0.0019,0.003,0.0007,0.0016,0,0,0.0003,0.0003,0.0003,0.0003,0,0.001,0.0095,0.0008,0.0011,0.0005,0.0018,0.0026,0.0014,0.0005,0.0004,0.0002,0.0002,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,12/31/08,0.0564,0.1689,0.0285,0.0694,0.0631,0.0708,0.0815,0.0798,0.0818,0.0744,0.0654,0.0493,0.033,0.0256,0.052,0.8493,0.0438,0.1503,0.02,0.0488,0.0438,0.0548,0.0674,0.071,0.0724,0.0674,0.0606,0.046,0.0307,0.024,0.0482,0.0838,0.0079,0.011,0.0027,0.0123,0.0103,0.0081,0.007,0.0053,0.0057,0.0042,0.0032,0.0014,0.0011,0.001,0.0025,0.0433,0.0037,0.0052,0.0048,0.0047,0.0068,0.0054,0.004,0.002,0.0018,0.0017,0.0008,0.0008,0.0004,0.0003,0.0008,0.0136,0.0004,0.0012,0.0007,0.0027,0.0014,0.001,0.0016,0.001,0.0014,0.0007,0.0006,0.0003,0.0001,0.0001,0.0002,0.01,0.0007,0.0012,0.0003,0.0009,0.0008,0.0014,0.0014,0.0004,0.0005,0.0004,0.0001,0.0007,0.0006,0.0002,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6007,12/31/08,0.0421,0.1552,0.0394,0.122,0.0854,0.056,0.051,0.0606,0.0612,0.0668,0.0577,0.051,0.0419,0.0295,0.0803,0.7779,0.0318,0.1307,0.0204,0.0576,0.0505,0.0422,0.0448,0.0489,0.0526,0.06,0.052,0.046,0.0392,0.026,0.0752,0.1505,0.0059,0.0184,0.0072,0.0447,0.0266,0.0097,0.0039,0.0104,0.0057,0.0041,0.0044,0.003,0.0017,0.002,0.0029,0.0523,0.0022,0.0054,0.01,0.0148,0.0057,0.0029,0.002,0.0009,0.0014,0.0023,0.0011,0.0012,0.0008,0.0008,0.0008,0.0168,0.0022,0.0007,0.0017,0.0043,0.0027,0.0003,0.0002,0.0003,0.0012,0.0004,0,0.0008,0.0002,0.0005,0.0013,0.0024,0,0,0,0.0007,0,0.001,0,0,0.0003,0,0.0002,0,0,0.0002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6013,12/31/08,0.0523,0.1799,0.0278,0.0671,0.0658,0.0603,0.0663,0.0763,0.0816,0.0771,0.0699,0.054,0.0379,0.0276,0.0562,0.856,0.0416,0.1552,0.0225,0.0481,0.0492,0.0456,0.0551,0.0662,0.0733,0.0702,0.0654,0.0504,0.0353,0.0259,0.052,0.0889,0.0069,0.0183,0.0023,0.0091,0.0103,0.0096,0.0071,0.0066,0.005,0.004,0.0032,0.0015,0.0014,0.0009,0.0028,0.0316,0.0022,0.0031,0.0016,0.0053,0.0041,0.0032,0.0032,0.0019,0.0014,0.0017,0.001,0.0014,0.0004,0.0005,0.0007,0.0134,0.0014,0.0012,0.0005,0.0029,0.0013,0.0014,0.0005,0.0007,0.0014,0.0009,0.0001,0.0004,0.0002,0.0001,0.0004,0.0101,0.0002,0.0021,0.0009,0.0018,0.0009,0.0006,0.0004,0.0009,0.0006,0.0003,0.0003,0.0003,0.0005,0.0002,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,12/31/08,0.0726,0.2119,0.0343,0.0831,0.0861,0.0679,0.069,0.0619,0.0649,0.0594,0.0482,0.0403,0.029,0.0223,0.0489,0.835,0.059,0.1837,0.0267,0.0578,0.0631,0.0551,0.058,0.0533,0.0568,0.0509,0.0435,0.0361,0.0267,0.0207,0.0436,0.122,0.0099,0.0229,0.0053,0.0194,0.0169,0.0093,0.0078,0.0064,0.0056,0.0055,0.0031,0.0033,0.0018,0.0011,0.0036,0.0254,0.0023,0.0029,0.0014,0.0031,0.0036,0.0024,0.0021,0.0013,0.0012,0.0022,0.0007,0.0006,0.0003,0.0002,0.0011,0.0083,0.0007,0.0013,0.0006,0.0013,0.0015,0.0007,0.0003,0.0004,0.0004,0.0001,0.0004,0.0001,0.0001,0.0003,0.0004,0.0092,0.0006,0.0011,0.0004,0.0015,0.001,0.0005,0.0009,0.0005,0.0009,0.0007,0.0005,0.0003,0.0001,0,0.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6023,12/31/08,0.0476,0.1454,0.0336,0.1021,0.0925,0.0628,0.0593,0.0636,0.0653,0.0713,0.0738,0.0546,0.0395,0.0249,0.0637,0.8371,0.0402,0.1286,0.0128,0.0681,0.0678,0.053,0.0508,0.0566,0.0562,0.062,0.0675,0.0518,0.0387,0.0243,0.0585,0.0978,0.0054,0.0119,0.007,0.02,0.0142,0.0063,0.0046,0.007,0.0058,0.005,0.0032,0.0016,0.0007,0.0006,0.0046,0.0415,0.0007,0.0014,0.011,0.012,0.0078,0.0019,0.0016,0,0.0016,0.0026,0.0009,0,0,0,0,0.019,0.0013,0.002,0.0018,0.0017,0.0012,0.0015,0.0022,0,0.0017,0.0018,0.0022,0.0012,0,0,0.0005,0.0046,0,0.0016,0.001,0.0003,0.0015,0,0.0002,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6029,12/31/08,0.0738,0.2118,0.0322,0.0792,0.0945,0.0747,0.0675,0.0696,0.0662,0.059,0.0444,0.0361,0.0285,0.0219,0.0406,0.796,0.0544,0.181,0.0228,0.0507,0.0609,0.0564,0.0493,0.0561,0.0569,0.0507,0.0399,0.0327,0.0258,0.0205,0.0378,0.1284,0.015,0.025,0.0066,0.015,0.0179,0.0119,0.0109,0.0072,0.0059,0.0041,0.0026,0.0016,0.0018,0.001,0.0018,0.0517,0.0032,0.0038,0.0017,0.0091,0.0112,0.0048,0.0046,0.0039,0.0025,0.0031,0.0011,0.0013,0.0005,0.0003,0.0007,0.0178,0.0009,0.0017,0.0007,0.0026,0.0038,0.0013,0.0021,0.002,0.0008,0.0007,0.0005,0.0003,0.0003,0,0.0001,0.0062,0.0003,0.0003,0.0004,0.0018,0.0007,0.0003,0.0006,0.0005,0.0001,0.0004,0.0002,0.0002,0.0002,0.0001,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031,12/31/08,0.0684,0.1896,0.0325,0.0901,0.1005,0.0932,0.1013,0.0641,0.0652,0.0503,0.0366,0.0298,0.0226,0.0209,0.0347,0.7733,0.0508,0.1471,0.0221,0.0571,0.0665,0.0609,0.0811,0.0544,0.0575,0.0428,0.0344,0.027,0.018,0.0206,0.033,0.1071,0.0085,0.032,0.0051,0.0117,0.0107,0.015,0.0077,0.0047,0.0036,0.0029,0.001,0.0018,0.0014,0,0.001,0.0655,0.0035,0.0039,0.0006,0.0114,0.012,0.0117,0.008,0.0039,0.0035,0.0034,0.0011,0.001,0.0011,0,0.0007,0.0414,0.0047,0.0057,0.0041,0.0073,0.0077,0.0049,0.0035,0.0008,0.0006,0.0009,0.0001,0.0001,0.0006,0.0004,0,0.0127,0.001,0.001,0.0006,0.0026,0.0036,0.0008,0.001,0.0003,0,0.0003,0,0,0.0016,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,12/31/08,0.0581,0.189,0.0327,0.0744,0.0699,0.0705,0.0789,0.0764,0.0752,0.0674,0.0553,0.0435,0.0315,0.0253,0.0518,0.8783,0.0499,0.1702,0.0267,0.0573,0.0544,0.0582,0.0685,0.0684,0.0687,0.0618,0.0514,0.0407,0.0297,0.0239,0.0486,0.0924,0.0067,0.0157,0.0038,0.0118,0.0113,0.0094,0.0082,0.0063,0.0051,0.0043,0.003,0.0019,0.0014,0.0011,0.0024,0.0121,0.0007,0.0012,0.0013,0.0023,0.0017,0.001,0.0009,0.0007,0.0006,0.0005,0.0004,0.0003,0.0002,0.0001,0.0003,0.0096,0.0005,0.0009,0.0006,0.002,0.0015,0.0011,0.0006,0.0006,0.0004,0.0004,0.0003,0.0003,0.0001,0.0001,0.0002,0.0075,0.0004,0.001,0.0003,0.0011,0.001,0.0008,0.0006,0.0004,0.0003,0.0004,0.0003,0.0004,0.0002,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6041,12/31/08,0.0449,0.1403,0.0236,0.0566,0.0468,0.0432,0.0714,0.0727,0.0855,0.0913,0.0896,0.0702,0.0571,0.0321,0.0745,0.8721,0.0364,0.1292,0.0209,0.0403,0.0291,0.0318,0.0554,0.0617,0.078,0.0821,0.0853,0.0668,0.055,0.0306,0.0696,0.0608,0.0029,0.0086,0.0024,0.0048,0.0089,0.0036,0.0073,0.0056,0.0036,0.004,0.0029,0.0021,0.0017,0.0006,0.0021,0.0443,0.0048,0.0018,0.0003,0.0055,0.0037,0.0063,0.007,0.0043,0.0026,0.0032,0.0009,0.0005,0.0004,0.001,0.002,0.0177,0.0007,0.0005,0,0.005,0.003,0.0015,0.0014,0.0012,0.0014,0.0011,0.0002,0.0009,0,0,0.0006,0.0051,0,0.0002,0,0.001,0.0021,0,0.0003,0,0,0.0009,0.0003,0,0,0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6047,12/31/08,0.0697,0.2301,0.0342,0.0808,0.0804,0.0678,0.0686,0.0663,0.0617,0.0572,0.0456,0.0372,0.0338,0.0224,0.0441,0.8116,0.0492,0.1883,0.0295,0.0529,0.0579,0.0522,0.0504,0.0574,0.0554,0.0479,0.0425,0.0333,0.033,0.0206,0.041,0.1302,0.0158,0.0243,0.0034,0.0258,0.0146,0.0106,0.0104,0.005,0.0053,0.0086,0.0014,0.0025,0.0003,0.0009,0.0012,0.0371,0.0035,0.0104,0.0008,0.0011,0.0057,0.0026,0.0043,0.0021,0.0006,0.0007,0.0013,0.0014,0.0005,0.0009,0.0012,0.0138,0.0004,0.0047,0.0004,0.0007,0.0008,0.0023,0.0027,0.0007,0,0,0.0003,0,0,0,0.0007,0.0073,0.0008,0.0024,0,0.0004,0.0014,0,0.0008,0.0011,0.0004,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6053,12/31/08,0.0723,0.189,0.0343,0.0817,0.0817,0.0709,0.0702,0.0669,0.0676,0.0663,0.0525,0.0434,0.0294,0.023,0.0508,0.83,0.0576,0.1628,0.0224,0.0591,0.057,0.053,0.0556,0.0562,0.0595,0.0597,0.0496,0.0397,0.0276,0.0218,0.0483,0.1025,0.0097,0.0188,0.0056,0.0137,0.0151,0.011,0.0061,0.0076,0.0047,0.0043,0.0012,0.0023,0.0007,0.0005,0.0013,0.0327,0.0015,0.0016,0.004,0.0047,0.005,0.0025,0.0047,0.0018,0.0017,0.0016,0.0009,0.0009,0.0007,0.0004,0.0009,0.0285,0.0035,0.0051,0.0017,0.0042,0.0039,0.0027,0.0026,0.0012,0.0013,0.0008,0.0007,0.0003,0.0002,0,0.0004,0.0063,0.0001,0.0008,0.0006,0,0.0006,0.0017,0.0012,0.0002,0.0004,0,0.0001,0.0002,0,0.0003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6059,12/31/08,0.0569,0.1861,0.03,0.07,0.0672,0.0662,0.0781,0.0782,0.0787,0.0691,0.0569,0.0472,0.0361,0.0255,0.0539,0.8566,0.0463,0.1641,0.0223,0.0504,0.05,0.0519,0.0658,0.0678,0.0702,0.0632,0.0527,0.0442,0.0341,0.0235,0.0501,0.0996,0.0079,0.0162,0.0044,0.0131,0.012,0.0093,0.0091,0.008,0.006,0.0041,0.0031,0.0017,0.0014,0.001,0.0023,0.0249,0.0019,0.0032,0.0024,0.0036,0.0027,0.0031,0.002,0.0013,0.001,0.0012,0.0004,0.0006,0.0003,0.0004,0.0008,0.0103,0.0004,0.0015,0.0006,0.0013,0.0012,0.0009,0.0008,0.0006,0.001,0.0004,0.0005,0.0003,0.0001,0.0002,0.0004,0.0086,0.0004,0.001,0.0004,0.0015,0.0012,0.001,0.0005,0.0006,0.0005,0.0002,0.0002,0.0003,0.0002,0.0004,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6061,12/31/08,0.0498,0.1607,0.0273,0.0648,0.0868,0.0667,0.0617,0.0755,0.0777,0.069,0.058,0.0488,0.0422,0.0332,0.0778,0.8404,0.039,0.1409,0.0205,0.0381,0.0589,0.0474,0.052,0.0671,0.0713,0.0625,0.0542,0.0461,0.039,0.0305,0.0729,0.0828,0.0052,0.0131,0.002,0.0168,0.0134,0.0098,0.0045,0.0051,0.0035,0.0028,0.0022,0.0008,0.0007,0.0004,0.0026,0.0636,0.0053,0.0051,0.0043,0.008,0.012,0.0083,0.0048,0.0024,0.0016,0.003,0.0015,0.0019,0.0018,0.0019,0.0017,0.0094,0,0.0008,0.0002,0.0017,0.0022,0.001,0.0005,0.0007,0.0013,0.0003,0.0001,0,0.0001,0.0002,0.0004,0.0039,0.0003,0.0008,0.0003,0.0003,0.0003,0.0004,0,0.0002,0,0.0003,0,0,0.0006,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6065,12/31/08,0.0654,0.2008,0.0302,0.0742,0.0941,0.0771,0.0678,0.0705,0.0667,0.0573,0.0433,0.0358,0.0301,0.0253,0.0615,0.8292,0.0522,0.1692,0.0238,0.0529,0.0665,0.0607,0.0564,0.0605,0.0581,0.0509,0.0394,0.0323,0.0268,0.0231,0.0566,0.1146,0.0102,0.0242,0.0043,0.0139,0.0181,0.0111,0.0072,0.0065,0.006,0.004,0.0026,0.0015,0.0019,0.0011,0.0019,0.0379,0.0019,0.0051,0.0015,0.0053,0.0071,0.0032,0.003,0.0029,0.0019,0.0015,0.0006,0.0012,0.0008,0.0004,0.0016,0.0112,0.0008,0.001,0.0003,0.0015,0.0018,0.0013,0.0006,0.0003,0.0004,0.0004,0.0004,0.0006,0.0005,0.0003,0.001,0.007,0.0003,0.0013,0.0003,0.0006,0.0007,0.0009,0.0006,0.0002,0.0003,0.0005,0.0004,0.0002,0.0002,0.0003,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6067,12/31/08,0.0629,0.1875,0.0277,0.0682,0.083,0.0727,0.072,0.0718,0.0732,0.0666,0.0549,0.0447,0.0329,0.0258,0.0561,0.7859,0.0452,0.1495,0.0197,0.0387,0.0505,0.0508,0.0582,0.0579,0.0604,0.0581,0.0492,0.0412,0.0311,0.0238,0.0517,0.157,0.0139,0.0311,0.006,0.0192,0.0224,0.0165,0.0099,0.0101,0.0101,0.0064,0.0039,0.0026,0.0012,0.0009,0.0027,0.038,0.0028,0.0051,0.0015,0.0067,0.0072,0.0031,0.0029,0.0025,0.0019,0.0013,0.0011,0.0005,0.0003,0.0004,0.0009,0.0117,0.0008,0.001,0.0003,0.0017,0.0021,0.0015,0.0006,0.0009,0.0005,0.0005,0.0003,0.0002,0.0001,0.0005,0.0006,0.0074,0.0002,0.0007,0.0002,0.0019,0.0008,0.0008,0.0004,0.0005,0.0004,0.0003,0.0004,0.0002,0.0002,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,12/31/08,0.0682,0.2143,0.0346,0.0809,0.0871,0.0725,0.0721,0.0679,0.0698,0.062,0.048,0.0371,0.0246,0.0224,0.0385,0.8265,0.0529,0.1781,0.0269,0.0583,0.0627,0.0561,0.0595,0.0586,0.0606,0.0544,0.0442,0.0345,0.0234,0.0213,0.035,0.1177,0.0115,0.0279,0.0051,0.0133,0.015,0.0112,0.0087,0.006,0.0067,0.005,0.0022,0.0013,0.0009,0.0006,0.0022,0.0351,0.0025,0.0057,0.0014,0.0053,0.0058,0.0032,0.0024,0.0021,0.002,0.0018,0.0007,0.0008,0.0003,0.0003,0.001,0.0138,0.0011,0.0017,0.001,0.0028,0.0026,0.0011,0.0006,0.0008,0.0002,0.0005,0.0004,0.0003,0,0.0002,0.0002,0.007,0.0002,0.001,0.0002,0.0012,0.0009,0.0011,0.0009,0.0004,0.0003,0.0002,0.0005,0.0001,0,0,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6073,12/31/08,0.0621,0.1751,0.0351,0.0846,0.0749,0.0724,0.0743,0.0705,0.0735,0.0669,0.0539,0.0427,0.0315,0.024,0.0584,0.8204,0.0496,0.1516,0.0229,0.0505,0.0495,0.0558,0.0599,0.0598,0.0659,0.0594,0.0499,0.039,0.0292,0.0227,0.0544,0.1202,0.0089,0.0169,0.0055,0.0211,0.017,0.0119,0.01,0.0077,0.0053,0.0053,0.0029,0.0023,0.0015,0.001,0.0028,0.0231,0.0015,0.0026,0.0038,0.0042,0.0029,0.0017,0.0016,0.0012,0.0007,0.001,0.0005,0.0004,0.0002,0.0001,0.0008,0.0246,0.0016,0.0028,0.0024,0.0059,0.0036,0.0018,0.0018,0.0009,0.001,0.0009,0.0004,0.0007,0.0004,0.0002,0.0003,0.0117,0.0004,0.0012,0.0006,0.0029,0.0018,0.0013,0.0009,0.0008,0.0006,0.0003,0.0002,0.0003,0.0002,0.0001,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
