GeoID,Date,With a mortgage:,With a mortgage: - Less than 2.0,With a mortgage: - 2.0 to 2.9,With a mortgage: - 3.0 to 3.9,With a mortgage: - 4.0 or more,With a mortgage: - Not computed,Not mortgaged:,Not mortgaged: - Less than 2.0,Not mortgaged: - 2.0 to 2.9,Not mortgaged: - 3.0 to 3.9,Not mortgaged: - 4.0 or more,Not mortgaged: - Not computed
6077,31/12/2009,0.7663,0.2025,0.2060,0.1246,0.2290,0.0042,0.2337,0.0698,0.0275,0.0270,0.1082,0.0011
6079,31/12/2009,0.6898,0.0393,0.0882,0.0918,0.4680,0.0025,0.3102,0.0342,0.0204,0.0160,0.2350,0.0045
6081,31/12/2009,0.7559,0.0236,0.0706,0.1190,0.5410,0.0018,0.2441,0.0187,0.0113,0.0136,0.1980,0.0025
6083,31/12/2009,0.6909,0.0605,0.0823,0.0868,0.4562,0.0050,0.3091,0.0324,0.0256,0.0246,0.2246,0.0018
6085,31/12/2009,0.7598,0.0471,0.0919,0.1271,0.4908,0.0028,0.2402,0.0270,0.0171,0.0172,0.1767,0.0022
6087,31/12/2009,0.7103,0.0401,0.0773,0.0897,0.5022,0.0010,0.2897,0.0381,0.0177,0.0205,0.2068,0.0067
6089,31/12/2009,0.6488,0.0826,0.1326,0.1125,0.3197,0.0014,0.3512,0.0857,0.0382,0.0324,0.1886,0.0063
6095,31/12/2009,0.7971,0.1510,0.2276,0.1292,0.2863,0.0031,0.2029,0.0507,0.0245,0.0261,0.1016,0.0000
6097,31/12/2009,0.7383,0.0531,0.1055,0.1361,0.4419,0.0017,0.2617,0.0411,0.0211,0.0223,0.1748,0.0023
6099,31/12/2009,0.7264,0.2220,0.1767,0.1254,0.2015,0.0008,0.2736,0.0789,0.0379,0.0360,0.1196,0.0013
6101,31/12/2009,0.7606,0.1582,0.2055,0.1416,0.2497,0.0055,0.2394,0.0832,0.0241,0.0276,0.1008,0.0037
6107,31/12/2009,0.7486,0.1799,0.1865,0.1163,0.2646,0.0013,0.2514,0.0708,0.0301,0.0248,0.1245,0.0011
6111,31/12/2009,0.7929,0.0568,0.1208,0.1481,0.4660,0.0012,0.2071,0.0187,0.0176,0.0191,0.1500,0.0017
6113,31/12/2009,0.7582,0.0994,0.1573,0.1590,0.3411,0.0014,0.2418,0.0689,0.0259,0.0265,0.1171,0.0034
6115,31/12/2009,0.7160,0.2025,0.1381,0.1476,0.2236,0.0042,0.2840,0.0443,0.0730,0.0413,0.1215,0.0039
6001,31/12/2010,0.7696,0.0689,0.1267,0.1424,0.4261,0.0055,0.2304,0.0211,0.0211,0.0215,0.1647,0.0020
6007,31/12/2010,0.6438,0.1211,0.1564,0.0993,0.2599,0.0072,0.3562,0.0947,0.0282,0.0386,0.1894,0.0053
6013,31/12/2010,0.7849,0.1229,0.1537,0.1383,0.3674,0.0027,0.2151,0.0288,0.0226,0.0214,0.1410,0.0013
6017,31/12/2010,0.7533,0.0712,0.1740,0.1300,0.3781,0.0000,0.2467,0.0457,0.0287,0.0250,0.1473,0.0000
6019,31/12/2010,0.7393,0.2071,0.1692,0.1206,0.2361,0.0062,0.2607,0.0607,0.0449,0.0353,0.1169,0.0030
6023,31/12/2010,0.6331,0.0661,0.0757,0.1063,0.3792,0.0059,0.3669,0.0503,0.0521,0.0416,0.2213,0.0017
6025,31/12/2010,0.6817,0.2617,0.2041,0.0862,0.1297,0.0000,0.3183,0.1169,0.0378,0.0338,0.1297,0.0000
6029,31/12/2010,0.7235,0.2834,0.1704,0.0990,0.1693,0.0014,0.2765,0.1067,0.0455,0.0276,0.0915,0.0052
6031,31/12/2010,0.7242,0.2382,0.2013,0.1209,0.1594,0.0045,0.2758,0.0633,0.0530,0.0332,0.1196,0.0067
6033,31/12/2010,0.6425,0.1343,0.1404,0.0734,0.2905,0.0039,0.3575,0.0826,0.0636,0.0453,0.1661,0.0000
6037,31/12/2010,0.7700,0.0678,0.1221,0.1248,0.4506,0.0047,0.2300,0.0246,0.0179,0.0200,0.1641,0.0034
6039,31/12/2010,0.7490,0.2053,0.1633,0.1159,0.2645,0.0000,0.2510,0.0567,0.0257,0.0308,0.1331,0.0048
6041,31/12/2010,0.7528,0.0337,0.0863,0.1128,0.5153,0.0047,0.2472,0.0232,0.0048,0.0195,0.1922,0.0075
6045,31/12/2010,0.5422,0.0296,0.0582,0.0704,0.3840,0.0000,0.4578,0.0886,0.0477,0.0376,0.2785,0.0054
6047,31/12/2010,0.7385,0.3233,0.1582,0.0705,0.1785,0.0080,0.2615,0.0829,0.0344,0.0270,0.1147,0.0024
6053,31/12/2010,0.7045,0.1050,0.1265,0.0986,0.3717,0.0026,0.2955,0.0572,0.0186,0.0218,0.1939,0.0039
6055,31/12/2010,0.7078,0.0664,0.1105,0.1326,0.3983,0.0000,0.2922,0.0427,0.0430,0.0139,0.1907,0.0018
6057,31/12/2010,0.6886,0.0456,0.1463,0.1220,0.3725,0.0022,0.3114,0.0546,0.0328,0.0179,0.2044,0.0017
6059,31/12/2010,0.7601,0.0527,0.1046,0.1326,0.4671,0.0031,0.2399,0.0306,0.0210,0.0195,0.1665,0.0023
6061,31/12/2010,0.7618,0.0975,0.1854,0.1367,0.3399,0.0023,0.2382,0.0286,0.0261,0.0251,0.1573,0.0011
6065,31/12/2010,0.7622,0.1819,0.1910,0.1306,0.2544,0.0043,0.2378,0.0705,0.0291,0.0265,0.1089,0.0027
6067,31/12/2010,0.7667,0.1766,0.2104,0.1362,0.2402,0.0033,0.2333,0.0519,0.0351,0.0346,0.1088,0.0029
6071,31/12/2010,0.7676,0.1937,0.1787,0.1351,0.2552,0.0050,0.2324,0.0655,0.0341,0.0309,0.0968,0.0051
6073,31/12/2010,0.7666,0.0687,0.1327,0.1388,0.4156,0.0108,0.2334,0.0374,0.0198,0.0214,0.1514,0.0033
6075,31/12/2010,0.6896,0.0282,0.0677,0.0932,0.4966,0.0038,0.3104,0.0185,0.0102,0.0188,0.2577,0.0052
6077,31/12/2010,0.7784,0.2361,0.1970,0.1308,0.2122,0.0023,0.2216,0.0619,0.0292,0.0261,0.1017,0.0027
6079,31/12/2010,0.6887,0.0513,0.0794,0.0993,0.4555,0.0031,0.3113,0.0393,0.0213,0.0239,0.2249,0.0020
6081,31/12/2010,0.7479,0.0359,0.0676,0.1042,0.5364,0.0038,0.2521,0.0140,0.0119,0.0117,0.2109,0.0036
6083,31/12/2010,0.6915,0.0687,0.1269,0.0877,0.4081,0.0000,0.3085,0.0444,0.0211,0.0259,0.2146,0.0026
6085,31/12/2010,0.7473,0.0528,0.0963,0.1323,0.4631,0.0027,0.2527,0.0290,0.0183,0.0197,0.1812,0.0045
6087,31/12/2010,0.7242,0.0375,0.0935,0.0930,0.4979,0.0022,0.2758,0.0243,0.0191,0.0255,0.2022,0.0047
6089,31/12/2010,0.6583,0.0950,0.1540,0.0978,0.3057,0.0056,0.3417,0.0930,0.0252,0.0367,0.1841,0.0027
6095,31/12/2010,0.7710,0.1817,0.1989,0.1396,0.2494,0.0015,0.2290,0.0460,0.0326,0.0414,0.1086,0.0005
6097,31/12/2010,0.7096,0.0611,0.1084,0.1338,0.4006,0.0057,0.2904,0.0420,0.0250,0.0248,0.1954,0.0032
6099,31/12/2010,0.7553,0.2614,0.1959,0.0949,0.2004,0.0026,0.2447,0.0746,0.0286,0.0318,0.1062,0.0035
6101,31/12/2010,0.7059,0.1751,0.1796,0.1145,0.2352,0.0014,0.2941,0.0736,0.0428,0.0358,0.1377,0.0042
6107,31/12/2010,0.7167,0.2206,0.1662,0.1018,0.2249,0.0032,0.2833,0.0828,0.0399,0.0389,0.1173,0.0044
6111,31/12/2010,0.7603,0.0645,0.1449,0.1410,0.4064,0.0035,0.2397,0.0327,0.0192,0.0244,0.1592,0.0042
6113,31/12/2010,0.7240,0.1373,0.1695,0.1462,0.2711,0.0000,0.2760,0.0587,0.0242,0.0339,0.1545,0.0048
6115,31/12/2010,0.7263,0.2662,0.1710,0.1117,0.1773,0.0000,0.2737,0.0964,0.0217,0.0022,0.1472,0.0062
6001,31/12/2011,0.7700,0.0793,0.1406,0.1533,0.3945,0.0023,0.2300,0.0247,0.0218,0.0247,0.1556,0.0033
6007,31/12/2011,0.6546,0.1357,0.1403,0.0900,0.2820,0.0066,0.3454,0.0870,0.0404,0.0480,0.1684,0.0016
6013,31/12/2011,0.7734,0.1310,0.1834,0.1320,0.3235,0.0035,0.2266,0.0299,0.0232,0.0246,0.1478,0.0012
6017,31/12/2011,0.7396,0.1253,0.1437,0.1297,0.3378,0.0031,0.2604,0.0403,0.0348,0.0273,0.1494,0.0086
6019,31/12/2011,0.7367,0.2254,0.2077,0.1011,0.1990,0.0037,0.2633,0.0751,0.0411,0.0333,0.1099,0.0039
6023,31/12/2011,0.6016,0.0816,0.0902,0.1128,0.3134,0.0037,0.3984,0.0559,0.0276,0.0356,0.2774,0.0019
6025,31/12/2011,0.7127,0.3371,0.1630,0.0626,0.1392,0.0107,0.2873,0.1531,0.0566,0.0239,0.0515,0.0023
6029,31/12/2011,0.7227,0.2973,0.1733,0.0858,0.1609,0.0055,0.2773,0.1082,0.0463,0.0283,0.0907,0.0038
6031,31/12/2011,0.7438,0.3032,0.1849,0.0996,0.1519,0.0042,0.2562,0.1121,0.0490,0.0191,0.0714,0.0046
6033,31/12/2011,0.5852,0.1595,0.1096,0.0583,0.2542,0.0037,0.4148,0.1201,0.0617,0.0537,0.1792,0.0000
6037,31/12/2011,0.7604,0.0774,0.1233,0.1285,0.4268,0.0044,0.2396,0.0296,0.0194,0.0198,0.1674,0.0034
6039,31/12/2011,0.6640,0.1913,0.1487,0.0957,0.2114,0.0170,0.3360,0.1026,0.0317,0.0459,0.1537,0.0021
6041,31/12/2011,0.7191,0.0364,0.0822,0.0934,0.5010,0.0061,0.2809,0.0313,0.0155,0.0225,0.2080,0.0035
6045,31/12/2011,0.5489,0.0537,0.0835,0.0744,0.3373,0.0000,0.4511,0.0947,0.0589,0.0380,0.2443,0.0151
6047,31/12/2011,0.7234,0.3047,0.1687,0.0773,0.1633,0.0094,0.2766,0.0994,0.0412,0.0280,0.1024,0.0056
6053,31/12/2011,0.7141,0.1408,0.1136,0.1273,0.3282,0.0041,0.2859,0.0498,0.0250,0.0329,0.1758,0.0024
6055,31/12/2011,0.7078,0.0897,0.1140,0.1133,0.3853,0.0055,0.2922,0.0533,0.0366,0.0163,0.1846,0.0014
6057,31/12/2011,0.7150,0.0854,0.1052,0.1565,0.3618,0.0062,0.2850,0.0496,0.0279,0.0194,0.1820,0.0061
6059,31/12/2011,0.7617,0.0664,0.1188,0.1320,0.4404,0.0042,0.2383,0.0278,0.0210,0.0220,0.1638,0.0037
6061,31/12/2011,0.7483,0.1435,0.1931,0.1353,0.2718,0.0046,0.2517,0.0374,0.0245,0.0246,0.1614,0.0038
6065,31/12/2011,0.7480,0.1893,0.1878,0.1297,0.2368,0.0044,0.2520,0.0761,0.0326,0.0278,0.1122,0.0033
6067,31/12/2011,0.7584,0.2169,0.2051,0.1185,0.2142,0.0038,0.2416,0.0619,0.0340,0.0269,0.1161,0.0027
6071,31/12/2011,0.7669,0.2146,0.1900,0.1177,0.2351,0.0096,0.2331,0.0770,0.0309,0.0243,0.0944,0.0064
6073,31/12/2011,0.7561,0.0754,0.1385,0.1412,0.3848,0.0161,0.2439,0.0396,0.0257,0.0197,0.1556,0.0032
6075,31/12/2011,0.7083,0.0365,0.0769,0.1009,0.4913,0.0026,0.2917,0.0140,0.0138,0.0170,0.2431,0.0039
6077,31/12/2011,0.7419,0.2424,0.1951,0.1014,0.1973,0.0057,0.2581,0.0730,0.0338,0.0321,0.1165,0.0029
6079,31/12/2011,0.6622,0.0480,0.0983,0.1032,0.4106,0.0021,0.3378,0.0600,0.0275,0.0209,0.2267,0.0027
6081,31/12/2011,0.7374,0.0450,0.0822,0.1198,0.4873,0.0030,0.2626,0.0150,0.0128,0.0173,0.2152,0.0024
6083,31/12/2011,0.6937,0.0814,0.1099,0.1030,0.3924,0.0070,0.3063,0.0497,0.0358,0.0243,0.1930,0.0035
6085,31/12/2011,0.7486,0.0634,0.1110,0.1332,0.4376,0.0034,0.2514,0.0278,0.0174,0.0208,0.1835,0.0019
6087,31/12/2011,0.7066,0.0402,0.1180,0.1152,0.4282,0.0049,0.2934,0.0257,0.0177,0.0320,0.2138,0.0042
6089,31/12/2011,0.6265,0.1420,0.1575,0.0887,0.2379,0.0004,0.3735,0.0963,0.0438,0.0339,0.1944,0.0050
6095,31/12/2011,0.7697,0.2144,0.1860,0.1174,0.2510,0.0009,0.2303,0.0548,0.0338,0.0282,0.1110,0.0025
6097,31/12/2011,0.7192,0.0777,0.1454,0.1398,0.3495,0.0068,0.2808,0.0435,0.0230,0.0183,0.1912,0.0048
6099,31/12/2011,0.7214,0.2627,0.1799,0.0856,0.1862,0.0070,0.2786,0.0967,0.0349,0.0243,0.1166,0.0060
6101,31/12/2011,0.7447,0.2454,0.2043,0.1074,0.1876,0.0000,0.2553,0.1148,0.0215,0.0289,0.0882,0.0019
6107,31/12/2011,0.7314,0.2631,0.1591,0.1001,0.2069,0.0022,0.2686,0.0912,0.0382,0.0341,0.1003,0.0047
6111,31/12/2011,0.7914,0.0774,0.1596,0.1472,0.4053,0.0019,0.2086,0.0280,0.0191,0.0183,0.1403,0.0029
6113,31/12/2011,0.7430,0.1490,0.1914,0.1244,0.2782,0.0000,0.2570,0.0571,0.0334,0.0202,0.1407,0.0057
6115,31/12/2011,0.7456,0.2201,0.1889,0.1316,0.2023,0.0028,0.2544,0.0467,0.0454,0.0374,0.1206,0.0043
6001,31/12/2012,0.7569,0.0944,0.1600,0.1394,0.3598,0.0033,0.2431,0.0330,0.0239,0.0223,0.1615,0.0024
6007,31/12/2012,0.6477,0.1720,0.1413,0.1057,0.2198,0.0089,0.3523,0.1027,0.0418,0.0341,0.1720,0.0017
6013,31/12/2012,0.7737,0.1484,0.1637,0.1330,0.3275,0.0012,0.2263,0.0390,0.0248,0.0202,0.1398,0.0025
6017,31/12/2012,0.7191,0.1202,0.1769,0.1349,0.2871,0.0000,0.2809,0.0517,0.0319,0.0369,0.1570,0.0034
6019,31/12/2012,0.7241,0.2365,0.1816,0.1165,0.1855,0.0040,0.2759,0.0718,0.0520,0.0355,0.1145,0.0022
6023,31/12/2012,0.6584,0.0788,0.0945,0.1344,0.3427,0.0081,0.3416,0.0488,0.0457,0.0461,0.1984,0.0025
6025,31/12/2012,0.6371,0.3011,0.1306,0.0553,0.1434,0.0068,0.3629,0.1577,0.0680,0.0188,0.1183,0.0000
6029,31/12/2012,0.7180,0.3306,0.1569,0.0904,0.1361,0.0041,0.2820,0.1055,0.0444,0.0286,0.0982,0.0053
6031,31/12/2012,0.7208,0.2820,0.1861,0.1056,0.1417,0.0053,0.2792,0.0980,0.0424,0.0444,0.0945,0.0000
6033,31/12/2012,0.6136,0.1555,0.0921,0.1013,0.2646,0.0000,0.3864,0.1278,0.0647,0.0335,0.1581,0.0024
6037,31/12/2012,0.7574,0.0824,0.1296,0.1296,0.4105,0.0054,0.2426,0.0299,0.0223,0.0215,0.1646,0.0043
6039,31/12/2012,0.6805,0.2062,0.1544,0.0895,0.2188,0.0116,0.3195,0.0817,0.0424,0.0353,0.1464,0.0137
6041,31/12/2012,0.7098,0.0575,0.0907,0.1226,0.4384,0.0006,0.2902,0.0225,0.0270,0.0154,0.2221,0.0033
6045,31/12/2012,0.5310,0.0823,0.0896,0.1221,0.2370,0.0000,0.4690,0.0821,0.0827,0.0578,0.2465,0.0000
6047,31/12/2012,0.7377,0.3323,0.1701,0.0836,0.1507,0.0010,0.2623,0.0826,0.0388,0.0341,0.1012,0.0056
6053,31/12/2012,0.7140,0.1200,0.1560,0.1457,0.2884,0.0039,0.2860,0.0574,0.0245,0.0261,0.1766,0.0014
6055,31/12/2012,0.6909,0.0893,0.1480,0.1335,0.3201,0.0000,0.3091,0.0526,0.0224,0.0257,0.2003,0.0081
6057,31/12/2012,0.6252,0.0964,0.1128,0.0864,0.3297,0.0000,0.3748,0.0621,0.0508,0.0234,0.2371,0.0015
6059,31/12/2012,0.7447,0.0680,0.1200,0.1434,0.4111,0.0023,0.2553,0.0350,0.0222,0.0233,0.1724,0.0024
6061,31/12/2012,0.7424,0.1427,0.1996,0.1242,0.2745,0.0014,0.2576,0.0458,0.0240,0.0258,0.1596,0.0024
6065,31/12/2012,0.7368,0.1930,0.1886,0.1115,0.2383,0.0054,0.2632,0.0823,0.0339,0.0268,0.1150,0.0052
6067,31/12/2012,0.7662,0.2412,0.2013,0.1081,0.2086,0.0070,0.2338,0.0698,0.0379,0.0239,0.0988,0.0034
6071,31/12/2012,0.7629,0.2110,0.1847,0.1231,0.2364,0.0077,0.2371,0.0779,0.0341,0.0268,0.0930,0.0053
6073,31/12/2012,0.7490,0.0858,0.1462,0.1317,0.3666,0.0188,0.2510,0.0458,0.0228,0.0247,0.1547,0.0030
6075,31/12/2012,0.7087,0.0430,0.0752,0.1160,0.4736,0.0010,0.2913,0.0150,0.0117,0.0261,0.2322,0.0063
6077,31/12/2012,0.7314,0.2672,0.1835,0.1082,0.1661,0.0065,0.2686,0.0845,0.0340,0.0307,0.1155,0.0039
6079,31/12/2012,0.6690,0.0636,0.1271,0.1112,0.3664,0.0007,0.3310,0.0537,0.0346,0.0155,0.2231,0.0042
6081,31/12/2012,0.7209,0.0392,0.0861,0.1146,0.4789,0.0021,0.2791,0.0236,0.0161,0.0180,0.2197,0.0016
6083,31/12/2012,0.6810,0.0934,0.1178,0.0997,0.3685,0.0016,0.3190,0.0469,0.0382,0.0149,0.2178,0.0012
6085,31/12/2012,0.7409,0.0652,0.1143,0.1350,0.4239,0.0025,0.2591,0.0359,0.0194,0.0203,0.1802,0.0032
6087,31/12/2012,0.7312,0.0585,0.1198,0.1245,0.4246,0.0039,0.2688,0.0240,0.0258,0.0144,0.2018,0.0027
6089,31/12/2012,0.6448,0.1742,0.1538,0.0996,0.2133,0.0038,0.3552,0.0963,0.0406,0.0419,0.1750,0.0015
6095,31/12/2012,0.7773,0.2325,0.2156,0.1288,0.1963,0.0042,0.2227,0.0684,0.0270,0.0311,0.0937,0.0024
6097,31/12/2012,0.7304,0.0864,0.1520,0.1169,0.3692,0.0059,0.2696,0.0549,0.0193,0.0208,0.1697,0.0049
6099,31/12/2012,0.7517,0.2938,0.2042,0.0760,0.1758,0.0019,0.2483,0.0869,0.0352,0.0287,0.0950,0.0025
6101,31/12/2012,0.6901,0.2655,0.1728,0.0779,0.1732,0.0007,0.3099,0.0953,0.0617,0.0223,0.1214,0.0092
6107,31/12/2012,0.6937,0.2498,0.1391,0.1040,0.1940,0.0067,0.3063,0.1012,0.0517,0.0345,0.1166,0.0023
6111,31/12/2012,0.7763,0.0816,0.1681,0.1487,0.3758,0.0022,0.2237,0.0412,0.0212,0.0218,0.1379,0.0015
6113,31/12/2012,0.7235,0.1639,0.1808,0.1319,0.2459,0.0011,0.2765,0.0797,0.0298,0.0255,0.1380,0.0034
6115,31/12/2012,0.7072,0.1691,0.2923,0.0583,0.1874,0.0000,0.2928,0.0979,0.0604,0.0241,0.1091,0.0014
6001,31/12/2013,0.7554,0.0894,0.1242,0.1414,0.3958,0.0046,0.2446,0.0379,0.0229,0.0193,0.1622,0.0022
6007,31/12/2013,0.6263,0.1518,0.1426,0.0984,0.2235,0.0100,0.3737,0.1022,0.0499,0.0543,0.1672,0.0002
6013,31/12/2013,0.7368,0.1206,0.1419,0.1339,0.3382,0.0022,0.2632,0.0486,0.0294,0.0261,0.1565,0.0026
6017,31/12/2013,0.6986,0.1085,0.1692,0.1018,0.3182,0.0010,0.3014,0.0650,0.0287,0.0317,0.1712,0.0048
6019,31/12/2013,0.7119,0.2227,0.1763,0.1092,0.2017,0.0020,0.2881,0.0968,0.0436,0.0364,0.1078,0.0035
6023,31/12/2013,0.5950,0.0678,0.1166,0.1327,0.2768,0.0010,0.4050,0.0801,0.0374,0.0443,0.2400,0.0032
6025,31/12/2013,0.6219,0.2479,0.1578,0.1038,0.1099,0.0025,0.3781,0.1793,0.0394,0.0386,0.1150,0.0059
6029,31/12/2013,0.6999,0.2946,0.1800,0.0741,0.1495,0.0017,0.3001,0.1164,0.0586,0.0317,0.0903,0.0029
6031,31/12/2013,0.6970,0.2611,0.1876,0.1008,0.1376,0.0100,0.3030,0.1015,0.0636,0.0372,0.1007,0.0000
6033,31/12/2013,0.6113,0.1793,0.1240,0.0613,0.2409,0.0059,0.3887,0.1105,0.0882,0.0226,0.1563,0.0111
6037,31/12/2013,0.7427,0.0824,0.1209,0.1214,0.4128,0.0052,0.2573,0.0356,0.0218,0.0250,0.1706,0.0045
6039,31/12/2013,0.6677,0.2098,0.1438,0.0961,0.2016,0.0163,0.3323,0.0814,0.0519,0.0257,0.1657,0.0075
6041,31/12/2013,0.7244,0.0640,0.0810,0.1009,0.4763,0.0023,0.2756,0.0289,0.0199,0.0248,0.2021,0.0000
6045,31/12/2013,0.5831,0.0695,0.0995,0.0906,0.3235,0.0000,0.4169,0.0665,0.0557,0.0369,0.2540,0.0038
6047,31/12/2013,0.6745,0.2588,0.1566,0.0832,0.1717,0.0042,0.3255,0.1093,0.0603,0.0331,0.1202,0.0026
6053,31/12/2013,0.6935,0.0955,0.1251,0.1243,0.3463,0.0023,0.3065,0.0526,0.0227,0.0326,0.1961,0.0025
6055,31/12/2013,0.7433,0.0957,0.1149,0.1426,0.3871,0.0030,0.2567,0.0522,0.0203,0.0255,0.1568,0.0019
6057,31/12/2013,0.6534,0.0859,0.1172,0.1103,0.3376,0.0024,0.3466,0.0391,0.0098,0.0377,0.2582,0.0017
6059,31/12/2013,0.7334,0.0636,0.1067,0.1312,0.4285,0.0033,0.2666,0.0401,0.0218,0.0231,0.1787,0.0030
6061,31/12/2013,0.7390,0.1243,0.1840,0.1357,0.2922,0.0027,0.2610,0.0494,0.0273,0.0356,0.1482,0.0005
6065,31/12/2013,0.7352,0.1749,0.1780,0.1267,0.2518,0.0039,0.2648,0.0874,0.0385,0.0278,0.1068,0.0042
6067,31/12/2013,0.7457,0.1900,0.1924,0.1223,0.2361,0.0049,0.2543,0.0675,0.0379,0.0306,0.1171,0.0012
6071,31/12/2013,0.7369,0.1808,0.1711,0.1255,0.2542,0.0053,0.2631,0.0847,0.0367,0.0275,0.1084,0.0058
6073,31/12/2013,0.7396,0.0815,0.1354,0.1375,0.3666,0.0186,0.2604,0.0465,0.0214,0.0228,0.1640,0.0057
6075,31/12/2013,0.6782,0.0471,0.0738,0.0978,0.4588,0.0008,0.3218,0.0209,0.0161,0.0143,0.2655,0.0050
6077,31/12/2013,0.7198,0.2350,0.1870,0.1008,0.1936,0.0034,0.2802,0.0846,0.0375,0.0328,0.1217,0.0037
6079,31/12/2013,0.6724,0.0741,0.1148,0.1220,0.3572,0.0044,0.3276,0.0518,0.0265,0.0220,0.2222,0.0051
6081,31/12/2013,0.7232,0.0417,0.0860,0.0997,0.4933,0.0026,0.2768,0.0227,0.0138,0.0139,0.2238,0.0026
6083,31/12/2013,0.6790,0.1103,0.1079,0.0958,0.3651,0.0000,0.3210,0.0676,0.0276,0.0195,0.2016,0.0047
6085,31/12/2013,0.7229,0.0647,0.0861,0.1193,0.4492,0.0036,0.2771,0.0395,0.0226,0.0186,0.1925,0.0039
6087,31/12/2013,0.7034,0.0746,0.0967,0.1074,0.4232,0.0017,0.2966,0.0323,0.0196,0.0275,0.2121,0.0051
6089,31/12/2013,0.6452,0.1481,0.1351,0.1235,0.2309,0.0077,0.3548,0.0844,0.0429,0.0302,0.1937,0.0037
6095,31/12/2013,0.7590,0.2160,0.2070,0.1208,0.2119,0.0033,0.2410,0.0520,0.0400,0.0354,0.1113,0.0023
6097,31/12/2013,0.7041,0.0889,0.1274,0.1109,0.3745,0.0023,0.2959,0.0610,0.0259,0.0233,0.1817,0.0040
6099,31/12/2013,0.7295,0.2837,0.1698,0.0927,0.1808,0.0025,0.2705,0.0877,0.0439,0.0260,0.1108,0.0021
6101,31/12/2013,0.6901,0.2163,0.1620,0.1304,0.1776,0.0038,0.3099,0.0868,0.0804,0.0273,0.1127,0.0027
6107,31/12/2013,0.7187,0.2096,0.1909,0.0972,0.2084,0.0126,0.2813,0.1068,0.0421,0.0224,0.1057,0.0042
6111,31/12/2013,0.7563,0.0807,0.1365,0.1517,0.3859,0.0015,0.2437,0.0468,0.0202,0.0263,0.1479,0.0024
6113,31/12/2013,0.7136,0.1162,0.1849,0.1278,0.2837,0.0010,0.2864,0.0580,0.0434,0.0238,0.1536,0.0076
6115,31/12/2013,0.6935,0.1819,0.1703,0.1055,0.2311,0.0048,0.3065,0.0893,0.0538,0.0681,0.0920,0.0032
