GeoID,Date,Worked in state of residence:,Worked in state of residence: - Worked in county of residence,Worked in state of residence: - Worked outside county of residence,Worked outside state of residence,"Car, truck, or van - drove alone:","Car, truck, or van - drove alone: - Worked in state of residence:","Car, truck, or van - drove alone: - Worked in state of residence: - Worked in county of residence","Car, truck, or van - drove alone: - Worked in state of residence: - Worked outside county of residence","Car, truck, or van - drove alone: - Worked outside state of residence","Car, truck, or van - carpooled:","Car, truck, or van - carpooled: - Worked in state of residence:","Car, truck, or van - carpooled: - Worked in state of residence: - Worked in county of residence","Car, truck, or van - carpooled: - Worked in state of residence: - Worked outside county of residence","Car, truck, or van - carpooled: - Worked outside state of residence",Public transportation (excluding taxicab):,Public transportation (excluding taxicab): - Worked in state of residence:,Public transportation (excluding taxicab): - Worked in state of residence: - Worked in county of residence,Public transportation (excluding taxicab): - Worked in state of residence: - Worked outside county of residence,Public transportation (excluding taxicab): - Worked outside state of residence,Walked:,Walked: - Worked in state of residence:,Walked: - Worked in state of residence: - Worked in county of residence,Walked: - Worked in state of residence: - Worked outside county of residence,Walked: - Worked outside state of residence,"Taxicab, motorcycle, bicycle, or other means:","Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence:","Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked in county of residence","Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked outside county of residence","Taxicab, motorcycle, bicycle, or other means: - Worked outside state of residence",Worked at home
6073,12/31/2006,0.9922,0.9604,0.0318,0.0078,0.7483,0.7438,0.7184,0.0254,0.0045,0.1078,0.1069,0.1022,0.0047,0.0009,0.0310,0.0309,0.0301,0.0008,0.0001,0.0272,0.0266,0.0263,0.0003,0.0006,0.0205,0.0188,0.0181,0.0007,0.0017,0.0653
6075,12/31/2006,0.9937,0.7558,0.2380,0.0063,0.4047,0.4026,0.2350,0.1675,0.0022,0.0772,0.0757,0.0497,0.0261,0.0014,0.3029,0.3027,0.2675,0.0353,0.0001,0.0961,0.0952,0.0919,0.0032,0.0010,0.0435,0.0419,0.0361,0.0058,0.0016,0.0756
6077,12/31/2006,0.9966,0.7385,0.2581,0.0034,0.7717,0.7693,0.5745,0.1948,0.0025,0.1518,0.1518,0.0980,0.0539,0.0000,0.0125,0.0125,0.0052,0.0073,0.0000,0.0171,0.0166,0.0164,0.0002,0.0004,0.0122,0.0117,0.0098,0.0019,0.0005,0.0347
6079,12/31/2006,0.9990,0.8858,0.1132,0.0010,0.7316,0.7310,0.6408,0.0902,0.0007,0.1380,0.1380,0.1154,0.0225,0.0000,0.0115,0.0115,0.0115,0.0000,0.0000,0.0344,0.0344,0.0344,0.0000,0.0000,0.0405,0.0402,0.0397,0.0004,0.0003,0.0441
6081,12/31/2006,0.9954,0.5904,0.4049,0.0046,0.7170,0.7150,0.4219,0.2931,0.0020,0.1108,0.1104,0.0624,0.0480,0.0004,0.0779,0.0777,0.0212,0.0565,0.0002,0.0271,0.0266,0.0250,0.0015,0.0005,0.0210,0.0195,0.0137,0.0058,0.0015,0.0462
6083,12/31/2006,0.9965,0.9264,0.0702,0.0035,0.6721,0.6695,0.6198,0.0497,0.0026,0.1510,0.1510,0.1337,0.0173,0.0000,0.0345,0.0345,0.0345,0.0000,0.0000,0.0437,0.0437,0.0427,0.0010,0.0000,0.0430,0.0421,0.0399,0.0021,0.0009,0.0557
6085,12/31/2006,0.9959,0.8665,0.1294,0.0041,0.7693,0.7673,0.6634,0.1039,0.0020,0.0991,0.0987,0.0842,0.0145,0.0003,0.0366,0.0362,0.0281,0.0081,0.0004,0.0235,0.0233,0.0227,0.0005,0.0003,0.0257,0.0246,0.0222,0.0024,0.0011,0.0458
6087,12/31/2006,0.9957,0.7631,0.2326,0.0043,0.7151,0.7135,0.5103,0.2032,0.0016,0.1011,0.1008,0.0774,0.0234,0.0004,0.0342,0.0342,0.0297,0.0045,0.0000,0.0340,0.0328,0.0322,0.0006,0.0013,0.0413,0.0403,0.0394,0.0009,0.0011,0.0742
6089,12/31/2006,0.9933,0.9502,0.0430,0.0067,0.8002,0.7958,0.7606,0.0352,0.0045,0.1153,0.1140,0.1070,0.0070,0.0013,0.0126,0.0126,0.0126,0.0000,0.0000,0.0211,0.0201,0.0201,0.0000,0.0010,0.0134,0.0134,0.0125,0.0009,0.0000,0.0374
6095,12/31/2006,0.9970,0.5955,0.4015,0.0030,0.7533,0.7520,0.4573,0.2947,0.0013,0.1635,0.1627,0.0755,0.0872,0.0008,0.0206,0.0203,0.0060,0.0143,0.0004,0.0122,0.0122,0.0108,0.0014,0.0000,0.0132,0.0126,0.0087,0.0039,0.0006,0.0372
6097,12/31/2006,0.9973,0.8299,0.1674,0.0027,0.7447,0.7440,0.6110,0.1330,0.0007,0.1234,0.1225,0.1003,0.0223,0.0008,0.0217,0.0217,0.0125,0.0092,0.0000,0.0275,0.0273,0.0268,0.0005,0.0002,0.0186,0.0176,0.0153,0.0024,0.0010,0.0641
6099,12/31/2006,0.9984,0.7761,0.2222,0.0016,0.7857,0.7847,0.6130,0.1717,0.0010,0.1195,0.1195,0.0742,0.0452,0.0000,0.0100,0.0100,0.0067,0.0033,0.0000,0.0175,0.0169,0.0164,0.0005,0.0006,0.0167,0.0167,0.0151,0.0015,0.0000,0.0507
6101,12/31/2006,0.9954,0.5260,0.4695,0.0046,0.6933,0.6887,0.3536,0.3350,0.0046,0.1945,0.1945,0.0711,0.1234,0.0000,0.0148,0.0148,0.0049,0.0099,0.0000,0.0152,0.0152,0.0141,0.0011,0.0000,0.0026,0.0026,0.0026,0.0000,0.0000,0.0797
6107,12/31/2006,0.9993,0.8702,0.1291,0.0007,0.7307,0.7306,0.6368,0.0938,0.0002,0.1713,0.1707,0.1436,0.0271,0.0006,0.0113,0.0113,0.0085,0.0028,0.0000,0.0199,0.0199,0.0199,0.0000,0.0000,0.0311,0.0311,0.0257,0.0054,0.0000,0.0358
6111,12/31/2006,0.9951,0.7759,0.2192,0.0049,0.7848,0.7833,0.5994,0.1839,0.0014,0.1230,0.1226,0.0931,0.0295,0.0004,0.0129,0.0129,0.0102,0.0027,0.0000,0.0208,0.0196,0.0188,0.0008,0.0013,0.0144,0.0127,0.0104,0.0022,0.0018,0.0441
6113,12/31/2006,0.9965,0.6443,0.3522,0.0035,0.7325,0.7305,0.4320,0.2985,0.0020,0.0746,0.0746,0.0398,0.0348,0.0000,0.0259,0.0259,0.0180,0.0079,0.0000,0.0422,0.0408,0.0374,0.0034,0.0015,0.0879,0.0879,0.0803,0.0075,0.0000,0.0368
6001,12/31/2007,0.9962,0.6774,0.3188,0.0038,0.6722,0.6705,0.4670,0.2036,0.0017,0.1023,0.1020,0.0592,0.0427,0.0003,0.1068,0.1066,0.0436,0.0630,0.0002,0.0349,0.0342,0.0326,0.0016,0.0007,0.0343,0.0333,0.0254,0.0079,0.0010,0.0496
6007,12/31/2007,0.9969,0.8955,0.1014,0.0031,0.7656,0.7640,0.6805,0.0835,0.0015,0.0916,0.0916,0.0766,0.0150,0.0000,0.0229,0.0229,0.0224,0.0005,0.0000,0.0278,0.0278,0.0278,0.0000,0.0000,0.0475,0.0459,0.0436,0.0023,0.0016,0.0446
6013,12/31/2007,0.9964,0.6081,0.3883,0.0036,0.7066,0.7052,0.4450,0.2602,0.0014,0.1156,0.1147,0.0650,0.0497,0.0008,0.0865,0.0865,0.0154,0.0711,0.0000,0.0217,0.0209,0.0197,0.0012,0.0008,0.0166,0.0159,0.0098,0.0061,0.0006,0.0532
6017,12/31/2007,0.9327,0.5436,0.3891,0.0673,0.7555,0.7076,0.3953,0.3123,0.0479,0.1221,0.1129,0.0490,0.0639,0.0092,0.0166,0.0147,0.0077,0.0070,0.0019,0.0181,0.0138,0.0124,0.0014,0.0043,0.0153,0.0114,0.0069,0.0045,0.0040,0.0724
6019,12/31/2007,0.9978,0.9281,0.0696,0.0022,0.7595,0.7577,0.7024,0.0553,0.0018,0.1336,0.1336,0.1209,0.0126,0.0000,0.0152,0.0152,0.0150,0.0002,0.0000,0.0203,0.0202,0.0202,0.0000,0.0001,0.0370,0.0367,0.0352,0.0015,0.0003,0.0344
6025,12/31/2007,0.9794,0.9270,0.0524,0.0206,0.7599,0.7414,0.7141,0.0273,0.0185,0.1422,0.1401,0.1181,0.0220,0.0021,0.0107,0.0107,0.0089,0.0018,0.0000,0.0384,0.0384,0.0384,0.0000,0.0000,0.0136,0.0136,0.0123,0.0013,0.0000,0.0351
6029,12/31/2007,0.9935,0.9248,0.0686,0.0065,0.7545,0.7506,0.7009,0.0497,0.0039,0.1676,0.1662,0.1526,0.0136,0.0014,0.0140,0.0133,0.0101,0.0031,0.0007,0.0193,0.0193,0.0185,0.0007,0.0000,0.0201,0.0196,0.0182,0.0014,0.0005,0.0246
6031,12/31/2007,0.9962,0.7918,0.2044,0.0038,0.7093,0.7093,0.5760,0.1333,0.0000,0.1525,0.1525,0.1096,0.0429,0.0000,0.0068,0.0068,0.0068,0.0000,0.0000,0.0597,0.0597,0.0389,0.0209,0.0000,0.0369,0.0331,0.0257,0.0073,0.0038,0.0348
6037,12/31/2007,0.9960,0.9230,0.0729,0.0040,0.7267,0.7250,0.6653,0.0597,0.0018,0.1093,0.1087,0.0985,0.0102,0.0006,0.0721,0.0718,0.0704,0.0014,0.0003,0.0292,0.0288,0.0283,0.0005,0.0004,0.0198,0.0188,0.0177,0.0011,0.0009,0.0428
6041,12/31/2007,0.9930,0.6589,0.3341,0.0070,0.6740,0.6711,0.4299,0.2411,0.0030,0.0776,0.0764,0.0369,0.0395,0.0012,0.0723,0.0723,0.0260,0.0464,0.0000,0.0378,0.0373,0.0356,0.0016,0.0005,0.0372,0.0348,0.0294,0.0055,0.0023,0.1011
6047,12/31/2007,0.9954,0.7307,0.2647,0.0046,0.7148,0.7132,0.5172,0.1960,0.0015,0.1430,0.1401,0.0866,0.0535,0.0029,0.0081,0.0081,0.0081,0.0000,0.0000,0.0450,0.0449,0.0422,0.0027,0.0002,0.0580,0.0580,0.0454,0.0126,0.0000,0.0312
6053,12/31/2007,0.9994,0.8959,0.1036,0.0006,0.6810,0.6807,0.6090,0.0717,0.0003,0.1710,0.1710,0.1432,0.0278,0.0000,0.0280,0.0280,0.0259,0.0021,0.0000,0.0529,0.0529,0.0518,0.0010,0.0000,0.0255,0.0252,0.0244,0.0009,0.0003,0.0415
6055,12/31/2007,0.9974,0.7497,0.2477,0.0026,0.7087,0.7071,0.4988,0.2083,0.0016,0.1453,0.1443,0.1111,0.0332,0.0010,0.0155,0.0155,0.0121,0.0034,0.0000,0.0506,0.0506,0.0491,0.0016,0.0000,0.0181,0.0181,0.0168,0.0012,0.0000,0.0618
6059,12/31/2007,0.9954,0.8384,0.1569,0.0046,0.7796,0.7776,0.6473,0.1303,0.0019,0.1072,0.1068,0.0871,0.0197,0.0004,0.0266,0.0263,0.0223,0.0041,0.0002,0.0177,0.0176,0.0172,0.0004,0.0002,0.0195,0.0176,0.0152,0.0025,0.0019,0.0494
6061,12/31/2007,0.9875,0.6089,0.3786,0.0125,0.7713,0.7618,0.4386,0.3232,0.0095,0.1143,0.1141,0.0699,0.0442,0.0002,0.0166,0.0160,0.0107,0.0053,0.0006,0.0152,0.0146,0.0132,0.0014,0.0006,0.0153,0.0138,0.0093,0.0045,0.0015,0.0673
6065,12/31/2007,0.9950,0.7128,0.2822,0.0050,0.7626,0.7596,0.5402,0.2194,0.0030,0.1471,0.1465,0.0921,0.0544,0.0006,0.0126,0.0125,0.0082,0.0043,0.0001,0.0125,0.0122,0.0116,0.0006,0.0003,0.0144,0.0134,0.0098,0.0036,0.0010,0.0509
6067,12/31/2007,0.9957,0.8178,0.1779,0.0043,0.7552,0.7521,0.6057,0.1464,0.0031,0.1375,0.1369,0.1101,0.0268,0.0006,0.0261,0.0260,0.0237,0.0023,0.0001,0.0210,0.0207,0.0200,0.0007,0.0003,0.0202,0.0200,0.0183,0.0017,0.0002,0.0400
6071,12/31/2007,0.9923,0.7012,0.2911,0.0077,0.7628,0.7589,0.5246,0.2343,0.0039,0.1439,0.1410,0.0937,0.0472,0.0029,0.0146,0.0145,0.0087,0.0058,0.0001,0.0224,0.0224,0.0218,0.0006,0.0001,0.0157,0.0149,0.0117,0.0032,0.0008,0.0407
6073,12/31/2007,0.9925,0.9589,0.0337,0.0075,0.7492,0.7449,0.7177,0.0273,0.0043,0.1076,0.1067,0.1028,0.0039,0.0009,0.0361,0.0359,0.0346,0.0013,0.0002,0.0287,0.0280,0.0276,0.0004,0.0008,0.0164,0.0151,0.0143,0.0008,0.0013,0.0620
6075,12/31/2007,0.9964,0.7482,0.2482,0.0036,0.3868,0.3858,0.2192,0.1666,0.0011,0.0706,0.0704,0.0440,0.0264,0.0001,0.3295,0.3285,0.2812,0.0473,0.0010,0.0966,0.0963,0.0937,0.0026,0.0003,0.0486,0.0476,0.0423,0.0052,0.0011,0.0678
6077,12/31/2007,0.9963,0.7474,0.2490,0.0037,0.7350,0.7336,0.5543,0.1793,0.0014,0.1856,0.1835,0.1242,0.0594,0.0021,0.0120,0.0120,0.0048,0.0072,0.0000,0.0203,0.0203,0.0195,0.0008,0.0000,0.0132,0.0130,0.0107,0.0023,0.0002,0.0339
6079,12/31/2007,0.9976,0.9102,0.0875,0.0024,0.7144,0.7134,0.6395,0.0738,0.0010,0.1208,0.1208,0.1097,0.0111,0.0000,0.0087,0.0087,0.0087,0.0000,0.0000,0.0564,0.0557,0.0534,0.0022,0.0008,0.0320,0.0315,0.0312,0.0003,0.0006,0.0676
6081,12/31/2007,0.9953,0.5707,0.4246,0.0047,0.7021,0.6988,0.4123,0.2866,0.0032,0.0972,0.0972,0.0475,0.0497,0.0000,0.1027,0.1025,0.0290,0.0735,0.0001,0.0279,0.0271,0.0242,0.0028,0.0008,0.0245,0.0241,0.0120,0.0120,0.0005,0.0456
6083,12/31/2007,0.9971,0.9296,0.0675,0.0029,0.6667,0.6656,0.6155,0.0501,0.0011,0.1390,0.1379,0.1261,0.0118,0.0011,0.0447,0.0447,0.0436,0.0011,0.0000,0.0392,0.0388,0.0378,0.0011,0.0004,0.0456,0.0453,0.0418,0.0034,0.0003,0.0649
6085,12/31/2007,0.9957,0.8663,0.1293,0.0043,0.7753,0.7734,0.6690,0.1044,0.0019,0.0968,0.0965,0.0823,0.0141,0.0004,0.0341,0.0338,0.0259,0.0079,0.0002,0.0232,0.0223,0.0211,0.0012,0.0009,0.0304,0.0295,0.0277,0.0018,0.0009,0.0403
6087,12/31/2007,0.9988,0.7528,0.2460,0.0012,0.6886,0.6883,0.5067,0.1816,0.0003,0.1301,0.1301,0.0775,0.0526,0.0000,0.0425,0.0425,0.0344,0.0082,0.0000,0.0405,0.0400,0.0394,0.0006,0.0005,0.0334,0.0330,0.0299,0.0031,0.0004,0.0649
6089,12/31/2007,0.9913,0.9371,0.0542,0.0087,0.7838,0.7776,0.7369,0.0408,0.0061,0.1314,0.1314,0.1216,0.0098,0.0000,0.0040,0.0032,0.0032,0.0000,0.0008,0.0160,0.0160,0.0160,0.0000,0.0000,0.0228,0.0210,0.0173,0.0037,0.0018,0.0420
6095,12/31/2007,0.9958,0.5954,0.4005,0.0042,0.7640,0.7610,0.4715,0.2895,0.0031,0.1440,0.1437,0.0609,0.0827,0.0004,0.0303,0.0303,0.0069,0.0234,0.0000,0.0160,0.0156,0.0139,0.0017,0.0004,0.0156,0.0153,0.0121,0.0032,0.0003,0.0300
6097,12/31/2007,0.9977,0.8241,0.1736,0.0023,0.7239,0.7235,0.5876,0.1359,0.0005,0.1254,0.1252,0.0988,0.0264,0.0002,0.0216,0.0216,0.0138,0.0078,0.0000,0.0404,0.0397,0.0379,0.0017,0.0007,0.0161,0.0153,0.0135,0.0018,0.0008,0.0725
6099,12/31/2007,0.9959,0.7755,0.2204,0.0041,0.7975,0.7940,0.6248,0.1692,0.0035,0.1137,0.1137,0.0668,0.0469,0.0000,0.0064,0.0064,0.0048,0.0016,0.0000,0.0202,0.0199,0.0197,0.0002,0.0003,0.0180,0.0177,0.0151,0.0026,0.0003,0.0442
6107,12/31/2007,0.9965,0.8672,0.1293,0.0035,0.7334,0.7312,0.6452,0.0860,0.0023,0.1912,0.1904,0.1535,0.0369,0.0008,0.0040,0.0040,0.0040,0.0000,0.0000,0.0182,0.0182,0.0163,0.0019,0.0000,0.0225,0.0221,0.0175,0.0045,0.0004,0.0307
6111,12/31/2007,0.9956,0.7776,0.2180,0.0044,0.7919,0.7892,0.5982,0.1910,0.0026,0.1138,0.1136,0.0909,0.0227,0.0002,0.0098,0.0096,0.0071,0.0025,0.0002,0.0180,0.0178,0.0178,0.0000,0.0002,0.0183,0.0170,0.0153,0.0017,0.0012,0.0483
6113,12/31/2007,0.9973,0.6202,0.3770,0.0027,0.7024,0.7024,0.4013,0.3011,0.0000,0.0946,0.0946,0.0425,0.0521,0.0000,0.0387,0.0381,0.0270,0.0110,0.0006,0.0385,0.0385,0.0358,0.0026,0.0000,0.0920,0.0898,0.0797,0.0101,0.0022,0.0339
6001,12/31/2008,0.9966,0.6664,0.3303,0.0034,0.6617,0.6610,0.4554,0.2056,0.0008,0.1048,0.1045,0.0578,0.0468,0.0003,0.1164,0.1162,0.0465,0.0697,0.0002,0.0382,0.0376,0.0350,0.0027,0.0006,0.0314,0.0299,0.0243,0.0056,0.0015,0.0474
6007,12/31/2008,0.9960,0.8871,0.1090,0.0040,0.7496,0.7484,0.6610,0.0874,0.0012,0.1168,0.1150,0.0953,0.0197,0.0017,0.0104,0.0104,0.0104,0.0000,0.0000,0.0403,0.0393,0.0375,0.0017,0.0010,0.0386,0.0386,0.0385,0.0002,0.0000,0.0443
6013,12/31/2008,0.9939,0.5812,0.4127,0.0061,0.7044,0.7017,0.4347,0.2670,0.0027,0.1198,0.1191,0.0623,0.0569,0.0007,0.0955,0.0954,0.0143,0.0811,0.0001,0.0158,0.0158,0.0142,0.0016,0.0000,0.0171,0.0145,0.0083,0.0062,0.0026,0.0474
6017,12/31/2008,0.9427,0.5840,0.3587,0.0573,0.7731,0.7346,0.4405,0.2941,0.0384,0.0975,0.0845,0.0462,0.0384,0.0129,0.0222,0.0222,0.0020,0.0202,0.0000,0.0154,0.0141,0.0132,0.0009,0.0012,0.0260,0.0213,0.0163,0.0050,0.0047,0.0659
6019,12/31/2008,0.9970,0.9168,0.0801,0.0030,0.7661,0.7648,0.7067,0.0581,0.0013,0.1316,0.1312,0.1143,0.0169,0.0005,0.0146,0.0146,0.0138,0.0008,0.0000,0.0175,0.0168,0.0161,0.0007,0.0007,0.0366,0.0360,0.0324,0.0037,0.0006,0.0336
6025,12/31/2008,0.9801,0.9191,0.0611,0.0199,0.7413,0.7271,0.6960,0.0311,0.0142,0.1488,0.1434,0.1167,0.0267,0.0054,0.0069,0.0069,0.0060,0.0009,0.0000,0.0497,0.0494,0.0494,0.0000,0.0003,0.0165,0.0165,0.0141,0.0024,0.0000,0.0369
6029,12/31/2008,0.9921,0.9244,0.0676,0.0079,0.7601,0.7554,0.7045,0.0509,0.0048,0.1711,0.1694,0.1543,0.0151,0.0017,0.0092,0.0092,0.0082,0.0010,0.0000,0.0153,0.0153,0.0150,0.0003,0.0000,0.0186,0.0171,0.0167,0.0004,0.0015,0.0256
6031,12/31/2008,0.9985,0.8459,0.1526,0.0015,0.7140,0.7130,0.6043,0.1087,0.0010,0.1541,0.1541,0.1172,0.0369,0.0000,0.0323,0.0323,0.0295,0.0028,0.0000,0.0309,0.0304,0.0304,0.0000,0.0005,0.0345,0.0345,0.0303,0.0042,0.0000,0.0342
6037,12/31/2008,0.9958,0.9238,0.0720,0.0042,0.7153,0.7132,0.6544,0.0588,0.0021,0.1162,0.1158,0.1054,0.0103,0.0004,0.0729,0.0727,0.0714,0.0013,0.0002,0.0288,0.0285,0.0281,0.0004,0.0003,0.0227,0.0214,0.0202,0.0012,0.0013,0.0442
6041,12/31/2008,0.9973,0.6541,0.3432,0.0027,0.6879,0.6867,0.4540,0.2327,0.0012,0.0986,0.0986,0.0504,0.0481,0.0000,0.0795,0.0795,0.0230,0.0565,0.0000,0.0239,0.0233,0.0232,0.0001,0.0006,0.0238,0.0229,0.0173,0.0057,0.0009,0.0863
6047,12/31/2008,0.9947,0.7304,0.2643,0.0053,0.7412,0.7373,0.5421,0.1952,0.0039,0.1336,0.1329,0.0762,0.0567,0.0006,0.0062,0.0062,0.0033,0.0029,0.0000,0.0285,0.0285,0.0284,0.0002,0.0000,0.0503,0.0495,0.0401,0.0094,0.0008,0.0403
6053,12/31/2008,0.9960,0.9035,0.0926,0.0040,0.6916,0.6896,0.6170,0.0727,0.0020,0.1408,0.1397,0.1250,0.0147,0.0011,0.0296,0.0296,0.0283,0.0013,0.0000,0.0363,0.0359,0.0353,0.0007,0.0004,0.0540,0.0535,0.0503,0.0032,0.0005,0.0476
6055,12/31/2008,0.9962,0.8105,0.1858,0.0038,0.7322,0.7313,0.5812,0.1501,0.0009,0.1335,0.1335,0.1078,0.0258,0.0000,0.0373,0.0373,0.0302,0.0071,0.0000,0.0426,0.0426,0.0407,0.0019,0.0000,0.0129,0.0101,0.0091,0.0009,0.0028,0.0414
6057,12/31/2008,0.9717,0.7566,0.2152,0.0283,0.8015,0.7744,0.5962,0.1782,0.0271,0.1014,0.1002,0.0682,0.0321,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0248,0.0248,0.0229,0.0019,0.0000,0.0106,0.0106,0.0076,0.0030,0.0000,0.0617
6059,12/31/2008,0.9952,0.8420,0.1532,0.0048,0.7678,0.7654,0.6402,0.1252,0.0023,0.1118,0.1115,0.0911,0.0204,0.0003,0.0334,0.0334,0.0291,0.0043,0.0000,0.0208,0.0205,0.0200,0.0005,0.0003,0.0195,0.0177,0.0149,0.0028,0.0018,0.0467
6061,12/31/2008,0.9890,0.6181,0.3709,0.0110,0.7972,0.7894,0.4771,0.3123,0.0079,0.0942,0.0917,0.0409,0.0509,0.0025,0.0101,0.0101,0.0057,0.0044,0.0000,0.0140,0.0140,0.0138,0.0002,0.0000,0.0187,0.0181,0.0150,0.0031,0.0006,0.0657
6065,12/31/2008,0.9943,0.6949,0.2995,0.0057,0.7530,0.7487,0.5183,0.2305,0.0043,0.1468,0.1463,0.0889,0.0574,0.0005,0.0161,0.0161,0.0096,0.0064,0.0000,0.0199,0.0196,0.0182,0.0014,0.0003,0.0150,0.0143,0.0105,0.0038,0.0006,0.0493
6067,12/31/2008,0.9946,0.8165,0.1780,0.0054,0.7405,0.7370,0.5893,0.1478,0.0035,0.1299,0.1293,0.1059,0.0234,0.0007,0.0325,0.0322,0.0289,0.0033,0.0004,0.0214,0.0214,0.0209,0.0006,0.0000,0.0281,0.0273,0.0242,0.0030,0.0009,0.0474
6071,12/31/2008,0.9968,0.7137,0.2830,0.0032,0.7760,0.7736,0.5504,0.2233,0.0023,0.1314,0.1311,0.0848,0.0463,0.0003,0.0200,0.0199,0.0106,0.0094,0.0001,0.0200,0.0198,0.0180,0.0017,0.0003,0.0130,0.0127,0.0103,0.0024,0.0003,0.0396
6073,12/31/2008,0.9926,0.9676,0.0250,0.0074,0.7432,0.7390,0.7209,0.0181,0.0042,0.1126,0.1121,0.1078,0.0044,0.0005,0.0341,0.0340,0.0327,0.0013,0.0002,0.0326,0.0318,0.0312,0.0006,0.0008,0.0190,0.0172,0.0167,0.0005,0.0018,0.0584
6075,12/31/2008,0.9946,0.7699,0.2247,0.0054,0.3836,0.3821,0.2273,0.1548,0.0015,0.0835,0.0832,0.0594,0.0238,0.0003,0.3186,0.3177,0.2792,0.0385,0.0009,0.0940,0.0930,0.0896,0.0034,0.0010,0.0454,0.0437,0.0395,0.0041,0.0018,0.0749
6077,12/31/2008,0.9974,0.7495,0.2479,0.0026,0.7466,0.7458,0.5673,0.1785,0.0008,0.1513,0.1507,0.0957,0.0550,0.0006,0.0151,0.0151,0.0059,0.0092,0.0000,0.0201,0.0195,0.0184,0.0011,0.0005,0.0257,0.0251,0.0209,0.0042,0.0006,0.0412
6079,12/31/2008,0.9969,0.8883,0.1086,0.0031,0.7430,0.7412,0.6608,0.0803,0.0018,0.1044,0.1035,0.0803,0.0232,0.0009,0.0116,0.0116,0.0103,0.0013,0.0000,0.0431,0.0431,0.0413,0.0018,0.0000,0.0365,0.0361,0.0341,0.0020,0.0004,0.0614
6081,12/31/2008,0.9953,0.5945,0.4008,0.0047,0.7117,0.7104,0.4332,0.2772,0.0013,0.1150,0.1141,0.0634,0.0508,0.0008,0.0746,0.0741,0.0162,0.0579,0.0005,0.0269,0.0264,0.0246,0.0018,0.0005,0.0297,0.0282,0.0151,0.0131,0.0015,0.0420
6083,12/31/2008,0.9960,0.9317,0.0643,0.0040,0.6461,0.6445,0.5951,0.0494,0.0016,0.1670,0.1659,0.1539,0.0120,0.0011,0.0352,0.0352,0.0324,0.0028,0.0000,0.0410,0.0403,0.0403,0.0000,0.0007,0.0479,0.0472,0.0472,0.0000,0.0007,0.0629
6085,12/31/2008,0.9959,0.8722,0.1237,0.0041,0.7686,0.7666,0.6668,0.0998,0.0020,0.0912,0.0912,0.0778,0.0134,0.0001,0.0369,0.0366,0.0299,0.0068,0.0002,0.0238,0.0232,0.0227,0.0005,0.0006,0.0359,0.0346,0.0314,0.0033,0.0012,0.0437
6087,12/31/2008,0.9990,0.7570,0.2420,0.0010,0.7166,0.7160,0.5175,0.1984,0.0006,0.1054,0.1050,0.0694,0.0356,0.0004,0.0250,0.0250,0.0213,0.0037,0.0000,0.0470,0.0470,0.0449,0.0021,0.0000,0.0468,0.0468,0.0447,0.0022,0.0000,0.0592
6089,12/31/2008,0.9974,0.9533,0.0441,0.0026,0.7880,0.7863,0.7543,0.0320,0.0017,0.1112,0.1112,0.1013,0.0099,0.0000,0.0045,0.0045,0.0045,0.0000,0.0000,0.0225,0.0225,0.0225,0.0000,0.0000,0.0232,0.0223,0.0201,0.0022,0.0008,0.0506
6095,12/31/2008,0.9974,0.5860,0.4114,0.0026,0.7487,0.7469,0.4411,0.3058,0.0018,0.1446,0.1444,0.0624,0.0820,0.0002,0.0331,0.0331,0.0171,0.0161,0.0000,0.0132,0.0130,0.0123,0.0007,0.0002,0.0265,0.0262,0.0194,0.0068,0.0003,0.0338
6097,12/31/2008,0.9972,0.8401,0.1571,0.0028,0.7449,0.7439,0.6166,0.1274,0.0010,0.1011,0.1008,0.0806,0.0201,0.0003,0.0235,0.0235,0.0159,0.0076,0.0000,0.0317,0.0312,0.0304,0.0008,0.0005,0.0314,0.0304,0.0292,0.0012,0.0010,0.0675
6099,12/31/2008,0.9962,0.7712,0.2250,0.0038,0.8015,0.7991,0.6173,0.1818,0.0024,0.0978,0.0975,0.0616,0.0359,0.0003,0.0083,0.0083,0.0062,0.0021,0.0000,0.0253,0.0253,0.0247,0.0006,0.0000,0.0306,0.0295,0.0249,0.0046,0.0010,0.0365
6101,12/31/2008,0.9970,0.5560,0.4410,0.0030,0.7606,0.7591,0.3982,0.3610,0.0014,0.1203,0.1187,0.0489,0.0699,0.0016,0.0124,0.0124,0.0067,0.0057,0.0000,0.0284,0.0284,0.0284,0.0000,0.0000,0.0243,0.0243,0.0198,0.0045,0.0000,0.0540
6107,12/31/2008,0.9960,0.8773,0.1187,0.0040,0.7241,0.7227,0.6350,0.0877,0.0013,0.1997,0.1985,0.1699,0.0286,0.0011,0.0074,0.0074,0.0067,0.0006,0.0000,0.0180,0.0180,0.0180,0.0000,0.0000,0.0145,0.0130,0.0112,0.0018,0.0015,0.0364
