GeoID,Date,Worked in state of residence:,Worked in state of residence: - Worked in county of residence,Worked in state of residence: - Worked outside county of residence,Worked outside state of residence,"Car, truck, or van - drove alone:","Car, truck, or van - drove alone: - Worked in state of residence:","Car, truck, or van - drove alone: - Worked in state of residence: - Worked in county of residence","Car, truck, or van - drove alone: - Worked in state of residence: - Worked outside county of residence","Car, truck, or van - drove alone: - Worked outside state of residence","Car, truck, or van - carpooled:","Car, truck, or van - carpooled: - Worked in state of residence:","Car, truck, or van - carpooled: - Worked in state of residence: - Worked in county of residence","Car, truck, or van - carpooled: - Worked in state of residence: - Worked outside county of residence","Car, truck, or van - carpooled: - Worked outside state of residence",Public transportation (excluding taxicab):,Public transportation (excluding taxicab): - Worked in state of residence:,Public transportation (excluding taxicab): - Worked in state of residence: - Worked in county of residence,Public transportation (excluding taxicab): - Worked in state of residence: - Worked outside county of residence,Public transportation (excluding taxicab): - Worked outside state of residence,Walked:,Walked: - Worked in state of residence:,Walked: - Worked in state of residence: - Worked in county of residence,Walked: - Worked in state of residence: - Worked outside county of residence,Walked: - Worked outside state of residence,"Taxicab, motorcycle, bicycle, or other means:","Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence:","Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked in county of residence","Taxicab, motorcycle, bicycle, or other means: - Worked in state of residence: - Worked outside county of residence","Taxicab, motorcycle, bicycle, or other means: - Worked outside state of residence",Worked at home
6067,12/31/2011,0.9964,0.8191,0.1773,0.0036,0.7490,0.7468,0.5981,0.1487,0.0022,0.1233,0.1230,0.0982,0.0247,0.0003,0.0315,0.0315,0.0298,0.0016,0.0000,0.0233,0.0231,0.0225,0.0007,0.0002,0.0208,0.0199,0.0183,0.0017,0.0009,0.0521
6071,12/31/2011,0.9950,0.6865,0.3085,0.0050,0.7569,0.7540,0.5097,0.2443,0.0029,0.1582,0.1572,0.1034,0.0538,0.0010,0.0177,0.0177,0.0106,0.0071,0.0000,0.0167,0.0164,0.0157,0.0008,0.0003,0.0117,0.0109,0.0084,0.0025,0.0009,0.0387
6073,12/31/2011,0.9944,0.9710,0.0234,0.0056,0.7629,0.7597,0.7420,0.0177,0.0031,0.0982,0.0975,0.0939,0.0037,0.0007,0.0303,0.0301,0.0291,0.0010,0.0001,0.0275,0.0270,0.0268,0.0002,0.0005,0.0180,0.0168,0.0160,0.0008,0.0012,0.0632
6075,12/31/2011,0.9967,0.7810,0.2158,0.0033,0.3765,0.3754,0.2320,0.1434,0.0011,0.0732,0.0732,0.0495,0.0237,0.0000,0.3155,0.3148,0.2743,0.0405,0.0007,0.0986,0.0981,0.0957,0.0024,0.0006,0.0578,0.0569,0.0512,0.0057,0.0009,0.0784
6077,12/31/2011,0.9952,0.7354,0.2598,0.0048,0.7544,0.7509,0.5599,0.1911,0.0035,0.1545,0.1540,0.0969,0.0571,0.0005,0.0154,0.0154,0.0061,0.0093,0.0000,0.0180,0.0178,0.0176,0.0002,0.0002,0.0171,0.0165,0.0144,0.0021,0.0005,0.0406
6079,12/31/2011,0.9944,0.8995,0.0950,0.0056,0.7244,0.7219,0.6459,0.0760,0.0025,0.0918,0.0918,0.0759,0.0159,0.0000,0.0137,0.0137,0.0112,0.0026,0.0000,0.0470,0.0470,0.0470,0.0000,0.0000,0.0406,0.0376,0.0371,0.0005,0.0031,0.0823
6081,12/31/2011,0.9963,0.5858,0.4104,0.0037,0.7085,0.7069,0.4100,0.2969,0.0015,0.1077,0.1076,0.0652,0.0423,0.0001,0.0828,0.0825,0.0242,0.0583,0.0003,0.0258,0.0252,0.0230,0.0022,0.0006,0.0234,0.0223,0.0115,0.0108,0.0012,0.0518
6083,12/31/2011,0.9980,0.9320,0.0660,0.0020,0.6683,0.6670,0.6157,0.0513,0.0013,0.1488,0.1488,0.1358,0.0129,0.0001,0.0333,0.0333,0.0318,0.0014,0.0000,0.0397,0.0397,0.0397,0.0000,0.0000,0.0508,0.0502,0.0499,0.0003,0.0006,0.0590
6085,12/31/2011,0.9966,0.8676,0.1290,0.0034,0.7661,0.7650,0.6620,0.1030,0.0011,0.0998,0.0990,0.0838,0.0152,0.0008,0.0343,0.0340,0.0263,0.0077,0.0003,0.0222,0.0219,0.0217,0.0002,0.0003,0.0297,0.0288,0.0258,0.0029,0.0009,0.0480
6087,12/31/2011,0.9974,0.7789,0.2184,0.0026,0.7182,0.7173,0.5351,0.1822,0.0009,0.0972,0.0962,0.0680,0.0282,0.0010,0.0297,0.0297,0.0254,0.0043,0.0000,0.0367,0.0367,0.0351,0.0017,0.0000,0.0506,0.0499,0.0478,0.0020,0.0007,0.0675
6095,12/31/2011,0.9963,0.5998,0.3966,0.0037,0.7679,0.7669,0.4720,0.2948,0.0010,0.1328,0.1326,0.0512,0.0814,0.0002,0.0247,0.0247,0.0092,0.0155,0.0000,0.0213,0.0201,0.0191,0.0010,0.0012,0.0155,0.0142,0.0104,0.0038,0.0012,0.0379
6097,12/31/2011,0.9954,0.8362,0.1592,0.0046,0.7547,0.7528,0.6329,0.1199,0.0019,0.0936,0.0932,0.0639,0.0292,0.0004,0.0179,0.0179,0.0120,0.0059,0.0000,0.0344,0.0344,0.0343,0.0001,0.0000,0.0296,0.0273,0.0233,0.0040,0.0023,0.0697
6099,12/31/2011,0.9995,0.7610,0.2384,0.0005,0.7998,0.7996,0.6090,0.1906,0.0002,0.1093,0.1093,0.0684,0.0409,0.0000,0.0101,0.0101,0.0058,0.0043,0.0000,0.0254,0.0254,0.0254,0.0000,0.0000,0.0163,0.0160,0.0134,0.0026,0.0003,0.0391
6101,12/31/2011,0.9915,0.5806,0.4108,0.0085,0.7564,0.7536,0.4200,0.3336,0.0028,0.1325,0.1272,0.0618,0.0655,0.0052,0.0243,0.0243,0.0173,0.0070,0.0000,0.0121,0.0121,0.0121,0.0000,0.0000,0.0155,0.0149,0.0101,0.0048,0.0005,0.0593
6107,12/31/2011,0.9965,0.8338,0.1626,0.0035,0.7376,0.7354,0.6222,0.1132,0.0022,0.1703,0.1689,0.1229,0.0460,0.0013,0.0052,0.0052,0.0052,0.0000,0.0000,0.0211,0.0211,0.0208,0.0004,0.0000,0.0225,0.0225,0.0195,0.0030,0.0000,0.0433
6111,12/31/2011,0.9946,0.7704,0.2242,0.0054,0.7540,0.7522,0.5679,0.1842,0.0018,0.1334,0.1330,0.1019,0.0312,0.0004,0.0139,0.0133,0.0075,0.0058,0.0005,0.0194,0.0186,0.0183,0.0003,0.0008,0.0198,0.0179,0.0153,0.0026,0.0019,0.0595
6113,12/31/2011,0.9940,0.6403,0.3538,0.0060,0.7041,0.7004,0.4044,0.2960,0.0038,0.0913,0.0908,0.0555,0.0353,0.0005,0.0410,0.0410,0.0225,0.0184,0.0000,0.0256,0.0256,0.0248,0.0008,0.0000,0.0895,0.0878,0.0846,0.0032,0.0017,0.0484
6001,12/31/2012,0.9952,0.6412,0.3540,0.0048,0.6362,0.6346,0.4168,0.2177,0.0016,0.1030,0.1026,0.0572,0.0454,0.0004,0.1302,0.1294,0.0465,0.0828,0.0008,0.0399,0.0391,0.0378,0.0012,0.0008,0.0333,0.0322,0.0254,0.0068,0.0011,0.0574
6007,12/31/2012,0.9956,0.9060,0.0896,0.0044,0.7492,0.7474,0.6681,0.0793,0.0018,0.1078,0.1060,0.0968,0.0091,0.0019,0.0142,0.0142,0.0137,0.0005,0.0000,0.0316,0.0316,0.0312,0.0004,0.0000,0.0373,0.0366,0.0363,0.0003,0.0007,0.0598
6013,12/31/2012,0.9955,0.5776,0.4179,0.0045,0.6882,0.6858,0.4206,0.2653,0.0024,0.1237,0.1231,0.0621,0.0610,0.0006,0.0986,0.0985,0.0151,0.0834,0.0001,0.0160,0.0154,0.0142,0.0012,0.0006,0.0174,0.0165,0.0095,0.0071,0.0009,0.0561
6017,12/31/2012,0.9473,0.5447,0.4026,0.0527,0.7575,0.7135,0.3722,0.3413,0.0440,0.1078,0.1024,0.0537,0.0487,0.0054,0.0101,0.0101,0.0029,0.0072,0.0000,0.0215,0.0207,0.0195,0.0012,0.0008,0.0228,0.0203,0.0160,0.0043,0.0025,0.0803
6019,12/31/2012,0.9961,0.9071,0.0891,0.0039,0.7516,0.7486,0.6796,0.0690,0.0030,0.1345,0.1340,0.1181,0.0160,0.0005,0.0165,0.0165,0.0154,0.0011,0.0000,0.0198,0.0195,0.0194,0.0001,0.0003,0.0306,0.0306,0.0277,0.0028,0.0001,0.0469
6025,12/31/2012,0.9746,0.9282,0.0464,0.0254,0.7657,0.7482,0.7145,0.0337,0.0175,0.1133,0.1064,0.0969,0.0095,0.0069,0.0133,0.0133,0.0127,0.0006,0.0000,0.0325,0.0315,0.0298,0.0016,0.0011,0.0258,0.0258,0.0248,0.0010,0.0000,0.0494
6029,12/31/2012,0.9947,0.9338,0.0609,0.0053,0.7705,0.7672,0.7205,0.0467,0.0033,0.1526,0.1510,0.1381,0.0129,0.0016,0.0103,0.0101,0.0100,0.0001,0.0001,0.0171,0.0171,0.0171,0.0000,0.0000,0.0230,0.0227,0.0215,0.0012,0.0002,0.0266
6037,12/31/2012,0.9957,0.9243,0.0714,0.0043,0.7290,0.7267,0.6673,0.0594,0.0023,0.1013,0.1008,0.0916,0.0092,0.0005,0.0698,0.0695,0.0682,0.0013,0.0003,0.0285,0.0282,0.0279,0.0003,0.0003,0.0207,0.0199,0.0186,0.0013,0.0008,0.0506
6041,12/31/2012,0.9979,0.6686,0.3293,0.0021,0.6673,0.6666,0.4425,0.2241,0.0007,0.0937,0.0937,0.0566,0.0371,0.0000,0.0873,0.0873,0.0254,0.0619,0.0000,0.0264,0.0262,0.0262,0.0000,0.0003,0.0270,0.0259,0.0197,0.0062,0.0011,0.0983
6047,12/31/2012,0.9963,0.7280,0.2684,0.0037,0.7654,0.7624,0.5694,0.1929,0.0030,0.1315,0.1315,0.0685,0.0630,0.0000,0.0047,0.0047,0.0040,0.0007,0.0000,0.0335,0.0335,0.0298,0.0036,0.0000,0.0265,0.0259,0.0178,0.0081,0.0007,0.0385
6053,12/31/2012,0.9990,0.8802,0.1188,0.0010,0.7142,0.7135,0.6315,0.0820,0.0007,0.1263,0.1263,0.1035,0.0228,0.0000,0.0245,0.0245,0.0243,0.0002,0.0000,0.0313,0.0313,0.0310,0.0003,0.0000,0.0637,0.0634,0.0500,0.0135,0.0003,0.0398
6055,12/31/2012,0.9940,0.7756,0.2184,0.0060,0.7640,0.7596,0.5762,0.1834,0.0044,0.1240,0.1240,0.0944,0.0296,0.0000,0.0105,0.0104,0.0065,0.0039,0.0002,0.0437,0.0429,0.0422,0.0007,0.0008,0.0096,0.0091,0.0083,0.0008,0.0006,0.0481
6057,12/31/2012,0.9690,0.6958,0.2732,0.0310,0.7904,0.7617,0.5010,0.2608,0.0286,0.0498,0.0480,0.0403,0.0077,0.0017,0.0082,0.0082,0.0038,0.0044,0.0000,0.0121,0.0121,0.0121,0.0000,0.0000,0.0197,0.0190,0.0187,0.0003,0.0007,0.1199
6059,12/31/2012,0.9957,0.8407,0.1550,0.0043,0.7771,0.7748,0.6451,0.1297,0.0023,0.1013,0.1009,0.0814,0.0195,0.0005,0.0300,0.0300,0.0261,0.0039,0.0000,0.0187,0.0182,0.0181,0.0002,0.0005,0.0205,0.0195,0.0177,0.0018,0.0011,0.0524
6061,12/31/2012,0.9912,0.6206,0.3706,0.0088,0.7799,0.7729,0.4556,0.3173,0.0070,0.0899,0.0893,0.0480,0.0413,0.0006,0.0129,0.0129,0.0047,0.0082,0.0000,0.0148,0.0148,0.0145,0.0003,0.0000,0.0122,0.0110,0.0076,0.0034,0.0012,0.0903
6065,12/31/2012,0.9926,0.6854,0.3072,0.0074,0.7783,0.7728,0.5284,0.2445,0.0054,0.1293,0.1288,0.0757,0.0532,0.0005,0.0137,0.0137,0.0085,0.0051,0.0001,0.0132,0.0126,0.0119,0.0007,0.0006,0.0156,0.0147,0.0111,0.0037,0.0009,0.0499
6067,12/31/2012,0.9963,0.8159,0.1803,0.0037,0.7600,0.7583,0.6064,0.1518,0.0017,0.1190,0.1189,0.0945,0.0244,0.0001,0.0235,0.0229,0.0209,0.0019,0.0007,0.0230,0.0228,0.0224,0.0004,0.0002,0.0230,0.0221,0.0202,0.0018,0.0010,0.0514
6071,12/31/2012,0.9951,0.6959,0.2991,0.0049,0.7765,0.7736,0.5334,0.2402,0.0028,0.1393,0.1384,0.0894,0.0490,0.0009,0.0167,0.0165,0.0088,0.0077,0.0002,0.0185,0.0184,0.0180,0.0004,0.0001,0.0124,0.0114,0.0095,0.0019,0.0010,0.0368
6073,12/31/2012,0.9939,0.9720,0.0219,0.0061,0.7617,0.7581,0.7405,0.0176,0.0036,0.0988,0.0978,0.0953,0.0025,0.0010,0.0279,0.0278,0.0271,0.0007,0.0001,0.0266,0.0262,0.0260,0.0002,0.0004,0.0191,0.0181,0.0172,0.0009,0.0010,0.0659
6075,12/31/2012,0.9953,0.7461,0.2492,0.0047,0.3632,0.3612,0.2059,0.1553,0.0020,0.0769,0.0767,0.0503,0.0264,0.0002,0.3311,0.3304,0.2754,0.0550,0.0006,0.0983,0.0971,0.0944,0.0027,0.0012,0.0633,0.0626,0.0527,0.0099,0.0007,0.0674
6077,12/31/2012,0.9964,0.7231,0.2734,0.0036,0.7823,0.7803,0.5734,0.2069,0.0020,0.1368,0.1363,0.0824,0.0539,0.0005,0.0143,0.0143,0.0070,0.0073,0.0000,0.0190,0.0188,0.0168,0.0020,0.0002,0.0123,0.0115,0.0083,0.0032,0.0009,0.0352
6079,12/31/2012,0.9924,0.8610,0.1313,0.0076,0.7312,0.7280,0.6189,0.1092,0.0032,0.1117,0.1112,0.0937,0.0175,0.0005,0.0223,0.0223,0.0200,0.0022,0.0000,0.0394,0.0394,0.0390,0.0004,0.0000,0.0229,0.0190,0.0169,0.0021,0.0039,0.0725
6081,12/31/2012,0.9963,0.5870,0.4093,0.0037,0.7049,0.7033,0.4112,0.2922,0.0015,0.1007,0.0998,0.0560,0.0437,0.0009,0.0904,0.0904,0.0266,0.0637,0.0000,0.0242,0.0237,0.0226,0.0010,0.0006,0.0256,0.0249,0.0163,0.0087,0.0007,0.0542
6083,12/31/2012,0.9962,0.9355,0.0608,0.0038,0.6728,0.6701,0.6219,0.0482,0.0026,0.1342,0.1342,0.1235,0.0107,0.0000,0.0326,0.0324,0.0319,0.0005,0.0002,0.0435,0.0435,0.0429,0.0006,0.0000,0.0674,0.0664,0.0656,0.0008,0.0009,0.0496
6085,12/31/2012,0.9966,0.8654,0.1311,0.0034,0.7644,0.7626,0.6594,0.1032,0.0019,0.1042,0.1038,0.0871,0.0167,0.0004,0.0350,0.0349,0.0266,0.0083,0.0001,0.0157,0.0155,0.0152,0.0002,0.0002,0.0337,0.0329,0.0302,0.0027,0.0008,0.0469
6087,12/31/2012,0.9937,0.7648,0.2289,0.0063,0.7009,0.6980,0.5022,0.1958,0.0029,0.0940,0.0940,0.0680,0.0260,0.0000,0.0270,0.0269,0.0236,0.0033,0.0001,0.0458,0.0444,0.0424,0.0020,0.0014,0.0583,0.0565,0.0546,0.0019,0.0018,0.0739
6089,12/31/2012,0.9951,0.9251,0.0700,0.0049,0.8268,0.8232,0.7570,0.0662,0.0036,0.0820,0.0816,0.0786,0.0029,0.0004,0.0088,0.0088,0.0088,0.0000,0.0000,0.0234,0.0234,0.0230,0.0003,0.0000,0.0221,0.0212,0.0206,0.0005,0.0009,0.0370
6095,12/31/2012,0.9956,0.5960,0.3996,0.0044,0.7788,0.7757,0.4631,0.3127,0.0030,0.1300,0.1292,0.0627,0.0665,0.0008,0.0209,0.0209,0.0054,0.0155,0.0000,0.0205,0.0203,0.0197,0.0006,0.0003,0.0122,0.0119,0.0075,0.0044,0.0003,0.0375
6097,12/31/2012,0.9963,0.8307,0.1655,0.0037,0.7640,0.7610,0.6318,0.1292,0.0030,0.1042,0.1039,0.0788,0.0251,0.0003,0.0171,0.0171,0.0094,0.0077,0.0000,0.0331,0.0328,0.0323,0.0005,0.0003,0.0213,0.0211,0.0181,0.0030,0.0002,0.0604
6099,12/31/2012,0.9964,0.7558,0.2406,0.0036,0.7907,0.7888,0.5966,0.1921,0.0020,0.1233,0.1228,0.0764,0.0465,0.0004,0.0098,0.0098,0.0087,0.0011,0.0000,0.0196,0.0189,0.0183,0.0006,0.0007,0.0112,0.0107,0.0103,0.0004,0.0005,0.0454
6107,12/31/2012,0.9965,0.8598,0.1367,0.0035,0.7760,0.7743,0.6685,0.1057,0.0017,0.1558,0.1544,0.1256,0.0288,0.0014,0.0066,0.0066,0.0064,0.0002,0.0000,0.0164,0.0164,0.0164,0.0000,0.0000,0.0165,0.0162,0.0142,0.0019,0.0004,0.0287
6111,12/31/2012,0.9963,0.7813,0.2151,0.0037,0.7626,0.7615,0.5843,0.1772,0.0011,0.1316,0.1313,0.1033,0.0280,0.0002,0.0134,0.0133,0.0057,0.0076,0.0001,0.0210,0.0207,0.0203,0.0004,0.0003,0.0181,0.0161,0.0143,0.0018,0.0020,0.0534
6113,12/31/2012,0.9955,0.6203,0.3753,0.0045,0.6694,0.6669,0.3751,0.2918,0.0025,0.1053,0.1048,0.0547,0.0501,0.0005,0.0446,0.0446,0.0222,0.0224,0.0000,0.0281,0.0281,0.0245,0.0036,0.0000,0.1026,0.1012,0.0938,0.0074,0.0014,0.0499
6001,12/31/2013,0.9961,0.6461,0.3499,0.0039,0.6324,0.6303,0.4202,0.2100,0.0022,0.1033,0.1031,0.0604,0.0427,0.0002,0.1352,0.1351,0.0479,0.0873,0.0001,0.0353,0.0346,0.0325,0.0020,0.0007,0.0355,0.0347,0.0268,0.0079,0.0007,0.0583
6007,12/31/2013,0.9922,0.9137,0.0785,0.0078,0.7413,0.7352,0.6733,0.0620,0.0061,0.1084,0.1072,0.0929,0.0143,0.0012,0.0130,0.0130,0.0130,0.0000,0.0000,0.0358,0.0358,0.0356,0.0002,0.0000,0.0340,0.0335,0.0315,0.0020,0.0005,0.0674
6013,12/31/2013,0.9957,0.5722,0.4235,0.0043,0.6831,0.6807,0.4155,0.2652,0.0024,0.1190,0.1182,0.0580,0.0601,0.0008,0.1034,0.1033,0.0143,0.0889,0.0002,0.0167,0.0163,0.0156,0.0008,0.0003,0.0217,0.0209,0.0125,0.0084,0.0007,0.0562
6017,12/31/2013,0.9652,0.5679,0.3973,0.0348,0.7760,0.7478,0.4122,0.3356,0.0282,0.0900,0.0866,0.0402,0.0464,0.0034,0.0147,0.0147,0.0030,0.0117,0.0000,0.0252,0.0237,0.0230,0.0008,0.0015,0.0132,0.0115,0.0087,0.0029,0.0017,0.0809
6019,12/31/2013,0.9960,0.9115,0.0845,0.0040,0.7762,0.7738,0.7093,0.0645,0.0024,0.1336,0.1326,0.1160,0.0165,0.0010,0.0109,0.0109,0.0091,0.0018,0.0000,0.0170,0.0170,0.0166,0.0004,0.0000,0.0246,0.0241,0.0228,0.0013,0.0005,0.0377
6025,12/31/2013,0.9883,0.9295,0.0587,0.0117,0.8004,0.7942,0.7431,0.0511,0.0063,0.0970,0.0927,0.0859,0.0068,0.0043,0.0108,0.0108,0.0100,0.0009,0.0000,0.0131,0.0131,0.0131,0.0000,0.0000,0.0372,0.0361,0.0361,0.0000,0.0011,0.0414
6029,12/31/2013,0.9960,0.9363,0.0597,0.0040,0.7769,0.7738,0.7258,0.0480,0.0031,0.1465,0.1460,0.1364,0.0096,0.0005,0.0098,0.0098,0.0096,0.0002,0.0000,0.0145,0.0145,0.0141,0.0004,0.0000,0.0247,0.0243,0.0228,0.0015,0.0003,0.0277
6031,12/31/2013,0.9991,0.7754,0.2237,0.0009,0.7400,0.7400,0.5798,0.1601,0.0000,0.1574,0.1574,0.1004,0.0570,0.0000,0.0394,0.0394,0.0338,0.0056,0.0000,0.0219,0.0219,0.0219,0.0000,0.0000,0.0100,0.0091,0.0082,0.0009,0.0009,0.0314
6037,12/31/2013,0.9955,0.9240,0.0715,0.0045,0.7267,0.7245,0.6639,0.0606,0.0022,0.1001,0.0995,0.0914,0.0082,0.0006,0.0694,0.0691,0.0680,0.0011,0.0003,0.0284,0.0282,0.0278,0.0003,0.0003,0.0236,0.0225,0.0212,0.0013,0.0012,0.0517
6041,12/31/2013,0.9960,0.6463,0.3497,0.0040,0.6682,0.6664,0.4360,0.2304,0.0018,0.0818,0.0815,0.0519,0.0296,0.0003,0.0906,0.0889,0.0139,0.0750,0.0017,0.0283,0.0283,0.0254,0.0029,0.0000,0.0291,0.0289,0.0170,0.0118,0.0002,0.1020
6047,12/31/2013,0.9994,0.7435,0.2559,0.0006,0.7988,0.7982,0.5803,0.2179,0.0006,0.1029,0.1029,0.0713,0.0316,0.0000,0.0061,0.0061,0.0052,0.0009,0.0000,0.0226,0.0226,0.0225,0.0001,0.0000,0.0404,0.0404,0.0351,0.0054,0.0000,0.0291
6053,12/31/2013,0.9981,0.8757,0.1224,0.0019,0.7166,0.7149,0.6188,0.0961,0.0017,0.1149,0.1149,0.1015,0.0134,0.0000,0.0163,0.0162,0.0145,0.0017,0.0001,0.0221,0.0221,0.0207,0.0014,0.0000,0.0715,0.0715,0.0616,0.0098,0.0000,0.0586
6055,12/31/2013,0.9956,0.7781,0.2174,0.0044,0.7656,0.7628,0.5747,0.1881,0.0028,0.1235,0.1225,0.0966,0.0259,0.0009,0.0028,0.0028,0.0005,0.0023,0.0000,0.0398,0.0390,0.0390,0.0000,0.0007,0.0142,0.0142,0.0130,0.0011,0.0000,0.0542
6057,12/31/2013,0.9721,0.7454,0.2266,0.0279,0.7666,0.7465,0.5414,0.2052,0.0200,0.0422,0.0412,0.0315,0.0096,0.0010,0.0177,0.0126,0.0037,0.0089,0.0051,0.0104,0.0104,0.0104,0.0000,0.0000,0.0193,0.0176,0.0147,0.0029,0.0017,0.1438
6059,12/31/2013,0.9956,0.8446,0.1510,0.0044,0.7834,0.7811,0.6553,0.1257,0.0024,0.0975,0.0971,0.0789,0.0182,0.0004,0.0247,0.0244,0.0210,0.0034,0.0003,0.0195,0.0194,0.0190,0.0003,0.0001,0.0249,0.0237,0.0204,0.0033,0.0011,0.0499
6061,12/31/2013,0.9857,0.6233,0.3624,0.0143,0.7877,0.7760,0.4712,0.3049,0.0117,0.0887,0.0887,0.0457,0.0431,0.0000,0.0137,0.0131,0.0045,0.0086,0.0006,0.0178,0.0175,0.0166,0.0009,0.0003,0.0207,0.0190,0.0140,0.0050,0.0017,0.0714
6065,12/31/2013,0.9938,0.6930,0.3007,0.0062,0.7600,0.7561,0.5190,0.2370,0.0040,0.1404,0.1393,0.0841,0.0552,0.0011,0.0141,0.0141,0.0097,0.0045,0.0000,0.0148,0.0145,0.0140,0.0005,0.0002,0.0177,0.0168,0.0133,0.0035,0.0009,0.0530
6067,12/31/2013,0.9967,0.8120,0.1848,0.0033,0.7558,0.7538,0.6002,0.1536,0.0020,0.1137,0.1136,0.0889,0.0247,0.0001,0.0315,0.0312,0.0279,0.0034,0.0003,0.0230,0.0228,0.0225,0.0004,0.0001,0.0259,0.0252,0.0225,0.0027,0.0008,0.0500
6071,12/31/2013,0.9953,0.6978,0.2975,0.0047,0.7779,0.7744,0.5347,0.2396,0.0035,0.1274,0.1272,0.0805,0.0467,0.0003,0.0151,0.0147,0.0087,0.0061,0.0004,0.0180,0.0180,0.0167,0.0013,0.0000,0.0149,0.0144,0.0105,0.0038,0.0005,0.0466
6073,12/31/2013,0.9929,0.9722,0.0207,0.0071,0.7576,0.7534,0.7375,0.0159,0.0043,0.0961,0.0952,0.0925,0.0027,0.0009,0.0317,0.0316,0.0303,0.0012,0.0001,0.0314,0.0309,0.0308,0.0001,0.0005,0.0193,0.0181,0.0173,0.0007,0.0013,0.0638
6075,12/31/2013,0.9935,0.7477,0.2458,0.0065,0.3642,0.3616,0.2042,0.1574,0.0027,0.0677,0.0672,0.0494,0.0178,0.0005,0.3267,0.3260,0.2699,0.0561,0.0008,0.1091,0.1090,0.1043,0.0047,0.0001,0.0647,0.0622,0.0524,0.0098,0.0025,0.0675
6077,12/31/2013,0.9986,0.7256,0.2730,0.0014,0.7573,0.7561,0.5525,0.2036,0.0012,0.1501,0.1501,0.0937,0.0564,0.0000,0.0160,0.0160,0.0059,0.0102,0.0000,0.0218,0.0216,0.0216,0.0000,0.0002,0.0167,0.0167,0.0139,0.0028,0.0000,0.0380
6079,12/31/2013,0.9959,0.9015,0.0943,0.0041,0.7349,0.7316,0.6553,0.0763,0.0033,0.1041,0.1041,0.0876,0.0165,0.0000,0.0170,0.0170,0.0167,0.0003,0.0000,0.0346,0.0346,0.0340,0.0006,0.0000,0.0387,0.0379,0.0372,0.0007,0.0008,0.0707
6081,12/31/2013,0.9974,0.5790,0.4184,0.0026,0.6946,0.6933,0.4100,0.2832,0.0014,0.1145,0.1145,0.0669,0.0476,0.0000,0.1024,0.1018,0.0267,0.0751,0.0006,0.0254,0.0253,0.0225,0.0028,0.0001,0.0212,0.0207,0.0109,0.0098,0.0005,0.0419
6083,12/31/2013,0.9970,0.9274,0.0696,0.0030,0.6839,0.6813,0.6237,0.0576,0.0027,0.1345,0.1342,0.1238,0.0103,0.0003,0.0344,0.0344,0.0337,0.0007,0.0000,0.0421,0.0421,0.0415,0.0006,0.0000,0.0567,0.0567,0.0563,0.0003,0.0000,0.0484
6085,12/31/2013,0.9958,0.8661,0.1297,0.0042,0.7577,0.7561,0.6590,0.0971,0.0016,0.1033,0.1028,0.0877,0.0152,0.0004,0.0435,0.0429,0.0290,0.0139,0.0006,0.0214,0.0211,0.0209,0.0001,0.0004,0.0329,0.0317,0.0284,0.0033,0.0012,0.0412
6087,12/31/2013,0.9975,0.7534,0.2441,0.0025,0.7063,0.7061,0.5124,0.1937,0.0002,0.0926,0.0926,0.0643,0.0283,0.0000,0.0196,0.0185,0.0123,0.0062,0.0011,0.0400,0.0400,0.0386,0.0014,0.0000,0.0699,0.0688,0.0543,0.0145,0.0011,0.0716
6095,12/31/2013,0.9954,0.5897,0.4058,0.0046,0.7595,0.7559,0.4504,0.3055,0.0036,0.1411,0.1411,0.0699,0.0711,0.0000,0.0341,0.0341,0.0101,0.0240,0.0000,0.0178,0.0178,0.0153,0.0025,0.0000,0.0169,0.0159,0.0132,0.0027,0.0010,0.0308
6097,12/31/2013,0.9951,0.8343,0.1608,0.0049,0.7740,0.7709,0.6423,0.1286,0.0031,0.0902,0.0902,0.0697,0.0205,0.0000,0.0215,0.0213,0.0131,0.0082,0.0002,0.0286,0.0281,0.0269,0.0013,0.0005,0.0183,0.0172,0.0150,0.0022,0.0012,0.0674
6099,12/31/2013,0.9991,0.7671,0.2320,0.0009,0.7872,0.7863,0.6092,0.1771,0.0009,0.1299,0.1299,0.0809,0.0490,0.0000,0.0096,0.0096,0.0075,0.0021,0.0000,0.0198,0.0198,0.0198,0.0000,0.0000,0.0204,0.0204,0.0166,0.0038,0.0000,0.0331
6107,12/31/2013,0.9950,0.8485,0.1465,0.0050,0.7782,0.7742,0.6717,0.1025,0.0040,0.1526,0.1522,0.1121,0.0401,0.0004,0.0096,0.0096,0.0092,0.0004,0.0000,0.0165,0.0161,0.0161,0.0000,0.0003,0.0269,0.0266,0.0231,0.0035,0.0003,0.0163
6111,12/31/2013,0.9957,0.7796,0.2161,0.0043,0.7810,0.7798,0.5951,0.1847,0.0012,0.1177,0.1170,0.0938,0.0233,0.0007,0.0132,0.0129,0.0061,0.0068,0.0004,0.0196,0.0194,0.0189,0.0006,0.0001,0.0131,0.0112,0.0104,0.0007,0.0019,0.0554
