GeoID,Date,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $49,999","Margin of Error; $40,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $69,999","Margin of Error; $60,000 to $69,999","Estimate; $70,000 to $79,999","Margin of Error; $70,000 to $79,999","Estimate; $80,000 to $89,999","Margin of Error; $80,000 to $89,999","Estimate; $90,000 to $99,999","Margin of Error; $90,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $174,999","Margin of Error; $150,000 to $174,999","Estimate; $175,000 to $199,999","Margin of Error; $175,000 to $199,999","Estimate; $200,000 to $249,999","Margin of Error; $200,000 to $249,999","Estimate; $250,000 to $299,999","Margin of Error; $250,000 to $299,999","Estimate; $300,000 to $399,999","Margin of Error; $300,000 to $399,999","Estimate; $400,000 to $499,999","Margin of Error; $400,000 to $499,999","Estimate; $500,000 to $749,999","Margin of Error; $500,000 to $749,999","Estimate; $750,000 to $999,999","Margin of Error; $750,000 to $999,999","Estimate; $1,000,000 or more","Margin of Error; $1,000,000 or more"
6097,31/12/2006,114133,3091,322,187,402,231,383,356,104,120,433,260,324,225,303,200,529,352,750,377,784,466,714,258,528,328,530,291,1590,614,728,422,645,363,168,146,2174,545,1188,548,6308,1122,14857,1637,49178,2899,18897,1646,12294,1392
6099,31/12/2006,102731,3409,856,500,197,171,286,244,451,266,182,148,371,218,71,115,466,249,418,235,225,187,375,246,465,314,290,214,1059,468,756,320,1050,476,1183,480,6117,1032,9622,1557,37569,2709,19109,1856,15029,1671,4089,940,2495,549
6101,31/12/2006,19526,1348,117,138,0,289,93,94,17,28,70,89,0,289,0,289,124,137,237,195,355,250,197,243,45,75,0,289,299,199,422,263,460,230,491,246,2396,601,2271,625,6148,1064,2916,732,2000,562,372,212,496,392
6107,31/12/2006,72770,2612,485,250,294,178,781,335,290,157,272,224,227,284,347,269,522,303,486,264,523,273,816,504,1985,664,1368,458,4341,978,3910,876,5563,1101,5622,1177,13313,1542,8298,1392,10876,1557,4826,800,5678,975,1300,586,647,285
6111,31/12/2006,177961,3791,507,337,46,76,340,235,332,256,247,171,225,150,125,145,639,498,748,324,1114,583,848,395,1059,491,315,218,1241,520,808,351,1683,589,1050,452,1854,540,1494,596,9619,1528,16131,1733,82032,3658,35337,2690,20167,1814
6113,31/12/2006,36338,1546,332,207,123,142,145,167,106,123,55,92,81,132,160,170,390,312,45,74,407,300,84,97,241,292,0,289,305,216,45,77,78,122,386,246,1779,530,2715,902,6722,998,7125,890,9847,1224,3689,960,1478,394
6115,31/12/2006,13381,1162,167,156,71,120,0,289,0,289,121,155,0,289,0,289,105,122,42,69,223,153,0,289,125,117,0,289,577,397,288,195,660,386,796,401,2034,624,2035,682,3595,864,1249,479,668,372,548,348,77,127
6001,31/12/2007,298409,5528,895,470,451,473,478,309,191,204,431,427,361,231,466,342,859,393,1937,662,1194,460,1535,551,1317,592,657,340,1951,614,1424,537,1159,545,739,359,3881,816,3575,1041,16662,1704,30930,2359,128666,4317,64854,2909,33796,2413
6007,31/12/2007,50554,2046,1043,622,366,248,261,246,650,459,454,350,197,158,360,329,143,142,219,170,575,307,786,392,705,320,438,230,1921,753,1133,388,1567,573,3553,717,6796,1106,5396,1116,10553,1471,6711,1332,4728,943,1467,465,532,338
6013,31/12/2007,260823,4027,501,349,387,335,68,114,711,500,217,181,834,429,880,474,708,374,476,294,524,265,693,436,953,343,814,395,972,442,474,321,1385,473,1400,551,4823,978,4546,1089,21775,2399,43929,2958,88685,4002,45697,2844,39371,2303
6017,31/12/2007,48954,1913,302,292,0,292,313,343,105,125,52,85,53,94,0,292,170,169,163,275,379,216,89,106,334,196,42,70,0,292,95,103,295,199,372,243,1876,530,1434,605,7723,1199,10289,1498,15104,1469,7001,957,2763,603
6019,31/12/2007,157007,3883,1037,430,458,283,219,210,631,265,528,339,689,376,295,228,817,367,857,537,520,277,880,477,1967,649,1609,563,4015,897,3585,796,5683,887,8364,1266,25624,1973,22396,2518,37290,2661,17400,2020,15443,1680,4328,764,2372,687
6023,31/12/2007,30514,1785,584,340,0,292,80,94,17,28,128,153,31,55,446,299,481,297,220,184,27,47,307,299,51,83,89,123,542,275,555,339,755,334,1084,378,4436,973,3639,1027,8508,1175,2391,704,4898,914,587,275,658,422
6025,31/12/2007,22774,1899,341,217,157,172,83,77,190,189,178,153,168,194,195,173,272,236,163,158,180,159,11,22,87,121,456,210,918,419,408,280,920,451,2127,571,4818,936,3992,876,4079,905,1688,676,791,358,161,266,391,367
6029,31/12/2007,147822,3929,1662,666,646,284,497,375,720,371,515,273,547,277,343,336,1008,431,1496,511,1042,515,849,342,1786,626,1205,503,5480,1165,3664,878,10966,1641,9367,1555,29199,2160,21373,2063,30571,2275,11394,1585,9995,1373,1846,707,1651,586
6031,31/12/2007,23535,1440,64,110,0,292,0,292,37,62,260,343,42,72,43,72,0,292,39,47,168,164,270,257,762,375,153,164,1207,456,752,368,1598,726,2280,660,5024,893,3730,954,4886,1045,534,259,975,396,229,152,482,363
6033,31/12/2007,16763,1774,532,505,51,95,103,142,196,230,384,328,62,110,0,292,213,200,480,457,96,135,221,333,528,519,212,175,641,397,313,368,258,265,1014,888,1576,822,1424,628,4316,994,1244,579,2285,893,470,387,144,174
6037,31/12/2007,1558468,13095,4732,1049,2475,656,2167,723,1638,507,2458,879,2621,776,2774,808,6027,1080,7995,1103,6193,1198,5287,1045,5089,991,4361,890,9429,1369,6958,1276,9291,1469,8879,1275,35911,2907,30489,2405,149849,5643,272223,8796,568115,8546,214068,6695,199439,5645
6039,31/12/2007,27034,1646,123,134,0,292,194,232,36,60,55,91,38,64,130,150,217,152,0,292,59,96,48,77,53,87,27,33,1328,639,419,219,308,210,719,458,3329,833,3950,1216,7708,1195,3934,870,3269,787,593,337,497,399
6041,31/12/2007,64824,2754,144,167,0,292,0,292,64,91,0,292,0,292,52,89,57,95,61,101,479,389,80,131,217,211,0,292,459,274,246,207,443,334,280,244,427,278,339,205,1464,688,2860,644,11276,1404,19954,1829,25922,1929
6045,31/12/2007,21300,1535,730,446,42,73,33,54,48,83,9,18,145,145,0,292,281,204,209,195,374,297,100,167,103,117,49,82,520,377,87,91,238,198,262,211,1065,502,285,222,3704,877,3429,939,5726,1128,1575,543,2286,794
6047,31/12/2007,41790,2430,440,290,301,269,121,141,0,292,94,113,300,313,123,198,13,22,440,405,273,183,391,310,489,354,130,157,330,235,395,242,601,315,1430,565,6592,1409,5866,1275,10816,1312,5951,1170,4344,1260,1503,493,847,391
6053,31/12/2007,64807,2875,205,217,240,250,285,300,57,96,49,84,127,160,45,76,0,292,384,303,254,209,177,240,55,80,211,261,522,274,250,246,416,262,695,358,1178,443,660,477,1951,658,5795,1127,29698,2433,10861,1356,10692,1122
6055,31/12/2007,32301,1522,212,203,269,215,0,292,84,132,0,292,101,129,73,121,199,151,341,275,283,357,261,245,417,241,272,251,484,300,192,183,157,141,0,292,410,273,511,320,1160,440,3638,957,12351,1433,5009,968,5877,890
6059,31/12/2007,612493,5755,903,409,808,408,848,412,740,367,1431,638,1512,475,907,380,2446,833,2831,874,3842,783,2617,700,3452,793,2128,625,5044,1003,3825,809,4685,989,4365,910,9391,1316,8401,1465,30773,2102,56759,2950,232279,5661,133408,5233,99098,3739
6061,31/12/2007,89508,2618,434,311,296,318,65,110,86,106,79,131,63,103,0,292,292,206,313,193,142,172,261,194,355,207,374,300,1038,498,264,206,438,221,587,309,3019,735,2502,813,16948,1870,20539,1925,26964,2209,9307,1316,5142,968
6065,31/12/2007,452798,6660,2834,637,2910,894,2114,645,2120,703,1646,548,2026,751,981,391,3773,994,4478,948,2320,751,3711,844,2657,846,2484,709,5358,895,4395,939,7744,1380,9165,1373,24550,2189,25309,2617,109579,4323,99371,4715,97607,4394,21442,2116,14224,1752
6067,31/12/2007,307787,5148,1859,712,509,265,111,138,1036,476,1288,616,1226,555,668,360,1728,604,1980,827,771,346,1108,467,749,331,598,364,1783,541,3273,838,4557,903,6162,1286,25541,1954,26429,2172,102745,4393,58847,2881,48252,2851,12202,1449,4365,1105
6071,31/12/2007,386391,6425,2913,727,1279,438,513,255,901,420,1311,558,2076,715,2453,910,2113,590,2272,710,2018,672,2803,788,2548,690,2407,746,4916,987,4560,1184,5902,1185,7774,1248,28909,2432,26720,3079,102046,4217,78430,4340,78315,3583,16820,1956,6392,1160
6073,31/12/2007,584243,7869,2266,593,1635,664,1490,541,1310,490,940,506,877,487,948,487,3808,726,3647,1007,1997,566,2238,790,2707,660,2241,536,4093,785,3599,806,3570,803,4078,893,17602,2088,15088,1974,54916,3572,116148,5310,207586,5521,73685,3933,57774,2654
6075,31/12/2007,121809,4211,141,161,74,131,0,292,63,102,32,54,104,133,186,153,183,177,104,98,828,337,1334,451,841,308,165,160,440,265,59,96,601,306,131,136,2122,803,804,317,1686,555,4593,930,35418,2836,34048,2583,37852,2728
6077,31/12/2007,131039,4269,874,485,487,288,607,430,152,146,509,303,676,422,103,121,501,280,517,306,819,406,1323,544,622,315,420,242,773,321,971,408,1548,554,1998,677,8908,1350,8148,1498,35749,2693,25889,2462,29399,2775,6182,1108,3864,979
6079,31/12/2007,59915,2816,238,224,0,292,167,143,0,292,52,88,55,89,51,88,82,108,378,259,90,107,237,195,643,335,303,233,288,217,529,283,581,320,577,272,2622,708,770,597,6562,1184,8958,1268,21476,2146,8333,1208,6923,1252
6081,31/12/2007,155617,3522,320,207,142,168,64,104,133,166,108,128,133,158,409,478,353,265,175,167,656,325,883,393,836,338,378,219,631,302,475,272,456,296,465,258,1589,605,1873,709,3578,782,4551,841,41889,2817,47553,2617,47967,2236
6083,31/12/2007,76420,2216,49,82,0,292,45,75,162,158,0,292,134,154,42,71,54,66,102,126,475,238,586,313,631,315,489,270,1201,486,1202,476,774,479,849,371,3058,1003,1547,529,9194,1575,10775,1368,12065,1548,14114,1449,18872,1293
6085,31/12/2007,354395,6539,667,340,425,280,286,211,544,317,251,262,520,290,1064,527,1762,543,1936,586,2371,674,2065,579,2119,650,1596,550,3106,657,1741,569,1676,508,1716,712,2437,619,1835,621,9364,1409,18883,1638,117807,4247,93556,3836,86668,3841
6087,31/12/2007,55748,2309,301,302,59,98,0,292,35,62,0,292,57,91,252,315,117,139,190,171,270,214,246,211,51,62,212,159,562,297,451,273,1158,549,382,312,1210,471,909,436,2206,704,3098,924,15641,1803,17084,1650,11257,1439
6089,31/12/2007,44597,2017,880,441,1012,591,218,214,204,315,0,292,304,233,0,292,66,89,179,172,357,253,487,318,807,433,472,225,1436,570,1211,616,1847,614,3331,858,8966,1469,4757,1111,7937,1322,4907,797,3624,886,1389,593,206,134
6095,31/12/2007,90775,2452,581,374,343,211,180,226,307,343,148,160,195,211,89,105,592,330,286,211,412,239,167,202,238,191,527,292,512,269,381,260,516,274,280,190,1862,572,2742,789,17054,1914,22605,1952,32486,2111,5748,1201,2524,614
6097,31/12/2007,110167,2654,487,358,130,154,344,337,202,199,182,170,240,224,179,176,1163,504,906,429,1026,547,840,535,265,195,601,336,1080,404,585,254,731,428,841,437,1530,451,1978,579,6135,1127,15553,1738,44080,2299,18234,1446,12855,1417
6099,31/12/2007,100425,3289,663,443,350,292,687,334,114,135,458,310,103,120,177,172,769,348,453,289,221,283,275,250,271,200,500,317,926,514,770,331,1307,421,2220,839,9448,1152,10803,1665,33675,2601,17226,1951,13441,1499,3149,677,2419,791
6101,31/12/2007,20769,1166,0,292,0,292,64,108,71,120,140,178,141,220,108,190,0,292,168,156,148,173,67,65,0,292,311,292,382,234,306,289,674,417,1538,599,3106,883,3705,820,5488,995,2216,671,1351,522,512,277,273,209
6107,31/12/2007,72453,2619,888,563,584,372,230,189,203,165,112,98,173,156,307,266,771,347,546,289,345,236,904,467,1217,436,853,404,2655,659,3526,881,4918,1023,6451,1062,16422,1790,7861,1292,12201,1686,4600,921,4198,972,1457,484,1031,453
6111,31/12/2007,173223,3236,469,302,43,71,123,146,116,131,100,134,66,109,100,116,455,377,1113,360,816,364,526,283,699,286,457,255,1062,514,862,395,1132,457,915,420,2188,562,2398,701,9427,1569,18185,1737,80240,3486,33233,2589,18498,1718
6113,31/12/2007,37899,1790,217,184,157,154,265,293,114,140,220,362,0,292,111,130,254,270,305,259,0,292,119,99,145,121,191,271,160,158,227,285,67,116,322,271,1791,630,1554,591,9608,1358,7085,1238,10077,1303,3261,787,1649,574
6001,31/12/2008,289188,6710,1159,440,294,218,486,465,918,461,74,123,633,399,296,223,1327,666,1379,564,620,360,626,312,1014,398,370,234,1566,522,549,332,1852,672,1080,486,4396,922,7636,1467,29749,2435,42735,3212,107421,4154,53988,2904,29020,2347
6007,31/12/2008,49878,2206,731,490,665,350,594,330,363,255,331,280,690,343,319,241,539,292,448,263,427,250,752,316,688,427,443,320,1225,594,812,412,2973,905,2477,839,6727,1164,6938,1183,10839,1314,4134,805,4753,1042,1244,632,766,445
6013,31/12/2008,253573,4209,808,331,365,281,564,335,347,323,766,450,768,420,374,293,1137,491,532,295,598,358,1118,541,728,315,392,350,1841,535,1148,607,3076,911,3237,942,10182,1685,11523,1866,36865,2726,36968,2899,69212,3224,35070,2469,35954,2132
6017,31/12/2008,46505,1804,104,129,63,105,432,405,347,412,124,143,164,128,297,257,142,167,106,147,0,294,271,182,117,128,193,234,601,312,403,254,442,309,227,184,1465,539,2478,649,11131,1709,8904,1438,12165,1464,4671,1114,1658,494
6019,31/12/2008,149799,4811,1512,578,1213,544,1404,582,905,401,821,368,377,232,310,223,1140,509,1065,422,1403,532,534,278,2047,788,1408,498,4370,1083,2766,862,12003,1761,11176,1621,25392,2386,21206,1944,29641,2265,11822,1725,10528,1451,4224,985,2532,728
6023,31/12/2008,28623,1831,436,283,125,108,112,106,517,389,52,64,114,99,14,24,185,175,122,125,134,216,128,135,148,132,57,91,824,395,156,139,538,341,959,618,2756,676,5260,1288,7898,1198,3341,784,3061,623,1137,426,549,247
6025,31/12/2008,25739,1837,420,257,626,393,0,294,404,285,260,142,555,490,195,178,115,126,255,289,432,277,42,71,402,337,694,436,1194,579,1262,466,2635,984,1819,613,5528,1171,4442,1083,2246,687,1275,467,573,300,193,179,172,120
6029,31/12/2008,145468,4122,1460,748,776,400,1321,440,1130,426,1052,624,338,289,325,253,1413,529,1613,608,2338,823,1367,517,3439,882,1539,551,6940,1329,7866,1487,14936,1784,13649,1795,25077,2442,20558,2164,22472,2047,7081,1442,6515,1239,1430,510,833,373
6031,31/12/2008,22409,1676,157,146,239,201,77,93,23,42,119,122,0,294,96,160,23,38,179,172,203,181,181,169,575,399,191,153,896,503,521,315,1707,556,2490,735,6707,1326,3099,727,2547,617,1345,524,711,554,82,101,241,169
6033,31/12/2008,15574,1835,369,327,210,221,76,142,65,125,77,103,406,322,82,133,254,227,325,248,12,20,131,161,149,162,215,218,636,378,713,461,1381,847,823,436,1665,672,1496,550,2586,911,1219,628,2228,890,406,308,50,86
6037,31/12/2008,1528562,13153,5748,1032,4830,1001,1914,656,3688,879,3393,1005,2806,668,4087,1030,8662,1335,5262,1011,4051,954,4607,1038,4677,1019,2892,781,11908,1690,5668,1035,15088,2008,11038,1567,42932,3008,59734,3737,225342,7721,289826,8413,459113,8773,171620,6507,179676,5665
6039,31/12/2008,24974,1866,124,127,398,265,140,132,418,307,13,22,0,294,119,140,51,87,0,294,113,132,0,294,40,64,117,140,1167,475,977,606,1512,637,910,534,3353,839,3570,1030,5337,969,3128,782,1818,632,1592,833,77,91
6045,31/12/2008,21170,1695,361,303,687,497,54,93,46,81,200,183,111,140,0,294,131,157,139,124,0,294,28,45,150,173,44,75,582,301,165,168,474,409,99,127,512,270,1481,679,4854,993,3336,1063,3944,786,1604,607,2168,752
6047,31/12/2008,38502,2103,320,196,307,200,232,206,487,295,86,106,472,301,165,163,45,57,626,357,205,166,150,153,874,550,418,229,1608,617,1784,660,3108,775,3439,958,6182,1171,4690,1181,5867,1240,3088,842,3008,963,537,262,804,443
6053,31/12/2008,65439,2763,312,234,145,147,45,77,431,381,316,225,274,206,182,147,638,430,151,143,463,372,193,161,420,249,178,164,1382,712,317,241,1518,681,879,422,2197,742,3578,895,8507,1343,8207,1220,16703,1701,8277,1354,10126,1102
6055,31/12/2008,30047,1952,189,194,127,153,57,99,0,294,0,294,358,289,277,249,168,172,135,110,259,197,543,464,199,242,71,87,150,153,156,153,163,167,305,245,417,322,418,300,2398,677,4443,947,9694,1444,4471,859,5049,850
6057,31/12/2008,29176,1783,179,190,235,202,32,56,0,294,50,85,240,189,87,141,230,182,151,153,279,198,61,78,224,170,96,166,472,403,112,184,331,288,185,235,1290,568,1614,475,6006,1189,5428,994,8330,1194,2338,626,1206,473
6059,31/12/2008,592946,6891,2399,630,933,447,707,414,1062,463,1168,519,1440,501,682,324,2534,710,4504,909,2780,706,2059,625,2796,734,2000,743,6066,1336,2930,827,4453,1021,3800,870,8626,1606,14055,1435,52025,3411,80937,4059,211628,5971,105072,4529,78290,3986
6061,31/12/2008,93935,2467,289,168,300,354,92,111,156,158,187,228,263,274,354,261,292,195,316,204,455,298,475,394,338,376,187,184,425,310,736,288,776,406,1331,614,5216,1065,7913,1331,23935,2179,17589,1996,20884,1496,6983,1200,4443,818
6065,31/12/2008,438193,7265,5877,1095,2286,642,1601,560,2448,652,2601,760,3678,841,2323,607,2760,786,2862,713,2461,623,2117,679,2438,685,3636,935,10193,1438,5412,988,19825,2278,14931,2152,43648,3304,55193,3126,111022,4451,61448,3875,57836,3729,11852,1749,9745,1473
6067,31/12/2008,297912,5728,1803,712,1068,490,1191,583,1266,504,1538,565,1520,583,701,323,940,523,855,370,841,430,1307,477,2161,608,1359,460,5325,1237,5509,1116,12913,1593,12585,1613,40529,2877,46040,3120,76745,4118,36906,2436,31374,2530,9324,1354,4112,917
6071,31/12/2008,365279,6911,3172,875,931,463,1355,427,1633,639,2325,709,2693,691,1421,601,3856,1082,2355,847,3223,916,2658,880,2405,805,1787,653,10510,1628,7004,1412,13363,1621,13784,2108,37136,3016,42136,2915,91883,4592,56224,3900,49047,3423,8971,1365,5407,1042
6073,31/12/2008,585307,7571,3216,693,1772,669,1284,485,1199,419,1385,550,1656,549,2343,741,3238,793,3405,750,2490,834,2634,733,2649,743,1490,598,5753,1199,4359,1066,6926,1319,4972,1130,20539,2125,29711,2361,98326,4862,112502,4357,159111,5368,61675,3997,52672,3273
6075,31/12/2008,127625,4686,163,158,0,294,63,105,672,413,0,294,0,294,0,294,111,136,62,101,236,199,285,216,159,267,119,151,576,301,0,294,99,121,220,194,1400,704,827,411,2646,853,6188,1189,39173,2893,36374,3096,38252,3152
6077,31/12/2008,121162,4667,458,326,622,369,468,272,647,357,941,549,518,371,519,236,586,359,1423,614,229,195,541,350,662,318,393,279,4042,949,3118,868,5466,1148,4750,1005,15037,2100,16673,2077,30971,2373,12749,1486,13441,1583,3623,844,3285,862
6079,31/12/2008,63686,2700,472,389,0,294,0,294,0,294,212,260,182,176,63,104,357,237,224,182,167,160,457,303,366,227,186,223,713,353,313,212,442,289,964,559,2150,729,1828,733,10083,1468,10015,1525,20303,2110,7750,1109,6439,1105
6081,31/12/2008,154221,4114,776,410,81,114,0,294,165,144,0,294,53,88,0,294,256,227,276,205,857,359,421,405,355,241,423,260,1422,477,523,410,715,389,371,248,1811,822,946,475,3822,803,7640,1230,43949,2673,43492,2973,45867,2472
6083,31/12/2008,75128,2751,284,215,136,147,306,200,132,110,123,128,184,212,78,133,173,170,550,277,88,107,484,371,239,205,343,240,1115,460,844,411,1176,604,919,493,3354,891,4940,1104,12004,1771,7571,1233,10980,1310,10921,1072,18184,1623
6085,31/12/2008,355181,6145,1151,491,893,470,445,220,274,211,519,414,777,414,633,340,497,271,2276,932,1797,594,2460,760,1376,526,891,398,3057,844,1926,732,1425,546,905,446,2574,714,3246,730,16563,2124,24333,2542,119634,4545,82102,4183,85427,3583
6087,31/12/2008,55999,1812,457,323,0,294,0,294,152,195,114,134,0,294,0,294,180,175,209,176,198,193,445,291,223,196,124,153,766,393,281,240,539,285,200,168,1143,485,1486,543,4007,783,5809,1050,18188,1890,12132,1535,9346,1284
6089,31/12/2008,45629,2248,437,292,811,410,233,198,861,422,121,125,252,190,0,294,365,299,170,152,0,294,324,265,255,212,264,203,670,409,875,370,2605,835,2671,751,7877,1294,6854,1457,9260,1491,5550,1127,3170,652,1253,496,751,320
6095,31/12/2008,86980,2938,265,179,220,237,45,74,0,294,455,281,370,270,128,159,418,295,650,396,838,527,319,317,391,258,210,176,1269,516,594,338,1563,471,1121,540,7465,1406,6062,998,23761,2068,18774,1870,16634,1511,3991,925,1437,498
6097,31/12/2008,115000,2667,841,428,293,321,190,145,439,282,228,191,426,239,662,345,1540,529,568,434,597,336,821,383,272,279,383,269,1123,532,1183,523,881,433,1085,677,2412,632,4746,956,15244,1884,20894,2318,35815,2046,12825,1660,11532,1480
6099,31/12/2008,100049,3247,1207,475,720,536,204,148,577,319,1050,552,469,260,260,183,1584,609,326,192,420,250,1425,615,780,433,242,157,3031,898,2108,578,7008,1318,4761,950,16122,1933,14796,2214,21358,1928,9737,1303,7941,1267,1793,551,2130,601
6101,31/12/2008,18696,1304,214,187,258,195,101,129,70,117,61,80,0,294,348,371,0,294,102,124,44,76,25,43,258,247,310,248,421,245,521,349,1013,409,1258,439,3278,703,3402,856,3898,866,1174,484,769,299,714,333,457,425
6107,31/12/2008,73086,2860,812,378,176,189,481,245,651,349,413,237,252,157,243,192,571,259,441,267,470,266,978,502,1062,547,739,369,3144,727,3480,977,6772,1298,8087,1294,16395,1864,10550,1244,8004,1251,4042,766,3486,933,955,355,882,397
6111,31/12/2008,170236,4023,624,434,482,245,167,158,80,94,202,168,385,253,226,192,1030,376,829,360,827,406,1277,495,621,365,327,226,1792,590,851,452,1684,609,883,454,2882,835,4971,860,18253,1673,29128,2396,66445,3564,20585,1986,15685,1519
6113,31/12/2008,36711,2253,916,608,89,145,0,294,0,294,72,121,0,294,0,294,513,321,453,248,560,393,58,98,141,167,42,73,618,359,303,226,837,502,568,401,2751,721,3703,815,7635,1101,6381,966,7268,1101,2400,786,1403,628
6115,31/12/2008,14673,1368,197,203,140,165,0,294,286,236,45,73,85,110,49,92,93,121,255,215,161,221,307,299,175,186,94,145,667,322,565,385,1648,717,1625,663,2393,752,1157,464,1965,531,1186,505,1201,628,184,176,195,169
6001,31/12/2009,280221,4710,434,361,528,277,537,300,247,209,155,150,895,356,490,257,1456,654,785,348,525,229,710,298,1435,625,906,543,2135,734,1916,710,4477,1083,2736,774,12210,1819,15367,1659,47403,3283,42213,2968,86442,3586,35612,2130,20607,1724
6007,31/12/2009,51838,2164,1184,505,588,317,696,615,335,236,260,227,949,515,132,155,686,339,732,459,576,255,483,320,432,273,303,177,2831,743,2399,787,4318,959,2181,598,7573,1257,7690,1280,8950,1190,4144,1015,3190,848,815,409,391,314
6013,31/12/2009,247333,4879,1009,509,851,377,281,199,731,369,937,461,381,238,487,421,1286,545,1420,554,941,530,873,365,1103,578,1453,650,4431,956,4100,1036,8156,1507,5665,991,20331,1982,23918,2401,38186,3001,29076,2509,46969,2539,30165,1996,24583,1781
6017,31/12/2009,51393,2223,73,120,80,110,138,133,126,152,104,119,495,406,161,155,393,254,793,574,53,86,553,537,53,88,70,115,571,334,564,471,1300,695,752,507,4256,1154,5170,1295,10010,1299,10109,1546,11049,1469,2888,651,1632,542
6019,31/12/2009,152504,3738,1009,338,836,362,1410,722,630,354,800,348,1208,481,429,236,714,488,1461,539,1981,693,1528,512,2826,763,2008,502,10877,1361,10732,1514,14316,1567,13052,1678,24078,2162,20882,2033,22866,1851,7906,1216,7322,1095,1919,638,1714,568
6023,31/12/2009,29092,1375,506,326,118,146,266,200,311,244,50,82,61,105,258,201,23,30,718,425,299,193,68,90,664,412,139,155,793,294,403,360,1152,477,432,334,3461,945,4560,911,6811,1203,2516,556,3699,885,483,241,1301,508
6025,31/12/2009,28596,1824,406,290,700,424,235,146,167,152,155,199,187,191,58,106,868,472,394,300,275,222,547,282,1010,509,1580,756,3129,892,2649,796,4708,1026,3140,1004,3817,800,1927,667,1417,478,875,564,232,158,52,69,68,79
6029,31/12/2009,145330,4194,2090,746,1059,416,1592,569,742,338,1199,590,1045,433,422,265,1346,549,1796,706,2634,809,2735,730,5187,1207,4057,842,14527,1944,13495,1882,17413,2093,12034,1542,23562,2181,13341,1835,13791,1724,5127,991,4111,1054,1204,482,821,406
6031,31/12/2009,19582,1515,59,73,243,186,174,143,0,294,47,80,0,294,0,294,149,154,44,78,53,91,222,175,344,246,683,457,1301,425,1006,435,2722,779,2236,795,5285,893,1859,578,1953,688,547,318,375,194,197,160,83,101
6033,31/12/2009,17747,1681,448,305,92,165,67,120,67,114,68,110,339,331,80,138,403,271,52,90,71,118,0,294,474,391,636,577,384,306,563,375,2150,821,1226,631,1693,703,1208,591,2990,915,1862,569,1680,696,508,396,686,476
6037,31/12/2009,1514362,13749,7113,1143,4058,995,3098,838,3271,740,3428,800,4211,965,4376,1033,8774,1524,7111,1333,4523,898,5805,1013,6524,1352,5234,1204,22005,1818,14931,1790,28654,2747,24841,2229,93490,4176,114787,4948,290305,6514,243074,7089,339139,7460,125926,5057,149684,5158
6039,31/12/2009,27746,1856,236,270,62,75,29,48,171,168,200,265,662,466,61,104,295,241,160,152,165,147,480,332,816,366,275,241,2281,698,2106,898,1908,683,1713,679,4258,1124,3680,860,4450,1063,1624,615,811,360,1046,578,257,213
6041,31/12/2009,63046,2716,194,158,213,209,0,294,0,294,0,294,184,179,99,110,215,189,240,212,0,294,53,94,277,280,62,102,321,269,227,262,551,459,301,233,893,416,977,473,2621,843,3578,903,16257,1703,15161,1501,20622,2010
6045,31/12/2009,21021,1480,223,176,217,179,65,111,72,133,0,294,111,146,404,356,424,275,76,124,91,113,368,275,129,154,0,294,1083,523,373,239,304,290,413,428,1428,520,1209,453,5044,1083,3488,826,3101,835,1509,605,889,348
6047,31/12/2009,39947,2316,605,298,496,345,364,315,303,207,179,157,211,200,213,182,485,345,374,239,1093,491,1206,438,2544,720,1380,559,4685,1017,4333,1082,5000,1015,2397,711,4676,917,2389,600,3246,786,1083,473,1724,655,502,277,459,359
6053,31/12/2009,64565,2566,502,385,294,210,127,153,195,156,132,162,64,111,19,32,332,278,516,335,262,243,575,351,644,417,617,316,1354,573,1212,567,2765,827,2187,730,4014,916,6018,1168,10289,1579,6088,1175,12314,1407,7052,1012,6993,1108
6055,31/12/2009,31298,1867,290,206,23,38,229,189,217,240,181,149,191,184,135,130,67,115,181,168,334,298,594,458,424,323,247,188,255,184,127,131,582,359,70,119,1195,463,1585,682,5700,1254,5383,1093,6934,1295,3155,780,3199,678
6057,31/12/2009,30320,1892,193,171,210,341,321,217,838,670,166,174,0,294,300,368,137,164,129,141,120,139,49,80,82,98,0,294,506,330,227,187,331,262,146,128,1790,683,2086,596,6769,1137,5467,1119,7664,1124,1772,597,1017,395
6059,31/12/2009,586937,7024,1827,577,1521,599,1470,632,1366,470,1037,502,1863,585,865,460,2726,785,4091,977,2553,679,2926,774,2675,749,1661,638,7433,1239,3287,869,7553,1281,6236,1183,21627,2170,26475,2271,83398,4385,89511,4092,175955,5532,79205,3931,59676,3195
