GeoID,Date,Estimate; Total:,Margin of Error; Total:,"Estimate; Less than $10,000","Margin of Error; Less than $10,000","Estimate; $10,000 to $14,999","Margin of Error; $10,000 to $14,999","Estimate; $15,000 to $19,999","Margin of Error; $15,000 to $19,999","Estimate; $20,000 to $24,999","Margin of Error; $20,000 to $24,999","Estimate; $25,000 to $29,999","Margin of Error; $25,000 to $29,999","Estimate; $30,000 to $34,999","Margin of Error; $30,000 to $34,999","Estimate; $35,000 to $39,999","Margin of Error; $35,000 to $39,999","Estimate; $40,000 to $49,999","Margin of Error; $40,000 to $49,999","Estimate; $50,000 to $59,999","Margin of Error; $50,000 to $59,999","Estimate; $60,000 to $69,999","Margin of Error; $60,000 to $69,999","Estimate; $70,000 to $79,999","Margin of Error; $70,000 to $79,999","Estimate; $80,000 to $89,999","Margin of Error; $80,000 to $89,999","Estimate; $90,000 to $99,999","Margin of Error; $90,000 to $99,999","Estimate; $100,000 to $124,999","Margin of Error; $100,000 to $124,999","Estimate; $125,000 to $149,999","Margin of Error; $125,000 to $149,999","Estimate; $150,000 to $174,999","Margin of Error; $150,000 to $174,999","Estimate; $175,000 to $199,999","Margin of Error; $175,000 to $199,999","Estimate; $200,000 to $249,999","Margin of Error; $200,000 to $249,999","Estimate; $250,000 to $299,999","Margin of Error; $250,000 to $299,999","Estimate; $300,000 to $399,999","Margin of Error; $300,000 to $399,999","Estimate; $400,000 to $499,999","Margin of Error; $400,000 to $499,999","Estimate; $500,000 to $749,999","Margin of Error; $500,000 to $749,999","Estimate; $750,000 to $999,999","Margin of Error; $750,000 to $999,999","Estimate; $1,000,000 or more","Margin of Error; $1,000,000 or more"
6115,31/12/2011,13324,1267,107,107,166,148,221,177,213,260,78,108,0,208,0,208,222,193,231,205,204,195,553,307,382,324,149,158,1919,755,1067,461,2285,719,2051,719,1207,600,431,398,613,401,810,496,287,255,41,68,87,96
6001,31/12/2012,286205,5284,635,288,635,346,487,270,424,233,645,328,906,366,706,297,1739,532,1371,429,1560,551,1332,510,905,357,986,405,4392,759,4142,857,6954,1350,4895,1017,15749,2212,17994,1823,46854,3317,40850,2461,77658,3123,33550,2532,20836,1763
6007,31/12/2012,50752,2105,982,395,468,267,575,423,1001,465,518,273,211,148,799,555,624,257,911,405,972,487,1188,585,1802,568,1221,427,2766,807,3109,883,4525,951,3286,693,6733,1160,5789,787,6848,1083,3473,794,2037,558,398,293,516,327
6013,31/12/2012,244208,4892,321,230,629,317,788,292,1192,633,575,312,1811,708,441,269,1021,480,881,416,876,325,1459,605,1828,560,1232,397,8318,1524,7295,1189,10550,1513,9341,1260,22344,2292,20653,2268,37575,2475,22765,2091,43677,2970,28983,2207,19653,1732
6017,31/12/2012,47733,1998,506,314,228,234,173,176,380,280,381,265,135,128,177,174,99,118,120,153,57,83,296,245,180,194,226,195,697,291,1298,677,1814,596,1658,663,5661,1069,6185,965,10077,1303,8526,1215,6295,919,1787,561,777,519
6019,31/12/2012,150354,3479,1402,623,1135,417,561,375,439,262,535,238,1037,357,309,191,2536,838,2314,733,3509,936,3599,833,6397,1107,6070,986,14446,1813,13754,1579,17698,2070,11371,1484,19490,1823,13429,1610,15635,1729,6349,1040,5351,933,1226,414,1762,573
6023,31/12/2012,28072,1613,301,236,108,145,346,264,113,105,164,151,75,101,0,197,162,159,496,251,81,75,472,350,143,140,152,183,1150,523,338,260,1738,625,1480,551,3808,942,4790,1109,5475,1033,3302,710,2798,810,372,304,208,139
6025,31/12/2012,26517,1836,740,556,363,303,114,127,414,329,181,143,333,310,54,87,385,204,796,359,1180,597,1035,394,994,398,1250,572,4646,953,2209,671,2869,746,2518,814,3804,924,845,412,1277,513,271,194,129,121,48,82,62,73
6029,31/12/2012,147900,3817,1294,473,1999,768,789,365,1610,500,628,369,1998,799,1450,654,2685,788,4751,1098,4945,1133,5103,902,7190,1355,5720,1096,19153,2114,14460,1956,17600,2180,9760,1506,17119,2356,11837,1697,8808,1522,4175,951,3633,880,742,408,451,295
6031,31/12/2012,19777,1547,141,150,140,188,302,225,42,72,38,67,116,149,108,122,212,141,786,403,585,247,710,404,251,147,928,352,2165,586,2174,536,2667,780,1802,540,2336,734,2418,767,1021,442,376,276,219,189,75,103,165,152
6033,31/12/2012,15542,1557,415,264,174,140,180,165,148,185,226,259,420,292,196,211,468,322,510,357,202,171,936,522,1161,502,405,282,1273,469,1086,450,1704,739,875,448,1053,437,1016,423,1556,712,355,249,850,514,131,208,202,142
6037,31/12/2012,1481122,11896,5996,1032,3173,588,4021,723,4682,808,3517,651,5752,840,3883,725,7007,1133,6815,1104,5463,1009,6716,1299,5529,861,7873,1230,24196,1880,22060,2126,38973,2472,34417,2246,114912,4526,134119,5394,302982,7412,206413,5958,285432,6032,115771,4958,131420,4226
6039,31/12/2012,24555,1669,95,120,0,197,82,102,218,186,145,180,332,275,132,163,500,343,218,179,427,305,605,403,777,439,1051,497,2552,710,1936,610,4268,1107,1507,544,2440,700,3262,768,2380,783,583,341,790,356,65,114,190,145
6041,31/12/2012,63948,2193,139,118,123,155,271,227,47,78,113,143,188,181,448,312,37,63,148,162,0,197,199,185,192,154,149,176,457,341,133,143,530,421,438,292,1511,600,1795,573,3533,885,4901,878,16466,1848,13575,1735,18555,1787
6045,31/12/2012,18959,1278,470,295,16,29,58,97,153,170,450,445,31,51,0,197,241,258,182,176,67,88,0,197,236,284,355,473,658,306,432,265,1199,482,624,360,2023,648,2419,648,3462,703,2453,734,1849,493,937,394,644,252
6047,31/12/2012,40931,2532,728,385,171,123,172,155,257,176,152,158,437,283,252,230,233,227,1535,610,1257,454,1960,462,2450,661,1996,571,6516,1219,4472,1033,4112,1079,1923,772,3482,856,3147,879,2559,775,1316,437,693,349,90,82,1021,375
6053,31/12/2012,60584,2594,351,233,329,197,194,175,303,195,374,432,535,330,0,197,273,152,492,295,136,112,396,309,354,263,560,299,2788,814,1862,641,3784,817,2587,795,6695,1035,6331,976,10712,1410,5376,961,8250,964,3724,782,4178,827
6055,31/12/2012,29220,1412,244,173,122,117,180,144,0,197,28,47,114,95,181,140,135,137,185,142,288,195,323,203,210,166,187,119,392,231,406,207,649,259,731,303,2537,646,1388,425,6537,1013,4432,672,4547,849,2463,572,2941,624
6057,31/12/2012,29567,1721,315,203,0,197,201,202,77,127,416,337,160,167,0,197,219,246,137,206,46,80,168,129,86,89,0,197,466,309,912,509,1643,581,1042,470,3708,956,3729,923,5937,997,4114,991,4293,916,1104,449,794,382
6059,31/12/2012,565956,6120,1457,536,1102,392,1676,565,1731,581,1305,499,1505,449,2252,636,4110,827,3254,1027,2049,549,2191,666,2160,632,2199,654,6820,1058,4276,974,7035,1136,9074,1662,21271,1970,28289,2214,91970,4080,94616,4296,163905,4248,63227,3265,48482,3505
6061,31/12/2012,92455,2507,748,336,534,273,160,119,325,282,285,242,389,241,247,220,753,536,643,430,318,232,434,289,322,232,423,296,1473,523,1319,439,3910,888,4241,1020,10353,1361,15050,1722,22311,1950,10748,1377,12616,1556,2803,794,2050,707
6065,31/12/2012,442164,7580,7126,1188,3236,685,4429,979,4840,964,3420,918,3333,731,1286,455,5622,1132,5673,1158,5010,877,6267,1030,8516,1180,7495,1253,25949,2150,29591,2474,42265,2767,31856,3134,62965,3555,53029,3572,67985,3467,29497,2494,21796,2086,6061,1065,4917,983
6067,31/12/2012,289227,4852,2254,607,1767,716,2190,581,1312,454,1199,385,1015,386,1297,473,1726,492,1632,439,2627,711,3587,666,4946,863,5447,788,21914,1920,22179,1953,32957,2705,24876,2747,43324,3092,33475,2673,38919,2494,19048,2016,16009,1945,3387,807,2140,493
6071,31/12/2012,360060,6921,4069,773,2719,646,3606,912,3050,763,2587,732,3548,1115,1794,613,3872,737,5449,846,6592,1405,7088,1255,8845,1351,8700,1491,28831,2859,24537,2397,33661,2578,25434,2502,46439,3076,40303,3064,48278,2921,24324,2189,20592,1872,2438,583,3304,832
6073,31/12/2012,573530,6642,4833,948,2718,619,1970,539,2426,666,2344,657,2748,783,2316,698,3580,710,4389,980,2203,663,2167,629,3253,891,3518,1184,10851,1488,7244,1048,14826,1976,13057,1576,41127,2682,49620,3354,129129,4808,88804,4404,105887,4825,40654,2811,33866,2687
6075,31/12/2012,124739,4592,673,471,0,197,0,197,52,87,0,197,68,59,103,123,400,278,300,271,506,208,457,365,424,406,230,200,509,292,270,178,70,115,439,275,1360,468,1486,547,5992,1132,10963,1389,41823,2521,29953,2656,28661,2541
6077,31/12/2012,121799,3621,1943,589,1263,661,661,281,681,376,598,328,671,306,537,314,1700,503,1747,531,1822,532,2097,495,2761,703,4547,981,10339,1382,9113,1042,14506,1759,9457,1633,17052,1948,13168,1665,14737,1759,4978,1361,4180,993,2092,710,1149,619
6079,31/12/2012,56105,2277,262,200,0,197,81,95,291,228,246,218,296,194,123,148,303,188,626,427,162,144,769,454,363,246,735,508,930,439,684,361,1276,414,710,334,4670,1170,4993,1160,9601,1370,8579,1181,13586,1574,3323,746,3496,849
6081,31/12/2012,148728,3608,920,439,186,158,90,117,284,236,241,219,351,237,200,192,483,403,618,333,330,342,243,205,303,213,114,147,903,380,393,220,784,369,352,271,1742,645,2621,746,9048,1161,15493,1641,47880,2516,26130,1696,39019,2104
6083,31/12/2012,73176,2449,464,268,374,245,384,276,535,361,535,256,281,235,128,141,216,163,601,533,655,399,709,433,1204,447,162,146,929,346,1146,461,2907,744,3304,856,6096,1033,6668,1149,8841,1346,4643,970,11255,1530,10285,1365,10854,1154
6085,31/12/2012,344484,5421,819,332,574,305,629,292,787,362,884,452,1850,631,1029,527,1858,537,2866,795,1301,506,1642,572,1780,591,1099,431,1976,643,1743,654,2917,799,2583,758,7993,1264,10656,1285,33174,2561,41541,2681,97607,3347,55056,3035,72120,2865
6087,31/12/2012,52900,2407,197,167,85,138,57,74,116,151,0,197,408,353,148,169,99,120,275,220,160,166,226,218,260,265,290,203,481,293,767,368,545,274,285,265,2678,863,2255,653,7493,1249,6505,1184,17074,1529,8211,1286,4285,942
6089,31/12/2012,42265,1908,643,312,576,419,701,368,423,212,200,148,200,134,44,72,34,42,154,106,1190,469,1012,375,569,304,896,432,3557,970,2456,672,4566,923,3623,836,5727,934,3272,714,6785,1098,2484,579,2567,640,391,265,195,138
6095,31/12/2012,83408,2784,480,281,669,423,275,181,647,355,751,493,193,162,81,97,522,256,449,257,601,306,984,458,528,252,967,388,5257,870,4911,799,7662,1249,7302,1712,13505,1551,9932,1440,13788,1473,6925,1162,4291,804,1718,609,970,434
6097,31/12/2012,110476,3322,564,282,657,330,710,276,611,325,1198,423,552,282,507,307,1189,531,760,299,869,416,520,310,408,245,399,250,1648,424,1667,524,2735,680,2253,624,6282,1047,10403,1548,26594,2117,18184,1891,18074,1641,7558,1336,6134,962
6099,31/12/2012,93081,2911,1268,495,960,435,491,252,444,307,559,344,224,184,236,180,632,384,1246,588,1984,524,2457,628,3790,869,3471,783,12882,1811,11406,1473,11465,1673,7248,1136,12507,1421,5268,1061,6415,1143,2958,786,3646,721,523,257,1001,353
6101,31/12/2012,18517,1200,339,259,170,254,61,63,33,57,210,170,34,57,38,63,133,153,349,252,250,156,502,289,631,322,277,237,2027,644,1865,607,3545,895,1020,347,2589,650,1319,436,1207,450,887,331,703,314,299,268,29,36
6107,31/12/2012,75044,2700,810,405,440,234,895,361,242,128,356,191,197,181,574,335,663,392,2208,823,2205,651,3010,880,3620,743,2635,663,9512,1401,7780,1293,11687,1842,3567,820,7871,1516,6727,1471,4542,882,1833,594,2495,712,349,194,826,466
6111,31/12/2012,172028,3950,522,286,201,237,403,259,737,309,654,325,776,437,513,303,1830,669,1034,400,805,429,922,404,1063,547,390,209,2464,655,2269,728,3103,803,2612,581,9732,1419,13269,1489,38742,2134,30351,2444,37395,2060,13511,1670,8730,1066
6113,31/12/2012,35683,1960,499,457,125,145,76,127,424,283,236,195,407,385,81,101,158,153,131,134,303,216,200,163,191,185,0,197,1856,683,941,413,1792,615,2862,876,5000,896,4160,884,5522,947,3246,773,5495,740,1211,381,767,377
6115,31/12/2012,14671,1122,612,450,110,135,55,83,18,32,158,167,54,47,0,197,66,95,227,289,389,352,515,293,564,319,727,361,1745,530,819,340,1218,481,1909,685,1744,662,1794,656,587,334,447,391,190,191,243,252,480,384
6001,31/12/2013,288417,4698,5518,886,494,421,565,410,185,138,527,320,478,283,246,269,1167,398,1735,703,760,303,803,384,1284,528,345,234,3569,834,1599,505,4859,955,3468,945,12703,1564,14542,1674,42510,3163,40613,2488,82637,3836,42489,2562,25321,1833
6007,31/12/2013,48961,2379,1731,510,482,232,413,236,664,351,308,198,192,146,341,263,1054,420,1029,387,518,287,448,335,1027,510,1285,573,2822,677,2689,702,4301,842,2848,714,6604,1069,5501,922,7818,1403,3912,1039,2126,699,434,305,414,246
6013,31/12/2013,247289,4837,4910,994,784,352,811,507,675,360,501,255,581,333,497,479,1416,650,763,416,618,319,721,404,1222,483,1098,464,4902,1167,4530,994,9075,1214,6943,1414,18034,1812,18845,1876,39802,2695,28718,2607,44209,3009,32053,2255,25581,2069
6017,31/12/2013,48749,2157,1568,674,85,141,54,90,283,420,324,249,0,203,100,165,255,224,285,328,150,173,9,15,0,203,131,159,875,599,782,375,1641,639,2729,846,4312,1122,4634,943,11636,1591,7645,1350,8570,1364,1807,569,874,367
6019,31/12/2013,152766,3755,3811,695,717,345,1675,688,635,289,529,430,459,280,618,455,1603,461,1436,584,2578,671,3143,851,4620,1025,4990,1045,12727,1450,12560,1843,19479,1830,11717,1711,20559,2027,15761,1688,16882,1582,6114,881,6832,1525,2163,814,1158,404
6023,31/12/2013,28950,1391,943,401,175,120,169,160,197,192,149,238,384,279,13,22,241,237,473,276,23,39,169,166,327,252,35,41,762,370,668,351,1995,802,1812,642,5129,978,4262,924,6139,952,2324,653,2023,547,255,138,283,210
6025,31/12/2013,25644,2032,926,283,588,342,165,165,18,30,46,59,752,425,214,175,347,289,415,245,643,381,1040,624,474,294,949,505,3291,1032,3161,1070,3469,803,2504,865,2903,917,1734,692,992,427,344,288,251,226,275,321,143,139
6029,31/12/2013,137511,4443,3124,821,1552,633,1800,800,1064,553,921,523,845,293,1050,444,1869,557,2927,921,3202,803,5509,1183,6355,1275,6351,1487,15856,2213,9534,1690,15433,2047,10007,1716,18601,2104,11844,1650,11385,1687,4402,989,2160,655,878,367,842,446
6031,31/12/2013,21090,1578,223,194,133,220,156,175,133,209,43,73,195,194,73,82,504,343,435,325,239,208,701,437,1275,513,460,293,2154,625,2152,715,2171,766,3157,783,2125,722,2039,592,1403,446,440,281,677,462,50,61,152,199
6033,31/12/2013,16595,1322,628,438,114,140,312,235,88,110,0,203,0,203,34,58,220,204,698,323,409,298,391,255,646,287,583,411,1819,754,1314,590,1583,682,1382,621,1742,693,949,357,1352,516,480,289,1638,693,161,139,52,89
6037,31/12/2013,1477894,14280,29414,2180,3437,805,2713,729,4816,846,3216,757,4141,742,3741,693,8341,1309,5880,939,6575,1094,5902,868,5495,1148,5919,1112,19293,2359,17611,1819,31853,2103,24694,2297,89861,4630,118250,4759,304534,7363,213760,7007,297388,6859,129581,5346,141479,4906
6039,31/12/2013,25570,1786,433,284,14,24,363,234,57,93,0,203,109,133,58,114,92,156,350,364,420,386,1097,623,1192,564,1107,510,2400,600,2350,878,2774,793,2398,846,2576,687,2109,533,3082,814,1019,420,1141,490,52,92,377,295
6041,31/12/2013,67526,2327,774,384,193,189,38,61,0,203,171,198,0,203,133,158,490,397,223,165,237,205,0,203,342,290,143,169,371,239,114,139,642,367,252,211,756,419,1284,531,3032,944,4442,1161,17970,1737,15760,1765,20159,1786
6045,31/12/2013,19271,1571,330,241,273,210,37,48,132,152,204,236,148,186,61,78,111,179,94,111,215,245,293,227,229,173,532,599,817,475,395,257,967,459,676,415,1743,659,2497,760,3590,806,2176,715,1859,682,1145,567,747,408
6047,31/12/2013,40650,2025,648,358,640,448,317,222,563,395,415,274,113,131,340,327,386,246,450,290,1038,512,1126,489,2772,838,1885,722,6009,1136,4083,908,6035,1156,2191,676,4118,1080,1444,538,2857,710,1129,441,1014,394,705,586,372,231
6053,31/12/2013,61919,2274,1208,470,247,197,169,186,169,139,33,48,157,170,0,203,299,250,578,301,95,114,573,329,237,157,332,182,1953,788,1169,520,2504,756,2264,683,5975,1199,5329,1242,12025,1498,5758,910,10128,1216,5014,1012,5703,1017
6055,31/12/2013,29568,1564,655,258,155,207,75,124,237,168,85,105,229,150,91,111,87,135,292,192,135,142,369,221,190,149,219,219,400,240,274,199,456,273,622,329,1881,539,1677,398,4485,772,5043,907,5490,954,2960,675,3461,772
6057,31/12/2013,28215,1601,484,316,0,203,92,148,131,156,227,207,58,95,0,203,432,312,114,129,89,154,0,203,98,98,13,21,158,143,259,182,1250,682,1075,493,3668,1187,3398,1005,6841,1142,3649,934,3699,807,988,469,1492,650
6059,31/12/2013,577242,6926,11537,1221,1116,392,1052,359,1741,704,1853,688,1794,535,1316,553,3200,812,2827,673,2280,660,3212,935,1838,620,1862,577,5970,992,3847,969,6913,1592,4610,1019,14799,1844,20584,1940,75954,3616,92078,4547,181184,5310,76013,3958,59662,4061
6061,31/12/2013,92391,2806,2334,596,307,248,223,216,415,300,223,214,212,175,167,145,659,363,211,206,180,171,383,280,507,338,346,306,890,555,1211,510,2628,661,2527,889,8917,1363,10422,1261,25566,1969,13120,1404,13250,1468,4370,913,3323,781
6065,31/12/2013,442179,7433,16255,1622,3801,825,4128,1103,4011,1020,3218,818,2416,984,1938,718,3712,935,4550,1082,4153,1084,4768,1090,8274,1385,5590,1055,20087,2044,24514,2478,33229,3185,32188,3060,60750,3930,52155,3733,75265,3846,36947,2771,25722,2630,7205,1214,7303,1245
6067,31/12/2013,282206,5311,7563,1203,1361,530,1552,460,1357,428,1446,447,1064,310,796,385,1576,608,1926,631,1528,497,2640,837,3842,811,4267,1026,14960,1777,13970,1589,28328,2271,21149,2241,41867,2834,35071,2271,47059,2901,23181,2066,19279,1930,3208,704,3216,762
6071,31/12/2013,361591,5248,10214,1514,3369,829,4150,1132,3112,886,2739,699,2134,655,1041,395,3456,990,3842,1115,4318,939,5775,1263,6916,1424,5815,1029,25748,2978,19087,2717,32943,2739,20151,2176,42558,2802,41100,2974,60656,3873,28424,2528,24250,2125,6620,1247,3173,757
6073,31/12/2013,576985,6112,10996,1332,2855,949,2257,814,1954,603,1438,537,3166,617,1749,578,3651,917,3156,834,2669,736,2424,737,2820,830,2120,632,7101,1102,5676,1217,10654,1567,12010,1913,31608,2451,48046,3457,121732,5026,94958,4386,117009,5073,46111,2619,40825,2892
6075,31/12/2013,127211,4092,2094,694,46,76,0,203,86,142,29,52,64,105,251,252,100,119,167,130,224,205,158,155,271,188,49,81,844,421,126,122,443,286,42,69,1253,475,800,398,4087,915,8675,1211,40204,3024,32078,2593,35120,2522
6077,31/12/2013,119716,3216,4624,908,752,293,512,285,719,469,806,372,308,206,403,292,781,324,1527,500,1446,490,2134,680,2658,592,2488,779,7696,1171,8954,1462,13061,1778,8435,1537,14428,1799,14913,1992,15907,1777,8380,1576,5953,1042,1235,383,1596,604
6079,31/12/2013,59488,2158,1444,496,481,526,71,117,357,290,164,190,228,273,41,71,403,278,410,282,185,180,279,221,555,467,362,222,818,451,175,150,1208,500,680,362,3067,873,4297,903,10572,1609,10954,1462,14308,1747,6108,1208,2321,639
6081,31/12/2013,156006,3266,2421,709,201,180,52,87,234,199,0,203,108,107,229,176,290,232,237,201,319,236,321,215,368,243,239,195,951,444,240,184,706,308,269,224,1637,544,2459,693,6596,1109,12865,1469,47581,2869,30583,2507,47100,2281
6083,31/12/2013,73083,2839,1476,506,286,262,458,453,338,190,223,190,250,213,338,284,1154,678,611,385,541,415,533,306,423,319,349,394,1100,426,1216,481,2073,547,2117,620,6751,1279,5808,1122,8660,1174,4930,1026,12806,1666,9391,1236,11251,1322
6085,31/12/2013,346701,5514,6382,876,753,443,444,406,942,416,790,415,650,340,613,366,1299,527,1808,527,2101,687,1297,468,797,423,1250,460,2121,677,1359,574,2496,826,2577,804,5035,826,6151,1115,25488,2218,34337,2197,102368,3400,62428,2880,83215,2712
6087,31/12/2013,56426,2450,848,373,218,269,153,178,60,99,115,142,79,132,51,84,111,126,222,190,249,226,343,247,230,195,915,682,331,235,415,257,915,414,320,262,2089,761,3018,849,8101,1231,7365,1472,14529,1454,10664,1464,5085,920
6089,31/12/2013,42681,1855,1632,581,618,304,686,317,389,353,433,253,211,148,58,74,441,258,284,210,420,307,947,499,1111,476,163,130,2849,669,2140,614,4302,1007,3302,720,6962,1050,4527,842,6678,837,2020,479,1299,426,772,428,437,363
6095,31/12/2013,84317,3067,2042,608,554,348,577,364,271,178,273,198,281,210,646,455,296,189,705,358,568,443,368,302,290,185,566,343,4138,795,3375,758,8207,1320,5460,1136,11080,1408,12558,1502,15576,1695,8078,1130,6828,976,919,342,661,212
6097,31/12/2013,110682,3513,2909,779,94,110,338,259,921,489,751,315,1485,709,590,290,1119,543,787,509,806,468,805,487,349,230,312,184,1294,705,692,340,1647,467,1410,577,5568,1205,9042,1336,23253,2475,16882,1777,22584,2071,9112,1217,7932,1406
6099,31/12/2013,94674,2732,3234,730,894,351,872,412,647,369,506,355,152,145,390,277,870,435,1269,552,1281,662,2031,703,2687,961,2047,643,7906,1452,9820,1408,12726,1741,7746,1514,11665,1699,9241,1825,9864,1387,3947,744,3167,747,1156,480,556,279
6101,31/12/2013,18772,1353,518,285,199,243,91,143,147,143,108,101,106,115,66,112,97,124,44,64,54,56,58,76,355,210,685,396,1906,613,1676,611,3127,758,1346,473,2339,670,2216,661,1908,580,490,258,826,341,131,136,279,156
6107,31/12/2013,70872,2878,2338,727,601,302,782,360,338,196,232,202,257,176,222,177,429,254,1205,482,1246,531,2465,759,2992,804,2900,770,8811,1748,7286,1540,8028,1366,5532,1269,8169,1365,5294,1351,6232,1467,2810,1053,1233,380,806,403,664,468
6111,31/12/2013,168134,3661,3399,767,324,225,0,203,600,261,327,303,514,287,466,276,853,434,1234,542,1290,421,766,433,1057,496,443,228,1885,682,1072,491,1087,446,1836,621,7609,1229,12603,1601,32865,2214,31670,2377,41815,2711,15981,1679,8438,1114
6113,31/12/2013,34816,1715,686,325,270,265,205,167,28,47,0,203,0,203,300,359,327,429,222,198,231,232,0,203,244,217,198,152,1118,455,1002,473,1657,566,1375,513,3342,719,3897,877,7386,1149,4176,837,4819,808,2521,596,812,352
6115,31/12/2013,14230,1178,965,540,0,203,106,201,0,203,34,61,49,81,0,203,135,157,290,206,100,131,630,479,622,392,400,292,1259,448,1383,600,1444,491,1624,613,1658,611,1208,644,1559,627,355,333,239,211,120,180,50,83
