GeoID,Date,Estimate; Total:,Margin of Error; Total:,Estimate; Less than high school graduate,Margin of Error; Less than high school graduate,Estimate; High school graduate (includes equivalency),Margin of Error; High school graduate (includes equivalency),Estimate; Some college or associate's degree,Margin of Error; Some college or associate's degree,Estimate; Bachelor's degree,Margin of Error; Bachelor's degree,Estimate; Graduate or professional degree,Margin of Error; Graduate or professional degree,Estimate; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Estimate; Same house 1 year ago: - Less than high school graduate,Margin of Error; Same house 1 year ago: - Less than high school graduate,Estimate; Same house 1 year ago: - High school graduate (includes equivalency),Margin of Error; Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Same house 1 year ago: - Some college or associate's degree,Margin of Error; Same house 1 year ago: - Some college or associate's degree,Estimate; Same house 1 year ago: - Bachelor's degree,Margin of Error; Same house 1 year ago: - Bachelor's degree,Estimate; Same house 1 year ago: - Graduate or professional degree,Margin of Error; Same house 1 year ago: - Graduate or professional degree,Estimate; Moved within same county:,Margin of Error; Moved within same county:,Estimate; Moved within same county: - Less than high school graduate,Margin of Error; Moved within same county: - Less than high school graduate,Estimate; Moved within same county: - High school graduate (includes equivalency),Margin of Error; Moved within same county: - High school graduate (includes equivalency),Estimate; Moved within same county: - Some college or associate's degree,Margin of Error; Moved within same county: - Some college or associate's degree,Estimate; Moved within same county: - Bachelor's degree,Margin of Error; Moved within same county: - Bachelor's degree,Estimate; Moved within same county: - Graduate or professional degree,Margin of Error; Moved within same county: - Graduate or professional degree,Estimate; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Estimate; Moved from different county within same state: - Less than high school graduate,Margin of Error; Moved from different county within same state: - Less than high school graduate,Estimate; Moved from different county within same state: - High school graduate (includes equivalency),Margin of Error; Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Moved from different county within same state: - Some college or associate's degree,Margin of Error; Moved from different county within same state: - Some college or associate's degree,Estimate; Moved from different county within same state: - Bachelor's degree,Margin of Error; Moved from different county within same state: - Bachelor's degree,Estimate; Moved from different county within same state: - Graduate or professional degree,Margin of Error; Moved from different county within same state: - Graduate or professional degree,Estimate; Moved from different state:,Margin of Error; Moved from different state:,Estimate; Moved from different state: - Less than high school graduate,Margin of Error; Moved from different state: - Less than high school graduate,Estimate; Moved from different state: - High school graduate (includes equivalency),Margin of Error; Moved from different state: - High school graduate (includes equivalency),Estimate; Moved from different state: - Some college or associate's degree,Margin of Error; Moved from different state: - Some college or associate's degree,Estimate; Moved from different state: - Bachelor's degree,Margin of Error; Moved from different state: - Bachelor's degree,Estimate; Moved from different state: - Graduate or professional degree,Margin of Error; Moved from different state: - Graduate or professional degree,Estimate; Moved from abroad:,Margin of Error; Moved from abroad:,Estimate; Moved from abroad: - Less than high school graduate,Margin of Error; Moved from abroad: - Less than high school graduate,Estimate; Moved from abroad: - High school graduate (includes equivalency),Margin of Error; Moved from abroad: - High school graduate (includes equivalency),Estimate; Moved from abroad: - Some college or associate's degree,Margin of Error; Moved from abroad: - Some college or associate's degree,Estimate; Moved from abroad: - Bachelor's degree,Margin of Error; Moved from abroad: - Bachelor's degree,Estimate; Moved from abroad: - Graduate or professional degree,Margin of Error; Moved from abroad: - Graduate or professional degree
6061,31/12/2007,228575,943,16927,2193,50627,3814,82574,4560,54448,3906,23999,2686,195086,3619,13632,1894,41508,3571,73611,4475,44641,3146,21694,2508,15632,2620,1432,746,4471,1664,4820,1084,3940,1206,969,465,13609,2795,1692,735,4052,1628,2939,851,4190,1962,736,489,3508,1006,171,230,572,545,1139,534,1077,492,549,478,740,522,0,292,24,41,65,108,600,517,51,83
6065,31/12/2007,1271662,798,259422,7478,362243,10328,394026,8838,169515,6831,86456,3839,1065440,10194,216832,7191,296699,8790,337583,8613,140662,5667,73664,3460,119201,8048,27093,3697,39578,4824,32017,3576,15161,2962,5352,1508,66449,5982,12128,2597,19642,2900,19748,2687,9951,2132,4980,1207,13801,2246,1820,913,3853,1232,3568,912,2291,718,2269,926,6771,2280,1549,898,2471,1680,1110,698,1450,674,191,200
6067,31/12/2007,890850,678,132691,6737,226529,8757,290969,7337,164410,6545,76251,4055,748326,7950,109747,6145,186425,7946,246273,7699,139845,6138,66036,4057,95089,7072,14885,2424,29599,3974,29735,3464,15897,2646,4973,1223,30956,3850,5951,1486,7278,1780,10085,2087,5567,1250,2075,580,12694,2542,1269,750,2749,1203,4509,1363,1799,629,2368,934,3785,1085,839,378,478,306,367,257,1302,710,799,516
6071,31/12/2007,1182325,823,268507,10235,333292,11624,367116,9785,138958,6888,74452,4821,1003898,9070,224327,9356,282132,9652,314565,8597,119443,6422,63431,4157,103927,6902,27372,3733,29777,3752,31430,4041,8879,1731,6469,2248,57444,5578,14048,2568,16856,2826,16791,2701,6624,1684,3125,1389,10995,1970,1060,553,3200,1165,3330,1136,2500,864,905,464,6061,1632,1700,968,1327,639,1000,599,1512,1163,522,273
6073,31/12/2007,1887786,598,279882,8183,397556,9932,578352,11223,400873,9956,231123,6528,1594856,10101,232806,8000,332280,9296,488553,11068,342349,8883,198868,6786,196832,9367,34463,4040,45510,4234,61499,5505,37828,3547,17532,2453,35373,3676,7211,1596,8012,2151,10629,1926,5823,1218,3698,1016,43569,4199,2187,841,9215,1883,14126,2476,10620,2022,7421,1703,17156,2953,3215,988,2539,770,3545,1165,4253,1672,3604,1183
6075,31/12/2007,596067,812,90228,5779,97459,5985,110671,5582,183452,6735,114257,5598,514545,6050,82873,5756,86581,5863,97375,5206,154177,6968,93539,5145,45481,4863,3976,1565,6698,1623,7318,1747,16254,2528,11235,2234,16698,2438,1438,544,2250,625,3105,902,6530,1363,3375,922,12490,2920,174,210,1136,720,2134,1089,4241,1436,4805,1391,6853,1632,1767,1109,794,651,739,597,2250,777,1303,649
6077,31/12/2007,404764,922,94893,4895,120041,5621,121787,4630,50702,3569,17341,2166,342082,5684,77035,4540,102131,5520,104256,4437,43483,3079,15177,1970,43182,4979,11791,2303,12406,2091,13161,2313,4435,1624,1389,784,11670,1938,2691,909,4244,1298,2780,1073,1368,618,587,335,3930,1462,801,566,523,378,1339,694,1079,1032,188,239,3900,1453,2575,1222,737,524,251,245,337,378,0,292
6079,31/12/2007,171755,816,20866,2520,39168,3495,60301,3209,31635,3155,19785,2226,143908,3432,17165,2395,31743,2954,50972,3109,27577,2973,16451,1989,15897,2789,1516,757,4230,1765,6447,1914,2093,946,1611,765,8695,1903,1921,643,2987,1250,1986,966,1071,490,730,499,2586,1166,84,72,69,117,749,532,731,639,953,500,669,376,180,258,139,162,147,141,163,157,40,73
6081,31/12/2007,490398,829,55091,4011,96011,5265,125870,5301,133842,4979,79584,4324,434092,4974,48402,4037,87526,4955,112922,5107,115362,5077,69880,3971,29490,3479,3222,1146,4455,1434,7130,1516,11031,2353,3652,994,17372,2840,2591,1084,2612,754,3892,1251,5004,1441,3273,1006,5477,1769,372,279,523,446,1111,732,1366,573,2105,874,3967,1160,504,313,895,567,815,623,1079,538,674,444
6083,31/12/2007,249149,610,46488,2887,46483,3325,81162,4151,46452,3181,28564,2750,210955,3909,37907,2788,38860,3253,70363,4065,38599,3048,25226,2379,26623,3109,6299,1900,6343,1663,7891,1595,4554,1282,1536,504,6760,1549,1097,473,1070,377,2110,804,1867,973,616,444,3216,1002,493,277,210,182,688,426,1268,649,557,397,1595,726,692,569,0,292,110,130,164,150,629,402
6085,31/12/2007,1171071,479,170484,8164,203474,9163,276508,8227,294221,8163,226384,7901,1011776,8130,145399,7949,174557,8516,243116,7374,253917,8271,194787,7364,105220,7925,19787,4187,21376,3259,24636,2719,23539,2658,15882,2405,24906,2451,3065,1143,2928,724,4099,1281,7539,1510,7275,1586,13826,2522,325,239,1378,818,3204,1213,4237,1214,4682,1283,15343,2776,1908,798,3235,1523,1453,720,4989,1317,3758,1242
6087,31/12/2007,164548,784,28098,2662,27944,2575,42897,2618,41727,2793,23882,2304,139019,3627,21276,2685,22852,2471,36917,2779,37044,2808,20930,1988,15168,2618,4179,1322,2578,885,4390,1464,2866,1015,1155,494,6826,1670,1997,1064,1795,812,1147,599,1314,703,573,357,1933,904,0,292,102,116,440,277,348,371,1043,747,1602,958,646,600,617,598,3,4,155,196,181,243
6089,31/12/2007,120038,1087,14075,1881,34425,3274,49001,3172,14751,2098,7786,1317,108077,2641,12196,1671,30892,3150,44885,2969,12775,2116,7329,1280,8809,1995,1301,736,2431,994,3255,1126,1626,911,196,231,1953,746,452,432,839,488,417,266,198,186,47,76,949,636,45,73,263,294,390,383,152,248,99,161,250,261,81,135,0,292,54,88,0,292,115,198
6095,31/12/2007,262992,550,40577,3420,68241,4125,95216,4491,42528,3267,16430,1994,224794,4108,32841,3372,58142,4098,82172,3990,38209,3066,13430,1805,19497,3340,3675,1393,5545,1354,7061,1600,1961,849,1255,507,12156,1995,3131,1047,2898,939,4186,1124,842,521,1099,708,3550,1107,52,87,865,590,1361,673,828,380,444,292,2995,1121,878,517,791,477,436,347,688,481,202,218
6097,31/12/2007,314808,854,43437,3298,77376,4506,97287,4015,63508,3758,33200,2498,274759,3787,36908,3114,67942,4509,84304,3709,55346,3588,30259,2446,27209,3272,5020,1378,7095,1520,8185,1645,4844,1183,2065,754,8902,1815,786,543,1997,633,3501,1163,2022,784,596,337,2258,912,49,84,169,158,1101,776,722,428,217,180,1680,732,674,550,173,163,196,203,574,496,63,108
6099,31/12/2007,309855,1026,75014,4746,91383,4739,92676,4603,36284,2906,14498,1951,260364,5037,59710,4333,77603,4458,79814,4086,30035,2453,13202,1798,33795,4113,11333,2756,9040,1834,8395,2057,4372,1653,655,390,9577,2207,2406,1156,3253,1152,2978,1231,624,426,316,302,4007,1523,953,586,895,674,935,728,939,795,285,471,2112,1145,612,514,592,545,554,440,314,410,40,65
6101,31/12/2007,57817,534,12287,1888,14427,1520,21167,1867,6312,1184,3624,880,51550,1291,9504,1438,13381,1530,19512,1859,5547,1187,3606,882,2652,963,1029,607,734,452,612,406,259,206,18,32,2272,803,937,539,100,93,881,493,354,285,0,292,696,589,540,581,78,102,78,93,0,292,0,292,647,470,277,282,134,256,84,141,152,238,0,292
6107,31/12/2007,240493,698,82148,4107,63618,3983,64275,3366,20571,2423,9881,1434,211604,3661,72293,4350,55051,3685,57319,3139,18488,2459,8453,1283,19473,2796,5874,1646,6581,1597,5005,1274,1427,684,586,373,5700,1734,2433,1529,1172,636,1061,456,401,303,633,426,2445,1033,942,607,459,348,709,644,207,251,128,142,1271,617,606,449,355,268,181,179,48,80,81,131
6111,31/12/2007,506769,681,90375,5154,108865,6259,149025,6372,100850,4119,57654,3714,451003,5210,78793,4836,96854,6188,131770,5715,90784,4092,52802,3615,32407,3605,7197,1849,7041,1818,11090,2087,4569,1353,2510,802,14022,2593,1863,958,2832,1187,3949,1041,3603,1065,1775,790,5001,2350,1044,930,863,718,1648,772,1101,711,345,274,4336,1753,1478,1283,1275,773,568,374,793,437,222,277
6113,31/12/2007,115094,458,18124,2254,23014,2362,27111,2003,23617,2286,23228,2440,96872,2525,15820,2053,19668,2221,23430,2068,18954,2092,19000,2392,8166,1722,1410,811,1388,608,1830,773,2070,832,1468,775,7551,1707,770,699,1845,843,1068,502,1908,720,1960,1054,1467,819,42,68,0,292,575,457,186,278,664,618,1038,677,82,134,113,130,208,305,499,504,136,165
6115,31/12/2007,41969,1133,8283,1290,14661,1838,14530,1656,3196,843,1299,552,34904,1888,7107,1235,11737,1735,11895,1546,2912,823,1253,547,1897,825,370,281,1083,611,444,375,0,292,0,292,4001,1288,697,502,1131,610,1894,819,233,230,46,88,1077,721,109,140,710,633,207,225,51,82,0,292,90,155,0,292,0,292,90,155,0,292,0,292
6001,31/12/2008,984687,749,139684,6017,198510,8721,259539,9408,227981,7983,158973,6810,853210,7318,120115,5504,169438,7978,228957,8864,196747,7504,137953,6175,72608,5701,11955,2743,19048,2956,17039,2612,14453,2246,10113,1679,36310,4117,5020,1682,6553,1466,9002,2062,10205,1996,5530,1538,12463,2506,720,461,2044,963,2814,981,3793,1281,3092,944,10096,1968,1874,908,1427,773,1727,783,2783,1066,2285,818
6007,31/12/2008,139326,891,21782,2215,29875,2403,53319,2920,23892,2836,10458,1776,116746,3225,19239,1915,25001,2289,44189,3226,19275,2354,9042,1721,16152,2550,1915,770,3712,1133,6738,1591,2906,971,881,502,4323,1227,568,412,926,469,1431,644,1031,458,367,285,1732,858,60,98,236,298,771,570,497,567,168,170,373,281,0,294,0,294,190,193,183,212,0,294
6013,31/12/2008,684009,1796,81676,5137,126413,5641,211060,7397,170836,5881,94024,4293,598329,6503,66963,4909,107728,5665,188961,6881,151792,5839,82885,4021,53234,5497,12417,2535,12674,2183,15132,2498,9357,1950,3654,1029,19694,2647,842,681,3388,1018,5153,1437,5822,1444,4489,1323,7511,1864,64,107,1236,1031,1079,614,2984,998,2148,723,5241,1324,1390,801,1387,678,735,386,881,446,848,479
6017,31/12/2008,121658,769,9319,1492,30034,2705,47737,3310,24565,2281,10003,1424,108017,2991,8050,1267,26074,2716,42757,2954,22027,2287,9109,1312,7625,2348,859,655,1665,1124,3333,1517,1520,901,248,193,4467,1525,118,146,1955,871,1096,736,783,551,515,505,1428,851,292,484,340,291,482,404,183,219,131,168,121,141,0,294,0,294,69,106,52,86,0,294
6019,31/12/2008,533927,520,143232,6802,119559,5446,170411,8112,68871,4327,31854,2876,453412,6534,118901,5237,102478,5006,143664,6907,59997,4004,28372,2544,57559,5860,16785,2728,11904,2068,20625,3673,6436,1486,1809,684,14001,2712,3467,1917,3492,1168,4277,1241,1679,805,1086,531,3972,1402,364,320,1460,825,1357,801,483,282,308,228,4983,3944,3715,3887,225,184,488,567,276,212,279,316
6023,31/12/2008,85490,1012,8186,1538,22518,2212,32989,2255,14620,1814,7177,1155,74804,1992,6984,1366,19680,2064,29102,2169,12343,1470,6695,1140,6820,1504,905,492,1794,754,2291,853,1606,585,224,171,2089,845,255,180,497,419,925,508,412,380,0,294,1569,765,42,82,508,421,523,411,238,250,258,231,208,249,0,294,39,65,148,236,21,39,0,294
6025,31/12/2008,94296,1064,33730,2640,21005,2364,27778,2464,7486,1406,4297,1028,78586,2436,28326,2358,16457,1759,23276,2491,6413,1303,4114,1022,9997,2155,2835,914,2784,1201,3673,1099,654,459,51,83,4141,859,2316,714,1213,414,556,259,14,23,42,69,672,381,0,294,153,231,77,90,405,340,37,59,900,573,253,219,398,429,196,181,0,294,53,94
6029,31/12/2008,474031,1531,141490,5497,115320,5378,147716,6795,48854,3085,20651,2128,382906,6071,114416,5522,92842,4281,119093,5446,40080,2453,16475,1797,52440,5033,14586,2324,15168,2384,17295,2853,3912,1122,1479,624,26614,4069,9702,1818,5656,1069,7311,2905,2816,1318,1129,781,9398,3409,1070,489,1363,586,3658,1545,1802,1045,1505,1588,2673,992,1716,894,291,311,359,355,244,238,63,108
6031,31/12/2008,90972,578,28041,2904,25423,2597,28317,2923,6571,1383,2620,753,72868,3280,21934,2139,20813,2534,22844,2655,5207,1171,2070,712,7320,1772,2552,1320,1125,553,2969,1208,526,369,148,185,6792,2409,2812,1359,2110,927,1319,510,330,270,221,183,2881,1247,0,294,1185,1037,1007,710,508,565,181,172,1111,803,743,594,190,302,178,172,0,294,0,294
6037,31/12/2008,6272120,449,1555057,19667,1296783,20040,1655613,21365,1144103,16791,620564,13089,5577982,17633,1400974,18777,1158737,19542,1475415,19514,995669,16545,547187,12142,529706,14707,129200,8493,110061,7726,136689,7034,106689,6505,47067,4127,64675,5495,7807,1846,14006,2170,21426,2913,13625,2322,7811,1919,53542,4760,4714,1450,6941,1639,12127,2097,17069,2753,12691,2104,46215,4510,12362,2881,7038,1572,9956,1546,11051,1771,5808,1505
6039,31/12/2008,91944,853,28864,2765,21474,2612,29822,2548,7927,1708,3857,994,75286,2478,22899,2562,17923,2532,23329,2790,7394,1617,3741,983,7269,1915,3091,980,1798,809,2057,907,323,307,0,294,7863,1766,2255,673,1435,476,3888,1293,210,222,75,127,831,674,0,294,242,271,548,591,0,294,41,67,695,504,619,491,76,127,0,294,0,294,0,294
6041,31/12/2008,180977,1174,11581,2063,20949,2643,45417,3147,59997,3360,43033,3205,158989,3232,9406,1952,17083,2357,39692,2823,53513,3381,39295,2730,10391,2205,589,463,1350,1004,3082,1048,3099,1050,2271,1012,7843,1679,1323,740,1782,504,1965,986,2006,822,767,408,2816,1298,47,78,302,328,577,493,1300,836,590,659,938,651,216,349,432,531,101,123,79,130,110,133
6047,31/12/2008,141456,876,47665,3510,33592,3423,41928,3438,10740,1913,7531,1755,118876,3377,39696,3794,28880,3384,34646,3097,9552,1905,6102,1525,14695,2685,5497,1473,3251,1328,4912,1703,574,350,461,365,5145,1614,1797,819,1133,867,1471,724,438,387,306,259,1835,1426,275,283,131,125,804,755,176,294,449,566,905,963,400,581,197,314,95,158,0,294,213,359
6053,31/12/2008,250231,951,73976,3908,52530,4019,66147,3910,34787,2382,22791,2395,212235,3596,61991,3778,46194,3815,57562,3532,27405,2264,19083,2190,21980,3032,8191,2092,4643,1411,5312,1589,2542,764,1292,510,8406,1810,2526,1037,1167,399,2202,788,1956,1067,555,383,5683,1476,596,562,343,270,841,336,2489,1003,1414,722,1927,942,672,616,183,198,230,206,395,376,447,397
6055,31/12/2008,90613,845,18531,2669,18096,2256,26410,2497,18003,1964,9573,1778,81030,1980,15871,2674,16320,2354,24767,2472,15431,1781,8641,1618,5780,1606,1789,952,1187,765,1125,566,1320,725,359,292,1481,567,560,359,331,229,390,276,182,169,18,32,905,545,61,101,60,97,128,134,597,419,59,75,1417,1377,250,243,198,326,0,294,473,653,496,485
6057,31/12/2008,71592,671,4203,1253,16802,2022,27530,2148,16160,1805,6897,1339,63461,1996,3633,1201,14847,2046,24173,2019,14819,1731,5989,1185,5017,1289,462,399,1241,753,2519,1203,399,355,396,348,2167,1050,108,129,637,587,409,298,684,568,329,330,707,689,0,294,77,137,311,392,136,154,183,283,240,243,0,294,0,294,118,136,122,202,0,294
6059,31/12/2008,1948386,882,349201,8654,346845,9101,562519,12842,451118,8952,238703,7324,1700802,11205,300088,8657,303668,9211,494559,12262,392343,9527,210144,7225,172062,9220,36202,4749,31557,3746,49024,3950,38516,3692,16763,2021,40862,3927,6457,2032,6878,1529,11550,2198,10084,2231,5893,1483,18991,3602,1833,947,3144,1097,3948,1165,6117,1667,3949,1488,15669,3071,4621,1777,1598,708,3438,1063,4058,1098,1954,578
6061,31/12/2008,236208,1025,15506,2235,50398,3527,91573,4457,55973,3680,22758,2103,203901,3647,13200,2050,44151,3363,78165,4677,47989,3634,20396,2119,15448,2724,439,298,2700,1152,7339,1873,3984,1029,986,673,13840,2771,1719,752,2753,1085,5390,1646,2928,1029,1050,713,2280,913,0,294,726,465,428,492,927,577,199,252,739,450,148,179,68,116,251,192,145,182,127,149
6065,31/12/2008,1301797,814,286113,9413,335778,10462,418273,10978,178067,7877,83566,4437,1098595,9548,244783,8583,281990,10124,355009,10945,145958,7210,70855,3943,128191,8856,29419,3933,32781,4390,43869,4427,14999,2532,7123,1836,49985,4532,8529,1742,14889,2902,12733,2007,10543,1800,3291,982,15608,3439,1038,596,4485,1600,4914,1356,3826,1420,1345,480,9418,2784,2344,963,1633,889,1748,847,2741,2301,952,642
6067,31/12/2008,899751,882,132882,6715,194996,6474,322942,7301,170934,6206,77997,3991,733264,8906,103721,5709,155532,6042,263343,7158,143997,6041,66671,3588,119446,8091,23575,3128,28803,4082,44495,4488,17182,2554,5391,1209,30226,3565,3675,900,6296,1530,11989,2468,5607,1239,2659,882,10717,2169,878,643,2793,1000,2092,764,2687,970,2267,945,6098,1635,1033,623,1572,823,1023,576,1461,642,1009,705
6071,31/12/2008,1195256,1012,263847,8179,316126,9797,401542,9840,141605,6454,72136,5124,1013118,10487,219545,7895,266455,9070,339388,9625,123181,5836,64549,4671,118882,8171,29917,4780,32542,4136,43216,4571,9050,2212,4157,1092,40184,4911,9034,1741,10676,2015,12610,2452,5377,1378,2487,877,14045,2578,1877,990,3992,1372,4593,1066,3117,1165,466,389,9027,1914,3474,1143,2461,902,1735,959,880,455,477,323
6073,31/12/2008,1902516,679,284632,10044,361599,11921,606185,13260,403851,10037,246249,8514,1614354,12629,246030,8506,305688,10825,511146,13264,336399,9028,215091,7991,200509,10423,28008,4107,41107,4902,67927,5517,44048,3483,19419,2170,32838,3778,4600,1742,6087,1422,10284,1800,8183,1541,3684,1056,35211,4764,2017,960,5449,1510,11171,2042,10936,2285,5638,1230,19604,4223,3977,1490,3268,1129,5657,2336,4285,1293,2417,937
6075,31/12/2008,627942,826,99503,7789,87683,6421,119163,5514,191261,6977,130332,6519,551717,6706,91805,7397,77813,6428,108407,5463,163126,6877,110566,6424,42431,5183,4353,1392,6348,1842,6638,2054,14857,2610,10235,2173,15946,3572,1134,646,1828,893,2044,815,6117,1956,4823,1626,9727,1879,448,448,562,419,1250,680,4526,1321,2941,846,8121,2235,1763,1356,1132,675,824,549,2635,1178,1767,595
6077,31/12/2008,408935,831,99353,5300,106737,4633,139049,5785,45486,3424,18310,2441,336795,7403,78343,5404,89045,5018,115159,5512,38868,3055,15380,2005,48566,5743,16069,3190,10736,2247,16879,2952,3565,1088,1317,861,16165,3203,3222,1057,5062,2231,5227,1381,1600,686,1054,495,3923,1418,250,168,1539,1062,1265,574,459,395,410,322,3486,1713,1469,926,355,360,519,343,994,677,149,221
6079,31/12/2008,174295,797,20194,2547,36284,2689,63501,2704,34136,2752,20180,2268,147745,3306,15307,2537,32282,2619,54181,2361,29283,2497,16692,2096,15914,2934,2712,1051,2303,858,6225,1417,2817,1192,1857,771,7991,1585,2120,835,1246,424,2232,761,1550,821,843,418,2576,938,55,90,453,312,794,338,486,351,788,719,69,119,0,294,0,294,69,119,0,294,0,294
6081,31/12/2008,493225,704,55642,4961,87212,6651,138815,5930,129190,5178,82366,3848,431618,6647,48702,5106,73706,5160,124264,5586,112340,4867,72606,3973,29341,4572,3178,1202,8266,2609,7643,1848,6858,1300,3396,875,21961,3760,2609,1175,3763,1868,5158,1666,6941,1705,3490,971,4221,1247,0,294,184,141,1195,847,1180,477,1662,629,6084,1723,1153,668,1293,806,555,329,1871,936,1212,573
6083,31/12/2008,250128,873,47694,3467,43645,3450,74428,3868,48893,3793,35468,3338,208070,4183,38546,3182,36559,2926,61404,3378,40952,3121,30609,2933,29003,3605,7302,1975,5462,1613,9155,1568,4898,1618,2186,907,7201,1478,692,497,1271,648,2304,807,1885,853,1049,488,3842,1094,196,238,282,219,1230,790,953,528,1181,634,2012,937,958,771,71,125,335,361,205,185,443,342
6085,31/12/2008,1175219,716,168836,7984,192073,10584,296606,8920,287886,8834,229818,7649,1032478,8008,150229,7551,168490,9750,264285,8942,249925,8299,199549,6978,89557,7134,11929,2143,16895,3424,21581,3007,22232,2805,16920,2191,23936,3350,2591,1171,3588,1211,5593,1557,6288,1325,5876,1312,11285,1693,402,315,1135,653,2892,1064,3407,996,3449,788,17963,2704,3685,1292,1965,997,2255,1123,6034,1784,4024,1051
6087,31/12/2008,166099,802,23139,2482,25306,2768,50038,3126,39498,3180,28118,2874,142113,2927,19427,2203,22932,2749,42032,2757,32974,2726,24748,2511,14042,2162,2796,1078,2179,785,4647,1417,2960,848,1460,824,5503,1557,654,484,162,166,1944,850,1563,735,1180,635,3784,1780,77,91,33,56,1345,868,1762,996,567,472,657,510,185,214,0,294,70,94,239,405,163,254
6089,31/12/2008,122522,942,14513,1775,28980,3025,56320,3232,15704,1958,7005,1131,106010,2714,12181,1676,25564,2783,47868,3084,14038,1968,6359,1080,11579,2371,1912,741,2195,939,6388,1694,798,432,286,320,2920,1074,363,363,696,408,909,522,739,425,213,276,1556,702,57,98,353,296,1012,622,77,151,57,90,457,286,0,294,172,204,143,144,52,85,90,117
6095,31/12/2008,263740,524,38675,2767,60795,3642,100792,4599,45629,3387,17849,1865,222886,4295,32091,2489,49829,3417,86795,4261,38323,2810,15848,1706,24380,3287,4685,1614,6573,1431,8351,1855,3883,1407,888,506,11600,2468,1642,492,3339,1126,4369,1496,1535,729,715,487,2447,1131,121,145,470,269,479,348,1280,926,97,115,2427,857,136,163,584,427,798,546,608,417,301,343
6097,31/12/2008,314650,766,42173,3201,63017,3960,111443,4393,63543,4095,34474,2790,271667,4744,35831,3223,53522,3351,97442,3898,54912,4043,29960,2560,29201,4221,5266,1439,5693,1332,9995,1949,5753,1694,2494,1147,8873,1978,291,238,2577,1356,2889,890,1904,773,1212,673,3680,1078,244,306,1094,673,873,466,876,476,593,323,1229,596,541,397,131,142,244,283,98,154,215,232
6099,31/12/2008,311851,591,77537,4727,85954,5280,101212,4285,31556,2825,15592,1926,259536,6307,62598,3841,70465,4647,84271,4412,28229,2710,13973,1824,40551,6068,11795,3790,11657,2865,14180,2407,1806,705,1113,534,8959,2701,2249,1494,3223,1132,2304,770,770,479,413,356,1529,596,0,294,505,323,347,301,584,480,93,105,1276,748,895,683,104,171,110,130,167,186,0,294
6101,31/12/2008,57275,810,12523,1291,13503,1572,21347,1340,7329,1122,2573,798,48613,1951,10595,1341,11220,1515,17898,1533,6892,1078,2008,618,4989,1356,938,503,1292,630,2254,862,385,245,120,151,2055,663,514,371,659,392,601,386,52,84,229,174,998,658,297,274,332,308,249,291,0,294,120,199,620,445,179,251,0,294,345,326,0,294,96,164
6107,31/12/2008,243363,1021,78885,4347,59617,4076,72950,4279,22397,2577,9514,1541,210323,4411,66990,4239,51579,3736,64674,4326,18944,2261,8136,1441,23070,3481,7937,1907,5374,1443,6440,1414,2752,1156,567,437,6496,1926,2444,978,1909,1032,1327,710,450,357,366,327,1769,922,560,597,381,536,392,283,126,157,310,283,1705,1113,954,878,374,287,117,144,125,137,135,223
6111,31/12/2008,509490,829,91765,4615,97190,5280,168107,5464,99060,4294,53368,3701,442394,7484,78214,5012,83911,5649,146023,5810,86740,3992,47506,3503,42879,5789,10034,2782,10307,2315,14084,2484,5766,1118,2688,785,15091,2359,2024,994,1788,883,5219,1484,4226,1226,1834,616,6057,1566,180,167,798,340,2318,988,1861,876,900,529,3069,1034,1313,691,386,225,463,262,467,472,440,487
6113,31/12/2008,116586,935,18958,2141,20523,2370,30042,2372,24950,2206,22113,2047,93243,3348,15520,2039,15824,2148,23025,1941,20144,2046,18730,2079,13535,2359,2776,1135,3028,1100,4269,1177,2280,904,1182,586,6874,1574,491,428,1344,596,2104,881,1738,685,1197,744,1578,644,115,145,222,336,521,373,362,237,358,286,1356,702,56,98,105,124,123,148,426,468,646,465
6115,31/12/2008,43779,717,9568,1442,9651,1446,18378,1868,4838,1072,1344,625,34027,2080,7394,1225,7286,1242,14448,1828,3831,1065,1068,538,5808,1482,1683,833,1405,753,2240,902,327,275,153,195,3123,1188,353,305,728,463,1321,894,634,404,87,150,669,426,138,145,232,327,253,210,46,79,0,294,152,149,0,294,0,294,116,113,0,294,36,60
6001,31/12/2009,1016796,1188,150876,6773,203370,8825,253762,7967,245690,7990,163098,6037,871324,7535,130334,6349,175566,8229,219131,7523,204480,7183,141813,5885,92656,6171,14893,3371,19537,3257,23140,2668,24350,3246,10736,1941,32094,4039,2943,1308,5107,1720,8283,1416,10489,2301,5272,1260,11678,2187,648,462,1465,838,2254,962,4477,1220,2834,874,9044,1994,2058,1048,1695,852,954,676,1894,658,2443,932
6007,31/12/2009,134430,755,17473,1994,31567,2808,53932,3079,20669,1874,10789,1469,116188,2653,15663,2053,27045,2524,45574,3078,18253,1737,9653,1312,13372,2215,1169,478,3697,1283,6290,1414,1546,639,670,315,2912,1244,305,376,570,443,1155,573,756,498,126,148,1645,805,243,243,194,199,837,658,114,142,257,214,313,268,93,160,61,104,76,123,0,294,83,139
