GeoID,Date,Estimate; Total:,Margin of Error; Total:,Estimate; Less than high school graduate,Margin of Error; Less than high school graduate,Estimate; High school graduate (includes equivalency),Margin of Error; High school graduate (includes equivalency),Estimate; Some college or associate's degree,Margin of Error; Some college or associate's degree,Estimate; Bachelor's degree,Margin of Error; Bachelor's degree,Estimate; Graduate or professional degree,Margin of Error; Graduate or professional degree,Estimate; Same house 1 year ago:,Margin of Error; Same house 1 year ago:,Estimate; Same house 1 year ago: - Less than high school graduate,Margin of Error; Same house 1 year ago: - Less than high school graduate,Estimate; Same house 1 year ago: - High school graduate (includes equivalency),Margin of Error; Same house 1 year ago: - High school graduate (includes equivalency),Estimate; Same house 1 year ago: - Some college or associate's degree,Margin of Error; Same house 1 year ago: - Some college or associate's degree,Estimate; Same house 1 year ago: - Bachelor's degree,Margin of Error; Same house 1 year ago: - Bachelor's degree,Estimate; Same house 1 year ago: - Graduate or professional degree,Margin of Error; Same house 1 year ago: - Graduate or professional degree,Estimate; Moved within same county:,Margin of Error; Moved within same county:,Estimate; Moved within same county: - Less than high school graduate,Margin of Error; Moved within same county: - Less than high school graduate,Estimate; Moved within same county: - High school graduate (includes equivalency),Margin of Error; Moved within same county: - High school graduate (includes equivalency),Estimate; Moved within same county: - Some college or associate's degree,Margin of Error; Moved within same county: - Some college or associate's degree,Estimate; Moved within same county: - Bachelor's degree,Margin of Error; Moved within same county: - Bachelor's degree,Estimate; Moved within same county: - Graduate or professional degree,Margin of Error; Moved within same county: - Graduate or professional degree,Estimate; Moved from different county within same state:,Margin of Error; Moved from different county within same state:,Estimate; Moved from different county within same state: - Less than high school graduate,Margin of Error; Moved from different county within same state: - Less than high school graduate,Estimate; Moved from different county within same state: - High school graduate (includes equivalency),Margin of Error; Moved from different county within same state: - High school graduate (includes equivalency),Estimate; Moved from different county within same state: - Some college or associate's degree,Margin of Error; Moved from different county within same state: - Some college or associate's degree,Estimate; Moved from different county within same state: - Bachelor's degree,Margin of Error; Moved from different county within same state: - Bachelor's degree,Estimate; Moved from different county within same state: - Graduate or professional degree,Margin of Error; Moved from different county within same state: - Graduate or professional degree,Estimate; Moved from different state:,Margin of Error; Moved from different state:,Estimate; Moved from different state: - Less than high school graduate,Margin of Error; Moved from different state: - Less than high school graduate,Estimate; Moved from different state: - High school graduate (includes equivalency),Margin of Error; Moved from different state: - High school graduate (includes equivalency),Estimate; Moved from different state: - Some college or associate's degree,Margin of Error; Moved from different state: - Some college or associate's degree,Estimate; Moved from different state: - Bachelor's degree,Margin of Error; Moved from different state: - Bachelor's degree,Estimate; Moved from different state: - Graduate or professional degree,Margin of Error; Moved from different state: - Graduate or professional degree,Estimate; Moved from abroad:,Margin of Error; Moved from abroad:,Estimate; Moved from abroad: - Less than high school graduate,Margin of Error; Moved from abroad: - Less than high school graduate,Estimate; Moved from abroad: - High school graduate (includes equivalency),Margin of Error; Moved from abroad: - High school graduate (includes equivalency),Estimate; Moved from abroad: - Some college or associate's degree,Margin of Error; Moved from abroad: - Some college or associate's degree,Estimate; Moved from abroad: - Bachelor's degree,Margin of Error; Moved from abroad: - Bachelor's degree,Estimate; Moved from abroad: - Graduate or professional degree,Margin of Error; Moved from abroad: - Graduate or professional degree
6095,31/12/2005,246566,694,31218,3087,61456,3958,97723,4757,41214,3102,14955,1898,209071,4564,25524,2736,52773,3718,82829,4231,34683,2833,13262,1856,24993,3651,3058,1340,6329,1563,10446,2202,4481,1468,679,392,9487,2192,1801,954,1986,1011,3443,1338,1528,560,729,450,1932,795,365,424,272,224,605,358,522,328,168,186,1083,609,470,392,96,153,400,413,0,293,117,142
6097,31/12/2005,303625,810,42201,3598,66246,5447,101301,4540,59744,3646,34133,2768,261667,5741,35227,3470,55072,4121,89159,4379,51121,3483,31088,2731,31642,5399,5461,1468,9873,4555,9668,1645,5336,1290,1304,484,6296,1472,896,517,594,285,1781,648,2141,949,884,449,3205,1266,460,398,467,323,630,410,957,569,691,474,815,460,157,155,240,315,63,111,189,173,166,155
6099,31/12/2005,296025,1144,74254,5625,87968,4940,90681,4516,29037,2750,14085,1926,245456,4799,61783,5223,72530,4402,74376,4225,24075,2484,12692,1986,34675,4707,9344,2915,10471,2226,11535,2452,2591,927,734,472,11171,2368,2072,847,3415,1142,3430,1270,1766,745,488,345,3424,1535,653,677,1243,958,1066,994,336,260,126,147,1299,840,402,392,309,316,274,345,269,331,45,75
6101,31/12/2005,54422,475,10543,1575,14446,1454,19671,1621,7278,1203,2484,707,45987,1715,9135,1515,11602,1438,16640,1665,6311,1162,2299,751,3850,1158,1008,491,1166,729,1422,616,212,178,42,72,3373,1353,316,286,1140,793,1285,694,529,361,103,168,885,552,35,61,326,345,258,272,226,309,40,69,327,323,49,88,212,338,66,114,0,293,0,293
6107,31/12/2005,226807,618,78286,3448,55851,3453,64227,3411,20192,1805,8251,1179,205496,2745,70677,3714,51061,3198,57569,3282,18819,1825,7370,1144,12571,1977,4808,1294,2925,835,3536,907,849,459,453,308,6056,1599,1616,950,1631,668,2055,946,524,320,230,182,1821,882,718,457,234,225,756,462,0,293,113,135,863,415,467,346,0,293,311,231,0,293,85,99
6111,31/12/2005,492822,927,83969,5134,98352,4980,163872,6341,92996,4583,53633,3375,427693,5933,72907,5110,84854,4555,142018,6288,80220,4186,47694,3203,43626,4956,7416,1923,9475,2026,14745,2474,8803,1819,3187,1110,11906,2518,1902,1195,2733,1257,3548,1297,1980,789,1743,718,6457,2348,585,391,919,534,3267,2183,742,349,944,441,3140,1256,1159,651,371,369,294,209,1251,888,65,106
6113,31/12/2005,104188,511,14559,1982,23546,2638,26967,2529,18931,1860,20185,1960,85676,2789,12487,1894,19122,2257,22311,2253,14988,1473,16768,1714,8647,2074,1276,733,1928,938,2418,934,1470,615,1555,636,6823,1643,673,426,1382,877,2043,890,1974,776,751,468,1815,947,0,293,829,645,195,259,458,580,333,282,1227,591,123,148,285,339,0,293,41,69,778,507
6001,31/12/2006,968508,552,142043,6397,216536,7433,236296,7468,222270,6756,151363,6020,824462,9590,118374,5903,185808,8516,204290,7224,189650,6499,126340,5073,85455,7508,16423,3536,19991,2766,19214,2449,17955,2184,11872,2329,35050,4110,4472,1510,6630,1934,8458,1682,8873,1611,6617,1645,13487,2433,907,603,2028,931,3158,1097,3156,1008,4238,1321,10054,2276,1867,758,2079,867,1176,652,2636,861,2296,1250
6007,31/12/2006,135407,903,20311,2113,34555,2873,47437,3786,22295,1861,10809,1837,111983,2812,16593,1816,28567,2580,38642,3354,18689,1876,9492,1619,15074,2467,2262,939,3676,1036,5964,1547,2529,898,643,381,6517,1769,1242,929,1881,794,2331,888,830,520,233,193,1706,642,214,200,431,299,373,338,247,201,441,314,127,197,0,289,0,289,127,197,0,289,0,289
6013,31/12/2006,676212,668,81186,4822,137295,5459,206193,5895,160729,5518,90809,4409,576144,7072,64682,4806,118292,5285,178817,5590,136338,5085,78015,4052,60427,6085,11154,2277,12301,2389,19322,3175,13200,2187,4450,1508,26969,3469,2930,1150,5510,1499,6359,1482,7303,1675,4867,1257,5610,1432,435,268,916,460,1178,499,1420,599,1661,897,7062,2157,1985,1171,276,204,517,334,2468,1277,1816,811
6017,31/12/2006,120555,1127,10484,1932,27653,2817,44278,3003,25264,2769,12876,1819,102883,2740,8591,1849,23071,2107,38219,3020,22067,2627,10935,1846,7045,2020,1195,819,2120,1346,2976,891,495,528,259,258,6070,1696,348,337,1229,923,2186,800,1412,730,895,686,3436,1608,0,289,982,719,582,424,1126,889,746,603,1121,599,350,384,251,287,315,385,164,211,41,68
6019,31/12/2006,518446,594,141205,5651,125387,5116,153242,6199,68372,3746,30240,2824,436100,5625,119276,4701,105159,4867,128419,5850,58046,3508,25200,2286,62191,4941,17470,2924,15477,2894,19999,2790,7080,1616,2165,909,12747,2233,2834,921,2994,979,3492,1007,1814,780,1613,791,4624,1621,477,295,1048,533,1066,661,907,736,1126,788,2784,960,1148,618,709,420,266,226,525,421,136,227
6023,31/12/2006,84677,623,9626,1598,20958,2173,31963,2450,15353,1865,6777,1128,70967,2458,8145,1443,17476,2007,26129,2454,13126,1534,6091,1031,8899,2080,988,487,2213,1011,3764,1199,1754,822,180,201,3392,1293,433,316,879,560,1604,872,215,232,261,227,1391,636,60,98,390,407,457,317,239,207,245,209,28,39,0,289,0,289,9,15,19,37,0,289
6025,31/12/2006,92824,889,34994,2401,23928,2377,24023,2103,6661,1364,3218,766,80525,2554,30297,2335,20496,2418,21249,2063,5839,1370,2644,759,6095,2028,2151,1098,1784,896,1501,750,402,297,257,271,4218,1271,1609,525,1366,687,882,564,239,281,122,116,1000,634,272,317,95,116,301,288,137,206,195,239,986,728,665,559,187,236,90,91,44,78,0,289
6029,31/12/2006,458671,832,128703,5364,133431,5348,130330,5302,44617,3318,21590,2218,372604,5990,102186,5089,105808,5586,108821,5560,37372,3342,18417,2073,48775,5281,13684,2619,15945,2874,13877,2537,3854,1124,1415,644,27932,3062,11524,1855,8362,1423,4972,1308,2141,925,933,454,7780,1744,917,438,2960,1031,2341,998,870,525,692,445,1580,806,392,258,356,282,319,424,380,372,133,157
6031,31/12/2006,87394,765,26349,2481,26183,2674,24020,2042,7849,1327,2993,829,70017,2197,21139,2505,20703,2380,19757,1890,5982,1133,2436,700,5532,1496,1683,859,1537,738,1674,672,585,391,53,88,8639,1470,2610,684,3060,926,1840,654,812,450,317,369,2666,1294,476,670,883,749,737,464,383,337,187,224,540,451,441,421,0,289,12,20,87,123,0,289
6037,31/12/2006,6243935,*****,1559864,19538,1439106,20667,1516988,19264,1142934,16805,585043,11019,5496823,19190,1380233,18494,1274300,20525,1338807,18563,990103,15500,513380,9736,582171,18208,148681,7551,134675,8740,139947,7222,111518,7169,47350,3822,61583,5613,9102,1746,13647,2494,16568,2217,14691,2575,7575,1525,56779,5325,5323,1581,10102,2011,13582,2234,15803,2073,11969,2133,46579,4055,16525,2642,6382,1582,8084,1452,10819,1779,4769,1290
6039,31/12/2006,89439,532,28728,2260,27010,2548,24120,2508,7124,1343,2457,833,73533,2980,22755,2467,21462,2593,20447,2373,6495,1303,2374,824,7053,2201,1906,882,3325,1304,1745,1089,77,93,0,289,7461,1477,3579,1221,1932,761,1536,649,331,294,83,108,1149,727,245,248,291,312,392,322,221,287,0,289,243,313,243,313,0,289,0,289,0,289,0,289
6041,31/12/2006,180442,1030,15369,2066,25424,2487,45447,3326,53097,2622,41105,2895,155425,2669,12853,1947,20642,2424,39341,2903,46412,2543,36177,2638,12628,1871,1012,541,1967,754,3118,812,4085,1212,2446,857,9896,1905,1258,438,2450,823,2226,933,2072,771,1890,869,1851,918,168,178,210,199,695,736,186,177,592,400,642,386,78,134,155,193,67,112,342,295,0,289
6047,31/12/2006,138808,754,49105,3869,35843,3056,37778,2627,11417,1706,4665,991,109812,3808,39501,3944,27728,2962,28792,2602,9486,1499,4305,961,19126,3200,7278,1827,4724,1531,6378,1725,640,465,106,156,7422,2121,1590,894,2276,1167,2557,1132,745,546,254,299,2087,1174,562,439,979,716,0,289,546,641,0,289,361,323,174,206,136,173,51,86,0,289,0,289
6053,31/12/2006,249321,1359,73551,3860,53179,3830,63764,3717,35396,2776,23431,2121,208859,4519,61755,3795,43784,3551,54151,3382,29530,2861,19639,2111,22276,3661,7535,2347,5601,1415,4931,1437,2665,1132,1544,713,12004,2355,3326,1213,2827,1122,3311,1106,1224,556,1316,695,3629,1065,218,238,430,338,1038,580,1159,670,784,391,2553,1093,717,449,537,512,333,312,818,675,148,181
6055,31/12/2006,89712,792,16376,2064,18436,2179,27061,1820,18417,1845,9422,1316,75750,3058,13324,2025,15577,1971,23125,1783,15232,1701,8492,1367,6624,1445,2007,1086,1577,807,1885,604,839,474,316,214,4393,1514,675,629,943,476,1403,752,999,727,373,384,1863,1106,32,54,339,355,109,135,1142,994,241,260,1082,901,338,320,0,289,539,808,205,215,0,289
6057,31/12/2006,71392,1173,5672,1416,17228,2486,27693,2186,14880,1938,5919,1086,60076,2370,3738,970,14912,2296,23374,2127,12647,1835,5405,1062,7146,2095,1516,936,1649,1335,2445,1083,1317,787,219,185,3133,1096,319,352,475,545,1694,838,476,434,169,160,856,648,0,289,192,324,98,147,440,372,126,156,181,221,99,161,0,289,82,142,0,289,0,289
6059,31/12/2006,1922837,1007,332999,11246,376228,10505,544862,12313,438027,10174,230721,8344,1644253,13007,271326,10847,322054,8901,471096,11828,375196,10069,204581,7453,193301,11812,49558,6327,39420,5205,52374,3776,37697,4241,14252,2400,44612,3788,4700,1361,9846,1963,12876,2030,12603,2117,4587,1189,23573,3358,2194,992,2958,1347,5704,1273,8501,1844,4216,1214,17098,2769,5221,1984,1950,781,2812,1307,4030,1123,3085,1059
6061,31/12/2006,222307,1141,18154,2357,50897,3762,82381,3974,47212,3208,23663,2571,189525,3744,15543,2101,43648,3364,69874,3789,40414,2889,20046,2181,15797,2653,1694,992,3522,1425,6682,1716,2199,985,1700,766,12610,2470,572,398,2943,1125,4551,1365,3444,1219,1100,720,2383,984,47,80,701,516,769,425,430,275,436,468,1992,1093,298,434,83,100,505,432,725,661,381,368
6065,31/12/2006,1254094,444,273084,8577,364854,9690,379212,8606,154861,6684,82083,4046,1020510,11029,219966,9249,289817,7887,317996,7842,124142,5848,68589,4124,123124,8438,28816,3805,42524,4790,34464,3911,12483,1891,4837,1167,83123,7067,21290,3490,24183,3705,20041,2836,11535,2418,6074,1666,19200,3211,1504,745,5412,1484,5338,1320,4950,1351,1996,868,8137,2240,1508,753,2918,1434,1373,766,1751,944,587,485
6067,31/12/2006,881167,564,133362,5807,212617,6888,290405,7864,168229,5422,76554,3900,721898,8473,104433,5627,169314,5832,240739,7192,140455,5231,66957,3785,108131,7957,20925,3086,31670,3759,33880,3738,16561,2818,5095,1147,32415,4254,4997,1362,7050,1708,10560,1855,7539,1739,2269,814,11577,2359,764,411,3206,1430,3270,948,3026,1029,1311,477,7146,2228,2243,1649,1377,876,1956,964,648,360,922,841
6071,31/12/2006,1178690,668,276449,7867,337838,10438,359856,9919,138357,7022,66190,4826,990309,10587,223983,7813,283026,9702,304977,9825,120139,6690,58184,4393,108018,8385,29303,4008,34252,4077,32071,4000,8917,1846,3475,1081,59662,5364,16812,2618,15900,2394,17820,2816,6437,1617,2693,903,12928,2275,2731,1083,3644,1184,3494,1141,2021,741,1038,541,7773,1943,3620,1418,1016,597,1494,715,843,579,800,684
6073,31/12/2006,1858508,705,280920,8595,394359,10369,563466,10187,383572,8116,236191,7150,1539231,12413,235033,7975,322854,9832,468871,9290,312622,7636,199851,6392,215851,10133,33017,4094,49585,3917,67029,5664,43936,3134,22284,2172,36006,3659,4513,1133,8314,1833,9358,2014,10041,2028,3780,1230,46737,4624,3782,1267,10718,2143,13045,2215,11623,2061,7569,1576,20683,3001,4575,1403,2888,1366,5163,1346,5350,1341,2707,767
6075,31/12/2006,578500,389,87563,5569,80683,4752,118785,5932,182410,6171,109059,4995,493481,5185,78917,5630,71689,4032,102386,5404,150566,6488,89923,4864,49111,4035,4263,1237,6758,1731,9845,1579,18209,2296,10036,1673,18850,2954,2625,968,1029,478,4463,1109,6798,1510,3935,1495,10220,1716,1025,553,478,267,941,490,3925,1070,3851,943,6838,1756,733,548,729,372,1150,551,2912,1051,1314,655
6077,31/12/2006,407399,662,94060,5856,125574,6158,120816,4311,46710,3628,20239,2107,339127,6380,73208,5643,103801,5710,104209,4423,40206,3481,17703,2082,45767,5391,15732,3071,12765,2490,11553,2068,3982,1066,1735,781,16858,3291,3701,1302,6291,2113,4456,1258,2025,836,385,328,3379,1456,508,394,1772,1211,426,278,257,240,416,385,2268,1098,911,674,945,645,172,164,240,257,0,289
6079,31/12/2006,169144,1233,21190,2228,37331,2855,58082,3185,35899,2859,16642,1908,140397,3315,17243,2197,29159,2704,48985,3183,30176,2670,14834,1830,16614,2520,1667,639,4492,1328,5202,1439,4183,1130,1070,440,10205,1800,2024,600,3413,829,2826,1030,1342,590,600,381,1263,651,35,57,267,239,625,455,198,192,138,165,665,498,221,361,0,289,444,511,0,289,0,289
6081,31/12/2006,485413,629,54193,4457,92703,4332,123838,5061,132108,5205,82571,4515,419094,4995,45460,4002,80061,4179,109240,4820,115165,5354,69168,4389,36015,4365,5968,1822,7818,1771,8248,1721,8101,1507,5880,1795,20271,2350,1973,1011,3702,1300,4705,1249,5191,1148,4700,1199,4694,1496,483,512,496,424,423,375,1409,678,1883,809,5339,1210,309,259,626,392,1222,584,2242,878,940,453
6083,31/12/2006,245531,515,49569,3023,48613,3764,72733,3502,47158,2569,27458,2354,207284,3897,40733,3247,42771,3430,59744,3175,40187,2650,23849,2155,25396,3224,6288,1753,4256,1103,8960,1958,3778,1067,2114,927,5699,1469,1183,792,891,411,1817,713,1155,611,653,451,4620,1217,362,281,636,484,1965,985,984,598,673,365,2532,1054,1003,619,59,97,247,254,1054,659,169,174
6085,31/12/2006,1146014,550,158480,6844,209754,7437,272142,8283,288079,8046,217559,6489,965179,9538,131137,6347,176552,7318,233819,8109,242530,7507,181141,6878,119955,8001,20630,3130,25530,3924,25104,2958,26923,3731,21768,2972,27751,3817,2436,967,4316,1116,7876,1690,8366,2090,4757,1278,14631,2624,968,620,1182,552,2650,846,3787,1178,6044,1533,18498,3075,3309,1401,2174,1127,2693,1079,6473,1465,3849,1312
6087,31/12/2006,161606,828,23061,2218,29307,2711,51259,3080,35839,2673,22140,2204,138163,2890,19228,2015,25839,2516,43242,2807,30165,2460,19689,1988,14784,2553,2509,901,2010,760,5119,1778,3856,1182,1290,564,6000,1504,818,515,1093,565,2258,1035,1106,516,725,498,1961,912,61,102,359,399,496,453,712,545,333,288,698,534,445,467,6,10,144,155,0,289,103,173
6089,31/12/2006,121444,864,13911,1924,40135,3135,47911,2967,13236,2063,6251,1037,103862,3186,11215,1593,33329,3126,41770,2916,11676,1952,5872,982,10757,2294,1026,491,4702,1550,4171,1282,646,391,212,214,5643,1819,1541,1189,1409,797,1717,861,914,565,62,107,1153,709,129,151,666,630,253,284,0,289,105,174,29,49,0,289,29,49,0,289,0,289,0,289
6095,31/12/2006,262936,381,38355,3491,70149,3554,95274,3907,41202,3162,17956,2043,218693,4097,29687,3168,57496,3601,79987,3671,35554,2855,15969,2051,26225,3370,5209,1626,7862,1871,9501,1701,2604,1002,1049,530,12009,2429,2739,703,2952,977,4285,1256,1400,665,633,407,3922,1229,394,342,889,438,1281,700,1053,777,305,265,2087,908,326,356,950,717,220,234,591,478,0,289
6097,31/12/2006,312071,858,44486,2787,72553,3797,100266,4545,63428,3597,31338,2555,270949,4096,37503,2848,61243,3648,89000,4467,54440,3576,28763,2423,27647,3288,4640,1483,7462,1879,8661,1426,5205,1459,1679,605,8460,2121,1536,979,2768,1122,1260,542,2209,813,687,334,3960,1187,393,353,774,447,1174,446,1410,731,209,200,1055,468,414,336,306,321,171,162,164,142,0,289
6099,31/12/2006,309209,713,81148,3958,87778,5103,92794,4278,33838,3028,13651,1748,257193,4490,67195,3581,71906,3826,77800,4106,28637,2705,11655,1504,37977,4539,11366,2238,11621,2743,10626,2101,3371,1030,993,460,10536,1809,2040,771,3519,1131,3601,1196,799,454,577,330,1895,881,46,73,615,533,617,441,305,283,312,322,1608,629,501,405,117,195,150,173,726,445,114,131
6101,31/12/2006,56599,1059,12991,2145,14593,1674,18532,1876,7124,1407,3359,792,47389,2143,10535,1974,11637,1349,15592,1791,6607,1314,3018,685,3893,1188,1003,774,1062,518,1594,604,164,159,70,119,3376,1794,972,691,1027,809,1052,796,54,88,271,292,679,511,0,289,117,127,263,272,299,313,0,289,1262,844,481,689,750,706,31,61,0,289,0,289
6107,31/12/2006,238512,423,76775,3734,63812,4167,68255,3956,20729,2123,8941,1387,207455,4281,66834,3521,54524,3523,58982,4127,18755,2017,8360,1355,23029,3534,7097,1861,7748,2098,6401,1413,1682,828,101,98,5942,1774,1776,885,1112,579,2460,956,231,193,363,353,1086,463,272,202,391,302,295,224,61,83,67,109,1000,869,796,840,37,63,117,140,0,289,50,84
6111,31/12/2006,505787,530,90341,5342,109901,6192,154872,6131,97934,4396,52739,3332,440796,5474,76904,4574,97272,5705,136709,6041,84083,3748,45828,2992,39886,4595,10380,2386,8280,1789,10382,2071,7685,1591,3159,1170,14291,2435,1005,623,2377,873,5058,1421,3362,918,2489,845,7851,1919,594,633,1529,689,2280,997,2383,939,1065,503,2963,1153,1458,992,443,402,443,270,421,289,198,144
6113,31/12/2006,108478,934,15609,1877,26970,2744,25034,2455,21515,2154,19350,2037,90384,2833,13745,1767,23168,2681,20503,2014,16897,1821,16071,1811,8304,1872,1193,628,2223,984,2382,1007,1527,560,979,566,6628,1622,525,408,1036,398,1951,904,2284,1112,832,608,2198,1137,146,193,388,363,165,167,702,671,797,509,964,536,0,289,155,258,33,59,105,125,671,416
6001,31/12/2007,981165,857,139841,7101,204162,9492,241929,7962,238811,7450,156422,5732,844186,6876,120284,6566,174167,8910,211138,7282,205269,7366,133328,5550,80157,6247,11215,2086,19095,2986,20026,2357,17371,2552,12450,2016,32782,3903,4312,1588,7737,2080,7393,1875,8331,1739,5009,1464,13271,2825,1310,832,1894,1125,1986,738,4614,1487,3467,969,10769,2143,2720,1279,1269,721,1386,722,3226,1012,2168,889
6007,31/12/2007,138556,715,23207,2460,31126,2585,51107,2826,23070,2372,10046,1795,116871,3353,20061,2374,26450,2381,41788,2901,20059,2183,8513,1370,13979,2531,2468,943,3403,1172,6368,1704,1332,548,408,298,4317,1156,407,274,812,463,1860,722,1113,663,125,148,2063,1009,131,165,326,334,723,552,566,487,317,301,1326,1127,140,295,135,234,368,430,0,292,683,975
6013,31/12/2007,674084,728,81719,5629,142431,6012,199783,6021,160157,5562,89994,4099,589335,6646,69852,5037,122801,5381,174564,6508,142471,5105,79647,3941,53776,5346,9809,2150,14147,3070,16769,2318,8588,1926,4463,1226,22724,3594,1106,627,4163,1612,6536,1509,6757,1450,4162,1384,5189,1372,345,365,695,577,1250,721,1578,688,1321,627,3060,937,607,492,625,549,664,349,763,397,401,294
6017,31/12/2007,120034,942,9006,1472,29757,2807,44084,2578,26017,2530,11170,1659,104278,2508,8319,1554,25939,2429,37573,2503,22664,2206,9783,1489,8681,2333,542,384,2256,943,3906,1367,1454,951,523,400,5467,1635,145,141,1202,669,1950,786,1398,710,772,625,1519,902,0,292,360,401,602,499,501,309,56,95,89,115,0,292,0,292,53,105,0,292,36,58
6019,31/12/2007,526070,393,142262,6094,135496,5591,150445,6399,67234,4515,30633,2702,450832,6111,120779,5720,115042,5076,126607,6261,60643,4245,27761,2646,53868,5533,15275,2967,16110,2602,16641,2690,3970,1060,1872,633,13182,2252,4437,1293,2830,1012,4334,1185,1256,615,325,266,5959,1786,788,488,1264,801,2457,1277,836,501,614,370,2229,907,983,595,250,250,406,421,529,432,61,102
6023,31/12/2007,85890,953,9498,1326,24625,2178,28851,2498,15882,1704,7034,1144,72986,1787,7690,1243,20876,2095,24466,2366,13627,1555,6327,1079,7724,1389,987,547,2230,775,2965,794,1382,559,160,140,3498,1064,548,286,1198,612,966,549,292,226,494,335,1272,604,0,292,184,179,454,352,581,419,53,89,410,279,273,224,137,166,0,292,0,292,0,292
6025,31/12/2007,93249,757,35298,2800,24179,2665,23859,2527,6891,1473,3022,875,81369,1543,30738,2762,20656,2489,21611,2374,5694,1339,2670,885,6116,1287,2810,1081,1604,708,1129,527,573,361,0,292,3922,743,1407,361,1412,394,548,283,362,373,193,245,734,390,147,201,365,294,130,181,92,112,0,292,1108,670,196,203,142,131,441,511,170,182,159,197
6029,31/12/2007,465482,430,139122,6505,131503,5453,129404,6040,42737,3187,22716,2268,374021,6457,107815,5418,103874,5059,105409,5522,37235,3203,19688,2048,55356,5753,18490,3445,17938,2979,14297,2701,2898,906,1733,797,27700,3465,10597,2551,7609,1496,7072,1568,1830,790,592,366,6031,1733,1454,1018,1572,734,1814,771,537,396,654,450,2374,1089,766,548,510,398,812,713,237,217,49,80
6031,31/12/2007,88446,790,24653,2353,28382,2749,24066,2921,7886,1366,3459,935,70765,2891,18374,2702,22781,2316,19379,2553,7049,1357,3182,947,7330,2044,1724,1002,2332,1141,2828,1170,323,288,123,154,9001,1801,4489,1437,2265,732,1742,898,351,262,154,135,1091,1047,0,292,854,1011,74,110,163,207,0,292,259,245,66,109,150,180,43,72,0,292,0,292
6037,31/12/2007,6262307,495,1550100,18268,1446430,21938,1493005,17306,1172729,18116,600043,13753,5547388,17724,1392246,19457,1287939,20308,1330709,17280,1017735,16267,518759,12733,551932,15950,131444,6379,125333,8122,128684,7295,110998,6185,55473,4264,59672,4600,9264,2142,15337,2210,12775,1956,15631,2272,6665,1390,59959,4552,6007,1901,9656,1927,13997,2281,17442,2528,12857,2256,43356,4191,11139,2073,8165,1881,6840,1458,10923,1665,6289,1450
6039,31/12/2007,90012,460,29181,2505,25050,2393,23623,2593,7576,1232,4582,1174,76263,2559,23700,2582,21034,2550,20392,2358,6838,1289,4299,1193,6383,1817,2662,1050,1554,742,1805,949,277,234,85,144,6076,1282,2190,493,2112,820,1198,512,461,303,115,183,482,350,152,164,102,125,228,247,0,292,0,292,808,584,477,421,248,316,0,292,0,292,83,104
6041,31/12/2007,181645,816,16375,2079,26636,3277,44014,3205,55001,3407,39619,2863,155494,3029,13512,1896,21451,2884,37367,2801,47320,2886,35844,2852,11032,1975,475,378,1658,939,3368,1003,3772,1107,1759,617,11782,2319,2050,647,2548,887,2756,1265,3015,1037,1413,780,1759,1011,0,292,478,538,302,305,549,376,430,305,1578,814,338,327,501,506,221,224,345,309,173,218
6047,31/12/2007,139312,765,46642,3449,40069,3379,35302,3299,11644,1869,5655,1348,119043,3434,40736,3768,34024,3257,29431,2720,10229,1681,4623,1230,14845,3019,4204,1460,3894,1297,4865,1468,1284,957,598,516,4082,1673,1539,780,1546,862,685,534,73,123,239,253,997,496,78,91,430,237,321,299,58,100,110,130,345,291,85,140,175,219,0,292,0,292,85,136
6053,31/12/2007,250543,702,76471,3128,52269,3645,62702,3564,36430,2713,22671,2206,211122,4499,61403,3848,42946,3114,54706,3370,32253,2691,19814,2148,24497,4221,11274,2755,6323,1657,4794,1475,1298,681,808,498,7946,1529,2416,834,2123,598,2005,786,720,399,682,457,3819,1019,351,310,337,292,977,421,1149,512,1005,520,3159,1716,1027,920,540,528,220,231,1010,932,362,361
6055,31/12/2007,88811,913,17377,1957,21264,2284,26803,2261,15855,1710,7512,1225,77706,2796,13725,2085,18883,2287,23983,2251,14182,1809,6933,1220,7217,2213,2555,1468,1601,978,1534,573,1150,529,377,294,3024,997,882,702,694,405,959,521,325,252,164,210,533,365,0,292,29,48,327,306,139,183,38,68,331,281,215,198,57,94,0,292,59,100,0,292
6057,31/12/2007,72177,1011,5092,1172,16732,2230,27595,2279,16024,2732,6734,1303,63720,2320,4255,1094,15034,2196,23941,2576,14584,2693,5906,1260,3795,1565,469,320,510,301,1953,1180,589,493,274,206,3162,1226,368,390,844,602,1009,751,611,441,330,294,1254,920,0,292,344,343,647,809,197,187,66,108,246,301,0,292,0,292,45,83,43,78,158,260
6059,31/12/2007,1936090,497,336006,11061,384660,11280,529981,9872,445571,9853,239872,7361,1680830,10066,282504,9572,330136,9843,466319,10261,389445,9118,212426,7289,173578,10144,42710,5018,38505,4466,42606,4070,33630,3457,16127,2220,43770,4619,6384,2030,9358,1991,13641,2349,10563,2260,3824,1026,22185,2990,1290,849,3470,1228,5071,1458,7556,1533,4798,1241,15727,2766,3118,1152,3191,1188,2344,988,4377,1328,2697,1215
